gpsTime,sysTime,Lat,Lng,Alt,speed,course,bearing,dist,ctlangle,isWindCheck,isCheckWind
not defined yet,6:7:24:37:99582,37.289692,127.06532,69.4,1.4,127.26,303.66,13.0,179.81,,0
not defined yet,6:7:24:38:100599,37.28969,127.06533,69.3,1.15,128.92,305.03,14.87,177.77,,0
not defined yet,6:7:24:39:101621,37.28968,127.065346,69.3,1.45,128.13,303.59,15.43,174.67,,0
not defined yet,6:7:24:40:102595,37.289673,127.06536,69.5,1.34,128.2,304.25,17.19,176.12,,0
not defined yet,6:7:24:41:103599,37.289665,127.06537,69.7,1.32,127.15,304.32,18.84,176.12,,0
not defined yet,6:7:24:42:104606,37.289658,127.065384,69.9,1.34,122.85,305.92,20.05,178.77,,0
not defined yet,6:7:24:43:105617,37.28965,127.0654,69.9,1.28,121.3,304.61,21.37,-178.24,,0
not defined yet,6:7:24:44:106608,37.289646,127.06541,69.9,1.42,119.9,303.86,22.81,-177.44,,0
not defined yet,6:7:24:45:107610,37.289642,127.06542,69.8,1.26,118.82,304.09,23.69,-175.81,,0
not defined yet,6:7:24:46:108626,37.289635,127.06544,69.8,1.29,118.09,303.07,25.03,-175.75,,0
not defined yet,6:7:24:47:109611,37.289627,127.06546,69.8,1.39,120.42,303.19,26.68,-174.9,,0
not defined yet,6:7:24:49:111594,37.28961,127.06548,70.1,1.36,118.22,303.19,29.1,-177.23,,0
not defined yet,6:7:24:50:112612,37.289604,127.0655,71.0,1.32,126.0,302.9,31.43,-175.32,,0
not defined yet,6:7:24:51:113609,37.289597,127.06551,71.0,1.3,124.84,303.01,33.08,177.01,,0
not defined yet,6:7:24:52:114629,37.289593,127.06552,70.8,1.14,127.09,303.37,34.83,178.53,,0
not defined yet,6:7:24:53:115612,37.289585,127.06554,71.0,1.27,119.17,302.76,35.4,175.67,,0
