sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
6:7:24:43:106146,4.46,10.64,-151.05,0.2,0.08,1.43,1.44,0.91
6:7:24:43:106242,6.22,12.53,-149.33,0.23,0.08,1.27,1.3,1.11
6:7:24:44:106654,12.61,15.16,-130.35,0.21,0.25,1.17,1.22,1.32
6:7:24:44:106750,8.01,15.68,-132.31,0.31,0.15,1.23,1.27,1.26
6:7:24:44:106846,6.75,13.95,-134.36,0.39,-0.02,1.26,1.32,1.27
6:7:24:44:106943,11.47,16.22,-133.06,0.43,0.02,0.88,0.98,1.19
6:7:24:44:107038,14.46,17.45,-134.41,0.12,0.09,0.45,0.48,0.93
6:7:24:44:107135,13.89,16.42,-138.33,0.11,0.16,0.79,0.82,0.76
6:7:24:44:107262,15.66,13.17,-140.2,0.21,0.32,1.25,1.3,0.86
6:7:24:45:107674,17.07,19.35,-130.66,0.1,0.23,0.59,0.64,0.92
6:7:24:45:107754,16.37,16.92,-129.5,0.19,0.36,0.97,1.05,1.0
6:7:24:45:107850,16.56,14.41,-130.76,0.29,0.32,1.21,1.28,0.99
6:7:24:45:107947,14.6,14.05,-135.02,0.48,0.08,1.26,1.36,1.23
6:7:24:45:108059,16.65,16.42,-138.36,0.38,0.13,0.85,0.94,1.19
6:7:24:45:108138,18.1,17.5,-141.01,0.11,0.21,0.43,0.49,0.93
6:7:24:45:108234,18.29,17.03,-143.02,0.11,0.43,0.85,0.96,0.8
6:7:24:46:108674,27.69,22.64,-135.15,0.4,0.24,0.65,0.8,0.75
6:7:24:46:108754,27.69,21.13,-131.03,0.09,0.36,0.57,0.68,0.81
6:7:24:46:108865,26.96,21.16,-128.78,0.3,0.45,0.91,1.06,0.85
6:7:24:46:108962,26.15,22.5,-129.48,0.41,0.45,1.16,1.31,1.01
6:7:24:46:109058,25.24,24.8,-132.91,0.56,0.38,1.0,1.21,1.19
6:7:24:46:109153,20.01,28.86,-141.14,0.51,0.09,0.79,0.94,1.15
6:7:24:46:109249,19.18,29.89,-145.31,0.3,0.1,0.55,0.63,0.93
6:7:24:47:109659,31.39,29.14,-130.84,0.73,0.51,0.72,1.15,0.91
6:7:24:47:109770,32.72,28.34,-129.83,0.46,0.19,0.71,0.87,0.88
6:7:24:47:109835,41.63,24.88,-123.09,0.25,0.5,0.57,0.79,0.94
6:7:24:47:109946,43.92,22.53,-120.87,0.27,0.72,0.55,0.94,0.87
6:7:24:47:110075,40.93,18.62,-124.29,0.48,0.79,0.81,1.23,0.99
6:7:24:47:110139,37.53,13.63,-130.94,0.42,0.63,0.82,1.12,1.09
6:7:24:47:110251,36.53,14.18,-134.83,0.36,0.56,0.49,0.83,1.06
6:7:24:49:111658,16.35,3.92,-137.84,0.6,0.22,1.1,1.27,1.07
6:7:24:49:111770,27.52,-2.01,-119.05,0.55,0.42,0.99,1.21,1.1
6:7:24:49:111850,37.61,-11.79,-98.97,0.1,0.84,0.55,1.01,1.16
6:7:24:49:111946,40.65,-17.55,-91.42,-0.19,0.55,0.26,0.64,0.95
6:7:24:49:112057,36.06,-24.27,-91.13,-0.28,0.75,0.31,0.86,0.84
6:7:24:49:112154,30.01,-26.74,-101.43,-0.32,0.86,0.76,1.19,0.9
6:7:24:49:112266,29.95,-31.76,-111.35,-0.44,0.88,0.88,1.32,1.13
6:7:24:50:112676,23.78,-1.48,-147.41,0.27,0.49,0.56,0.8,1.1
6:7:24:50:112756,14.9,-7.62,-144.42,0.07,0.85,1.33,1.58,1.23
6:7:24:50:112836,12.11,-2.59,-144.16,0.6,0.67,1.19,1.5,1.29
6:7:24:50:112963,7.61,-0.51,-141.3,0.38,0.35,0.92,1.06,1.38
6:7:24:50:113060,5.37,3.67,-140.76,0.11,0.25,0.45,0.53,1.03
6:7:24:50:113156,5.88,-1.25,-140.26,0.02,0.34,0.82,0.89,0.83
6:7:24:50:113251,6.43,-3.67,-141.61,0.0,0.55,1.18,1.31,0.91
6:7:24:51:113673,9.03,-3.98,-151.97,0.09,0.2,0.56,0.61,0.93
6:7:24:51:113737,8.53,-1.89,-154.67,0.02,0.27,0.98,1.02,0.98
6:7:24:51:113865,8.54,-1.56,-152.74,0.33,0.4,1.39,1.48,1.04
6:7:24:51:113945,9.07,0.12,-148.83,0.42,0.29,0.96,1.09,1.2
6:7:24:51:114041,8.37,1.6,-144.46,0.42,0.3,0.81,0.96,1.17
6:7:24:51:114184,9.29,5.85,-142.8,0.25,0.1,0.56,0.62,0.89
6:7:24:51:114264,8.3,6.29,-141.48,0.03,0.21,0.7,0.73,0.77
6:7:24:52:114645,2.73,-1.62,-145.02,0.12,0.16,0.71,0.74,0.7
6:7:24:52:114757,2.62,2.03,-148.89,-0.08,0.14,0.63,0.65,0.71
6:7:24:52:114852,2.87,2.83,-152.38,0.09,0.14,0.94,0.96,0.78
6:7:24:52:114948,4.62,-0.41,-153.67,0.25,0.09,1.32,1.34,0.99
6:7:24:52:115044,3.02,1.67,-150.09,0.48,0.15,1.23,1.33,1.21
6:7:24:52:115141,5.02,3.81,-145.65,0.33,0.24,0.81,0.91,1.19
6:7:24:52:115268,4.43,3.55,-143.76,0.1,0.1,0.54,0.56,0.93
6:7:24:53:115660,0.89,-0.73,-143.22,0.2,0.03,1.01,1.03,0.83
6:7:24:53:115756,5.16,0.95,-145.91,0.11,0.09,0.68,0.7,0.76
6:7:24:53:115836,7.17,2.64,-149.04,0.01,0.2,0.66,0.69,0.8
6:7:24:53:115948,7.4,2.22,-152.97,0.04,0.17,0.99,1.01,0.8
6:7:24:53:116043,8.39,0.97,-153.38,0.21,0.2,1.3,1.33,1.01
