sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
6:9:33:32:61195,46.66,5.82,82.98,0.22,0.53,0.82,1.0,0.99
6:9:33:32:61307,46.13,5.97,82.6,0.25,0.51,0.8,0.97,0.99
6:9:33:32:61403,45.9,6.11,82.41,0.23,0.5,0.81,0.98,0.98
6:9:33:33:61516,45.91,6.25,82.03,0.23,0.51,0.8,0.98,0.98
6:9:33:33:61924,46.58,6.37,80.78,0.26,0.53,0.76,0.96,0.97
6:9:33:33:61989,46.96,6.33,80.51,0.21,0.51,0.82,0.99,0.97
6:9:33:33:62100,46.71,6.62,80.26,0.28,0.55,0.76,0.98,0.99
6:9:33:33:62197,45.72,6.59,80.45,0.23,0.54,0.79,0.98,0.98
6:9:33:33:62296,45.02,6.44,80.24,0.24,0.49,0.81,0.97,0.98
6:9:33:33:62404,45.23,5.93,79.99,0.23,0.53,0.79,0.98,0.98
6:9:33:33:62502,45.9,5.43,79.98,0.19,0.52,0.8,0.98,0.98
6:9:33:34:62923,60.15,-9.38,102.5,-0.01,0.71,0.63,0.95,0.97
6:9:33:34:62992,66.62,-15.05,111.42,-0.15,0.84,0.46,0.96,0.95
6:9:33:34:63119,74.3,-20.46,119.12,-0.29,0.89,0.27,0.98,0.97
6:9:33:34:63215,82.15,-24.25,125.48,-0.42,0.96,0.1,1.05,1.0
6:9:33:34:63312,87.64,-26.67,132.27,-0.51,0.98,-0.02,1.11,1.07
6:9:33:34:63407,90.08,-28.7,139.29,-0.55,1.01,-0.12,1.16,1.12
6:9:33:34:63503,92.18,-27.93,144.67,-0.49,0.92,-0.1,1.05,1.12
6:9:33:35:64013,113.44,-30.06,158.26,-0.34,0.88,-0.47,1.06,1.05
6:9:33:35:64110,116.06,-31.65,159.9,-0.39,0.91,-0.47,1.1,1.07
6:9:33:35:64205,118.47,-31.97,161.73,-0.41,0.83,-0.47,1.04,1.08
6:9:33:35:64318,120.53,-30.69,163.14,-0.42,0.78,-0.47,1.01,1.03
6:9:33:35:64413,120.95,-29.16,165.23,-0.43,0.74,-0.45,0.96,0.99
6:9:33:35:64495,119.46,-28.3,167.33,-0.49,0.75,-0.42,1.0,0.97
6:9:33:36:64902,113.97,-32.03,166.18,-0.66,0.83,-0.36,1.12,1.04
6:9:33:36:65013,115.93,-31.92,162.93,-0.63,0.9,-0.36,1.15,1.13
6:9:33:36:65109,119.41,-32.13,159.14,-0.6,0.8,-0.34,1.06,1.12
6:9:33:36:65221,121.97,-32.48,156.31,-0.61,0.76,-0.35,1.04,1.05
6:9:33:36:65300,122.19,-33.04,154.84,-0.59,0.78,-0.36,1.04,1.04
6:9:33:36:65414,122.04,-33.64,153.57,-0.61,0.75,-0.36,1.03,1.04
6:9:33:36:65510,120.53,-33.93,153.13,-0.58,0.76,-0.34,1.02,1.02
6:9:33:37:65915,117.85,-35.14,150.6,-0.58,0.75,-0.33,1.0,1.01
6:9:33:37:66013,117.61,-35.36,149.85,-0.6,0.74,-0.33,1.01,1.01
6:9:33:37:66109,117.48,-35.89,149.02,-0.63,0.76,-0.33,1.04,1.02
6:9:33:37:66204,117.33,-35.74,148.21,-0.62,0.77,-0.34,1.04,1.04
6:9:33:37:66316,117.17,-35.57,147.67,-0.61,0.74,-0.33,1.01,1.03
6:9:33:37:66413,116.79,-35.49,147.3,-0.61,0.74,-0.34,1.02,1.01
6:9:33:37:66492,116.19,-35.38,146.84,-0.59,0.75,-0.34,1.01,1.01
6:9:33:38:66914,115.12,-35.79,143.63,-0.6,0.74,-0.33,1.01,1.01
6:9:33:38:67012,114.31,-35.75,143.14,-0.62,0.8,-0.34,1.07,1.03
6:9:33:38:67106,113.84,-35.82,142.69,-0.63,0.76,-0.32,1.04,1.06
6:9:33:38:67203,113.43,-36.04,142.07,-0.65,0.78,-0.33,1.06,1.05
6:9:33:38:67314,112.3,-36.34,141.82,-0.64,0.8,-0.32,1.08,1.07
6:9:33:38:67395,110.61,-36.83,141.58,-0.69,0.86,-0.35,1.15,1.1
6:9:33:38:67506,108.59,-37.6,141.26,-0.75,0.82,-0.35,1.16,1.16
6:9:33:39:67920,104.61,-36.11,120.47,-0.59,0.82,-0.29,1.05,1.12
6:9:33:39:68012,106.02,-35.64,111.0,-0.51,0.84,-0.26,1.02,1.04
6:9:33:39:68108,107.94,-34.33,101.68,-0.51,0.76,-0.26,0.95,0.99
6:9:33:39:68203,109.51,-32.83,92.33,-0.52,0.75,-0.28,0.96,0.95
6:9:33:39:68313,110.28,-30.6,83.56,-0.48,0.82,-0.3,1.0,0.97
6:9:33:39:68408,110.83,-28.91,76.4,-0.43,0.79,-0.31,0.95,0.98
6:9:33:39:68505,110.07,-27.31,72.17,-0.43,0.79,-0.28,0.95,0.95
6:9:33:40:69018,107.25,-28.98,61.85,-0.47,0.88,-0.23,1.02,0.97
6:9:33:40:69115,104.19,-27.85,60.77,-0.54,0.94,-0.24,1.11,1.05
6:9:33:40:69211,102.03,-27.2,57.57,-0.48,0.98,-0.26,1.13,1.12
6:9:33:40:69307,101.14,-28.03,55.4,-0.31,1.05,-0.24,1.12,1.12
6:9:33:40:69417,102.13,-30.5,56.74,-0.4,0.71,-0.09,0.82,1.02
6:9:33:41:69514,102.51,-31.3,58.04,-0.37,0.82,-0.12,0.91,0.85
6:9:33:41:69935,97.7,-35.0,76.47,-0.44,0.82,-0.09,0.93,0.92
6:9:33:41:70003,98.2,-36.49,79.5,-0.4,0.78,-0.11,0.88,0.92
6:9:33:41:70114,97.31,-35.33,82.52,-0.39,0.9,-0.12,0.99,0.92
6:9:33:41:70211,95.5,-33.86,85.32,-0.6,1.12,-0.21,1.29,1.09
6:9:33:41:70306,94.61,-35.53,87.33,-0.54,1.06,-0.16,1.2,1.26
6:9:33:41:70402,95.65,-37.61,87.99,-0.42,0.8,-0.09,0.91,1.1
6:9:33:41:70498,96.06,-37.32,88.89,-0.38,0.81,-0.11,0.91,0.91
6:9:33:42:70912,95.99,-34.55,97.56,-0.45,0.9,-0.06,1.0,0.94
6:9:33:42:70991,97.1,-34.53,97.45,-0.44,0.8,-0.03,0.91,0.97
6:9:33:42:71119,96.91,-32.89,97.16,-0.45,0.83,-0.01,0.95,0.92
6:9:33:42:71215,95.66,-31.96,96.81,-0.51,1.02,-0.15,1.16,1.02
6:9:33:42:71327,94.35,-32.82,97.8,-0.65,1.09,-0.16,1.28,1.2
6:9:33:42:71407,94.1,-36.17,96.86,-0.47,0.98,-0.17,1.09,1.22
6:9:33:43:71534,94.86,-35.69,98.34,-0.4,0.8,-0.1,0.9,1.03
6:9:33:43:71920,95.93,-32.04,104.24,-0.51,0.86,-0.05,1.0,0.93
6:9:33:43:72016,97.46,-32.69,103.61,-0.45,0.8,-0.08,0.93,0.98
6:9:33:43:72110,97.85,-31.9,102.91,-0.43,0.86,-0.08,0.96,0.94
6:9:33:43:72206,96.28,-30.31,102.39,-0.44,0.93,-0.03,1.03,0.98
6:9:33:43:72302,93.71,-29.42,102.08,-0.49,1.01,-0.11,1.13,1.06
6:9:33:43:72413,91.76,-29.56,101.79,-0.55,1.06,-0.05,1.2,1.15
6:9:33:44:72526,90.77,-30.81,101.56,-0.46,1.01,-0.08,1.11,1.17
6:9:33:44:72916,89.51,-28.86,107.5,-0.45,1.03,-0.04,1.13,1.12
6:9:33:44:73008,89.08,-29.88,110.93,-0.54,0.92,0.0,1.07,1.11
6:9:33:44:73120,90.55,-30.44,112.29,-0.5,0.92,-0.01,1.05,1.06
6:9:33:44:73202,93.11,-32.1,112.09,-0.4,0.73,0.02,0.84,0.98
6:9:33:44:73315,93.01,-31.11,111.97,-0.43,0.87,-0.01,0.97,0.88
6:9:33:44:73440,91.51,-29.18,111.83,-0.47,0.96,-0.04,1.06,1.0
6:9:33:45:73520,91.32,-29.67,112.14,-0.56,1.01,-0.05,1.16,1.09
6:9:33:45:73999,92.22,-27.8,113.76,-0.6,1.0,-0.06,1.17,1.16
6:9:33:45:74096,91.94,-27.74,114.71,-0.56,0.93,-0.01,1.08,1.14
6:9:33:45:74208,92.9,-28.1,113.75,-0.43,0.76,0.05,0.87,1.01
6:9:33:45:74320,93.6,-27.33,111.33,-0.31,0.8,0.03,0.86,0.87
6:9:33:45:74400,92.75,-25.24,110.45,-0.39,0.88,0.03,0.96,0.89
6:9:33:45:74511,90.94,-24.12,109.27,-0.54,1.08,-0.07,1.21,1.04
6:9:33:46:74944,90.79,-27.26,107.04,-0.4,0.9,-0.02,0.99,1.14
6:9:33:46:75023,90.81,-26.07,109.39,-0.47,0.97,-0.01,1.08,1.02
6:9:33:46:75102,90.88,-24.89,112.55,-0.55,0.98,-0.01,1.12,1.09
6:9:33:46:75216,90.94,-24.08,115.3,-0.52,0.96,-0.05,1.1,1.11
6:9:33:46:75312,91.69,-25.91,116.98,-0.41,0.79,0.01,0.89,1.03
6:9:33:46:75423,91.94,-26.54,117.55,-0.33,0.84,-0.02,0.91,0.9
6:9:33:46:75503,91.65,-25.61,118.3,-0.38,0.88,0.02,0.96,0.92
6:9:33:47:76057,89.85,-23.11,115.24,-0.33,0.85,-0.02,0.91,0.94
6:9:33:47:76105,90.28,-21.19,116.02,-0.32,0.92,-0.0,0.98,0.93
6:9:33:47:76216,90.54,-19.83,117.41,-0.36,0.92,0.03,0.99,0.98
6:9:33:47:76313,90.73,-19.16,120.34,-0.39,0.96,0.01,1.04,1.01
6:9:33:47:76408,92.24,-22.18,122.77,-0.45,0.98,-0.07,1.08,1.05
6:9:33:48:76518,95.47,-23.97,123.11,-0.46,0.84,-0.1,0.96,1.04
6:9:33:48:76928,99.33,-21.56,115.55,-0.4,1.06,-0.2,1.15,1.02
6:9:33:48:77010,102.5,-20.93,113.81,-0.45,0.96,-0.3,1.1,1.13
6:9:33:48:77107,108.65,-18.37,111.64,-0.35,0.79,-0.33,0.93,1.04
6:9:33:48:77218,112.81,-13.48,110.5,-0.25,0.86,-0.39,0.98,0.94
6:9:33:48:77313,115.72,-9.85,110.49,-0.19,0.86,-0.44,0.98,0.98
6:9:33:48:77410,117.11,-7.96,110.85,-0.16,0.86,-0.41,0.97,0.98
6:9:33:49:77521,118.29,-7.62,111.56,-0.24,0.85,-0.46,0.99,0.98
6:9:33:49:78073,125.74,-12.66,105.95,-0.25,0.9,-0.55,1.08,1.02
6:9:33:49:78104,126.16,-13.07,105.09,-0.23,0.88,-0.58,1.08,1.08
6:9:33:49:78199,125.11,-12.98,105.09,-0.19,0.83,-0.57,1.03,1.06
6:9:33:49:78423,121.56,-13.05,106.48,-0.23,0.94,-0.55,1.12,1.06
6:9:33:49:78439,115.98,-15.3,107.93,-0.29,0.86,-0.5,1.04,1.09
6:9:33:49:78487,108.41,-17.04,110.12,-0.27,0.92,-0.32,1.01,1.03
6:9:33:50:78950,95.87,-19.02,116.35,-0.4,1.07,-0.11,1.14,1.06
6:9:33:50:79013,96.36,-17.64,116.53,-0.28,0.92,-0.09,0.97,1.08
6:9:33:50:79127,95.95,-18.98,117.52,-0.25,0.84,-0.06,0.88,0.94
6:9:33:50:79239,93.97,-20.98,119.77,-0.3,0.78,-0.07,0.84,0.87
6:9:33:50:79320,88.69,-20.93,122.56,-0.34,0.91,0.04,0.97,0.89
6:9:33:50:79399,81.16,-19.79,125.44,-0.43,1.06,0.08,1.15,1.03
6:9:33:50:79510,74.55,-19.32,126.42,-0.53,1.04,0.23,1.19,1.16
6:9:33:51:79932,72.06,-21.71,122.4,-0.41,0.86,0.37,1.02,1.13
6:9:33:51:80074,71.92,-23.54,124.13,-0.56,0.87,0.32,1.09,1.04
6:9:33:51:80105,70.88,-26.1,125.89,-0.47,0.84,0.26,1.0,1.06
6:9:33:51:80202,69.44,-27.23,128.19,-0.38,0.77,0.27,0.9,0.97
6:9:33:51:80328,67.43,-27.42,131.16,-0.46,0.77,0.31,0.95,0.92
6:9:33:51:80425,64.62,-25.66,132.96,-0.56,0.88,0.36,1.1,1.0
6:9:33:52:80521,61.42,-24.22,134.43,-0.56,0.83,0.47,1.11,1.11
6:9:33:52:81036,49.82,-21.57,143.79,-0.49,0.77,0.68,1.14,1.12
6:9:33:52:81115,48.11,-23.06,148.36,-0.47,0.65,0.65,1.04,1.11
6:9:33:52:81229,46.3,-25.5,152.03,-0.28,0.61,0.6,0.9,0.99
6:9:33:52:81308,44.45,-25.74,155.95,-0.34,0.58,0.61,0.9,0.9
6:9:33:52:81403,41.87,-24.58,160.62,-0.46,0.6,0.69,1.03,0.94
6:9:33:52:81500,38.96,-23.65,165.19,-0.46,0.57,0.75,1.05,1.03
6:9:33:53:81919,29.19,-25.85,178.33,-0.35,0.35,0.74,0.89,1.0
6:9:33:53:81998,26.39,-25.39,-177.48,-0.39,0.35,0.82,0.97,0.91
6:9:33:53:82127,22.84,-23.59,-171.37,-0.4,0.31,0.91,1.05,1.0
6:9:33:53:82205,19.4,-23.48,-164.9,-0.48,0.2,0.9,1.04,1.04
6:9:33:53:82286,16.76,-25.03,-160.83,-0.22,0.28,0.84,0.91,1.0
6:9:33:53:82415,15.72,-25.63,-157.46,-0.23,0.29,0.78,0.87,0.9
6:9:33:53:82511,15.53,-24.07,-154.09,-0.35,0.26,0.79,0.9,0.88
6:9:33:54:82913,8.8,-18.34,-143.31,-0.34,0.06,0.81,0.88,0.89
6:9:33:54:83024,9.13,-17.97,-140.48,-0.31,0.16,0.89,0.95,0.9
6:9:33:54:83104,10.51,-17.69,-137.74,-0.23,0.12,1.0,1.03,0.98
6:9:33:54:83200,9.13,-15.55,-137.87,-0.3,0.1,0.99,1.04,1.03
6:9:33:54:83310,7.59,-13.35,-136.29,-0.21,0.13,1.02,1.06,1.05
6:9:33:54:83406,6.77,-11.3,-135.67,-0.11,0.1,1.06,1.07,1.06
6:9:33:54:83503,5.77,-8.95,-133.86,-0.07,0.07,1.14,1.15,1.09
6:9:33:55:83901,5.9,3.46,-128.02,0.07,0.1,0.98,0.99,1.1
6:9:33:55:83996,6.03,3.51,-128.1,0.06,0.12,0.97,0.98,0.98
6:9:33:55:84094,5.27,2.58,-128.16,0.07,0.12,0.97,0.98,0.98
6:9:33:55:84203,4.74,2.01,-128.25,0.1,0.16,1.0,1.02,1.0
6:9:33:55:84316,5.57,2.15,-128.44,0.05,0.08,1.0,1.0,1.01
6:9:33:55:84395,6.25,1.93,-126.91,0.08,0.08,0.94,0.95,0.98
6:9:33:55:84491,6.18,0.94,-124.66,0.02,0.08,0.95,0.95,0.95
6:9:33:56:84913,4.62,1.23,-123.51,0.04,0.05,0.98,0.98,0.96
6:9:33:56:85004,5.05,1.61,-122.68,0.06,0.1,1.08,1.09,1.02
6:9:33:56:85100,5.69,1.09,-123.04,0.04,0.11,0.97,0.98,1.05
6:9:33:56:85196,5.58,0.08,-125.25,0.04,0.1,1.02,1.03,1.0
6:9:33:56:85323,6.05,-0.48,-126.48,0.04,0.08,0.93,0.93,1.0
6:9:33:56:85419,6.71,-0.59,-127.25,-0.0,0.14,0.94,0.95,0.94
6:9:33:57:85516,6.55,-0.51,-128.45,-0.01,0.1,0.94,0.95,0.95
6:9:33:57:85921,7.05,-1.74,-133.26,0.05,0.09,0.93,0.94,0.94
6:9:33:57:86011,7.04,-2.21,-132.21,-0.03,0.17,0.96,0.98,0.95
6:9:33:57:86108,5.62,-3.72,-133.03,-0.07,0.07,1.01,1.02,0.99
6:9:33:57:86203,6.21,-3.87,-133.6,-0.04,0.09,0.96,0.97,1.0
6:9:33:57:86299,6.46,-3.67,-133.75,-0.06,0.15,0.96,0.98,0.97
6:9:33:57:86459,6.07,-3.82,-134.51,-0.04,0.08,0.97,0.97,0.98
6:9:33:57:86507,5.41,-3.95,-134.85,-0.08,0.12,0.99,1.0,0.98
6:9:33:58:86913,4.81,-4.32,-135.79,-0.07,0.07,0.99,0.99,1.0
6:9:33:58:86994,4.75,-3.82,-135.95,-0.06,0.09,0.96,0.96,0.98
6:9:33:58:87106,4.42,-3.93,-136.26,-0.07,0.06,0.98,0.98,0.97
6:9:33:58:87218,4.37,-3.94,-136.43,-0.05,0.05,0.98,0.98,0.98
6:9:33:58:87315,4.49,-4.08,-136.58,-0.08,0.08,0.98,0.98,0.98
6:9:33:58:87411,4.26,-4.02,-136.51,-0.07,0.08,0.98,0.98,0.98
6:9:33:58:87507,4.53,-3.99,-136.54,-0.06,0.08,0.97,0.97,0.98
6:9:33:59:87909,4.48,-0.7,-133.1,-0.08,0.04,1.12,1.12,1.02
6:9:33:59:88020,3.76,-0.96,-131.86,0.0,0.16,1.05,1.07,1.1
6:9:33:59:88101,3.08,-1.2,-130.44,-0.02,0.08,1.05,1.06,1.06
6:9:33:59:88211,2.32,-1.2,-128.66,-0.02,0.06,1.06,1.06,1.06
6:9:33:59:88306,2.44,-1.41,-126.26,0.02,0.08,0.98,0.99,1.04
6:9:33:59:88402,4.38,-1.39,-123.49,0.06,0.04,0.94,0.94,0.97
6:9:34:0:88514,6.77,-1.18,-121.08,0.03,-0.01,0.91,0.91,0.93
6:9:34:0:88906,8.31,2.7,-119.85,0.06,0.15,0.89,0.9,0.91
6:9:34:0:89004,8.54,1.32,-120.28,0.04,0.13,0.97,0.98,0.93
6:9:34:0:89100,6.94,1.3,-120.64,0.01,0.1,1.0,1.01,0.99
6:9:34:0:89196,6.27,1.76,-120.83,0.02,0.17,1.03,1.04,1.02
6:9:34:0:89305,7.35,3.62,-120.65,0.14,0.13,0.96,0.98,1.02
6:9:34:0:89404,8.18,6.17,-119.72,0.08,0.12,0.91,0.92,0.96
6:9:34:1:89515,7.83,7.48,-118.59,0.09,0.1,0.91,0.92,0.92
6:9:34:1:89913,1.12,6.4,-118.65,0.13,0.08,0.99,1.0,0.95
6:9:34:1:89993,0.34,7.58,-118.97,0.07,0.0,0.96,0.96,0.99
6:9:34:1:90105,-0.63,7.53,-119.95,0.16,-0.07,0.98,1.0,0.97
6:9:34:1:90217,-2.38,7.22,-120.52,0.14,0.01,0.97,0.98,0.99
6:9:34:1:90313,-2.67,6.66,-120.4,0.13,-0.05,0.95,0.96,0.98
6:9:34:1:90424,-2.14,6.87,-120.07,0.11,-0.03,0.96,0.97,0.96
6:9:34:1:90503,-2.09,6.94,-119.76,0.12,-0.12,0.97,0.98,0.97
6:9:34:2:90914,-7.38,5.31,-121.26,0.01,-0.11,0.95,0.95,0.97
6:9:34:2:91026,-8.34,5.37,-121.57,0.08,-0.15,0.99,1.01,0.97
6:9:34:2:91104,-8.98,5.88,-121.36,0.14,-0.1,1.0,1.01,1.01
6:9:34:2:91202,-8.47,6.88,-120.63,0.08,-0.17,0.94,0.95,0.99
6:9:34:2:91299,-8.35,6.11,-120.74,0.1,-0.2,0.98,1.01,0.97
6:9:34:2:91411,-8.85,4.56,-120.9,0.11,-0.15,0.97,0.99,1.0
6:9:34:2:91491,-10.4,3.51,-121.11,0.05,-0.19,0.94,0.96,0.98
6:9:34:3:91924,-15.08,2.53,-119.03,0.03,-0.26,0.94,0.98,0.97
6:9:34:3:92044,-14.62,2.1,-117.25,0.07,-0.42,1.03,1.12,1.02
6:9:34:3:92123,-15.55,2.21,-113.9,0.01,-0.3,0.92,0.97,1.07
6:9:34:3:92219,-16.67,2.11,-114.34,0.05,-0.27,0.92,0.96,0.96
6:9:34:3:92315,-17.82,2.37,-115.08,0.06,-0.3,0.92,0.97,0.96
6:9:34:3:92411,-18.81,2.39,-115.96,0.08,-0.32,0.94,0.99,0.98
6:9:34:4:92540,-19.99,2.61,-116.86,0.05,-0.34,0.92,0.98,0.99
6:9:34:4:92921,-21.51,2.59,-116.01,0.07,-0.38,0.88,0.96,0.97
6:9:34:4:93009,-20.88,3.4,-115.37,0.08,-0.37,0.9,0.98,0.96
6:9:34:4:93106,-20.89,4.19,-115.11,0.09,-0.36,0.91,0.98,0.98
6:9:34:4:93217,-21.44,4.57,-115.11,0.09,-0.38,0.92,1.0,0.99
6:9:34:4:93299,-21.99,4.63,-115.2,0.08,-0.36,0.89,0.96,0.99
6:9:34:4:93409,-22.08,4.47,-115.09,0.08,-0.35,0.91,0.97,0.97
6:9:34:5:93522,-21.83,4.37,-115.07,0.07,-0.38,0.9,0.98,0.97
6:9:34:5:93924,-22.15,3.1,-114.77,0.04,-0.37,0.9,0.97,0.97
6:9:34:5:94012,-21.57,2.39,-114.63,0.05,-0.34,0.89,0.95,0.97
6:9:34:5:94109,-20.51,1.61,-114.38,0.02,-0.34,0.9,0.96,0.96
6:9:34:5:94204,-19.94,1.06,-114.2,0.03,-0.39,0.89,0.97,0.97
6:9:34:5:94316,-20.79,0.85,-114.79,0.01,-0.36,0.9,0.97,0.97
6:9:34:5:94429,-21.24,0.43,-115.07,0.04,-0.31,0.91,0.96,0.97
6:9:34:5:94492,-21.49,0.67,-115.17,0.03,-0.34,0.89,0.96,0.96
6:9:34:6:94935,-23.11,1.18,-115.91,0.01,-0.38,0.89,0.96,0.96
6:9:34:6:95000,-22.71,1.28,-116.03,0.03,-0.4,0.9,0.98,0.97
6:9:34:6:95110,-22.52,1.26,-116.16,0.04,-0.37,0.89,0.97,0.98
6:9:34:6:95222,-22.34,1.34,-116.24,0.04,-0.36,0.9,0.97,0.97
6:9:34:6:95303,-22.45,1.51,-116.4,0.03,-0.39,0.89,0.97,0.97
6:9:34:6:95399,-22.98,1.82,-116.05,0.03,-0.38,0.91,0.98,0.98
6:9:34:6:95511,-23.59,1.8,-115.59,0.04,-0.4,0.9,0.98,0.98
6:9:34:7:95931,-26.27,1.28,-115.52,0.02,-0.43,0.88,0.97,0.98
6:9:34:7:96031,-26.9,1.41,-115.35,0.03,-0.44,0.87,0.97,0.97
6:9:34:7:96095,-27.63,1.39,-115.01,0.03,-0.44,0.86,0.97,0.97
6:9:34:7:96191,-28.15,1.25,-114.66,0.02,-0.46,0.84,0.96,0.97
6:9:34:7:96302,-28.72,1.05,-114.28,0.03,-0.49,0.83,0.97,0.96
6:9:34:7:96399,-29.56,1.23,-114.27,0.03,-0.48,0.83,0.96,0.97
6:9:34:7:96494,-29.81,1.63,-114.29,0.03,-0.48,0.85,0.98,0.97
6:9:34:8:96912,-30.48,1.52,-115.02,0.04,-0.5,0.83,0.97,0.98
6:9:34:8:97007,-31.03,1.56,-115.05,0.04,-0.51,0.83,0.97,0.97
6:9:34:8:97118,-31.51,1.57,-115.21,0.03,-0.5,0.83,0.97,0.97
6:9:34:8:97232,-31.74,1.64,-115.32,0.03,-0.5,0.82,0.97,0.97
6:9:34:8:97327,-31.69,1.73,-115.42,0.04,-0.51,0.82,0.97,0.97
6:9:34:8:97407,-31.48,1.79,-115.56,0.03,-0.5,0.83,0.97,0.97
6:9:34:8:97503,-31.44,2.0,-115.61,0.03,-0.52,0.82,0.97,0.97
6:9:34:9:97920,-32.03,2.53,-115.99,0.07,-0.54,0.83,0.99,0.98
6:9:34:9:98000,-31.91,2.83,-116.15,0.05,-0.52,0.81,0.97,0.98
6:9:34:9:98097,-31.99,2.79,-116.19,0.06,-0.52,0.84,0.99,0.98
6:9:34:9:98223,-31.97,2.98,-116.27,0.06,-0.52,0.82,0.97,0.98
6:9:34:9:98319,-32.31,3.23,-116.2,0.06,-0.52,0.82,0.97,0.97
6:9:34:9:98431,-32.5,3.33,-116.16,0.06,-0.52,0.82,0.98,0.97
6:9:34:9:98512,-32.45,3.37,-116.21,0.05,-0.53,0.8,0.96,0.97
6:9:34:10:98915,-32.14,3.61,-116.39,0.06,-0.52,0.82,0.97,0.97
6:9:34:10:99026,-31.99,3.54,-116.48,0.05,-0.53,0.82,0.98,0.98
6:9:34:10:99107,-32.11,3.44,-116.51,0.07,-0.52,0.81,0.97,0.98
6:9:34:10:99202,-32.38,3.44,-116.56,0.05,-0.51,0.81,0.96,0.96
6:9:34:10:99300,-32.53,3.38,-116.66,0.06,-0.52,0.83,0.97,0.96
6:9:34:10:99412,-32.51,3.41,-116.57,0.07,-0.52,0.82,0.97,0.97
6:9:34:11:99522,-32.43,3.35,-116.68,0.07,-0.52,0.81,0.97,0.97
6:9:34:11:99916,-32.65,3.47,-116.97,0.06,-0.51,0.82,0.97,0.97
6:9:34:11:100026,-32.67,3.53,-116.96,0.05,-0.52,0.81,0.97,0.97
6:9:34:11:100105,-32.68,3.65,-116.98,0.07,-0.52,0.81,0.97,0.97
6:9:34:11:100201,-32.81,3.7,-117.03,0.06,-0.53,0.81,0.97,0.97
6:9:34:11:100329,-32.92,3.66,-117.05,0.06,-0.52,0.81,0.97,0.97
6:9:34:11:100409,-32.88,3.64,-117.19,0.06,-0.53,0.8,0.96,0.97
6:9:34:12:100520,-32.77,3.72,-117.3,0.08,-0.53,0.81,0.98,0.97
6:9:34:12:100914,-33.17,4.04,-117.25,0.06,-0.54,0.81,0.98,0.98
6:9:34:12:101010,-33.52,4.06,-117.08,0.06,-0.54,0.8,0.97,0.98
6:9:34:12:101122,-33.72,4.14,-116.96,0.07,-0.54,0.81,0.97,0.97
6:9:34:12:101202,-33.8,4.32,-116.88,0.09,-0.56,0.81,0.98,0.98
6:9:34:12:101314,-33.89,4.32,-116.88,0.08,-0.55,0.81,0.98,0.98
6:9:34:12:101410,-33.98,4.24,-116.86,0.07,-0.54,0.8,0.96,0.98
6:9:34:13:101523,-33.96,4.18,-116.91,0.07,-0.5,0.83,0.97,0.97
6:9:34:13:101917,-34.27,4.23,-116.98,0.08,-0.55,0.8,0.97,0.97
6:9:34:13:102013,-34.48,4.34,-116.99,0.07,-0.54,0.81,0.97,0.97
6:9:34:13:102108,-34.58,4.39,-117.09,0.07,-0.55,0.8,0.97,0.97
6:9:34:13:102205,-34.67,4.38,-117.13,0.08,-0.55,0.8,0.97,0.97
6:9:34:13:102299,-34.56,4.65,-117.05,0.08,-0.55,0.8,0.97,0.97
6:9:34:13:102395,-34.61,4.61,-117.09,0.07,-0.55,0.79,0.97,0.97
6:9:34:13:102507,-34.69,4.56,-117.07,0.08,-0.55,0.8,0.97,0.97
6:9:34:14:102915,-34.96,4.77,-116.93,0.09,-0.56,0.79,0.97,0.97
6:9:34:14:103010,-35.0,4.64,-116.99,0.07,-0.57,0.78,0.97,0.97
6:9:34:14:103106,-35.15,4.6,-116.97,0.09,-0.56,0.79,0.97,0.97
6:9:34:14:103233,-35.22,4.61,-116.98,0.08,-0.56,0.79,0.97,0.97
6:9:34:14:103297,-35.08,4.55,-117.01,0.1,-0.56,0.81,0.99,0.97
6:9:34:14:103393,-35.2,4.72,-116.98,0.07,-0.55,0.79,0.97,0.98
6:9:34:14:103489,-35.55,4.52,-116.96,0.07,-0.57,0.79,0.98,0.97
6:9:34:15:103918,-36.53,3.93,-117.29,0.06,-0.58,0.79,0.98,0.98
6:9:34:15:104008,-36.35,3.79,-117.49,0.07,-0.58,0.79,0.98,0.98
6:9:34:15:104104,-36.29,3.45,-117.7,0.06,-0.57,0.77,0.96,0.98
6:9:34:15:104201,-36.39,3.35,-117.78,0.07,-0.56,0.77,0.96,0.96
6:9:34:15:104330,-36.53,3.49,-117.89,0.06,-0.58,0.78,0.98,0.96
6:9:34:15:104408,-36.91,3.41,-117.88,0.06,-0.58,0.77,0.97,0.98
6:9:34:15:104506,-37.13,3.33,-117.84,0.05,-0.57,0.77,0.96,0.97
6:9:34:16:104913,-37.08,3.52,-117.97,0.06,-0.57,0.78,0.96,0.96
6:9:34:16:105007,-37.09,3.69,-117.85,0.08,-0.58,0.78,0.97,0.97
6:9:34:16:105088,-37.12,3.86,-117.68,0.06,-0.59,0.77,0.97,0.97
6:9:34:16:105200,-37.21,3.81,-117.63,0.06,-0.6,0.78,0.98,0.97
6:9:34:16:105311,-37.48,3.61,-117.57,0.08,-0.63,0.77,1.0,0.99
6:9:34:16:105407,-37.94,3.62,-117.43,0.06,-0.58,0.76,0.96,0.99
6:9:34:16:105504,-38.3,3.63,-117.54,0.06,-0.62,0.75,0.97,0.97
