sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
6:8:55:33:19290,87.4,-26.12,116.68,-0.44,0.93,0.03,1.03,1.02
6:8:55:33:19386,88.25,-27.06,117.69,-0.49,0.95,-0.02,1.06,1.03
6:8:55:33:19498,90.64,-27.63,117.66,-0.47,0.9,-0.02,1.02,1.04
6:8:55:33:19593,94.22,-27.55,115.94,-0.45,0.87,-0.04,0.98,1.02
6:8:55:34:19992,93.71,-27.68,113.72,-0.46,0.87,-0.05,0.99,1.0
6:8:55:34:20088,92.95,-28.17,113.95,-0.46,0.9,-0.05,1.01,0.99
6:8:55:34:20201,92.16,-28.61,115.17,-0.48,0.9,-0.01,1.02,1.01
6:8:55:34:20280,94.57,-28.18,114.97,-0.48,0.86,-0.05,0.98,1.0
6:8:55:34:20392,96.72,-28.34,112.97,-0.49,0.84,-0.12,0.98,0.99
6:8:55:34:20489,97.02,-27.42,112.81,-0.49,0.88,-0.09,1.01,0.99
6:8:55:34:20584,97.22,-26.99,113.15,-0.48,0.91,-0.11,1.04,1.01
6:8:55:35:20996,96.53,-25.88,111.25,-0.46,0.89,-0.09,1.0,1.02
6:8:55:35:21093,96.03,-25.1,110.81,-0.44,0.92,-0.09,1.03,1.02
6:8:55:35:21189,96.34,-25.78,110.77,-0.47,0.92,-0.12,1.04,1.02
6:8:55:35:21285,97.16,-26.46,110.08,-0.49,0.88,-0.11,1.01,1.03
6:8:55:35:21396,97.48,-26.24,109.57,-0.42,0.91,-0.12,1.01,1.02
6:8:55:35:21492,97.0,-25.38,109.23,-0.43,0.92,-0.1,1.02,1.02
6:8:55:35:21589,97.38,-25.37,109.25,-0.44,0.91,-0.12,1.02,1.02
6:8:55:36:21980,99.55,-25.05,108.41,-0.44,0.92,-0.15,1.03,1.02
6:8:55:36:22092,99.63,-24.85,108.12,-0.43,0.91,-0.15,1.02,1.02
6:8:55:36:22187,99.66,-24.89,107.85,-0.43,0.91,-0.16,1.02,1.02
6:8:55:36:22299,99.48,-24.93,107.53,-0.44,0.9,-0.15,1.01,1.02
6:8:55:36:22395,99.29,-24.9,107.28,-0.44,0.91,-0.14,1.02,1.02
6:8:55:36:22491,99.12,-24.78,106.81,-0.42,0.91,-0.13,1.01,1.02
6:8:55:36:22588,99.05,-24.88,106.43,-0.43,0.92,-0.14,1.02,1.02
6:8:55:37:22994,98.9,-24.95,105.09,-0.43,0.91,-0.13,1.01,1.02
6:8:55:37:23090,98.83,-24.96,104.9,-0.43,0.92,-0.14,1.03,1.02
6:8:55:37:23186,98.86,-25.05,104.74,-0.44,0.91,-0.15,1.02,1.02
6:8:55:37:23298,98.88,-25.1,104.66,-0.44,0.91,-0.14,1.02,1.02
6:8:55:37:23393,98.65,-24.89,104.69,-0.43,0.92,-0.14,1.03,1.02
6:8:55:37:23490,98.5,-24.86,104.7,-0.43,0.92,-0.14,1.03,1.02
6:8:55:37:23585,98.54,-24.9,104.72,-0.43,0.91,-0.14,1.01,1.02
6:8:55:38:23995,98.54,-24.86,105.25,-0.44,0.91,-0.14,1.02,1.02
6:8:55:38:24090,98.33,-24.75,105.41,-0.43,0.91,-0.12,1.01,1.02
6:8:55:38:24186,98.49,-24.78,105.47,-0.43,0.92,-0.14,1.02,1.02
6:8:55:38:24266,98.59,-24.73,105.34,-0.42,0.91,-0.13,1.02,1.02
6:8:55:38:24395,99.46,-25.21,104.88,-0.46,0.91,-0.17,1.04,1.02
6:8:55:38:24491,99.38,-25.24,104.87,-0.44,0.91,-0.14,1.02,1.02
6:8:55:38:24571,98.96,-24.9,104.91,-0.42,0.91,-0.13,1.02,1.02
6:8:55:39:24981,99.01,-24.99,104.26,-0.42,0.9,-0.14,1.0,1.01
6:8:55:39:25093,98.8,-24.92,104.36,-0.43,0.92,-0.14,1.02,1.01
6:8:55:39:25189,98.78,-24.85,104.29,-0.43,0.92,-0.14,1.03,1.02
6:8:55:39:25285,98.72,-24.87,104.45,-0.42,0.91,-0.14,1.01,1.02
6:8:55:39:25382,98.78,-24.8,104.46,-0.43,0.91,-0.14,1.02,1.02
6:8:55:39:25493,98.84,-24.78,104.51,-0.42,0.91,-0.13,1.01,1.01
6:8:55:39:25573,98.97,-24.88,104.45,-0.44,0.91,-0.15,1.02,1.02
6:8:55:40:25987,98.68,-24.79,104.96,-0.43,0.92,-0.14,1.02,1.02
6:8:55:40:26083,98.63,-24.63,105.14,-0.42,0.92,-0.14,1.03,1.02
6:8:55:40:26210,98.52,-24.58,105.19,-0.42,0.92,-0.14,1.02,1.02
6:8:55:40:26290,98.61,-24.67,105.17,-0.43,0.91,-0.14,1.02,1.02
6:8:55:40:26387,98.63,-24.61,105.28,-0.43,0.91,-0.14,1.02,1.02
6:8:55:40:26483,98.66,-24.59,105.3,-0.43,0.93,-0.14,1.03,1.02
6:8:55:40:26578,98.63,-24.68,105.31,-0.42,0.92,-0.14,1.02,1.02
6:8:55:41:26973,98.62,-24.74,105.48,-0.42,0.92,-0.13,1.02,1.02
6:8:55:41:27085,98.48,-24.63,105.4,-0.43,0.91,-0.14,1.01,1.02
6:8:55:41:27212,98.4,-24.68,106.15,-0.42,0.92,-0.14,1.02,1.02
6:8:55:41:27292,98.3,-24.72,106.96,-0.43,0.91,-0.14,1.02,1.02
6:8:55:41:27389,98.16,-24.71,107.66,-0.42,0.91,-0.13,1.01,1.01
6:8:55:41:27484,98.05,-24.72,108.42,-0.43,0.91,-0.13,1.02,1.01
6:8:55:41:27580,97.95,-24.65,109.13,-0.43,0.92,-0.13,1.02,1.01
6:8:55:42:27995,98.32,-24.87,111.25,-0.43,0.94,-0.15,1.04,1.03
6:8:55:42:28076,98.03,-24.38,111.94,-0.43,0.87,-0.11,0.98,1.01
6:8:55:42:28173,98.23,-24.32,112.07,-0.44,0.94,-0.14,1.04,1.02
6:8:55:42:28268,98.12,-24.22,112.5,-0.4,0.91,-0.12,1.0,1.01
6:8:55:42:28364,98.1,-24.1,112.43,-0.41,0.92,-0.14,1.02,1.02
6:8:55:42:28491,98.2,-24.1,112.51,-0.42,0.92,-0.13,1.02,1.01
6:8:55:42:28572,98.2,-24.01,112.69,-0.41,0.93,-0.14,1.03,1.02
6:8:55:43:28994,97.61,-23.82,113.25,-0.41,0.92,-0.13,1.01,1.02
6:8:55:43:29073,97.38,-23.63,113.28,-0.4,0.93,-0.13,1.02,1.02
6:8:55:43:29170,96.34,-22.94,113.29,-0.4,0.92,-0.08,1.01,1.01
6:8:55:43:29281,96.03,-22.62,113.41,-0.38,0.94,-0.1,1.02,1.02
6:8:55:43:29378,96.35,-22.75,113.32,-0.42,0.92,-0.14,1.02,1.02
6:8:55:43:29473,95.14,-21.83,113.6,-0.36,0.93,-0.07,1.0,1.01
6:8:55:43:29586,95.25,-21.78,113.94,-0.38,0.95,-0.09,1.03,1.02
6:8:55:44:29969,95.28,-21.67,114.12,-0.38,0.95,-0.09,1.02,1.02
6:8:55:44:30096,95.27,-21.59,114.11,-0.38,0.94,-0.07,1.01,1.02
6:8:55:44:30176,95.37,-21.68,114.08,-0.37,0.94,-0.08,1.01,1.02
6:8:55:44:30272,95.47,-21.76,114.05,-0.38,0.93,-0.1,1.01,1.01
6:8:55:44:30383,95.38,-21.65,114.03,-0.37,0.94,-0.09,1.02,1.01
6:8:55:44:30480,95.43,-21.65,114.07,-0.38,0.94,-0.09,1.02,1.02
6:8:55:44:30576,95.42,-21.67,114.21,-0.37,0.95,-0.09,1.03,1.02
6:8:55:45:30974,93.97,-20.5,113.89,-0.34,0.99,-0.09,1.05,1.03
6:8:55:45:31086,94.0,-20.71,113.16,-0.35,0.98,-0.07,1.04,1.04
6:8:55:45:31181,94.02,-20.93,112.78,-0.36,0.92,-0.05,0.99,1.03
6:8:55:45:31294,94.48,-21.31,112.68,-0.35,0.94,-0.09,1.0,1.01
6:8:55:45:31373,96.16,-21.83,112.35,-0.38,0.95,-0.12,1.03,1.01
6:8:55:45:31470,94.98,-20.95,112.28,-0.38,0.98,-0.06,1.06,1.03
6:8:55:45:31581,94.09,-20.47,112.52,-0.36,0.95,-0.06,1.02,1.04
6:8:55:46:32232,93.8,-21.16,112.48,-0.38,0.96,-0.06,1.03,1.04
6:8:55:46:32235,94.5,-21.51,112.23,-0.38,0.93,-0.08,1.01,1.02
6:8:55:46:32237,94.05,-21.23,112.05,-0.38,0.95,-0.07,1.03,1.02
6:8:55:46:32284,93.15,-20.6,111.87,-0.36,0.96,-0.04,1.03,1.02
6:8:55:46:32396,93.06,-20.43,111.83,-0.35,0.96,-0.05,1.03,1.03
6:8:55:46:32492,93.25,-20.74,111.74,-0.36,0.94,-0.05,1.01,1.02
6:8:55:46:32588,93.32,-20.77,111.67,-0.36,0.95,-0.05,1.01,1.02
6:8:55:47:32982,93.77,-20.91,111.79,-0.35,0.95,-0.07,1.01,1.01
6:8:55:47:33078,93.76,-20.8,111.98,-0.35,0.95,-0.05,1.02,1.02
6:8:55:47:33190,93.67,-20.73,111.98,-0.37,0.95,-0.05,1.02,1.02
6:8:55:47:33286,93.65,-20.87,112.16,-0.37,0.95,-0.06,1.02,1.02
6:8:55:47:33382,93.55,-20.73,112.32,-0.36,0.96,-0.06,1.02,1.02
6:8:55:47:33478,93.58,-20.56,112.7,-0.37,0.96,-0.06,1.03,1.02
6:8:55:47:33575,93.64,-20.61,113.17,-0.36,0.95,-0.06,1.02,1.02
6:8:55:48:33990,92.83,-21.63,114.67,-0.38,0.95,-0.06,1.03,1.03
6:8:55:48:34087,92.22,-21.04,114.38,-0.36,0.96,-0.03,1.02,1.02
6:8:55:48:34183,91.99,-20.96,114.14,-0.37,0.95,-0.03,1.02,1.02
6:8:55:48:34278,92.29,-20.94,113.58,-0.36,0.94,-0.05,1.01,1.02
6:8:55:48:34390,92.48,-20.88,113.01,-0.38,0.96,-0.03,1.03,1.02
6:8:55:48:34486,92.39,-20.6,112.73,-0.36,0.97,-0.03,1.03,1.02
6:8:55:48:34581,91.93,-20.54,112.32,-0.36,0.96,-0.04,1.03,1.03
6:8:55:49:34997,91.97,-20.5,111.13,-0.35,0.95,-0.03,1.02,1.03
6:8:55:49:35078,91.73,-20.43,111.05,-0.35,0.92,-0.03,0.98,1.01
6:8:55:49:35174,91.54,-20.23,110.51,-0.34,0.95,-0.03,1.01,1.0
6:8:55:49:35270,91.35,-20.08,110.41,-0.34,0.95,-0.03,1.01,1.0
6:8:55:49:35366,91.23,-20.12,110.47,-0.35,0.94,-0.01,1.0,1.01
6:8:55:49:35493,91.38,-20.08,110.63,-0.35,0.95,-0.03,1.01,1.01
6:8:55:49:35589,91.54,-20.04,110.66,-0.35,0.95,-0.02,1.01,1.01
6:8:55:50:35994,90.77,-18.71,109.81,-0.33,0.96,0.0,1.01,1.01
6:8:55:50:36090,90.7,-18.34,109.6,-0.32,0.98,-0.01,1.03,1.02
6:8:55:50:36202,90.88,-18.25,109.31,-0.32,0.95,-0.01,1.0,1.02
6:8:55:50:36267,90.56,-17.94,108.92,-0.31,0.96,-0.0,1.0,1.01
6:8:55:50:36378,89.9,-17.34,108.58,-0.31,0.98,0.01,1.03,1.01
6:8:55:50:36475,89.9,-16.98,108.5,-0.28,0.99,-0.0,1.03,1.02
6:8:55:50:36586,90.11,-17.29,108.51,-0.31,0.95,-0.0,1.0,1.02
6:8:55:51:36992,89.61,-16.7,109.05,-0.3,1.01,0.01,1.05,1.03
6:8:55:51:37089,89.97,-16.77,108.8,-0.29,0.99,-0.0,1.03,1.03
6:8:55:51:37185,90.07,-17.13,108.75,-0.31,0.94,0.01,0.99,1.03
6:8:55:51:37280,90.27,-17.29,108.67,-0.3,0.97,-0.0,1.02,1.01
6:8:55:51:37391,90.51,-17.01,108.32,-0.3,0.98,-0.01,1.03,1.01
6:8:55:51:37488,90.54,-16.91,108.54,-0.3,0.98,-0.01,1.03,1.02
6:8:55:51:37585,90.64,-16.89,108.72,-0.3,0.98,-0.01,1.02,1.03
6:8:55:52:37978,91.84,-17.01,109.04,-0.31,0.98,-0.03,1.03,1.03
6:8:55:52:38074,92.39,-17.0,108.75,-0.3,0.96,-0.04,1.01,1.02
6:8:55:52:38169,92.26,-17.21,109.15,-0.29,0.95,-0.04,1.0,1.01
6:8:55:52:38266,91.75,-17.03,109.26,-0.3,0.98,-0.02,1.03,1.01
6:8:55:52:38393,90.7,-16.51,109.24,-0.29,0.97,-0.02,1.02,1.01
6:8:55:52:38490,90.23,-16.67,109.53,-0.3,0.97,0.02,1.01,1.02
6:8:55:52:38585,90.63,-16.47,109.85,-0.28,0.96,-0.02,1.0,1.01
6:8:55:53:38984,90.83,-15.07,106.74,-0.26,1.0,-0.02,1.03,1.01
6:8:55:53:39079,91.37,-15.02,106.16,-0.27,0.98,-0.03,1.01,1.02
6:8:55:53:39191,91.88,-15.01,105.39,-0.25,0.98,-0.03,1.02,1.02
6:8:55:53:39287,92.32,-15.0,104.95,-0.26,0.97,-0.04,1.01,1.01
6:8:55:53:39384,92.59,-15.0,104.39,-0.27,0.97,-0.04,1.01,1.01
6:8:55:53:39496,92.79,-14.84,104.08,-0.25,0.98,-0.06,1.01,1.01
6:8:55:53:39575,93.02,-14.51,103.71,-0.26,0.98,-0.05,1.02,1.01
6:8:55:54:39991,91.65,-12.69,100.86,-0.22,1.02,-0.02,1.04,1.02
6:8:55:54:40087,91.7,-12.79,100.7,-0.23,0.99,-0.02,1.02,1.03
6:8:55:54:40184,91.52,-13.0,100.49,-0.24,0.99,-0.02,1.02,1.03
6:8:55:54:40278,91.86,-13.19,100.03,-0.23,0.99,-0.03,1.02,1.02
6:8:55:54:40375,91.99,-13.17,99.86,-0.22,0.97,-0.02,0.99,1.01
6:8:55:54:40486,91.98,-13.04,99.94,-0.23,0.99,-0.03,1.02,1.01
6:8:55:54:40583,92.2,-13.11,100.06,-0.24,1.0,-0.03,1.03,1.01
6:8:55:55:40966,92.25,-13.4,100.85,-0.25,0.98,-0.06,1.02,1.02
6:8:55:55:41078,90.87,-12.89,100.77,-0.22,1.0,0.0,1.03,1.02
6:8:55:55:41175,90.7,-12.66,100.89,-0.22,1.0,-0.02,1.02,1.02
6:8:55:55:41271,90.7,-12.68,101.12,-0.22,0.97,-0.02,1.0,1.02
6:8:55:55:41399,90.68,-12.61,101.28,-0.21,0.98,-0.01,1.01,1.01
6:8:55:55:41495,90.82,-12.58,101.38,-0.22,0.99,-0.02,1.02,1.01
6:8:55:55:41590,90.75,-12.5,101.64,-0.22,1.0,-0.02,1.03,1.02
6:8:55:56:41998,90.39,-12.22,101.77,-0.21,0.98,0.0,1.0,1.02
6:8:55:56:42094,90.6,-12.17,101.85,-0.21,1.0,-0.01,1.03,1.02
6:8:55:56:42174,90.59,-11.96,101.82,-0.21,1.0,-0.0,1.02,1.02
6:8:55:56:42270,90.86,-12.11,101.87,-0.22,0.99,-0.02,1.02,1.02
6:8:55:56:42382,90.89,-12.2,101.89,-0.22,0.99,-0.02,1.01,1.02
6:8:55:56:42477,90.86,-12.2,101.94,-0.21,0.98,0.0,1.01,1.01
6:8:55:56:42573,91.19,-12.12,101.64,-0.21,0.96,-0.01,0.99,1.0
6:8:55:57:42979,91.09,-12.05,101.18,-0.21,0.99,-0.01,1.01,1.0
6:8:55:57:43091,90.97,-11.87,101.13,-0.21,1.0,-0.01,1.02,1.01
6:8:55:57:43187,90.89,-11.75,101.16,-0.21,0.99,-0.02,1.02,1.02
6:8:55:57:43283,90.85,-11.65,101.21,-0.21,0.99,-0.01,1.01,1.02
6:8:55:57:43380,90.85,-11.59,101.17,-0.2,0.99,-0.01,1.01,1.01
6:8:55:57:43475,90.84,-11.59,101.13,-0.2,0.98,-0.01,1.0,1.01
6:8:55:57:43572,90.68,-11.65,101.07,-0.2,0.99,-0.01,1.01,1.01
6:8:55:58:43987,90.79,-11.44,100.95,-0.19,0.99,-0.02,1.01,1.01
6:8:55:58:44084,91.08,-11.24,100.17,-0.19,0.96,-0.03,0.98,1.0
6:8:55:58:44179,91.48,-11.05,99.97,-0.2,0.98,-0.04,1.0,1.0
6:8:55:58:44275,91.28,-10.8,99.78,-0.19,1.0,-0.03,1.02,1.0
6:8:55:58:44371,91.31,-10.85,99.62,-0.2,1.0,-0.02,1.02,1.01
6:8:55:58:44467,91.46,-10.93,99.49,-0.2,1.0,-0.02,1.02,1.02
6:8:55:58:44579,91.27,-10.93,99.42,-0.18,0.98,-0.01,1.0,1.01
6:8:55:59:44973,91.59,-10.85,99.52,-0.19,1.0,-0.02,1.01,1.01
6:8:55:59:45084,91.46,-10.88,99.32,-0.19,1.0,-0.0,1.01,1.01
6:8:55:59:45181,91.17,-10.85,99.33,-0.2,1.0,-0.03,1.02,1.02
6:8:55:59:45276,91.12,-10.79,99.25,-0.19,1.0,-0.02,1.01,1.02
6:8:55:59:45373,91.18,-10.76,98.98,-0.19,0.99,-0.03,1.01,1.02
6:8:55:59:45485,91.24,-10.73,98.85,-0.19,1.0,-0.02,1.02,1.01
6:8:55:59:45582,91.26,-10.74,98.65,-0.19,0.99,0.0,1.01,1.01
6:8:56:0:45986,91.0,-10.69,98.65,-0.19,1.0,-0.03,1.02,1.01
6:8:56:0:46082,90.81,-10.67,98.56,-0.19,1.0,-0.02,1.02,1.01
6:8:56:0:46179,90.59,-10.66,98.59,-0.19,0.99,-0.0,1.01,1.02
6:8:56:0:46275,90.67,-10.71,98.58,-0.19,0.99,-0.01,1.01,1.01
6:8:56:0:46392,90.7,-10.69,98.63,-0.19,1.0,-0.0,1.02,1.01
6:8:56:0:46488,90.75,-10.65,98.7,-0.19,0.99,-0.01,1.0,1.01
6:8:56:0:46569,90.82,-10.66,98.75,-0.19,1.0,-0.01,1.01,1.01
6:8:56:1:46995,90.75,-10.68,98.67,-0.18,1.0,-0.0,1.02,1.01
6:8:56:1:47090,90.68,-10.76,98.68,-0.2,0.99,-0.02,1.01,1.01
6:8:56:1:47186,90.64,-10.75,98.68,-0.19,1.0,-0.03,1.02,1.02
6:8:56:1:47282,90.6,-10.82,98.72,-0.19,1.0,-0.01,1.02,1.01
6:8:56:1:47393,90.46,-10.73,98.72,-0.18,0.99,-0.01,1.01,1.01
6:8:56:1:47490,90.39,-10.63,98.41,-0.19,0.98,-0.01,1.0,1.01
6:8:56:1:47585,90.47,-10.56,98.17,-0.18,0.99,0.0,1.01,1.0
6:8:56:2:47974,90.5,-10.57,98.13,-0.18,1.0,-0.01,1.01,1.01
6:8:56:2:48070,90.63,-10.63,98.2,-0.18,0.99,0.0,1.01,1.01
6:8:56:2:48183,90.71,-10.64,98.29,-0.19,1.0,-0.01,1.02,1.01
6:8:56:2:48278,90.74,-10.72,98.09,-0.2,1.03,-0.02,1.05,1.02
6:8:56:2:48374,90.58,-10.75,97.92,-0.19,1.0,-0.01,1.02,1.03
6:8:56:2:48486,90.58,-10.78,97.83,-0.19,0.98,-0.03,1.0,1.02
6:8:56:2:48583,90.67,-10.9,97.83,-0.19,0.98,-0.01,1.0,1.01
6:8:56:3:48974,91.32,-11.19,97.86,-0.18,0.99,-0.02,1.01,1.0
6:8:56:3:49070,91.38,-11.17,98.04,-0.19,1.0,-0.02,1.02,1.01
6:8:56:3:49167,91.41,-11.28,97.98,-0.2,1.0,-0.02,1.02,1.01
6:8:56:3:49278,91.53,-11.36,98.0,-0.21,0.99,-0.04,1.02,1.02
6:8:56:3:49390,91.75,-11.47,97.98,-0.19,1.0,-0.03,1.02,1.02
6:8:56:3:49487,92.26,-11.68,97.9,-0.22,1.0,-0.03,1.03,1.02
6:8:56:3:49583,92.37,-11.74,98.04,-0.21,0.98,-0.02,1.0,1.02
6:8:56:4:49982,92.24,-11.86,98.68,-0.2,0.99,-0.04,1.01,1.01
6:8:56:4:50077,92.06,-11.75,98.91,-0.2,0.99,-0.05,1.01,1.01
6:8:56:4:50190,91.99,-11.58,98.92,-0.21,0.99,-0.03,1.01,1.01
6:8:56:4:50286,91.7,-11.56,98.84,-0.2,1.01,-0.03,1.03,1.02
6:8:56:4:50382,91.52,-11.58,99.07,-0.2,0.99,-0.02,1.01,1.02
6:8:56:4:50477,91.39,-11.76,99.37,-0.21,0.99,-0.03,1.01,1.02
6:8:56:4:50603,91.22,-11.66,99.56,-0.21,0.99,-0.01,1.01,1.01
6:8:56:5:50988,92.03,-11.7,99.61,-0.21,0.98,-0.01,1.01,1.01
6:8:56:5:51083,92.02,-11.71,99.54,-0.2,0.99,-0.03,1.01,1.01
6:8:56:5:51180,92.12,-11.67,99.63,-0.2,1.0,-0.03,1.02,1.01
6:8:56:5:51275,92.18,-11.61,99.54,-0.21,0.99,-0.03,1.02,1.02
6:8:56:5:51371,92.41,-11.61,99.59,-0.19,0.99,-0.04,1.01,1.01
6:8:56:5:51483,92.41,-11.63,99.41,-0.21,0.99,-0.04,1.02,1.01
6:8:56:5:51579,92.34,-11.71,99.29,-0.21,1.0,-0.04,1.02,1.02
6:8:56:6:51986,91.43,-12.08,99.2,-0.22,0.99,-0.03,1.01,1.02
6:8:56:6:52082,91.28,-11.95,99.26,-0.21,0.99,-0.03,1.01,1.02
6:8:56:6:52179,91.38,-12.18,99.29,-0.22,0.98,-0.02,1.0,1.01
6:8:56:6:52274,91.27,-12.14,99.36,-0.21,1.0,-0.02,1.02,1.01
6:8:56:6:52370,91.27,-12.29,99.61,-0.2,0.98,-0.01,1.0,1.01
6:8:56:6:52499,91.56,-12.29,99.64,-0.22,0.98,-0.02,1.0,1.01
6:8:56:6:52579,92.3,-12.41,99.78,-0.23,1.01,-0.03,1.04,1.01
6:8:56:7:52995,99.21,-16.1,97.83,-0.29,0.89,-0.17,0.95,1.0
6:8:56:7:53091,102.88,-17.63,98.0,-0.31,0.89,-0.13,0.95,0.98
6:8:56:7:53186,109.49,-19.28,97.01,-0.37,0.96,-0.33,1.08,0.99
6:8:56:7:53282,112.51,-19.56,96.13,-0.31,0.89,-0.38,1.02,1.01
6:8:56:7:53380,116.33,-21.04,95.33,-0.31,0.91,-0.45,1.07,1.05
6:8:56:7:53475,118.18,-22.58,94.84,-0.4,0.85,-0.49,1.06,1.05
6:8:56:7:53570,119.78,-21.32,94.32,-0.3,0.81,-0.53,1.01,1.05
6:8:56:8:53978,117.04,-15.16,94.37,-0.23,0.9,-0.4,1.01,1.03
6:8:56:8:54075,118.71,-14.89,94.37,-0.33,1.08,-0.45,1.21,1.08
6:8:56:8:54186,117.67,-13.85,95.04,-0.19,0.89,-0.48,1.03,1.08
6:8:56:8:54282,115.56,-13.64,95.42,-0.2,0.92,-0.39,1.02,1.09
6:8:56:8:54379,114.18,-13.92,95.32,-0.27,0.9,-0.4,1.02,1.02
6:8:56:8:54473,113.35,-13.73,96.06,-0.17,0.95,-0.42,1.05,1.03
6:8:56:8:54585,112.11,-13.76,96.45,-0.24,0.92,-0.38,1.02,1.03
6:8:56:9:54995,109.73,-14.74,98.72,-0.25,0.93,-0.37,1.03,1.03
6:8:56:9:55075,110.28,-14.08,99.12,-0.21,0.95,-0.38,1.05,1.03
