sysTime,roll,pitch,yaw,ax,ay,az,root,ave
4:10:2:31:45746,107.5,-71.33,168.18,-0.99,0.32,-0.09,1.044317959,1.018806391
4:10:2:32:45842,105.39,-70.32,170.52,-0.96,0.32,-0.05,1.013163363,1.014409923
4:10:2:32:46255,68.26,-80.46,-149.5,-0.99,0.21,0.27,1.047425415,1.034968912
4:10:2:32:46351,-7.33,-79.39,-72.46,-0.99,0.07,0.18,1.008662481,1.023083753
4:10:2:32:46447,-32.06,-74.22,-49.35,-0.98,-0.22,0.18,1.020392082,1.025493326
4:10:2:32:46543,-36.04,-68.35,-44.99,-0.86,-0.2,0.35,0.94978945,0.992948004
4:10:2:32:46639,-31.05,-64.34,-49.32,-0.79,-0.17,0.47,0.934826187,0.968335906
4:10:2:32:46735,-29.46,-63.73,-50.99,-0.98,-0.3,0.42,1.10761004,0.997408559
4:10:2:32:46831,-27.64,-63.16,-51.32,-0.88,-0.21,0.41,0.993277403,1.011904543
4:10:2:33:47243,-32.43,-66.73,-42.79,-0.83,-0.24,0.35,0.932201695,1.011029713
4:10:2:33:47356,-25.55,-74.6,-48.71,-0.9,-0.12,0.33,0.966074531,0.96385121
4:10:2:33:47452,1.73,-82.82,-75.2,-0.96,0.07,0.29,1.005286029,0.967854085
4:10:2:33:47548,-100.35,-85.74,20.68,-1.25,-0.02,0.02,1.250319959,1.073893506
4:10:2:33:47644,177.27,-84,103.89,-0.9,0.19,0.18,0.937283308,1.064296432
4:10:2:33:47740,147.36,-76.47,134.11,-0.91,0.11,-0.24,0.947523087,1.045042118
4:10:2:33:47836,149.82,-73.79,129.52,-1,0.19,-0.21,1.039326705,0.974711033
4:10:2:34:48241,160.66,-70.42,119.31,-0.96,0.17,-0.31,1.023034701,1.003294831
4:10:2:34:48352,152.74,-68.51,127.59,-0.89,0.18,-0.26,0.944510455,1.002290621
4:10:2:34:48465,149.91,-69.88,128.1,-1.01,0.18,-0.11,1.031794553,0.999779903
4:10:2:34:48576,147.14,-68.47,126.77,-0.84,0.2,-0.42,0.960208311,0.978837773
4:10:2:34:48641,145.05,-66.94,127.6,-0.92,0.23,-0.39,1.025377979,1.005793614
4:10:2:34:48736,143.05,-65.75,129.47,-0.95,0.28,-0.25,1.02146953,1.00235194
4:10:2:35:48848,138.45,-64.96,133.22,-0.93,0.3,-0.45,1.075825265,1.040890924
4:10:2:35:49255,131.67,-62.46,137.33,-0.92,0.3,-0.33,1.022399139,1.039897978
4:10:2:35:49335,123.03,-63.23,143.15,-0.91,0.44,-0.24,1.038893642,1.045706015
4:10:2:35:49431,119.73,-62.45,145.83,-0.9,0.53,-0.23,1.069485858,1.04359288
4:10:2:35:49527,116.41,-63.89,148.1,-0.83,0.46,-0.36,1.014938422,1.041105974
4:10:2:35:49655,115.27,-63.91,146.51,-0.84,0.3,-0.13,0.901387819,0.995270699
4:10:2:35:49751,115.15,-62.54,144.08,-0.86,0.42,-0.14,0.967264183,0.961196808
4:10:2:36:49863,115.6,-63.34,143.8,-0.91,0.45,-0.42,1.098635517,0.98909584
4:10:2:36:50254,125.48,-63.47,145.55,-0.91,0.36,-0.26,1.012570985,1.026156895
4:10:2:36:50334,140.81,-61.26,136.85,-0.83,0.25,-0.33,0.927523585,1.012910029
4:10:2:36:50446,150.18,-59.95,131.73,-0.84,0.12,-0.41,0.942390577,0.960828382
4:10:2:36:50541,146.43,-61.79,132.86,-0.93,0.26,-0.36,1.03058236,0.966832174
4:10:2:36:50670,141.64,-63.52,135.67,-0.93,0.27,-0.38,1.040288422,1.004420453
4:10:2:36:50750,134.79,-66.13,139.81,-0.92,0.26,-0.31,1.005037313,1.025302698
4:10:2:37:50846,130.14,-66.79,143.57,-0.91,0.28,-0.28,0.992421282,1.012582339
4:10:2:37:51245,129.9,-65.32,144.57,-0.91,0.33,-0.29,1.010494928,1.002651174
4:10:2:37:51341,128.02,-64.96,146.23,-0.94,0.36,-0.26,1.039615313,1.014177174
4:10:2:37:51453,128.64,-64.86,145.32,-0.94,0.32,-0.28,1.03169763,1.027269291
4:10:2:37:51549,128.67,-64.61,145.05,-0.92,0.35,-0.28,1.023376763,1.031563236
4:10:2:37:51645,128.27,-64.23,145.36,-0.91,0.36,-0.28,1.017889974,1.024321456
4:10:2:37:51741,128.45,-64.05,145.22,-0.92,0.34,-0.28,1.02,1.020422246
4:10:2:38:51869,128.12,-63.99,145.57,-0.92,0.36,-0.28,1.026839812,1.021576596
4:10:2:38:52257,128.54,-63.98,145.86,-0.93,0.35,-0.28,1.032375901,1.026405238
4:10:2:38:52337,129.16,-64.23,145.59,-0.92,0.35,-0.28,1.023376763,1.027530825
4:10:2:38:52449,129.8,-64.3,145.26,-0.92,0.34,-0.28,1.02,1.025250888
4:10:2:38:52561,130.21,-64.23,145.11,-0.93,0.33,-0.29,1.028542658,1.023973141
4:10:2:38:52673,131,-64.22,144.73,-0.9,0.34,-0.28,1.001998004,1.016846887
4:10:2:38:52737,132.17,-64.1,144.11,-0.91,0.31,-0.3,1.007074972,1.012538545
4:10:2:39:52849,132.52,-64.09,143.68,-0.93,0.33,-0.31,1.034359705,1.014477561
4:10:2:39:53245,132.84,-63.64,143.95,-0.94,0.32,-0.26,1.026450194,1.02262829
4:10:2:39:53341,136.16,-64.35,140.18,-0.93,0.29,-0.32,1.025377979,1.028729293
4:10:2:39:53469,139.51,-64.4,137.3,-0.95,0.26,-0.34,1.041969289,1.031265821
4:10:2:39:53533,139.89,-64.86,136.4,-0.91,0.31,-0.35,1.023083574,1.030143614
4:10:2:39:53645,141.14,-64.52,135.46,-0.95,0.34,-0.4,1.085403151,1.050152005
4:10:2:39:53741,143.13,-64.94,133.45,-0.93,0.32,-0.37,1.050809212,1.053098646
4:10:2:39:53837,144.36,-64.15,131.92,-0.9,0.24,-0.34,0.99156442,1.042592261
4:10:2:40:54244,146.56,-62.87,129.76,-0.91,0.3,-0.36,1.023572176,1.021981936
4:10:2:40:54340,145.29,-61.64,131.3,-0.91,0.3,-0.41,1.042209192,1.019115263
4:10:2:40:54436,148.03,-60.65,128.98,-0.84,0.26,-0.44,0.983259884,1.016347084
4:10:2:40:54564,147.94,-59.69,129.61,-0.88,0.24,-0.41,1.000049999,1.008506358
4:10:2:40:54644,147.14,-59.32,130.16,-0.86,0.35,-0.44,1.027472627,1.00359417
4:10:2:40:54739,148.06,-59.25,129.46,-0.9,0.24,-0.47,1.043312034,1.023611553
4:10:2:40:54835,148.34,-59.35,129.23,-0.84,0.31,-0.4,0.980663041,1.017149234
4:10:2:41:55259,150.5,-59.47,129.12,-0.79,0.23,-0.41,0.919293207,0.981089427
4:10:2:41:55339,157.05,-60.01,124.94,-0.92,0.11,-0.39,1.005286029,0.968414092
4:10:2:41:55436,155.3,-60.13,126.61,-0.79,0.36,-0.43,0.968813708,0.964464314
4:10:2:41:55531,159.73,-61.15,123.45,-0.87,0.11,-0.48,0.999699955,0.991266564
4:10:2:41:55627,163.87,-62.37,120.75,-0.91,0.12,-0.47,1.031212878,0.999908847
4:10:2:41:55771,157.67,-61.38,126.64,-0.91,0.21,-0.42,1.024011719,1.018308184
4:10:2:41:55835,156.59,-61.48,127.58,-0.86,0.18,-0.44,0.98264948,1.012624692
4:10:2:42:56262,157.05,-61.39,126.06,-0.87,0.15,-0.53,1.029708697,1.012123298
4:10:2:42:56326,157.3,-61.57,126.15,-0.92,0.18,-0.45,1.039855759,1.017404645
4:10:2:42:56422,157.24,-61.62,126.15,-0.88,0.21,-0.4,0.989191589,1.019585348
4:10:2:42:56549,157.49,-61.48,125.67,-0.96,0.19,-0.51,1.103539759,1.044195702
4:10:2:42:56646,157.98,-61.36,125.43,-0.91,0.2,-0.42,1.022007828,1.038246392
4:10:2:42:56742,158.16,-61.32,125.4,-0.87,0.19,-0.41,0.980357078,1.035301555
4:10:2:43:56854,158.38,-61.29,125,-0.88,0.15,-0.47,1.008860744,1.003741883
4:10:2:43:57257,151.44,-59.77,131.6,-0.88,0.26,-0.58,1.08554134,1.02491972
4:10:2:43:57352,155.24,-62.61,128.14,-1,0.19,-0.46,1.117004924,1.070469002
4:10:2:43:57449,165.89,-66.32,120.64,-0.86,0.06,-0.03,0.862612312,1.021719525
4:10:2:43:57544,179.59,-67.37,111.13,-1,-0.16,-0.45,1.108196733,1.029271323
4:10:2:43:57641,-176.23,-66.36,108.74,-0.99,0.09,-0.42,1.079166345,1.016658463
4:10:2:43:57737,-166.33,-66.21,102.94,-0.91,-0.17,-0.32,0.979489663,1.05561758
4:10:2:43:57833,-168.45,-66.71,104.14,-0.95,-0.07,-0.37,1.021909976,1.026855328
4:10:2:44:58249,-171.62,-66.96,103.52,-0.95,-0.03,-0.4,1.031212878,1.010870839
4:10:2:44:58344,-177.15,-67.83,107.36,-0.91,0.05,-0.35,0.976268406,1.009797087
4:10:2:44:58456,-179.26,-67.46,108.92,-0.91,0.01,-0.34,0.971493695,0.99299166
4:10:2:44:58537,178.66,-67.56,109.64,-0.95,-0.01,-0.38,1.023230179,0.99033076
4:10:2:44:58648,175.25,-67.65,111.88,-1,0.02,-0.44,1.09270307,1.029142315
4:10:2:44:58776,174.84,-67.53,111.92,-0.99,0.03,-0.44,1.083789647,1.066574299
4:10:2:44:58824,-178.43,-68.19,106.78,-0.89,-0.02,-0.38,0.967935948,1.048142889
4:10:2:45:59244,-155.44,-70.3,91.61,-0.94,-0.07,-0.27,0.980510071,1.010745222
4:10:2:45:59356,-158,-70.59,93.18,-0.9,-0.11,-0.32,0.96150923,0.969985083
4:10:2:45:59452,-156.23,-69.9,92.42,-0.91,-0.15,-0.42,1.013410085,0.985143129
4:10:2:45:59548,-161.71,-70.56,95.28,-1.09,-0.08,-0.17,1.106074139,1.026997818
4:10:2:45:59644,-176.31,-72.65,106.59,-1,0,-0.25,1.030776406,1.050086877
4:10:2:45:59772,150.18,-76.26,131.19,-1.08,0.24,-0.25,1.134239834,1.09036346
4:10:2:45:59835,131.81,-77.91,144.96,-1.04,0.11,-0.01,1.045848937,1.070288392
4:10:2:46:60246,144.68,-83.01,128.3,-1.02,0.01,-0.15,1.031018914,1.070369228
4:10:2:46:60343,141.2,-84.16,131.48,-1.02,0.03,-0.07,1.022839186,1.033235679
4:10:2:46:60438,119.65,-83.45,152.52,-0.98,0.1,-0.05,0.986356933,1.013405011
4:10:2:46:60534,107.02,-81.45,164.01,-0.93,0.14,-0.01,0.940531764,0.983242628
4:10:2:46:60630,108.48,-79.6,162.11,-0.98,0.18,-0.13,1.004838295,0.977242331
4:10:2:46:60726,108.1,-77.91,162.26,-0.94,0.13,-0.01,0.948999473,0.964789844
4:10:2:47:60855,119.6,-73.76,153.89,-0.85,0.14,-0.05,0.86290208,0.938913283
4:10:2:47:61227,119.67,-54.95,152.13,-0.76,0.47,-0.31,0.945832966,0.91924484
4:10:2:47:61352,113.9,-49.84,156.48,-0.8,0.66,-0.28,1.07424392,0.960992989
4:10:2:47:61432,103.55,-45.81,161.74,-0.66,0.6,-0.15,0.904488806,0.974855231
4:10:2:47:61528,97.92,-39.35,161.06,-0.62,0.61,-0.11,0.876698352,0.951810359
4:10:2:47:61640,100.46,-39.42,161.76,-0.73,0.84,-0.24,1.138463877,0.973217012
4:10:2:47:61736,97.07,-37.84,163.69,-0.68,0.84,-0.04,1.081480467,1.032214232
4:10:2:47:61832,95.1,-35.03,165.31,-0.49,0.76,-0.23,0.933059484,1.051001276
4:10:2:48:62246,100.87,-27.21,158.27,-0.49,0.92,-0.21,1.06329676,1.02594557
4:10:2:48:62326,98.61,-29.83,160.85,-0.57,0.83,-0.07,1.009306693,1.001887645
4:10:2:48:62438,95.45,-31.82,166.05,-0.54,0.73,-0.08,0.911537163,0.994713539
4:10:2:48:62550,92.73,-34.32,172.05,-0.54,0.81,-0.06,0.975346092,0.965396649
4:10:2:48:62645,90.64,-35.03,177.03,-0.47,0.79,-0.04,0.920108689,0.935663982
4:10:2:48:62742,91.07,-36.67,178.97,-0.54,0.76,-0.07,0.934933153,0.943462645
4:10:2:48:62838,92.1,-37.36,179.86,-0.63,0.83,-0.05,1.043216181,0.966086008
4:10:2:49:63240,93.27,-36.76,-179.9,-0.59,0.83,-0.07,1.020735029,0.999628121
4:10:2:49:63336,94.64,-36.24,179.12,-0.59,0.88,0.06,1.06117859,1.041709933
4:10:2:49:63448,100.75,-27.86,173.34,-0.46,0.93,-0.19,1.054798559,1.045570726
4:10:2:49:63527,102.83,-24.87,168.05,-0.5,0.94,-0.29,1.103494449,1.073157199
4:10:2:49:63656,101.12,-27.47,165.46,-0.47,0.93,-0.13,1.050095234,1.069462747
4:10:2:49:63736,98.81,-27.64,164.6,-0.48,0.88,-0.12,1.009554357,1.054381347
4:10:2:49:63832,96.35,-26.3,164.58,-0.49,0.83,0,0.963846461,1.007832017
4:10:2:50:64253,94.34,-20.53,169.53,-0.34,1.09,-0.22,1.162798349,1.045399722
4:10:2:50:64350,93.63,-20.24,169.18,-0.36,0.97,0.02,1.034842983,1.053829264
4:10:2:50:64446,94.17,-19.17,169.56,-0.34,0.89,-0.07,0.955301,1.050980777
4:10:2:50:64541,94.08,-20.59,169.91,-0.37,1,-0.07,1.06855042,1.019564801
4:10:2:50:64638,92.35,-22.11,170.56,-0.4,0.89,-0.04,0.97657565,1.000142357
4:10:2:50:64749,90.34,-22.65,172.25,-0.29,0.84,-0.07,0.891403388,0.978843153
4:10:2:51:64845,89.28,-24.07,172.29,-0.34,0.8,0,0.869252552,0.91241053
4:10:2:51:65250,81.61,-32.61,177.39,-0.5,0.83,0.08,0.972265396,0.910973779
4:10:2:51:65362,80.56,-32.57,177.24,-0.52,0.76,0.1,0.926282894,0.922600281
4:10:2:51:65442,81.04,-32.41,175.58,-0.48,0.78,0.18,0.933380951,0.943976414
4:10:2:51:65538,84.09,-32.34,171.34,-0.69,1.05,0.07,1.258371964,1.03934527
4:10:2:51:65634,83.83,-31.7,170.53,-0.43,0.87,0.09,0.974628134,1.05546035
4:10:2:51:65746,83.46,-34.1,170.88,-0.59,1.04,0.1,1.199874993,1.144291697
4:10:2:52:65842,85.94,-32.66,170.52,-0.55,0.88,0.08,1.040816987,1.071773371
4:10:2:52:66245,86.19,-27.43,170.91,-0.38,0.87,0.1,0.954620343,1.065104108
4:10:2:52:66341,84.68,-28.03,172.36,-0.39,0.86,0.06,0.946202938,0.980546756
4:10:2:52:66437,84.26,-30.15,172.44,-0.53,0.96,0.05,1.09772492,0.999516067
4:10:2:52:66533,83.46,-29.78,172.35,-0.63,0.95,0.12,1.14621115,1.063379669
4:10:2:52:66629,82.38,-29.75,173.37,-0.54,0.93,0.12,1.082081328,1.108672466
4:10:2:52:66725,81.53,-29.19,173.44,-0.51,0.83,0.12,0.981529419,1.069940632
4:10:2:52:66837,81.04,-28.29,172.52,-0.49,0.83,0.17,0.978723659,1.014111468
4:10:2:53:67261,80.72,-30.16,171.65,-0.56,0.93,0.13,1.093343496,1.017865524
4:10:2:53:67342,78.49,-31.58,172.37,-0.55,0.91,0.2,1.081942697,1.051336617
4:10:2:53:67453,77.47,-31.31,172.86,-0.51,0.82,0.21,0.988230742,1.054505645
4:10:2:53:67550,76.79,-31.6,173.98,-0.58,0.87,0.18,1.060990104,1.043721181
4:10:2:53:67630,79.72,-29.38,174.39,-0.54,0.88,0.17,1.046374694,1.03186518
4:10:2:53:67726,81.83,-27.42,174.18,-0.43,0.83,0.17,0.950105257,1.019156685
4:10:2:53:67838,86.56,-27.26,173.88,-0.37,0.78,-0.06,0.865390085,0.953956679
4:10:2:54:68253,96.56,-39.72,167.09,-0.84,0.66,-0.09,1.072054103,0.962516482
4:10:2:54:68333,101.56,-44.76,163.51,-0.85,0.88,-0.1,1.227558553,1.055000914
4:10:2:54:68429,101.9,-50.55,164.74,-0.69,0.5,0.07,0.85498538,1.051532679
4:10:2:54:68557,112.08,-71.29,157.58,-1,0.28,-0.14,1.047854952,1.043466295
4:10:2:54:68637,159.91,-73.69,105.9,-1,0.05,-0.2,1.021028893,0.974623075
4:10:2:54:68749,-177.74,-66.01,86.34,-0.85,0.03,-0.34,0.915969432,0.994951092
4:10:2:55:68845,-159.45,-70.98,68.6,-0.97,0.06,-0.43,1.062732328,0.999910217
4:10:2:55:69246,-148.19,-59.81,66.22,-0.85,-0.3,-0.4,0.986154146,0.988285302
4:10:2:55:69342,-148.87,-59.27,66.41,-0.95,-0.23,-0.44,1.071914176,1.040266883
4:10:2:55:69438,-147.81,-56.71,66.21,-0.84,-0.3,-0.47,1.008216247,1.022094856
4:10:2:55:69550,-145.66,-54.16,65.59,-0.76,-0.36,-0.54,0.99939982,1.026510081
4:10:2:55:69646,-145.73,-53.46,65.95,-0.83,-0.28,-0.5,1.008612909,1.005409658
4:10:2:55:69742,-144.11,-53.65,64.41,-0.84,-0.34,-0.48,1.025475499,1.011162743
4:10:2:55:69838,-142.28,-53.89,62.6,-0.77,-0.36,-0.43,0.952575456,0.995554622
4:10:2:56:70253,-140.85,-56.2,61.09,-0.81,-0.35,-0.44,0.986002028,0.988017661
4:10:2:56:70349,-140.5,-56.43,60.27,-0.83,-0.35,-0.39,0.981580358,0.973385948
4:10:2:56:70445,-138.76,-56.54,57.61,-0.86,-0.37,-0.52,1.070934172,1.012838853
4:10:2:56:70541,-137.74,-56.79,57.61,-0.9,-0.35,-0.47,1.073964618,1.042159716
4:10:2:56:70636,-135.31,-57,55.24,-0.91,-0.35,-0.41,1.057686154,1.067528314
4:10:2:56:70749,-135.05,-55.41,53.51,-0.9,-0.37,-0.51,1.098635517,1.076762096
4:10:2:56:70828,-137.84,-58.9,51.35,-0.76,-0.42,-0.26,0.906421535,1.020914402
4:10:2:57:71251,-140.09,-66.13,47.77,-0.92,-0.16,-0.24,0.964157663,0.989738239
4:10:2:57:71347,-131.4,-57.45,39.3,-0.73,-0.44,-0.43,0.954672719,0.941750639
4:10:2:57:71444,-134.33,-46.58,42.6,-0.53,-0.43,-0.71,0.984835012,0.967888465
4:10:2:57:71555,-134.16,-41.78,43.65,-0.64,-0.53,-0.68,1.07373181,1.00441318
4:10:2:57:71651,-124.21,-39.09,38.18,-0.72,-1.04,0,1.264911064,1.107825962
4:10:2:57:71748,-119.7,-38.84,38.42,-0.75,-0.73,-0.35,1.103585067,1.147409314
4:10:2:58:71844,-120.43,-39.76,39.31,-0.42,-0.04,-0.96,1.048618138,1.13903809
4:10:2:58:72247,-113.79,-34.04,41.54,-0.52,-0.75,-0.4,0.996443676,1.049548961
4:10:2:58:72328,-113.04,-33.61,43.61,-0.52,-0.79,-0.3,0.992219734,1.012427183
4:10:2:58:72455,-113.31,-32.53,42.04,-0.51,-0.77,-0.32,0.977445651,0.98870302
4:10:2:58:72551,-118.29,-30.46,41.46,-0.48,-0.71,-0.47,0.977445651,0.982370345
4:10:2:58:72646,-119.64,-25.11,42.07,-0.39,-0.79,-0.45,0.989292677,0.981394659
4:10:2:58:72743,-114.7,-21,38.58,-0.3,-0.87,-0.37,0.991866927,0.986201751
4:10:2:58:72838,-112,-18.88,40.59,-0.27,-0.86,-0.36,0.97061836,0.983925988
4:10:2:59:73257,-108.25,-20.44,38.09,-0.3,-0.85,-0.33,0.959895828,0.974127038
4:10:2:59:73338,-108.07,-20.31,37.65,-0.34,-0.89,-0.37,1.02205675,0.984190312
4:10:2:59:73434,-107.69,-19.94,38.01,-0.31,-0.91,-0.29,1.004141424,0.995364667
4:10:2:59:73546,-108.31,-19.73,38.91,-0.29,-0.88,-0.35,0.990454441,1.005550872
4:10:2:59:73658,-113.06,-19.12,41.48,-0.25,-0.86,-0.45,1.002297361,0.998964409
4:10:2:59:73770,-113.51,-19.19,41.78,-0.3,-0.94,-0.41,1.068503627,1.020418476
4:10:3:0:73849,-109.91,-21.24,38.5,-0.36,-0.86,-0.37,1.003045363,1.02461545
4:10:3:0:74250,-103.69,-22.43,39.43,-0.36,-0.91,-0.3,1.023572176,1.031707055
4:10:3:0:74347,-104.05,-28.14,40.1,-0.44,-0.83,-0.24,0.969587541,0.998735027
4:10:3:0:74442,-102.89,-32.55,39.61,-0.5,-0.86,-0.22,1.01882285,1.003994189
4:10:3:0:74538,-99.89,-37.38,36.43,-0.6,-0.79,-0.18,1.008216247,0.998875546
4:10:3:0:74634,-96.91,-43.47,32.15,-0.64,-0.72,-0.06,0.965194281,0.997411126
4:10:3:0:74746,-95.87,-48.78,29.33,-0.73,-0.58,-0.09,0.936696322,0.970035617
4:10:3:0:74827,-91.65,-52.07,23.53,-0.86,-0.64,0.08,1.074988372,0.992292992
4:10:3:1:75346,-71.73,-51.22,-5.78,-0.76,-0.62,0.25,1.012175874,1.007953523
4:10:3:1:75442,-70.06,-47.87,-9.76,-0.71,-0.64,0.26,0.990605875,1.025923374
4:10:3:1:75538,-68.03,-46.41,-13.26,-0.65,-0.63,0.33,0.963483264,0.988755004
4:10:3:1:75666,-65.91,-45.76,-16.97,-0.69,-0.64,0.37,1.011236866,0.988442002
4:10:3:1:75746,-63.61,-45.2,-20.13,-0.71,-0.68,0.38,1.05399241,1.009570847
4:10:3:2:75842,-62.69,-45.14,-23.02,-0.7,-0.62,0.43,1.029223008,1.031484095
4:10:3:2:75937,-61.68,-44.63,-25.12,-0.66,-0.67,0.38,1.014347081,1.032520833
4:10:3:2:76238,-60.06,-45.7,-28.42,-0.66,-0.62,0.43,1.002447006,1.015339032
4:10:3:2:76334,-60.28,-46.89,-28.06,-0.7,-0.59,0.45,1.020098035,1.012297374
4:10:3:2:76446,-60.36,-48.21,-28.34,-0.78,-0.53,0.4,1.024353455,1.015632832
4:10:3:2:76558,-62.15,-51.37,-27.07,-0.69,-0.54,0.36,0.947259204,0.997236898
4:10:3:2:76638,-63.54,-56.49,-25.56,-0.77,-0.57,0.43,1.050095234,1.007235964
4:10:3:2:76733,-64.18,-59.27,-25.42,-0.87,-0.46,0.32,1.034842983,1.010732474
4:10:3:3:76862,-67.26,-62.52,-23.54,-0.9,-0.4,0.29,1.026693723,1.037210647
4:10:3:3:77247,-96.54,-61.93,7.73,-0.86,-0.49,0.04,0.990605875,1.01738086
4:10:3:3:77358,-100.63,-59.67,11.65,-0.87,-0.61,-0.03,1.062967544,1.026755714
4:10:3:3:77439,-109.18,-57.31,20.22,-0.89,-0.52,-0.16,1.043120319,1.032231246
4:10:3:3:77534,-114.45,-54.61,25.91,-0.88,-0.51,-0.21,1.038556691,1.048214851
4:10:3:3:77646,-116.58,-49.46,31.02,-0.76,-0.54,-0.25,0.965246083,1.015641031
4:10:3:3:77774,-120.06,-42.95,39.47,-0.71,-0.59,-0.43,1.018381068,1.007394614
4:10:3:3:77838,-121.71,-33.79,48.62,-0.59,-0.76,-0.49,1.079722186,1.021116446
4:10:3:4:78258,-108.19,-26.65,57.21,-0.42,-0.86,-0.28,0.997196069,1.031766441
4:10:3:4:78338,-109.99,-30.72,53.54,-0.5,-0.81,-0.35,1.014199191,1.030372482
4:10:3:4:78435,-110.7,-32.19,53.12,-0.52,-0.76,-0.38,0.996192752,1.002529338
4:10:3:4:78530,-109.57,-32.62,53.64,-0.54,-0.79,-0.31,1.005882697,1.00542488
4:10:3:4:78625,-108.13,-33.05,50.98,-0.53,-0.76,-0.3,0.973909647,0.991995032
4:10:3:4:78754,-105.33,-31.72,48.03,-0.52,-0.82,-0.24,1.00019998,0.993330775
4:10:3:5:78850,-102.28,-29.85,45.73,-0.46,-0.88,-0.2,1.012916581,0.995675403
4:10:3:5:79260,-92.82,-27.7,42.29,-0.49,-0.77,-0.03,0.913181253,0.975432605
4:10:3:5:79340,-90.43,-28.29,38.4,-0.54,-0.85,0.06,1.008811182,0.978303005
4:10:3:5:79468,-91.79,-26.25,37.27,-0.36,-0.89,-0.01,0.960104161,0.960698865
4:10:3:5:79532,-92.18,-22.28,35.11,-0.3,-0.89,0,0.939201789,0.969372377
4:10:3:5:79660,-86.19,-20.82,37.75,-0.48,-0.93,0.07,1.04890419,0.982736713
4:10:3:5:79723,-80.73,-16.03,41.16,-0.33,-0.98,0.16,1.046374694,1.011493558
4:10:3:5:79835,-79.4,-10.13,49.66,-0.19,-0.89,0.19,0.929677363,1.008318749
4:10:3:6:80243,-49.17,8.16,76.38,0.16,-0.59,0.86,1.055130324,1.010394127
4:10:3:6:80339,-43.95,3.14,87.11,0.21,-0.52,0.83,1.001698557,0.995502082
4:10:3:6:80451,-41.65,-8.44,93.07,0.01,-0.52,1.01,1.136045774,1.064291552
4:10:3:6:80563,-45.07,-16.92,92.18,-0.17,-0.4,1,1.090366911,1.076037081
4:10:3:6:80643,-40.11,-15.26,88.12,0.15,-0.32,1.01,1.070046728,1.098819804
4:10:3:6:80739,-36.58,-20.46,87.35,-0.32,-0.28,0.88,0.977343338,1.045918992
4:10:3:6:80835,-33.46,-21.38,84.42,0.05,-0.29,0.86,0.908955444,0.985448503
4:10:3:7:81235,-40.47,-22.86,88.48,-0.19,-0.35,0.87,0.956817642,0.947705475
4:10:3:7:81331,-37.57,-22.58,89.08,-0.18,-0.29,0.9,0.9625487,0.942773929
4:10:3:7:81443,-35.04,-24.78,90,-0.23,-0.29,0.86,0.936269192,0.951878511
4:10:3:7:81539,-36.74,-26.5,92.31,-0.28,-0.31,0.87,0.965090669,0.954636187
4:10:3:7:81635,-37.44,-26.75,94.14,-0.29,-0.3,0.89,0.982954729,0.961438197
4:10:3:7:81731,-37.88,-27.22,95.71,-0.3,-0.32,0.91,1.010198,0.986081133
4:10:3:8:81843,-39.41,-27.01,98,-0.3,-0.37,0.87,0.991866927,0.995006552
4:10:3:8:82282,-39.63,-31.92,102.22,-0.37,-0.18,0.83,0.926390846,0.976151924
4:10:3:8:82346,-37.81,-38.65,98.49,-0.18,-0.47,0.78,0.928277976,0.948845249
4:10:3:8:82442,-44.77,-36.86,105.72,-0.52,-0.27,0.9,1.07391806,0.976195627
4:10:3:8:82538,-45.99,-38.95,107.87,-0.42,-0.32,0.68,0.86092973,0.954375255
4:10:3:8:82650,-48.81,-46.57,113.67,-0.74,-0.13,0.81,1.104807676,1.013218489
4:10:3:8:82762,-44.92,-47.95,112.28,-0.67,-0.26,0.7,1.003244736,0.989660714
4:10:3:9:82842,-40.96,-47.39,109.66,-0.63,-0.22,0.72,0.98168223,1.029911547
4:10:3:9:83244,-40.89,-47.61,109.42,-0.69,-0.28,0.67,1.001698557,0.995541841
4:10:3:9:83340,-41.32,-47.37,109.97,-0.66,-0.29,0.66,0.977394496,0.986925094
4:10:3:9:83436,-40.89,-48.45,109.61,-0.68,-0.28,0.66,0.988129546,0.9890742
4:10:3:9:83533,-40.98,-49.48,109.7,-0.67,-0.31,0.6,0.95131488,0.97227964
4:10:3:9:83629,-42.35,-49.51,111.66,-0.76,-0.31,0.66,1.053233118,0.997559181
4:10:3:9:83740,-42.97,-48.44,112.83,-0.74,-0.35,0.69,1.070607304,1.025051767
4:10:3:10:83852,-41.81,-47.4,111.97,-0.6,-0.3,0.53,0.854926897,0.99292244
4:10:3:10:84234,-45.14,-44.22,117.66,-0.6,-0.4,0.68,0.991160935,0.972231712
4:10:3:10:84328,-44.88,-46.34,118.24,-0.68,-0.39,0.62,0.999449849,0.948512561
4:10:3:10:84440,-45.7,-47.24,119.31,-0.67,-0.39,0.68,1.031212878,1.007274554
4:10:3:10:84552,-49.13,-48.14,122.31,-0.73,-0.24,0.65,1.006479011,1.012380579
4:10:3:10:84632,-51.06,-48.79,123.67,-0.74,-0.34,0.57,0.994032193,1.010574694
4:10:3:10:84760,-50.91,-50.65,123.45,-0.71,-0.36,0.56,0.973293378,0.991268194
4:10:3:10:84824,-51.18,-52.03,123.26,-0.91,-0.22,0.54,1.08078675,1.01603744
4:10:3:11:85266,-56.6,-52.32,123.26,-0.73,-0.37,0.46,0.938829058,0.997636396
