sysTime,roll,pitch,yaw,ax,ay,az
4:8:57:7:70996,-110.54,71.52,155.1,0.98,-0.32,-0.11
4:8:57:7:71108,-106.19,72.33,159.27,0.92,-0.32,-0.03
4:8:57:8:71204,-106.48,72.78,158.34,0.84,-0.25,-0.17
4:8:57:8:71598,-123.09,69.19,138.65,0.81,-0.32,-0.14
4:8:57:8:71694,-121.89,68.97,140.59,0.9,-0.3,-0.1
4:8:57:8:71774,-118.96,70.7,143,0.91,-0.27,-0.1
4:8:57:8:71870,-115.09,72.23,147,0.94,-0.28,-0.12
4:8:57:8:71966,-109.73,73.73,152.94,0.92,-0.2,-0.1
4:8:57:8:72062,-103.51,74.23,158.74,0.9,-0.24,-0.04
4:8:57:9:72190,-106.26,74.66,156.07,1,-0.25,-0.06
4:8:57:9:72585,-95.56,71.12,165.84,0.92,-0.33,-0.03
4:8:57:9:72665,-102.95,63.88,157.75,0.94,-0.38,-0.1
4:8:57:9:72761,-105.63,46.86,151.95,0.61,-0.8,-0.22
4:8:57:9:72889,-104.06,35.26,148.47,0.46,-0.84,-0.12
4:8:57:9:73000,-108.08,45.03,145.3,0.77,-0.54,-0.22
4:8:57:9:73081,-115.35,49.38,141.99,0.75,-0.52,-0.46
4:8:57:9:73177,-121.36,46.52,143.56,0.74,-0.68,-0.39
4:8:57:10:73595,-119.28,56.05,141.48,0.87,-0.53,-0.22
4:8:57:10:73704,-114.48,54.93,145.25,0.79,-0.52,-0.26
4:8:57:10:73800,-114.94,54.62,145.75,0.86,-0.44,-0.27
4:8:57:10:73896,-116.17,53.65,146.39,0.71,-0.55,-0.23
4:8:57:10:73977,-118.96,55.82,144.87,0.81,-0.4,-0.63
4:8:57:10:74072,-121.59,58.93,142.39,0.72,-0.15,-0.25
4:8:57:11:74183,-123.07,57.26,139.43,0.88,-0.63,0.07
4:8:57:11:74600,-120.81,58.79,142.99,0.87,-0.42,-0.26
4:8:57:11:74695,-119.53,58.75,143.85,0.85,-0.47,-0.22
4:8:57:11:74791,-119.59,60.12,143.68,0.88,-0.38,-0.23
4:8:57:11:74888,-120,58.5,144.25,0.82,-0.43,-0.24
4:8:57:11:74984,-121.29,56.49,144.23,0.8,-0.49,-0.24
4:8:57:11:75095,-122.52,54.56,143.89,0.86,-0.52,-0.32
4:8:57:11:75175,-122.03,54.93,143.9,0.88,-0.48,-0.36
4:8:57:12:75601,-114.74,62.48,147.2,0.92,-0.28,-0.26
4:8:57:12:75681,-111.49,62.76,150.08,0.93,-0.47,-0.13
4:8:57:12:75778,-105.77,64.54,155.62,0.77,-0.47,-0.13
4:8:57:12:75889,-100.7,68.16,161.5,0.93,-0.35,-0.07
4:8:57:12:75985,-96.39,68.92,164.25,0.86,-0.31,0.03
4:8:57:12:76129,-92.71,67.97,168.62,0.9,-0.34,-0.04
4:8:57:13:76193,-92.5,65.24,168.11,0.85,-0.43,-0.03
4:8:57:13:76587,-88.14,63.98,173.32,0.81,-0.43,-0.02
4:8:57:13:76667,-71.45,65.15,-167.56,0.88,-0.36,0.23
4:8:57:13:76779,-64.35,64.83,-159.38,0.91,-0.4,0.22
4:8:57:13:76891,-63.78,64.35,-160.97,0.81,-0.36,0.23
4:8:57:13:76987,-62.27,64.08,-162.52,0.92,-0.4,0.21
4:8:57:13:77083,-61.88,65.31,-165.16,0.85,-0.34,0.19
4:8:57:14:77195,-66.39,66.19,-172.79,0.86,-0.5,0.14
4:8:57:14:77584,-44.38,57.2,-150.82,0.78,-0.31,0.46
4:8:57:14:77678,-49.31,58.02,-156.4,0.73,-0.39,0.34
4:8:57:14:77775,-51.52,59.49,-158.66,0.81,-0.39,0.33
4:8:57:14:77886,-55.1,61.29,-162.38,0.84,-0.42,0.25
4:8:57:14:77983,-55.38,62.32,-162.42,0.87,-0.37,0.26
4:8:57:14:78078,-56.74,62.79,-163.13,0.88,-0.38,0.23
4:8:57:15:78191,-74.42,63.53,-177.72,0.79,-0.35,0.07
4:8:57:15:78583,-85.68,62.3,171.77,0.86,-0.45,0.05
4:8:57:15:78679,-86.85,62.45,170.87,0.95,-0.49,0.02
4:8:57:15:78823,-85.27,62.92,172.02,0.94,-0.46,0.1
4:8:57:15:78870,-80.25,63.37,175.74,0.88,-0.43,0.1
4:8:57:15:79014,-75.37,63.67,178.62,0.86,-0.38,0.08
4:8:57:15:79111,-78.8,61.83,172.58,0.84,-0.43,0.09
4:8:57:16:79190,-87.18,56.8,162.57,0.81,-0.62,0.09
4:8:57:16:79586,-79.3,66.19,173.24,0.92,-0.37,0.04
4:8:57:16:79696,-82.15,61.19,168.82,0.87,-0.46,0.07
4:8:57:16:79808,-90.97,48.18,157.16,0.73,-0.63,0.02
4:8:57:16:79872,-92.75,41,154.47,0.58,-0.75,-0.06
4:8:57:16:79984,-91.51,42.78,155.48,0.67,-0.72,-0.01
4:8:57:16:80080,-90.16,43.78,160.03,0.64,-0.79,-0.03
4:8:57:17:80207,-90.06,44.8,160.07,0.63,-0.71,0.08
4:8:57:17:80588,-87.65,46.48,160.18,0.82,-0.76,-0.06
4:8:57:17:80668,-91.65,45.89,158.94,0.68,-0.67,-0.02
4:8:57:17:80779,-90.79,48.99,161.38,0.79,-0.67,-0.05
4:8:57:17:80891,-90.38,51.38,164,0.76,-0.62,0.01
4:8:57:17:81004,-90.41,52.14,166.38,0.8,-0.62,0
4:8:57:17:81084,-87.97,52.46,169.31,0.76,-0.58,0.04
4:8:57:18:81196,-85.42,55.79,172.42,0.77,-0.59,0.01
4:8:57:18:81586,-71.24,56.06,-172.33,0.84,-0.55,0.26
4:8:57:18:81713,-70.04,54.04,-172.96,0.81,-0.52,0.26
4:8:57:18:81793,-67.89,53.5,-172.42,0.77,-0.46,0.31
4:8:57:18:81889,-69.62,53.16,-173.11,0.78,-0.6,0.2
4:8:57:18:81985,-68.03,53.8,-170.81,0.82,-0.48,0.19
4:8:57:18:82097,-65.67,55.15,-167.8,0.86,-0.49,0.24
4:8:57:18:82178,-63.76,54.74,-165.99,0.76,-0.45,0.28
4:8:57:19:82590,-72.28,49.62,-171.96,0.54,-0.6,0.13
4:8:57:19:82670,-68.88,58.93,-165.65,0.79,-0.4,0.18
4:8:57:19:82781,-69.57,63.9,-166.52,1.11,-0.33,0.11
4:8:57:19:82878,-76.54,60.29,-175.67,0.71,-0.42,0.12
4:8:57:19:82974,-76.43,64.87,-171.64,0.77,-0.41,0.01
4:8:57:19:83086,-66.35,73.49,-158.65,1.04,-0.3,0.26
4:8:57:20:83182,-74.92,76.5,-164.94,1,-0.23,-0.09
4:8:57:20:83603,176.19,80.5,82.93,0.94,0.03,-0.18
4:8:57:20:83698,175.48,79.98,82.45,0.95,0.01,-0.21
4:8:57:20:83795,-178.95,79.01,90.28,1.03,0.07,-0.13
4:8:57:20:83874,-178.12,76.11,94.19,1.02,-0.06,-0.25
4:8:57:20:83970,-178.21,75.34,94.37,0.96,0,-0.24
4:8:57:20:84066,-179.33,75.37,93.38,0.88,0.04,-0.25
4:8:57:20:84162,-178.58,75.25,93.99,1.01,-0.01,-0.27
4:8:57:21:84586,-160.21,78.94,108.66,1.02,-0.12,-0.15
4:8:57:21:84664,-115.35,73.61,149.85,1.02,-0.39,-0.1
4:8:57:21:84760,-115.24,72.69,149.58,0.93,-0.25,-0.12
4:8:57:21:84872,-109.98,73.75,153.62,0.89,-0.27,-0.1
4:8:57:21:84968,-104.66,74.98,159.76,0.95,-0.23,0
4:8:57:21:85064,-96.66,76.21,167.4,0.98,-0.19,0.01
4:8:57:21:85176,-97.31,76.41,165.65,0.92,-0.21,0
4:8:57:22:85582,-88.01,78.91,173.28,0.97,-0.2,-0.01
4:8:57:22:85659,-92.16,78.88,168.52,0.9,-0.27,-0.01
4:8:57:22:85787,-104.02,79.47,155.8,0.95,-0.18,-0.01
4:8:57:22:85883,-111.94,80.56,146.9,1.03,-0.21,-0.06
4:8:57:22:85964,-119.49,81.85,138.83,1.06,-0.11,-0.23
4:8:57:22:86092,-110.06,83.24,147.47,0.9,-0.16,-0.01
4:8:57:23:86187,-110.77,83.94,147.09,0.96,-0.09,-0.02
4:8:57:23:86587,-136.6,85.65,121.59,0.95,-0.06,0.01
4:8:57:23:86666,-136.05,85.99,121.53,1.03,0.01,-0.12
4:8:57:23:86778,-149.26,85.65,108.99,0.95,-0.01,-0.02
4:8:57:23:86874,-163.9,83.08,94.94,0.91,0,-0.15
4:8:57:23:86986,-163.45,83.53,93.6,0.95,-0.1,-0.14
4:8:57:23:87082,-163.83,85.32,92.79,1.02,0,-0.11
4:8:57:23:87178,-168.03,87.33,88.37,1,0,-0.01
4:8:57:24:87625,39.04,88.8,-67.03,0.95,0,-0.02
4:8:57:24:87704,66.78,89.51,-39.45,0.91,0.03,-0.09
4:8:57:24:87784,6.77,89.6,-99.94,0.99,0,-0.03
4:8:57:24:87880,-60.5,89.6,-167.12,0.97,0.02,-0.09
4:8:57:24:88007,-97.55,89.28,156.06,0.96,-0.12,0.04
4:8:57:24:88071,-44.14,89.58,-150.25,1,0.01,0.01
4:8:57:24:88168,-45.78,89.6,-151.81,1.01,0.01,0.04
4:8:57:25:88586,-114.69,89.03,138.79,0.98,-0.05,-0.01
4:8:57:25:88666,-116.22,89.1,137.13,1.03,0.02,0.01
4:8:57:25:88794,-127.98,87.99,125.56,0.98,0,-0.01
4:8:57:25:88890,-130.44,87.23,122.96,0.97,-0.02,-0.03
4:8:57:25:88986,-133.83,86.94,119.55,0.98,-0.04,-0.05
4:8:57:25:89083,-137.55,86.86,115.8,0.98,-0.03,-0.04
4:8:57:25:89178,-141.48,86.63,111.87,0.99,-0.02,-0.05
4:8:57:26:89589,-149.83,86.28,103.98,0.98,0,-0.05
4:8:57:26:89684,-147.9,86.15,105.91,0.97,-0.05,-0.02
4:8:57:26:89780,-145.22,85.83,108.82,0.98,-0.07,-0.07
4:8:57:26:89876,-145.6,85.78,108.44,0.96,-0.05,-0.07
4:8:57:26:89988,-148.01,86.48,106.06,0.99,-0.04,-0.04
4:8:57:26:90068,-151.23,86.81,103.01,0.98,0,-0.05
4:8:57:27:90180,-151.6,86.72,102.62,0.98,-0.04,-0.05
4:8:57:27:90604,-147.63,87.71,106.84,0.99,-0.02,-0.02
4:8:57:27:90667,-152.74,87.69,101.65,0.98,-0.01,-0.01
4:8:57:27:90778,-146.4,87.4,108.16,0.96,-0.01,-0.04
4:8:57:27:90907,-152.4,87.63,102.22,0.96,-0.01,-0.07
4:8:57:27:90986,-160.46,87.97,94.05,1.01,-0.01,-0.02
4:8:57:27:91067,-167.12,87.1,87.49,0.95,-0.03,-0.04
4:8:57:27:91179,-160.25,86.69,94.46,0.93,0,-0.05
4:8:57:28:91590,-168.43,84.92,89.51,1,-0.01,-0.08
4:8:57:28:91671,-167.8,84.25,90.32,0.96,-0.05,-0.08
4:8:57:28:91782,-169.8,83.89,88.59,0.98,-0.04,-0.11
4:8:57:28:91879,-170.18,83.55,88.5,0.98,-0.02,-0.11
4:8:57:28:91975,-167.31,83.27,91.61,0.95,-0.02,-0.1
4:8:57:28:92070,-166.23,83.46,92.6,0.94,-0.01,-0.12
4:8:57:28:92166,-164.82,84.31,93.68,0.96,-0.06,-0.1
4:8:57:29:92590,-140.82,85.08,116.31,1.02,-0.04,-0.06
4:8:57:29:92670,-137.94,84.95,119.05,1,-0.07,-0.06
4:8:57:29:92766,-137.19,84.76,119.72,1.02,-0.07,-0.04
4:8:57:29:92878,-137.85,84,119.11,0.93,-0.07,-0.1
4:8:57:29:92990,-139.12,84.33,117.98,0.91,-0.08,-0.12
4:8:57:29:93118,-137.58,84.9,119.74,0.96,-0.09,-0.01
4:8:57:30:93182,-137.04,84.75,120.54,0.96,-0.04,-0.04
4:8:57:30:93591,-141.15,85.36,116.14,0.97,-0.04,-0.06
4:8:57:30:93672,-140.3,85.32,116.92,0.96,-0.07,-0.06
4:8:57:30:93768,-139.17,85.33,118.36,0.99,-0.06,-0.08
4:8:57:30:93864,-139.57,85.31,118.2,0.97,-0.04,-0.04
4:8:57:30:93975,-138.3,85.58,119.66,0.98,-0.04,-0.03
4:8:57:30:94071,-129.39,86.59,128.69,0.99,-0.03,0
4:8:57:31:94183,-93.47,88.4,164.6,0.98,0.02,-0.01
4:8:57:31:94587,20.28,66.37,-84.64,0.78,0.17,0.4
4:8:57:31:94667,15.2,55.94,-92.53,0.8,-0.13,0.36
4:8:57:31:94794,8.91,43.73,-102.83,0.45,0.12,0.78
4:8:57:31:94890,1.61,34.82,-115.48,0.74,0.05,0.87
4:8:57:31:94986,-2.68,32.25,-125.77,0.59,0,0.91
4:8:57:31:95099,-3.91,30.26,-133.75,0.52,0.07,0.92
4:8:57:32:95195,0.95,28.31,-136.15,0.4,0.07,0.88
4:8:57:32:95684,7.04,6.97,-136.32,0.21,0.12,1.03
4:8:57:32:95795,6.54,2.63,-135.97,0.14,0.12,1.03
4:8:57:32:95876,6.84,0.54,-136.09,0.09,0.07,1.01
4:8:57:32:95988,6.66,-0.78,-137.23,0.05,0.09,0.99
4:8:57:32:96099,6.06,-0.78,-140.96,0.06,0.08,0.99
4:8:57:32:96179,5.35,1.04,-146.91,0,0.09,1.04
4:8:57:33:96694,-0.48,2.75,-164.15,0.01,0.01,0.83
4:8:57:33:96774,-3.84,1.89,-163.88,0.01,0.03,0.88
4:8:57:33:96886,-5.46,2.07,-164.61,0.01,-0.04,1.14
4:8:57:33:96983,-3.75,3.11,-160.4,0.03,-0.11,1.13
4:8:57:33:97095,-0.79,2.96,-146.32,0.02,-0.12,1.08
4:8:57:33:97175,0.16,-0.45,-124.72,-0.01,-0.06,1.01
4:8:57:34:97595,-1.7,-9.97,-48.83,0.02,-0.03,0.99
4:8:57:34:97675,-0.92,-7.79,-42.49,0.02,-0.08,1.03
4:8:57:34:97787,-1.33,-5.27,-39.59,-0.05,-0.03,0.96
4:8:57:34:97883,-2.54,-5.14,-38.97,-0.06,-0.02,1.05
4:8:57:34:97995,-3.94,-6.78,-40.5,-0.05,0.01,1.05
4:8:57:34:98075,-5.38,-9.09,-43.16,-0.04,0,0.99
4:8:57:34:98171,-7.7,-10.23,-45.76,0.03,0.07,1.37
4:8:57:35:98597,-5.52,-10.76,-59.81,-0.01,-0.03,0.98
4:8:57:35:98675,-5.15,-10.55,-62.97,-0.02,-0.04,0.98
4:8:57:35:98771,-5.15,-10.57,-65.94,-0.03,-0.05,0.98
4:8:57:35:98867,-4.97,-10.41,-68.75,-0.04,-0.06,0.98
4:8:57:35:98978,-4.49,-9.92,-71.42,-0.03,-0.05,0.98
4:8:57:35:99074,-4.01,-9.35,-73.93,-0.02,-0.04,0.98
4:8:57:36:99186,-3.73,-8.95,-76.29,-0.03,-0.05,0.98
4:8:57:36:99595,-2.89,-7.31,-84.22,-0.03,-0.05,0.98
4:8:57:36:99674,-2.74,-6.92,-85.85,-0.03,-0.04,0.98
4:8:57:36:99787,-2.61,-6.54,-87.3,-0.03,-0.04,0.98
4:8:57:36:99882,-2.51,-6.2,-88.72,-0.03,-0.04,0.98
4:8:57:36:99994,-2.42,-5.86,-90.02,-0.03,-0.04,0.98
4:8:57:36:100074,-2.34,-5.55,-91.23,-0.03,-0.04,0.98
4:8:57:37:100186,-2.29,-5.26,-92.36,-0.03,-0.05,0.98
4:8:57:37:100595,-2.15,-4.32,-96.11,-0.03,-0.04,0.98
4:8:57:37:100691,-2.14,-4.12,-96.81,-0.03,-0.04,0.97
4:8:57:37:100787,-2.13,-3.94,-97.44,-0.03,-0.04,0.98
4:8:57:37:100883,-2.13,-3.79,-98.05,-0.03,-0.05,0.98
4:8:57:37:100979,-2.13,-3.63,-98.61,-0.03,-0.04,0.98
4:8:57:37:101091,-2.13,-3.49,-99.09,-0.03,-0.04,0.98
4:8:57:37:101171,-2.13,-3.36,-99.57,-0.03,-0.05,0.98
4:8:57:38:101606,-2.15,-2.94,-101.15,-0.03,-0.05,0.98
4:8:57:38:101687,-2.15,-2.84,-101.46,-0.03,-0.04,0.98
4:8:57:38:101782,-2.16,-2.75,-101.71,-0.03,-0.06,0.97
4:8:57:38:101879,-2.17,-2.7,-102.06,-0.03,-0.06,0.98
4:8:57:38:101990,-2.17,-2.64,-102.36,-0.03,-0.04,0.97
4:8:57:38:102086,-2.17,-2.59,-102.65,-0.03,-0.04,0.98
4:8:57:38:102166,-2.17,-2.54,-102.92,-0.03,-0.04,0.98
4:8:57:39:102606,-2.21,-2.37,-103.81,-0.03,-0.04,0.98
4:8:57:39:102733,-2.22,-2.32,-103.93,-0.03,-0.04,0.98
4:8:57:39:102797,-2.24,-2.25,-103.98,-0.03,-0.04,0.97
4:8:57:39:102877,-2.26,-2.18,-104.01,-0.03,-0.05,0.97
4:8:57:39:102989,-2.26,-2.14,-104.06,-0.03,-0.04,0.98
4:8:57:39:103085,-2.27,-2.11,-104.13,-0.04,-0.06,0.97
4:8:57:40:103182,-2.28,-2.07,-104.15,-0.03,-0.04,0.98
4:8:57:40:103600,-2.29,-2,-104.32,-0.03,-0.05,0.98
4:8:57:40:103679,-2.28,-2.01,-104.43,-0.03,-0.04,0.98
4:8:57:40:103791,-2.28,-2.02,-104.53,-0.03,-0.05,0.98
4:8:57:40:103903,-2.28,-2.02,-104.61,-0.03,-0.04,0.98
4:8:57:40:103967,-2.28,-2.02,-104.69,-0.03,-0.04,0.98
4:8:57:40:104095,-2.29,-2.01,-104.73,-0.03,-0.04,0.98
4:8:57:40:104175,-2.3,-1.98,-104.71,-0.03,-0.05,0.99
4:8:57:41:104585,-2.3,-1.94,-104.8,-0.03,-0.04,0.98
4:8:57:41:104695,-2.29,-1.93,-104.82,-0.03,-0.04,0.98
4:8:57:41:104775,-2.29,-1.94,-104.88,-0.03,-0.05,0.98
4:8:57:41:104871,-2.29,-1.94,-104.89,-0.03,-0.04,0.98
4:8:57:41:104968,-2.29,-1.93,-104.89,-0.03,-0.05,0.98
4:8:57:41:105095,-2.3,-1.91,-104.9,-0.03,-0.04,0.98
4:8:57:41:105175,-2.3,-1.93,-104.96,-0.03,-0.05,0.98
4:8:57:42:105597,-2.28,-1.97,-105.29,-0.03,-0.04,0.98
4:8:57:42:105692,-2.28,-1.98,-105.4,-0.03,-0.04,0.98
4:8:57:42:105772,-2.28,-1.98,-105.48,-0.03,-0.05,0.98
4:8:57:42:105868,-2.28,-1.99,-105.57,-0.03,-0.05,0.98
4:8:57:42:105980,-2.27,-2,-105.66,-0.03,-0.04,0.98
4:8:57:42:106075,-2.27,-2.01,-105.75,-0.03,-0.04,0.98
4:8:57:42:106172,-2.27,-2,-105.81,-0.03,-0.04,0.98
4:8:57:43:106613,-2.29,-1.99,-106.01,-0.03,-0.04,0.98
4:8:57:43:106678,-2.3,-1.97,-106.04,-0.03,-0.04,0.98
4:8:57:43:106774,-2.3,-1.96,-106.08,-0.03,-0.04,0.98
4:8:57:43:106869,-2.3,-1.96,-106.11,-0.03,-0.04,0.98
4:8:57:43:106965,-2.3,-1.95,-106.13,-0.03,-0.04,0.98
4:8:57:43:107077,-2.31,-1.94,-106.15,-0.03,-0.05,0.98
4:8:57:44:107189,-2.31,-1.94,-106.17,-0.03,-0.04,0.98
4:8:57:44:107584,-2.31,-1.93,-106.26,-0.03,-0.04,0.98
4:8:57:44:107679,-2.31,-1.89,-106.18,-0.03,-0.04,0.98
4:8:57:44:107791,-2.31,-1.9,-106.18,-0.03,-0.04,0.98
4:8:57:44:107887,-2.32,-1.9,-106.17,-0.03,-0.04,0.98
4:8:57:44:107983,-2.32,-1.9,-106.19,-0.03,-0.04,0.98
4:8:57:44:108111,-2.33,-1.88,-106.16,-0.03,-0.04,0.98
4:8:57:45:108207,-2.32,-1.88,-106.17,-0.03,-0.04,0.98
4:8:57:45:108595,-2.33,-1.87,-106.11,-0.03,-0.04,0.98
4:8:57:45:108676,-2.33,-1.86,-106.1,-0.03,-0.04,0.98
4:8:57:45:108772,-2.33,-1.86,-106.07,-0.03,-0.04,0.98
4:8:57:45:108868,-2.34,-1.85,-106.01,-0.03,-0.05,0.98
4:8:57:45:108995,-2.34,-1.83,-105.96,-0.03,-0.04,0.98
4:8:57:45:109092,-2.34,-1.82,-105.9,-0.04,-0.04,0.98
4:8:57:46:109188,-2.34,-1.81,-105.84,-0.03,-0.04,0.98
4:8:57:46:109581,-2.35,-1.81,-105.69,-0.03,-0.04,0.98
4:8:57:46:109676,-2.34,-1.8,-105.63,-0.03,-0.04,0.98
4:8:57:46:109771,-2.34,-1.83,-105.64,-0.03,-0.04,0.98
4:8:57:46:109883,-2.33,-1.85,-105.67,-0.03,-0.05,0.98
4:8:57:46:109995,-2.33,-1.85,-105.67,-0.03,-0.04,0.98
4:8:57:46:110076,-2.32,-1.85,-105.64,-0.03,-0.05,0.98
4:8:57:46:110172,-2.33,-1.83,-105.56,-0.04,-0.04,0.97
4:8:57:47:110591,-2.32,-1.8,-105.3,-0.03,-0.04,0.99
4:8:57:47:110687,-2.29,-1.84,-105.24,-0.04,-0.08,0.98
4:8:57:47:110783,-2.25,-1.85,-105.2,-0.06,-0.01,0.98
4:8:57:47:110879,-2.24,-1.84,-105.14,-0.05,-0.03,0.99
4:8:57:47:110975,-2.26,-1.78,-105.1,-0.07,0.02,1.02
4:8:57:47:111071,-2.25,-1.75,-105.07,-0.08,-0.01,0.92
4:8:57:48:111198,-2.25,-1.7,-105.03,-0.04,-0.05,0.92
4:8:57:48:111610,-2.35,-1.58,-104.92,-0.04,0,1.02
4:8:57:48:111673,-2.32,-1.61,-104.87,0,-0.08,0.89
4:8:57:48:111769,-2.31,-1.66,-104.87,0.02,-0.05,1.01
4:8:57:48:111865,-2.27,-1.72,-104.87,-0.06,-0.06,0.99
4:8:57:48:111976,-2.23,-1.79,-104.91,-0.04,0,1.06
4:8:57:48:112073,-2.19,-1.82,-104.9,0,-0.06,0.92
4:8:57:48:112169,-2.2,-1.83,-104.86,-0.02,-0.05,1.01
4:8:57:49:112591,-2.2,-1.83,-105.03,-0.05,-0.07,0.97
4:8:57:49:112685,-2.17,-1.83,-105.08,0.02,-0.09,1.01
4:8:57:49:112782,-2.14,-1.86,-105.14,-0.05,-0.03,0.97
4:8:57:49:112877,-2,-1.74,-105.22,-0.06,-0.06,0.99
4:8:57:49:112974,-1.49,-1.29,-105.24,-0.01,-0.06,0.97
4:8:57:49:113070,-1.12,-0.99,-105.29,0.01,-0.06,1.01
4:8:57:49:113165,-0.98,-0.91,-105.28,-0.09,-0.01,0.92
4:8:57:50:113595,-1.18,-1.12,-105.48,-0.05,-0.02,0.91
4:8:57:50:113675,-0.74,-0.61,-105.38,0.03,0,1.01
4:8:57:50:113771,-1,-0.91,-105.39,-0.02,-0.08,1
4:8:57:50:113883,-0.66,-0.69,-105.38,-0.03,0.09,0.98
4:8:57:50:113963,-0.04,-0.45,-105.35,-0.01,-0.03,0.97
4:8:57:50:114075,0.98,0.34,-105.41,0.03,-0.01,0.94
4:8:57:50:114171,1.69,1,-105.74,0.05,0,0.94
4:8:57:51:114605,2.65,1.78,-105.86,0.01,0.04,0.94
4:8:57:51:114683,2.71,1.68,-105.69,0.12,0.01,0.98
4:8:57:51:114779,3.95,0.6,-105.94,-0.03,0.12,0.99
4:8:57:51:114875,5.21,-0.86,-107.18,0.07,0.05,1.08
4:8:57:51:114987,4.99,-0.14,-108.23,-0.04,0.01,1.05
4:8:57:51:115083,3.44,1.16,-108.91,-0.02,0.06,1.02
4:8:57:51:115178,2.44,1.51,-108.46,-0.04,0.11,1.03
4:8:57:52:115607,3.03,-1.29,-108.27,0.01,0.07,0.96
4:8:57:52:115670,2.68,-0.46,-107.69,-0.08,-0.04,0.97
4:8:57:52:115766,1.25,-0.34,-106.97,-0.04,0,0.97
4:8:57:52:115894,0.76,-0.34,-106.23,0,0.05,0.92
4:8:57:52:115990,1.03,-0.29,-105.61,-0.01,0.01,0.97
4:8:57:52:116086,1.21,-0.29,-104.73,-0.03,0.01,0.97
4:8:57:53:116199,0.77,-0.55,-104.27,0.02,0.04,0.92
4:8:57:53:116596,-0.23,-0.05,-103.53,0.11,-0.08,1.01
4:8:57:53:116691,-0.49,0.03,-103.67,0.1,-0.08,0.86
4:8:57:53:116786,-0.79,0.09,-103.87,-0.15,-0.01,1.02
4:8:57:53:116883,-0.83,-0.03,-103.96,0.04,0.01,0.91
4:8:57:53:116979,-1.2,0.03,-104.06,0.02,0.02,0.99
4:8:57:53:117075,-0.84,0.27,-104.07,-0.02,-0.2,0.98
4:8:57:54:117187,-0.91,0.22,-104.09,0.11,0.14,0.99
4:8:57:54:117587,-1.41,1.17,-104.67,0.05,-0.07,0.86
4:8:57:54:117681,-1.43,1.46,-104.74,0.06,0.06,1.11
4:8:57:54:117777,-1.59,1.49,-104.58,-0.04,0.25,0.99
4:8:57:54:117873,-1.63,1.42,-104.74,0.04,0,1.11
4:8:57:54:117969,-1.37,1.68,-105.05,-0.06,0.18,1.1
4:8:57:54:118097,-0.84,1.44,-105.59,-0.07,0,1.23
4:8:57:54:118177,0.08,0.88,-106.13,0.02,-0.04,1.06
4:8:57:55:118685,2.75,-2.55,-107.49,-0.1,-0.2,1.37
4:8:57:55:118797,2.73,-2.79,-107.45,0.07,-0.03,1.36
4:8:57:55:118877,2.55,-2.89,-107.43,-0.11,0.23,1.25
4:8:57:55:118973,2.29,-2.98,-107.36,-0.09,0.07,1.26
4:8:57:55:119069,2.04,-2.93,-107.35,-0.08,-0.02,1.24
4:8:57:55:119165,1.96,-3.02,-107.39,-0.1,0.13,1.17
4:8:57:56:119669,1.74,-2.83,-107.91,-0.02,0.08,0.89
4:8:57:56:119781,1.53,-2.74,-107.81,0.08,-0.04,0.89
4:8:57:56:119861,1.32,-2.65,-107.74,0.06,-0.05,0.88
4:8:57:56:119988,1.2,-2.55,-107.66,-0.04,-0.09,1.13
4:8:57:56:120084,1.33,-2.51,-107.69,-0.02,0.12,1.04
4:8:57:57:120180,1.78,-2.63,-107.88,-0.1,0.02,1.04
4:8:57:57:120671,0.83,-2.04,-108.09,-0.09,0,1.08
4:8:57:57:120767,0.94,-2.31,-107.94,-0.12,0.15,1.03
4:8:57:57:120895,0.97,-2.56,-107.92,-0.14,0.15,0.89
4:8:57:57:120991,1.02,-2.75,-107.83,-0.04,-0.04,0.99
4:8:57:57:121087,1.19,-2.97,-107.76,-0.07,0.07,0.98
4:8:57:58:121199,1.21,-2.93,-107.81,-0.22,0.21,1.04
4:8:57:58:121681,1.62,-2.95,-108.83,-0.14,0.27,0.96
4:8:57:58:121777,1.19,-2.77,-108.92,-0.15,0.37,0.99
4:8:57:58:121873,1.09,-2.75,-108.84,-0.12,0.23,1
4:8:57:58:121969,0.88,-2.66,-108.69,-0.08,0.22,0.95
4:8:57:58:122081,0.95,-2.6,-108.47,-0.09,0.22,0.99
4:8:57:58:122177,1.13,-2.47,-108.25,0,0.17,1.1
4:8:57:59:122684,3.03,1.13,-107.34,-0.15,0.1,0.9
4:8:57:59:122764,5.14,2.69,-107.11,-0.16,0.26,0.95
4:8:57:59:122877,6.07,3.66,-106.84,-0.18,0.12,0.86
4:8:57:59:122972,6.4,3.49,-106.68,-0.12,-0.14,0.93
4:8:57:59:123085,5.85,2.55,-106.63,0.05,-0.19,0.85
4:8:58:0:123180,4.73,1.53,-106.65,-0.11,-0.03,0.96
4:8:58:0:123686,1.14,-1.6,-106.27,0,-0.05,0.88
4:8:58:0:123782,0.45,-2,-106.13,0.01,0.15,1.01
4:8:58:0:123878,0.67,-2.25,-105.94,-0.12,0.35,0.96
4:8:58:0:123975,1.15,-2.44,-105.79,0.02,-0.14,1.12
4:8:58:0:124086,1.15,-2.46,-105.72,-0.04,0.14,1.07
4:8:58:0:124166,1.17,-2.04,-105.81,0.11,-0.22,0.96
