sysTime,serialLOG
4:11:20:22:14953,"%,1,6,-43.51,-68.74,109.07,-0.73,0.11,0.64
"
4:11:20:22:15064,"%,3,2,2,1
"
4:11:20:22:15064,"%,4,1,3
"
4:11:20:22:15305,"%,2,6,37.2894897,127.0656280,7.11,12,1.07,226.52
"
4:11:20:22:15305,"%,5,2,374.33,232.00
"
4:11:20:22:15326,"%,8,1,0
"
4:11:20:22:15326,"Distance=374.33
"
4:11:20:22:15326,"velocity_air=1.07
"
4:11:20:22:15327,"velocity_fall=-70.20
"
4:11:20:22:15327,"height=71.10
"
4:11:20:22:15327,"estimate_landing_point=-1.08
"
4:11:20:22:15342,"distance_delta=-375.41
"
4:11:20:22:15342,"%,1,6,-58.21,-63.94,131.44,-0.67,-0.02,0.52
"
4:11:20:22:15453,"%,1,6,-63.99,-64.61,140.39,-0.67,0.01,0.52
"
4:11:20:22:15533,"%,1,6,-64.35,-64.85,144.49,-0.88,0.01,0.61
"
4:11:20:22:15645,"%,1,6,-66.87,-66.98,149.29,-1.08,0.10,0.53
"
4:11:20:22:15758,"%,1,6,-66.84,-71.39,148.49,-0.93,0.15,0.58
"
4:11:20:22:15869,"%,1,6,-69.56,-72.98,148.35,-0.89,0.14,0.40
"
4:11:20:23:15949,"%,1,6,-71.25,-74.36,150.70,-0.74,0.08,0.33
"
4:11:20:23:16045,"%,3,2,2,1
"
4:11:20:23:16045,"%,4,1,3
"
4:11:20:23:16314,"%,2,6,37.2894897,127.0656127,7.11,12,0.89,238.15
"
4:11:20:23:16314,"%,5,2,373.38,231.85
"
4:11:20:23:16315,"%,8,1,0
"
4:11:20:23:16315,"Distance=373.38
"
4:11:20:23:16315,"velocity_air=0.89
"
4:11:20:23:16315,"velocity_fall=-70.80
"
4:11:20:23:16315,"height=71.10
"
4:11:20:23:16316,"estimate_landing_point=-0.89
"
4:11:20:23:16316,"distance_delta=-374.27
"
4:11:20:23:16362,"%,1,6,-51.43,-73.88,127.50,-1.06,0.03,0.62
"
4:11:20:23:16442,"%,1,6,-59.61,-72.77,136.78,-0.90,0.00,0.43
"
4:11:20:23:16538,"%,1,6,-62.82,-75.19,141.76,-0.65,0.20,0.34
"
4:11:20:23:16634,"%,1,6,-74.13,-77.45,151.10,-0.78,0.13,0.48
"
4:11:20:23:16745,"%,1,6,-65.53,-78.05,142.31,-0.92,0.08,0.53
"
4:11:20:23:16842,"%,1,6,-74.84,-78.49,148.33,-1.04,0.10,0.51
"
4:11:20:24:16937,"%,1,6,-88.19,-81.81,155.31,-1.16,0.07,0.41
"
4:11:20:24:17049,"%,3,2,2,1
"
4:11:20:24:17065,"%,4,1,3
"
4:11:20:24:17065,"%,7,1,15
"
4:11:20:24:17303,"%,2,6,37.2894821,127.0656051,7.03,12,0.99,233.40
"
4:11:20:24:17304,"%,5,2,372.49,231.85
"
4:11:20:24:17304,"%,8,1,0
"
4:11:20:24:17304,"Distance=372.49
"
4:11:20:24:17324,"velocity_air=0.99
"
4:11:20:24:17325,"velocity_fall=-70.40
"
4:11:20:24:17325,"height=70.30
"
4:11:20:24:17325,"estimate_landing_point=-0.99
"
4:11:20:24:17326,"distance_delta=-373.48
"
4:11:20:24:17356,"%,1,6,64.75,-88.03,-17.20,-0.94,0.14,0.49
"
4:11:20:24:17484,"%,1,6,143.60,-89.01,-98.29,-0.96,0.07,0.37
"
4:11:20:24:17532,"%,1,6,-176.66,-86.45,-137.59,-1.01,-0.02,0.21
"
4:11:20:24:17644,"%,1,6,178.83,-79.65,-135.83,-1.02,0.07,0.01
"
4:11:20:24:17740,"%,1,6,159.39,-73.09,-119.23,-0.77,0.30,0.04
"
4:11:20:24:17899,"%,1,6,166.60,-70.41,-126.93,-1.16,0.42,0.00
"
4:11:20:25:17948,"%,1,6,166.01,-71.20,-130.01,-1.19,0.40,-0.03
"
4:11:20:25:18043,"%,3,2,2,1
"
4:11:20:25:18044,"%,4,1,3
"
4:11:20:25:18309,"%,2,6,37.2894744,127.0655899,7.01,12,0.86,222.63
"
4:11:20:25:18310,"%,5,2,370.73,231.86
"
4:11:20:25:18310,"%,8,1,0
"
4:11:20:25:18310,"Distance=370.73
"
4:11:20:25:18311,"velocity_air=0.86
"
4:11:20:25:18311,"velocity_fall=-70.60
"
4:11:20:25:18311,"height=70.10
"
4:11:20:25:18311,"estimate_landing_point=-0.85
"
4:11:20:25:18311,"distance_delta=-371.58
"
4:11:20:25:18373,"%,1,6,132.77,-67.65,-119.97,-0.74,0.41,0.08
"
4:11:20:25:18453,"%,1,6,130.60,-63.49,-121.59,-0.84,0.51,0.01
"
4:11:20:25:18549,"%,1,6,125.90,-60.44,-119.60,-0.78,0.64,-0.03
"
4:11:20:25:18661,"%,1,6,128.55,-58.74,-126.54,-0.88,0.70,-0.05
"
4:11:20:25:18741,"%,1,6,132.80,-57.21,-134.01,-0.81,0.55,-0.07
"
4:11:20:25:18853,"%,1,6,133.88,-54.99,-138.29,-0.78,0.60,-0.09
"
4:11:20:26:18949,"%,1,6,137.01,-50.64,-145.41,-0.91,0.60,-0.11
"
4:11:20:26:19029,"%,3,2,2,1
"
4:11:20:26:19029,"%,4,1,3
"
4:11:20:26:19328,"%,2,6,37.2894706,127.0655899,7.05,12,0.21,222.63
"
4:11:20:26:19328,"%,5,2,370.73,231.86
"
4:11:20:26:19328,"%,8,1,0
"
4:11:20:26:19328,"Distance=370.73
"
4:11:20:26:19328,"velocity_air=0.21
"
4:11:20:26:19329,"velocity_fall=-69.80
"
4:11:20:26:19329,"height=70.50
"
4:11:20:26:19329,"estimate_landing_point=-0.21
"
4:11:20:26:19329,"distance_delta=-370.94
"
4:11:20:26:19344,"%,1,6,144.00,-46.43,-164.95,-0.76,0.56,-0.39
"
4:11:20:26:19455,"%,1,6,143.38,-48.45,-168.06,-0.78,0.62,-0.31
"
4:11:20:26:19536,"%,1,6,147.72,-52.57,-176.05,-0.89,0.49,-0.35
"
4:11:20:26:19648,"%,1,6,147.00,-56.30,-178.70,-0.87,0.38,-0.25
"
4:11:20:26:19759,"%,1,6,144.16,-58.71,-179.25,-0.86,0.37,-0.29
"
4:11:20:26:19839,"%,1,6,140.16,-56.79,-177.04,-0.98,0.47,-0.22
"
4:11:20:27:19952,"%,1,6,138.22,-51.25,-175.26,-0.79,0.52,-0.29
"
4:11:20:27:20032,"%,3,2,2,1
"
4:11:20:27:20032,"%,4,1,3
"
4:11:20:27:20271,"%,2,6,37.2894706,127.0655899,7.06,12,0.05,222.63
"
4:11:20:27:20300,"%,5,2,370.73,231.86
"
4:11:20:27:20300,"%,8,1,0
"
4:11:20:27:20301,"Distance=370.73
"
4:11:20:27:20301,"velocity_air=0.05
"
4:11:20:27:20301,"velocity_fall=-70.20
"
4:11:20:27:20301,"height=70.60
"
4:11:20:27:20301,"estimate_landing_point=-0.05
"
4:11:20:27:20301,"distance_delta=-370.78
"
4:11:20:27:20349,"%,1,6,130.42,-29.79,-160.75,-0.39,0.80,-0.60
"
4:11:20:27:20445,"%,1,6,136.11,-11.16,-171.48,-0.19,0.82,-0.58
"
4:11:20:27:20572,"%,1,6,136.56,2.57,-176.11,-0.09,0.86,-0.55
"
4:11:20:27:20652,"%,1,6,133.72,10.77,-177.84,0.13,0.85,-0.44
"
4:11:20:27:20764,"%,1,6,131.85,12.43,-178.08,0.16,0.87,-0.53
"
4:11:20:27:20844,"%,1,6,130.14,12.00,-177.91,0.19,0.87,-0.49
"
4:11:20:28:20940,"%,1,6,130.90,8.72,-177.71,0.02,0.75,-0.59
"
4:11:20:28:21036,"%,3,2,2,1
"
4:11:20:28:21036,"%,4,1,3
"
4:11:20:28:21284,"%,2,6,37.2894706,127.0655899,7.06,12,0.06,222.63
"
4:11:20:28:21285,"%,5,2,370.73,231.86
"
4:11:20:28:21319,"%,8,1,0
"
4:11:20:28:21319,"Distance=370.73
"
4:11:20:28:21320,"velocity_air=0.06
"
4:11:20:28:21320,"velocity_fall=-69.60
"
4:11:20:28:21320,"height=70.60
"
4:11:20:28:21320,"estimate_landing_point=-0.06
"
4:11:20:28:21320,"distance_delta=-370.79
"
4:11:20:28:21351,"%,1,6,130.45,8.39,171.67,0.11,0.90,-0.39
"
4:11:20:28:21447,"%,1,6,128.24,11.07,168.66,0.13,0.85,-0.48
"
4:11:20:28:21544,"%,1,6,127.71,10.13,166.98,0.12,0.80,-0.53
"
4:11:20:28:21656,"%,1,6,129.02,6.60,168.61,0.02,0.76,-0.52
"
4:11:20:28:21752,"%,1,6,130.79,5.17,168.85,-0.02,0.84,-0.63
"
4:11:20:28:21879,"%,1,6,131.27,5.89,168.00,0.05,0.87,-0.67
"
4:11:20:29:21944,"%,1,6,130.71,5.41,167.76,0.04,0.83,-0.57
"
4:11:20:29:22039,"%,3,2,2,1
"
4:11:20:29:22039,"%,4,1,3
"
4:11:20:29:22039,"%,7,1,22
"
4:11:20:29:22288,"%,2,6,37.2894706,127.0655899,7.04,12,0.01,222.63
"
4:11:20:29:22288,"%,5,2,370.73,231.86
"
4:11:20:29:22288,"%,8,1,0
"
4:11:20:29:22288,"Distance=370.73
"
4:11:20:29:22288,"velocity_air=0.01
"
4:11:20:29:22289,"velocity_fall=-70.00
"
4:11:20:29:22289,"height=70.40
"
4:11:20:29:22289,"estimate_landing_point=-0.01
"
4:11:20:29:22289,"distance_delta=-370.74
"
4:11:20:29:22351,"%,1,6,118.30,27.32,143.64,0.35,0.92,-0.38
"
4:11:20:29:22479,"%,1,6,99.27,39.46,115.99,0.58,0.71,0.00
"
4:11:20:29:22576,"%,1,6,80.90,43.72,95.42,0.60,0.62,0.34
"
4:11:20:29:22655,"%,1,6,66.78,43.82,84.10,0.60,0.85,0.31
"
4:11:20:29:22751,"%,1,6,64.07,43.85,85.20,0.57,0.78,0.43
"
4:11:20:29:22879,"%,1,6,65.36,45.93,88.57,0.73,0.62,0.35
"
4:11:20:30:22975,"%,1,6,65.48,43.52,87.62,0.69,0.83,0.35
"
4:11:20:30:23022,"%,3,2,2,1
"
4:11:20:30:23022,"%,4,1,3
"
4:11:20:30:23299,"%,2,6,37.2894706,127.0655899,7.01,12,0.15,222.63
"
4:11:20:30:23300,"%,5,2,370.73,231.86
"
4:11:20:30:23300,"%,8,1,0
"
4:11:20:30:23300,"Distance=370.73
"
4:11:20:30:23300,"velocity_air=0.15
"
4:11:20:30:23300,"velocity_fall=-69.80
"
4:11:20:30:23301,"height=70.10
"
4:11:20:30:23301,"estimate_landing_point=-0.15
"
4:11:20:30:23315,"distance_delta=-370.88
"
4:11:20:30:23347,"%,1,6,91.47,43.83,120.06,0.87,0.65,-0.01
"
4:11:20:30:23443,"%,1,6,94.85,45.62,125.54,0.65,0.86,-0.05
"
4:11:20:30:23539,"%,1,6,94.35,44.94,129.03,0.75,0.80,0.07
"
4:11:20:30:23636,"%,1,6,98.23,40.82,136.19,0.75,0.85,0.04
"
4:11:20:30:23764,"%,1,6,100.44,33.96,139.87,0.30,0.89,0.10
"
4:11:20:30:23859,"%,1,6,105.97,29.03,144.96,0.14,0.84,-0.07
"
4:11:20:31:23939,"%,1,6,109.91,27.85,149.42,0.34,0.87,-0.25
"
4:11:20:31:24019,"%,3,2,2,1
"
4:11:20:31:24020,"%,4,1,3
"
4:11:20:31:24275,"%,2,6,37.2894706,127.0655899,7.02,12,0.13,222.63
"
4:11:20:31:24275,"%,5,2,370.73,231.86
"
4:11:20:31:24275,"%,8,1,0
"
4:11:20:31:24296,"Distance=370.73
"
4:11:20:31:24296,"velocity_air=0.13
"
4:11:20:31:24296,"velocity_fall=-70.20
"
4:11:20:31:24297,"height=70.20
"
4:11:20:31:24298,"estimate_landing_point=-0.13
"
4:11:20:31:24298,"distance_delta=-370.86
"
4:11:20:31:24344,"%,1,6,120.10,20.02,164.14,0.34,0.96,-0.37
"
4:11:20:31:24456,"%,1,6,118.77,16.25,162.04,0.16,0.93,-0.25
"
4:11:20:31:24552,"%,1,6,121.87,9.70,166.27,0.14,0.89,-0.47
"
4:11:20:31:24648,"%,1,6,127.87,1.61,173.21,-0.00,0.88,-0.75
"
4:11:20:31:24744,"%,1,6,132.11,-6.53,173.81,-0.12,0.72,-0.58
"
4:11:20:31:24840,"%,1,6,138.28,-14.54,170.54,-0.33,0.55,-0.71
"
4:11:20:32:24935,"%,1,6,144.18,-20.70,171.05,-0.29,0.44,-0.79
"
4:11:20:32:25015,"%,3,2,2,1
"
4:11:20:32:25015,"%,4,1,3
"
4:11:20:32:25304,"%,2,6,37.2894706,127.0655899,7.05,12,0.07,222.63
"
4:11:20:32:25304,"%,5,2,370.73,231.86
"
4:11:20:32:25304,"%,8,1,0
"
4:11:20:32:25304,"Distance=370.73
"
4:11:20:32:25304,"velocity_air=0.07
"
4:11:20:32:25305,"velocity_fall=-69.60
"
4:11:20:32:25305,"height=70.50
"
4:11:20:32:25305,"estimate_landing_point=-0.07
"
4:11:20:32:25305,"distance_delta=-370.80
"
4:11:20:32:25352,"%,1,6,147.34,-24.62,176.88,-0.41,0.47,-0.70
"
4:11:20:32:25447,"%,1,6,148.76,-26.20,176.12,-0.42,0.56,-0.67
"
4:11:20:32:25575,"%,1,6,149.47,-30.69,175.97,-0.50,0.49,-0.70
"
4:11:20:32:25671,"%,1,6,149.27,-34.66,175.90,-0.53,0.55,-0.78
"
4:11:20:32:25751,"%,1,6,150.42,-36.45,172.97,-0.57,0.55,-0.72
"
4:11:20:32:25847,"%,1,6,150.00,-36.52,168.98,-0.72,0.50,-0.38
"
4:11:20:33:25943,"%,1,6,151.65,-30.53,164.71,-0.56,0.45,-0.72
"
4:11:20:33:25991,"%,3,2,2,1
"
4:11:20:33:25991,"%,4,1,3
"
4:11:20:33:26308,"%,2,6,37.2894706,127.0655899,7.08,12,0.12,222.63
"
4:11:20:33:26308,"%,5,2,370.73,231.86
"
4:11:20:33:26308,"%,8,1,0
"
4:11:20:33:26308,"Distance=370.73
"
4:11:20:33:26308,"velocity_air=0.12
"
4:11:20:33:26308,"velocity_fall=-69.60
"
4:11:20:33:26308,"height=70.80
"
4:11:20:33:26309,"estimate_landing_point=-0.12
"
4:11:20:33:26309,"distance_delta=-370.85
"
4:11:20:33:26340,"%,1,6,157.00,-38.36,164.84,-0.64,0.34,-0.71
"
4:11:20:33:26468,"%,1,6,162.37,-38.73,162.82,-0.67,0.39,-0.75
"
4:11:20:33:26548,"%,1,6,164.81,-37.98,159.90,-0.59,0.30,-0.76
"
4:11:20:33:26643,"%,1,6,167.32,-40.70,158.17,-0.84,0.37,-0.78
"
4:11:20:33:26756,"%,1,6,167.74,-39.49,156.59,-0.65,0.31,-0.60
"
4:11:20:33:26851,"%,1,6,166.86,-42.43,154.47,-0.67,0.22,-0.70
"
4:11:20:34:26963,"%,1,6,167.93,-44.17,150.63,-0.82,0.21,-0.62
"
4:11:20:34:27027,"%,3,2,2,1
"
4:11:20:34:27027,"%,4,1,3
"
4:11:20:34:27027,"%,7,1,27
"
4:11:20:34:27320,"%,2,6,37.2894706,127.0655899,7.07,12,0.05,222.63
"
4:11:20:34:27320,"%,5,2,370.73,231.86
"
4:11:20:34:27320,"%,8,1,0
"
4:11:20:34:27321,"Distance=370.73
"
4:11:20:34:27321,"velocity_air=0.05
"
4:11:20:34:27321,"velocity_fall=-69.40
"
4:11:20:34:27321,"height=70.70
"
4:11:20:34:27321,"estimate_landing_point=-0.05
"
4:11:20:34:27322,"distance_delta=-370.78
"
4:11:20:34:27352,"%,1,6,160.18,-57.92,146.77,-0.87,0.22,-0.46
"
4:11:20:34:27432,"%,1,6,155.46,-57.68,149.61,-0.91,0.26,-0.45
"
4:11:20:34:27544,"%,1,6,147.49,-52.58,158.23,-0.90,0.45,-0.47
"
4:11:20:34:27640,"%,1,6,139.85,-43.22,164.51,-0.68,0.55,-0.58
"
4:11:20:34:27736,"%,1,6,140.67,-40.46,164.47,-0.60,0.54,-0.59
"
4:11:20:34:27848,"%,1,6,141.95,-40.46,164.72,-0.65,0.48,-0.61
"
4:11:20:35:27944,"%,1,6,142.58,-40.16,163.21,-0.69,0.49,-0.59
"
4:11:20:35:28008,"%,3,2,2,1
"
4:11:20:35:28008,"%,4,1,3
"
4:11:20:35:28286,"%,2,6,37.2894744,127.0655899,7.04,12,0.10,222.63
"
4:11:20:35:28286,"%,5,2,370.73,231.86
"
4:11:20:35:28286,"%,8,1,0
"
4:11:20:35:28286,"Distance=370.73
"
4:11:20:35:28307,"velocity_air=0.10
"
4:11:20:35:28307,"velocity_fall=-69.60
"
4:11:20:35:28307,"height=70.40
"
4:11:20:35:28307,"estimate_landing_point=-0.10
"
4:11:20:35:28307,"distance_delta=-370.83
"
4:11:20:35:28338,"%,1,6,143.96,-42.38,160.32,-0.78,0.41,-0.56
"
4:11:20:35:28451,"%,1,6,144.55,-42.37,159.59,-0.69,0.47,-0.59
"
4:11:20:35:28546,"%,1,6,144.86,-43.08,158.62,-0.71,0.44,-0.57
"
4:11:20:35:28642,"%,1,6,145.49,-42.76,158.00,-0.76,0.49,-0.61
"
4:11:20:35:28738,"%,1,6,145.89,-41.15,159.43,-0.70,0.45,-0.57
"
4:11:20:35:28834,"%,1,6,146.14,-40.48,160.73,-0.63,0.43,-0.61
"
4:11:20:36:28930,"%,1,6,150.33,-42.64,160.03,-0.64,0.31,-0.59
"
4:11:20:36:28994,"%,3,2,2,1
"
4:11:20:36:28994,"%,4,1,3
"
4:11:20:36:29277,"%,2,6,37.2894744,127.0655899,7.05,12,0.01,222.63
"
4:11:20:36:29292,"%,5,2,370.73,231.86
"
4:11:20:36:29293,"%,8,1,0
"
4:11:20:36:29293,"Distance=370.73
"
4:11:20:36:29293,"velocity_air=0.01
"
4:11:20:36:29314,"velocity_fall=-69.60
"
4:11:20:36:29314,"height=70.50
"
4:11:20:36:29314,"estimate_landing_point=-0.01
"
4:11:20:36:29314,"distance_delta=-370.74
"
4:11:20:36:29377,"%,1,6,151.16,-47.23,155.13,-0.77,0.35,-0.64
"
4:11:20:36:29458,"%,1,6,150.20,-44.59,155.84,-0.71,0.35,-0.63
"
4:11:20:36:29554,"%,1,6,149.00,-40.34,157.33,-0.62,0.47,-0.57
"
4:11:20:36:29634,"%,1,6,148.29,-40.73,155.65,-0.63,0.44,-0.60
"
4:11:20:36:29746,"%,1,6,148.84,-42.27,156.45,-0.63,0.40,-0.53
"
4:11:20:36:29842,"%,1,6,150.33,-43.86,155.94,-0.75,0.34,-0.63
"
4:11:20:37:29937,"%,1,6,149.84,-43.06,156.60,-0.75,0.46,-0.66
"
4:11:20:37:29985,"%,3,2,2,1
"
4:11:20:37:29985,"%,4,1,3
"
4:11:20:37:30331,"%,2,6,37.2894744,127.0655899,7.06,12,0.04,222.63
"
4:11:20:37:30331,"%,5,2,370.73,231.86
"
4:11:20:37:30331,"%,8,1,0
"
4:11:20:37:30331,"Distance=370.73
"
4:11:20:37:30331,"velocity_air=0.04
"
4:11:20:37:30332,"velocity_fall=-69.60
"
4:11:20:37:30332,"height=70.60
"
4:11:20:37:30332,"estimate_landing_point=-0.04
"
4:11:20:37:30333,"distance_delta=-370.77
"
4:11:20:37:30346,"%,1,6,150.86,-41.93,156.30,-0.69,0.40,-0.69
"
4:11:20:37:30442,"%,1,6,151.25,-41.01,158.16,-0.64,0.40,-0.69
"
4:11:20:37:30538,"%,1,6,150.00,-40.52,158.74,-0.62,0.42,-0.66
"
4:11:20:37:30650,"%,1,6,149.48,-41.11,158.21,-0.73,0.46,-0.62
"
4:11:20:37:30746,"%,1,6,149.90,-41.28,158.03,-0.65,0.41,-0.63
"
4:11:20:37:30842,"%,1,6,150.61,-41.76,156.77,-0.68,0.42,-0.67
"
4:11:20:38:30938,"%,1,6,151.54,-41.14,156.48,-0.69,0.38,-0.70
"
4:11:20:38:31017,"%,3,2,2,1
"
4:11:20:38:31017,"%,4,1,3
"
4:11:20:38:31271,"%,2,6,37.2894744,127.0655899,7.05,11,0.03,222.63
"
4:11:20:38:31272,"%,5,2,370.73,231.86
"
4:11:20:38:31319,"%,8,1,0
"
4:11:20:38:31319,"Distance=370.73
"
4:11:20:38:31320,"velocity_air=0.03
"
4:11:20:38:31320,"velocity_fall=-69.80
"
4:11:20:38:31320,"height=70.50
"
4:11:20:38:31320,"estimate_landing_point=-0.03
"
4:11:20:38:31320,"distance_delta=-370.76
"
4:11:20:38:31383,"%,1,6,151.30,-41.24,156.48,-0.70,0.38,-0.66
"
4:11:20:38:31447,"%,1,6,150.93,-41.49,157.02,-0.68,0.37,-0.61
"
4:11:20:38:31543,"%,1,6,150.71,-41.97,156.95,-0.71,0.36,-0.63
"
4:11:20:38:31640,"%,1,6,149.50,-42.18,157.64,-0.72,0.22,-0.61
"
4:11:20:38:31767,"%,1,6,149.10,-42.30,156.88,-0.67,0.45,-0.69
"
4:11:20:38:31847,"%,1,6,149.77,-43.55,155.59,-0.74,0.42,-0.67
"
4:11:20:39:31943,"%,1,6,150.19,-44.06,156.07,-0.70,0.37,-0.63
"
4:11:20:39:31975,"%,3,2,2,1
"
4:11:20:39:31975,"%,4,1,3
"
