sysTime,roll,pitch,yaw,ax,ay,az
10:19:28:37:74845,-8.89,-4.89,-86.63,-0.08,-0.16,0.97
10:19:28:37:74924,-8.89,-4.89,-86.63,-0.08,-0.16,0.97
10:19:28:38:75563,-8.87,-4.89,-86.61,-0.08,-0.15,0.97
10:19:28:38:75642,-8.87,-4.89,-86.61,-0.08,-0.16,0.97
10:19:28:38:75739,-8.88,-4.89,-86.61,-0.08,-0.16,0.97
10:19:28:38:75850,-8.88,-4.88,-86.61,-0.08,-0.16,0.97
10:19:28:38:75962,-8.88,-4.89,-86.63,-0.08,-0.16,0.97
10:19:28:38:76042,-8.88,-4.88,-86.63,-0.08,-0.16,0.96
10:19:28:38:76138,-8.88,-4.89,-86.64,-0.08,-0.15,0.96
10:19:28:39:76346,-8.87,-4.89,-86.69,-0.08,-0.15,0.97
10:19:28:39:76441,-8.87,-4.89,-86.69,-0.08,-0.16,0.96
10:19:28:39:76551,-8.88,-4.88,-86.69,-0.09,-0.16,0.97
10:19:28:39:76648,-8.88,-4.88,-86.67,-0.08,-0.16,0.96
10:19:28:39:76744,-8.88,-4.88,-86.68,-0.08,-0.15,0.97
10:19:28:39:76856,-8.88,-4.89,-86.68,-0.08,-0.15,0.96
10:19:28:39:76952,-8.88,-4.89,-86.69,-0.08,-0.15,0.97
10:19:28:40:77541,-8.88,-4.87,-86.67,-0.08,-0.16,0.96
10:19:28:40:77637,-8.88,-4.87,-86.66,-0.08,-0.16,0.97
10:19:28:40:77735,-8.88,-4.86,-86.64,-0.09,-0.16,0.96
10:19:28:40:77844,-8.88,-4.85,-86.63,-0.08,-0.16,0.97
10:19:28:40:77926,-8.88,-4.86,-86.64,-0.08,-0.16,0.97
10:19:28:40:78036,-8.88,-4.87,-86.65,-0.08,-0.15,0.96
10:19:28:40:78150,-8.88,-4.87,-86.65,-0.08,-0.15,0.97
10:19:28:41:78340,-8.88,-4.87,-86.66,-0.08,-0.16,0.97
10:19:28:41:78436,-8.88,-4.87,-86.64,-0.08,-0.15,0.96
10:19:28:41:78532,-8.88,-4.87,-86.64,-0.08,-0.15,0.96
10:19:28:41:78645,-8.88,-4.86,-86.62,-0.08,-0.15,0.97
10:19:28:41:78741,-8.88,-4.86,-86.61,-0.08,-0.15,0.97
10:19:28:41:78837,-8.89,-4.86,-86.59,-0.08,-0.16,0.96
10:19:28:41:78946,-8.9,-4.87,-86.6,-0.09,-0.16,0.97
10:19:28:42:79554,-8.88,-4.87,-86.57,-0.08,-0.15,0.97
10:19:28:42:79650,-8.88,-4.87,-86.57,-0.08,-0.16,0.97
10:19:28:42:79747,-8.89,-4.87,-86.57,-0.08,-0.15,0.96
10:19:28:42:79842,-8.89,-4.87,-86.59,-0.08,-0.15,0.97
10:19:28:42:79938,-8.89,-4.88,-86.6,-0.08,-0.16,0.97
10:19:28:42:80048,-8.89,-4.88,-86.59,-0.08,-0.16,0.97
10:19:28:42:80160,-8.89,-4.89,-86.61,-0.08,-0.16,0.96
10:19:28:43:80336,-8.89,-4.88,-86.63,-0.08,-0.16,0.97
10:19:28:43:80432,-8.89,-4.88,-86.64,-0.08,-0.15,0.97
10:19:28:43:80560,-8.88,-4.88,-86.67,-0.08,-0.15,0.97
10:19:28:43:80640,-8.88,-4.88,-86.67,-0.08,-0.16,0.97
10:19:28:43:80736,-8.88,-4.88,-86.67,-0.08,-0.15,0.96
10:19:28:43:80830,-8.89,-4.88,-86.67,-0.08,-0.15,0.97
10:19:28:43:80943,-8.89,-4.88,-86.68,-0.08,-0.16,0.97
10:19:28:44:81551,-8.89,-4.87,-86.68,-0.09,-0.16,0.97
10:19:28:44:81645,-8.89,-4.87,-86.66,-0.08,-0.16,0.97
10:19:28:44:81741,-8.88,-4.87,-86.66,-0.08,-0.15,0.96
10:19:28:44:81838,-8.89,-4.88,-86.68,-0.08,-0.16,0.96
10:19:28:44:81935,-8.89,-4.86,-86.63,-0.08,-0.15,0.97
10:19:28:44:82044,-8.89,-4.86,-86.61,-0.08,-0.16,0.97
10:19:28:44:82140,-8.89,-4.87,-86.63,-0.08,-0.16,0.97
10:19:28:45:82348,-8.88,-4.86,-86.58,-0.09,-0.15,0.97
10:19:28:45:82428,-8.88,-4.85,-86.57,-0.08,-0.15,0.97
10:19:28:45:82540,-8.89,-4.87,-86.59,-0.08,-0.15,0.97
10:19:28:45:82635,-8.89,-4.87,-86.59,-0.08,-0.16,0.96
10:19:28:45:82747,-8.89,-4.87,-86.59,-0.08,-0.16,0.97
10:19:28:45:82844,-8.89,-4.88,-86.59,-0.08,-0.15,0.97
10:19:28:45:82939,-8.89,-4.89,-86.61,-0.08,-0.15,0.96
10:19:28:46:83546,-8.88,-4.87,-86.63,-0.08,-0.16,0.97
10:19:28:46:83642,-8.89,-4.88,-86.64,-0.08,-0.16,0.97
10:19:28:46:83736,-8.89,-4.88,-86.65,-0.08,-0.16,0.97
10:19:28:46:83849,-8.9,-4.87,-86.64,-0.08,-0.15,0.97
10:19:28:46:83945,-8.89,-4.87,-86.66,-0.08,-0.16,0.97
10:19:28:46:84041,-8.89,-4.88,-86.65,-0.08,-0.16,0.97
10:19:28:46:84136,-8.88,-4.88,-86.68,-0.08,-0.15,0.97
10:19:28:47:84346,-8.88,-4.87,-86.66,-0.08,-0.16,0.97
10:19:28:47:84440,-8.88,-4.88,-86.66,-0.08,-0.16,0.97
10:19:28:47:84535,-8.88,-4.87,-86.67,-0.08,-0.16,0.97
10:19:28:47:84648,-8.88,-4.88,-86.69,-0.08,-0.16,0.97
10:19:28:47:84758,-8.89,-4.87,-86.67,-0.08,-0.16,0.97
10:19:28:47:84823,-8.89,-4.87,-86.65,-0.08,-0.16,0.97
10:19:28:47:84951,-8.89,-4.87,-86.64,-0.08,-0.15,0.97
10:19:28:48:85541,-8.88,-4.91,-86.69,-0.08,-0.16,0.98
10:19:28:48:85652,-8.88,-4.92,-86.69,-0.08,-0.16,0.97
10:19:28:48:85733,-8.88,-4.92,-86.7,-0.09,-0.16,0.96
10:19:28:48:85843,-8.88,-4.92,-86.71,-0.08,-0.16,0.97
10:19:28:48:85941,-8.87,-4.92,-86.72,-0.08,-0.15,0.96
10:19:28:48:86036,-8.87,-4.91,-86.69,-0.08,-0.15,0.97
10:19:28:48:86148,-8.87,-4.9,-86.67,-0.08,-0.15,0.97
10:19:28:49:86357,-7.0,-4.69,-87.25,-0.07,-0.21,1.24
10:19:28:49:86452,-0.99,2.62,-87.31,0.0,-0.01,0.98
10:19:28:49:86564,11.45,10.34,-89.0,0.16,0.11,0.81
10:19:28:49:86644,28.19,17.58,-90.31,0.29,0.34,0.85
10:19:28:49:86754,42.93,22.14,-87.0,0.44,0.63,0.62
10:19:28:49:86853,53.57,24.5,-81.78,0.46,0.78,0.45
10:19:28:49:86948,60.19,26.06,-77.87,0.46,0.72,0.35
10:19:28:50:87537,-14.98,11.33,-92.27,0.2,-0.32,0.89
10:19:28:50:87650,-24.93,6.44,-93.45,0.15,-0.43,0.9
10:19:28:50:87746,-29.66,3.85,-94.27,0.09,-0.51,0.88
10:19:28:50:87840,-30.12,3.19,-94.79,0.07,-0.55,0.84
10:19:28:50:87936,-31.48,2.58,-94.95,0.05,-0.53,0.83
10:19:28:50:88048,-31.86,2.26,-94.88,0.04,-0.52,0.84
10:19:28:50:88143,-25.03,4.92,-94.87,0.09,-0.4,0.95
10:19:28:51:88336,10.01,17.91,-91.74,0.3,0.09,0.8
10:19:28:51:88446,6.32,15.95,-91.89,0.29,0.1,0.9
10:19:28:51:88530,-4.33,10.97,-92.21,0.21,-0.03,1.0
10:19:28:51:88638,-14.85,6.22,-92.47,0.09,-0.26,0.92
10:19:28:51:88735,-20.97,1.99,-92.5,0.09,-0.36,1.02
10:19:28:51:88862,-8.23,8.34,-92.87,0.09,-0.19,1.0
10:19:28:51:88941,8.0,14.37,-90.74,0.26,0.14,0.96
10:19:28:52:89549,8.97,12.8,-87.18,0.24,0.14,1.0
10:19:28:52:89628,-1.94,8.2,-88.91,0.14,-0.11,0.93
10:19:28:52:89740,-11.87,2.51,-89.43,0.06,-0.2,0.95
10:19:28:52:89851,-15.63,-1.09,-89.66,0.0,-0.26,0.99
10:19:28:52:89948,-17.26,-2.65,-90.0,-0.04,-0.32,0.98
10:19:28:52:90044,-18.59,-3.87,-89.96,-0.06,-0.33,0.94
10:19:28:52:90139,-20.02,-5.18,-89.98,-0.08,-0.34,0.93
10:19:28:53:90347,-24.13,-7.61,-89.75,-0.12,-0.4,0.93
10:19:28:53:90458,-33.59,-10.54,-89.61,-0.17,-0.56,0.87
10:19:28:53:90553,-39.81,-10.23,-89.82,-0.19,-0.67,0.73
10:19:28:53:90651,-37.4,-6.88,-91.06,-0.1,-0.66,0.77
10:19:28:53:90763,-27.2,-0.01,-92.48,-0.04,-0.51,0.87
10:19:28:53:90844,-15.93,5.78,-91.91,0.13,-0.28,0.96
10:19:28:53:90939,-2.86,12.37,-91.13,0.25,-0.03,0.93
10:19:28:54:91561,-11.07,2.73,-92.91,0.02,-0.26,0.97
10:19:28:54:91640,-12.4,-0.22,-92.85,-0.03,-0.23,0.98
10:19:28:54:91737,-11.32,-2.45,-92.22,-0.03,-0.17,1.01
10:19:28:54:91836,-8.82,-2.78,-91.92,-0.04,-0.13,0.99
10:19:28:54:91960,-7.24,-2.92,-91.88,-0.03,-0.12,0.98
10:19:28:54:92039,-6.82,-3.56,-91.67,-0.03,-0.1,0.98
10:19:28:54:92135,-6.34,-3.96,-91.81,-0.04,-0.13,0.99
10:19:28:55:92327,-9.2,-5.57,-91.54,-0.09,-0.21,0.98
10:19:28:55:92438,-9.25,-5.55,-91.64,-0.09,-0.15,0.96
10:19:28:55:92534,-9.18,-5.6,-91.76,-0.07,-0.15,0.96
10:19:28:55:92632,-9.12,-5.54,-91.87,-0.09,-0.16,0.97
10:19:28:55:92728,-9.07,-5.5,-92.0,-0.09,-0.16,0.97
10:19:28:55:92855,-9.04,-5.46,-92.07,-0.09,-0.16,0.96
10:19:28:55:92950,-9.0,-5.44,-92.16,-0.09,-0.15,0.97
10:19:28:56:93541,-8.89,-5.34,-92.48,-0.09,-0.16,0.98
10:19:28:56:93636,-8.87,-5.33,-92.51,-0.09,-0.15,0.96
10:19:28:56:93733,-8.86,-5.33,-92.57,-0.09,-0.15,0.97
10:19:28:56:93828,-8.86,-5.32,-92.61,-0.09,-0.15,0.96
10:19:28:56:93938,-8.87,-5.31,-92.66,-0.09,-0.15,0.97
10:19:28:56:94051,-8.86,-5.3,-92.66,-0.09,-0.15,0.97
10:19:28:56:94147,-8.86,-5.29,-92.69,-0.09,-0.15,0.96
10:19:28:57:94353,-8.87,-5.27,-92.73,-0.09,-0.15,0.97
10:19:28:57:94451,-8.87,-5.27,-92.74,-0.08,-0.16,0.97
10:19:28:57:94546,-8.86,-5.26,-92.77,-0.09,-0.15,0.97
10:19:28:57:94641,-8.86,-5.27,-92.79,-0.09,-0.16,0.97
10:19:28:57:94739,-8.86,-5.27,-92.81,-0.09,-0.16,0.97
10:19:28:57:94834,-8.85,-5.27,-92.84,-0.09,-0.15,0.97
10:19:28:57:94929,-8.85,-5.27,-92.85,-0.09,-0.15,0.96
10:19:28:58:95537,-8.86,-5.24,-92.9,-0.09,-0.16,0.97
10:19:28:58:95664,-8.86,-5.24,-92.9,-0.09,-0.15,0.96
10:19:28:58:95742,-8.86,-5.25,-92.93,-0.08,-0.15,0.97
10:19:28:58:95839,-8.86,-5.24,-92.92,-0.09,-0.15,0.97
10:19:28:58:95935,-8.86,-5.23,-92.93,-0.09,-0.15,0.97
10:19:28:58:96047,-8.86,-5.23,-92.93,-0.09,-0.15,0.96
10:19:28:58:96143,-8.86,-5.23,-92.94,-0.09,-0.15,0.97
10:19:28:59:96351,-8.86,-5.22,-92.93,-0.09,-0.16,0.97
10:19:28:59:96462,-8.86,-5.21,-92.93,-0.09,-0.16,0.97
10:19:28:59:96543,-8.85,-5.22,-92.93,-0.09,-0.15,0.97
10:19:28:59:96638,-8.85,-5.22,-92.94,-0.09,-0.15,0.96
10:19:28:59:96748,-8.84,-5.22,-92.97,-0.09,-0.16,0.97
10:19:28:59:96845,-8.83,-5.22,-92.99,-0.09,-0.16,0.97
10:19:28:59:96941,-8.83,-5.22,-92.99,-0.09,-0.15,0.96
10:19:29:0:97548,-8.82,-5.22,-93.01,-0.09,-0.14,0.96
10:19:29:0:97644,-8.82,-5.22,-93.02,-0.09,-0.16,0.99
10:19:29:0:97740,-8.82,-5.21,-93.02,-0.09,-0.15,0.98
10:19:29:0:97835,-8.83,-5.21,-93.03,-0.09,-0.15,0.97
10:19:29:0:97946,-8.83,-5.2,-93.0,-0.09,-0.15,0.97
10:19:29:0:98042,-8.84,-5.2,-93.02,-0.09,-0.15,0.96
10:19:29:0:98140,-8.85,-5.2,-93.02,-0.09,-0.16,0.97
10:19:29:1:98330,-8.85,-5.21,-93.04,-0.09,-0.15,0.96
10:19:29:1:98459,-8.86,-5.2,-93.04,-0.09,-0.16,0.98
10:19:29:1:98538,-8.86,-5.2,-93.04,-0.09,-0.16,0.96
10:19:29:1:98634,-8.86,-5.19,-93.01,-0.09,-0.15,0.96
10:19:29:1:98744,-8.86,-5.18,-93.01,-0.09,-0.16,0.97
10:19:29:1:98841,-8.85,-5.19,-93.02,-0.09,-0.15,0.96
10:19:29:1:98939,-8.85,-5.19,-92.99,-0.09,-0.15,0.97
10:19:29:2:99560,-8.87,-5.17,-92.98,-0.09,-0.15,0.97
10:19:29:2:99656,-8.87,-5.18,-92.99,-0.09,-0.16,0.97
10:19:29:2:99734,-8.86,-5.18,-93.02,-0.09,-0.15,0.97
10:19:29:2:99863,-8.85,-5.19,-93.05,-0.08,-0.15,0.97
10:19:29:2:99943,-8.86,-5.18,-93.02,-0.09,-0.15,0.97
10:19:29:2:100039,-8.86,-5.17,-93.03,-0.09,-0.16,0.97
10:19:29:2:100150,-8.86,-5.17,-93.03,-0.09,-0.15,0.96
10:19:29:3:100342,-8.86,-5.16,-93.0,-0.09,-0.15,0.98
10:19:29:3:100438,-8.87,-5.16,-93.01,-0.09,-0.16,0.96
10:19:29:3:100548,-8.85,-5.17,-93.01,-0.09,-0.16,0.96
10:19:29:3:100645,-8.86,-5.18,-93.01,-0.09,-0.16,0.97
10:19:29:3:100741,-8.86,-5.18,-93.02,-0.09,-0.15,0.97
10:19:29:3:100837,-8.86,-5.18,-93.01,-0.09,-0.15,0.98
10:19:29:3:100933,-8.87,-5.17,-92.98,-0.09,-0.15,0.96
10:19:29:4:101540,-8.87,-5.17,-92.96,-0.09,-0.16,0.97
10:19:29:4:101635,-8.87,-5.17,-92.97,-0.09,-0.15,0.97
10:19:29:4:101749,-8.87,-5.17,-92.98,-0.09,-0.16,0.97
10:19:29:4:101843,-8.87,-5.17,-92.99,-0.09,-0.15,0.97
10:19:29:4:101938,-8.87,-5.17,-93.01,-0.09,-0.15,0.96
10:19:29:4:102033,-8.86,-5.17,-93.03,-0.09,-0.15,0.97
10:19:29:4:102129,-8.86,-5.17,-93.02,-0.08,-0.16,0.97
10:19:29:5:102338,-8.87,-5.17,-93.02,-0.09,-0.16,0.97
10:19:29:5:102433,-8.86,-5.18,-93.03,-0.09,-0.15,0.97
10:19:29:5:102529,-8.86,-5.18,-93.03,-0.09,-0.15,0.96
10:19:29:5:102625,-8.87,-5.18,-93.03,-0.09,-0.16,0.97
10:19:29:5:102752,-8.86,-5.19,-93.04,-0.09,-0.15,0.97
10:19:29:5:102835,-8.86,-5.19,-93.03,-0.09,-0.15,0.96
10:19:29:5:102928,-8.86,-5.18,-93.02,-0.09,-0.15,0.97
10:19:29:6:103550,-8.87,-5.18,-93.01,-0.08,-0.15,0.96
10:19:29:6:103647,-8.87,-5.18,-93.0,-0.09,-0.16,0.97
10:19:29:6:103743,-8.86,-5.18,-93.01,-0.09,-0.16,0.96
10:19:29:6:103838,-8.86,-5.18,-93.02,-0.09,-0.16,0.97
10:19:29:6:103934,-8.87,-5.18,-93.01,-0.09,-0.15,0.96
10:19:29:6:104047,-8.86,-5.19,-93.03,-0.09,-0.15,0.97
10:19:29:6:104143,-8.87,-5.19,-93.06,-0.09,-0.16,0.97
10:19:29:7:104350,-8.86,-5.18,-93.05,-0.09,-0.16,0.97
10:19:29:7:104444,-8.85,-5.19,-93.06,-0.09,-0.15,0.97
10:19:29:7:104556,-8.86,-5.19,-93.07,-0.09,-0.15,0.97
10:19:29:7:104653,-8.86,-5.19,-93.08,-0.09,-0.16,0.97
10:19:29:7:104748,-8.86,-5.19,-93.05,-0.09,-0.15,0.97
10:19:29:7:104844,-8.87,-5.18,-93.04,-0.09,-0.16,0.97
10:19:29:7:104940,-8.87,-5.19,-93.04,-0.08,-0.15,0.97
10:19:29:8:105531,-8.88,-5.18,-93.02,-0.09,-0.15,0.96
10:19:29:8:105643,-8.88,-5.17,-93.01,-0.09,-0.15,0.96
10:19:29:8:105756,-8.88,-5.16,-92.99,-0.09,-0.16,0.97
10:19:29:8:105835,-8.88,-5.17,-93.01,-0.09,-0.15,0.97
10:19:29:8:105947,-8.87,-5.17,-92.99,-0.09,-0.15,0.97
10:19:29:8:106057,-8.88,-5.17,-92.99,-0.09,-0.16,0.96
10:19:29:8:106138,-8.88,-5.17,-92.98,-0.09,-0.15,0.97
10:19:29:9:106346,-8.89,-5.18,-93.0,-0.09,-0.16,0.97
10:19:29:9:106425,-8.88,-5.18,-92.99,-0.09,-0.16,0.96
10:19:29:9:106553,-8.88,-5.18,-92.99,-0.09,-0.16,0.97
10:19:29:9:106632,-8.87,-5.19,-92.99,-0.09,-0.15,0.97
10:19:29:9:106743,-8.87,-5.19,-92.99,-0.09,-0.16,0.97
10:19:29:9:106842,-8.87,-5.19,-93.0,-0.09,-0.16,0.97
10:19:29:9:106937,-8.87,-5.19,-93.0,-0.09,-0.15,0.97
10:19:29:10:107542,-8.89,-5.18,-93.0,-0.09,-0.15,0.97
10:19:29:10:107639,-8.88,-5.18,-93.0,-0.08,-0.15,0.97
10:19:29:10:107735,-8.87,-5.19,-93.03,-0.09,-0.15,0.97
10:19:29:10:107834,-8.87,-5.19,-93.01,-0.09,-0.16,0.97
10:19:29:10:107927,-8.87,-5.18,-93.0,-0.09,-0.15,0.97
10:19:29:10:108054,-8.87,-5.19,-93.03,-0.09,-0.15,0.97
10:19:29:10:108150,-8.87,-5.2,-93.05,-0.09,-0.15,0.97
10:19:29:11:108357,-8.87,-5.2,-93.08,-0.09,-0.15,0.97
10:19:29:11:108437,-8.88,-5.2,-93.06,-0.09,-0.15,0.97
10:19:29:11:108549,-8.88,-5.19,-93.05,-0.09,-0.16,0.97
10:19:29:11:108645,-8.88,-5.19,-93.05,-0.09,-0.16,0.97
10:19:29:11:108743,-8.88,-5.18,-93.05,-0.09,-0.16,0.97
10:19:29:11:108851,-8.88,-5.18,-93.04,-0.09,-0.15,0.97
10:19:29:11:108947,-8.87,-5.18,-93.05,-0.09,-0.15,0.97
10:19:29:12:109554,-8.87,-5.18,-93.05,-0.09,-0.15,0.96
10:19:29:12:109649,-8.87,-5.17,-93.05,-0.09,-0.15,0.97
10:19:29:12:109731,-8.87,-5.18,-93.05,-0.09,-0.16,0.97
10:19:29:12:109826,-8.87,-5.17,-93.04,-0.09,-0.15,0.96
10:19:29:12:109937,-8.87,-5.19,-93.06,-0.09,-0.15,0.96
10:19:29:12:110033,-8.87,-5.18,-93.08,-0.09,-0.16,0.97
10:19:29:12:110147,-8.88,-5.18,-93.07,-0.09,-0.16,0.97
10:19:29:13:110352,-8.88,-5.18,-93.06,-0.09,-0.15,0.97
10:19:29:13:110448,-8.88,-5.17,-93.06,-0.09,-0.15,0.97
10:19:29:13:110545,-8.88,-5.17,-93.05,-0.09,-0.16,0.96
10:19:29:13:110641,-8.88,-5.17,-93.04,-0.09,-0.16,0.97
10:19:29:13:110736,-8.88,-5.17,-93.04,-0.09,-0.16,0.97
10:19:29:13:110832,-8.88,-5.17,-93.04,-0.09,-0.16,0.97
10:19:29:13:110927,-8.89,-5.17,-93.01,-0.09,-0.15,0.97
10:19:29:14:111549,-8.86,-5.17,-93.03,-0.09,-0.15,0.97
10:19:29:14:111646,-8.87,-5.18,-93.03,-0.09,-0.15,0.96
10:19:29:14:111759,-8.87,-5.18,-93.02,-0.09,-0.15,0.97
10:19:29:14:111836,-8.88,-5.19,-93.04,-0.09,-0.15,0.96
10:19:29:14:111965,-8.87,-5.18,-93.01,-0.09,-0.15,0.96
10:19:29:14:112045,-8.88,-5.17,-92.98,-0.09,-0.16,0.97
10:19:29:14:112141,-8.87,-5.17,-92.99,-0.09,-0.16,0.97
10:19:29:15:112333,-8.87,-5.18,-93.01,-0.09,-0.15,0.97
10:19:29:15:112444,-8.86,-5.18,-93.01,-0.09,-0.15,0.97
10:19:29:15:112556,-8.86,-5.18,-93.02,-0.09,-0.15,0.97
10:19:29:15:112636,-8.86,-5.18,-93.03,-0.09,-0.15,0.97
10:19:29:15:112732,-8.86,-5.18,-93.03,-0.09,-0.16,0.97
10:19:29:15:112828,-8.85,-5.19,-93.04,-0.09,-0.15,0.97
10:19:29:15:112938,-8.85,-5.18,-93.04,-0.09,-0.16,0.97
10:19:29:16:113546,-8.84,-5.19,-93.01,-0.09,-0.16,0.97
10:19:29:16:113657,-8.83,-5.2,-93.02,-0.09,-0.15,0.96
10:19:29:16:113754,-8.84,-5.2,-93.02,-0.09,-0.15,0.97
10:19:29:16:113848,-8.84,-5.2,-93.02,-0.09,-0.15,0.97
10:19:29:16:113946,-8.83,-5.21,-93.02,-0.09,-0.15,0.97
10:19:29:16:114041,-8.84,-5.2,-93.02,-0.09,-0.16,0.96
10:19:29:16:114136,-8.85,-5.2,-93.01,-0.09,-0.15,0.96
10:19:29:17:114345,-8.85,-5.2,-93.01,-0.09,-0.15,0.97
10:19:29:17:114439,-8.84,-5.19,-93.0,-0.09,-0.15,0.96
10:19:29:17:114535,-8.85,-5.19,-93.0,-0.09,-0.15,0.97
10:19:29:17:114632,-8.85,-5.2,-93.01,-0.09,-0.16,0.97
10:19:29:17:114743,-8.85,-5.2,-93.0,-0.09,-0.15,0.97
10:19:29:17:114855,-8.85,-5.2,-92.99,-0.09,-0.16,0.97
