sysTime,roll,pitch,yaw,ax,ay,az
3:16:58:58:21740,179.02,-3.62,98.14,-0.06,0.02,-1.02
3:16:58:59:21851,179.02,-3.63,98.18,-0.06,0.02,-1.01
3:16:58:59:22443,179.01,-3.69,98.38,-0.06,0.02,-1.02
3:16:58:59:22539,179.0,-3.69,98.41,-0.06,0.02,-1.02
3:16:58:59:22636,179.01,-3.69,98.43,-0.06,0.02,-1.02
3:16:58:59:22746,179.01,-3.69,98.46,-0.07,0.02,-1.01
3:16:59:0:22844,179.0,-3.69,98.49,-0.07,0.02,-1.02
3:16:59:0:22939,179.0,-3.69,98.51,-0.06,0.02,-1.02
3:16:59:0:23035,179.0,-3.68,98.53,-0.06,0.02,-1.01
3:16:59:0:23228,179.01,-3.67,98.58,-0.06,0.02,-1.02
3:16:59:0:23339,179.0,-3.68,98.61,-0.06,0.02,-1.02
3:16:59:0:23450,179.0,-3.67,98.62,-0.06,0.02,-1.01
3:16:59:0:23563,178.99,-3.67,98.65,-0.06,0.02,-1.02
3:16:59:0:23643,179.01,-3.65,98.66,-0.06,0.02,-1.02
3:16:59:0:23739,179.01,-3.65,98.67,-0.06,0.02,-1.02
3:16:59:1:23835,179.01,-3.66,98.7,-0.06,0.02,-1.01
3:16:59:1:24442,179.01,-3.63,98.76,-0.07,0.02,-1.01
3:16:59:1:24539,179.02,-3.57,98.7,-0.06,0.02,-1.02
3:16:59:1:24634,179.02,-3.58,98.73,-0.06,0.02,-1.01
3:16:59:1:24730,179.02,-3.6,98.75,-0.06,0.02,-1.01
3:16:59:2:24858,179.03,-3.59,98.76,-0.07,0.02,-1.02
3:16:59:2:24938,179.03,-3.6,98.77,-0.06,0.02,-1.01
3:16:59:2:25034,179.02,-3.6,98.78,-0.06,0.02,-1.02
3:16:59:2:25226,179.02,-3.6,98.8,-0.07,0.02,-1.02
3:16:59:2:25338,179.02,-3.58,98.79,-0.06,0.02,-1.02
3:16:59:2:25434,179.03,-3.58,98.79,-0.06,0.02,-1.02
3:16:59:2:25530,179.03,-3.57,98.78,-0.06,0.02,-1.01
3:16:59:2:25657,179.03,-3.57,98.78,-0.06,0.02,-1.01
3:16:59:2:25738,179.03,-3.56,98.77,-0.06,0.02,-1.02
3:16:59:3:25833,179.03,-3.56,98.77,-0.06,0.02,-1.02
3:16:59:3:26442,179.03,-3.56,98.76,-0.06,0.02,-1.01
3:16:59:3:26537,179.02,-3.56,98.76,-0.06,0.02,-1.02
3:16:59:3:26649,179.03,-3.56,98.76,-0.06,0.02,-1.02
3:16:59:3:26745,179.03,-3.57,98.76,-0.06,0.02,-1.01
3:16:59:4:26842,179.03,-3.55,98.74,-0.06,0.02,-1.01
3:16:59:4:26937,179.04,-3.53,98.72,-0.06,0.02,-1.01
3:16:59:4:27034,179.04,-3.55,98.72,-0.06,0.02,-1.02
3:16:59:4:27257,179.04,-3.56,98.73,-0.06,0.02,-1.02
3:16:59:4:27337,179.04,-3.55,98.72,-0.07,0.02,-1.01
3:16:59:4:27433,179.05,-3.55,98.71,-0.06,0.02,-1.02
3:16:59:4:27545,179.05,-3.55,98.71,-0.06,0.02,-1.01
3:16:59:4:27642,179.05,-3.55,98.71,-0.06,0.02,-1.02
3:16:59:4:27736,179.05,-3.55,98.71,-0.06,0.02,-1.02
3:16:59:5:27848,179.04,-3.55,98.71,-0.06,0.02,-1.02
3:16:59:5:28441,179.04,-3.49,98.62,-0.06,0.02,-1.01
3:16:59:5:28535,179.03,-3.48,98.6,-0.07,0.02,-1.02
3:16:59:5:28632,179.03,-3.48,98.58,-0.06,0.02,-1.02
3:16:59:5:28745,179.04,-3.47,98.55,-0.06,0.02,-1.02
3:16:59:6:28824,179.03,-3.48,98.54,-0.06,0.02,-1.02
3:16:59:6:28936,179.02,-3.5,98.56,-0.06,0.02,-1.01
3:16:59:6:29032,179.03,-3.47,98.53,-0.06,0.02,-1.01
3:16:59:6:29240,179.04,-3.5,98.53,-0.07,0.02,-1.02
3:16:59:6:29351,179.03,-3.51,98.53,-0.06,0.02,-1.01
3:16:59:6:29448,179.03,-3.53,98.54,-0.06,0.02,-1.01
3:16:59:6:29528,179.02,-3.54,98.54,-0.06,0.02,-1.01
3:16:59:6:29625,179.03,-3.52,98.51,-0.06,0.02,-1.01
3:16:59:6:29719,179.02,-3.52,98.51,-0.06,0.02,-1.02
3:16:59:7:29864,179.01,-3.49,98.47,-0.06,0.02,-1.01
3:16:59:7:30440,179.02,-3.58,98.55,-0.06,0.02,-1.01
3:16:59:7:30551,179.02,-3.58,98.55,-0.06,0.02,-1.01
3:16:59:7:30648,179.02,-3.58,98.56,-0.06,0.02,-1.02
3:16:59:7:30743,179.02,-3.58,98.57,-0.06,0.02,-1.02
3:16:59:8:30839,179.02,-3.58,98.57,-0.06,0.02,-1.01
3:16:59:8:30935,179.01,-3.6,98.59,-0.06,0.02,-1.01
3:16:59:8:31063,179.02,-3.59,98.6,-0.06,0.02,-1.02
3:16:59:8:31239,179.02,-3.59,98.6,-0.06,0.02,-1.02
3:16:59:8:31335,179.02,-3.57,98.59,-0.06,0.02,-1.02
3:16:59:8:31431,179.02,-3.58,98.6,-0.06,0.02,-1.02
3:16:59:8:31526,179.02,-3.56,98.58,-0.06,0.02,-1.01
