sysTime,roll,pitch,yaw,ax,ay,az
3:17:47:17:99905,-179.38,-2.44,39.02,-0.03,-0.03,-1.03
3:17:47:17:100001,179.97,-2.4,39.36,-0.03,-0.02,-1.03
3:17:47:17:100097,178.99,-2.76,39.15,-0.06,0.01,-1.06
3:17:47:17:100209,178.01,-2.31,38.57,-0.06,0.04,-1.06
3:17:47:17:100305,177.51,-0.58,38.56,0.0,0.06,-1.03
3:17:47:21:104703,179.87,-1.47,38.27,-0.03,-0.0,-1.05
3:17:47:21:104799,179.86,-1.42,38.26,-0.03,-0.01,-1.04
3:17:47:22:104910,179.76,-1.43,38.24,-0.03,-0.0,-1.04
3:17:47:22:105006,179.77,-1.47,38.28,-0.02,-0.0,-1.05
3:17:47:22:105103,179.89,-1.41,38.27,-0.02,-0.01,-1.03
3:17:47:22:105198,179.77,-1.5,38.23,-0.04,-0.0,-1.04
3:17:47:22:105310,179.77,-1.45,38.18,-0.03,0.0,-1.04
3:17:47:26:109708,-172.48,-1.86,33.51,-0.13,-0.18,-1.13
3:17:47:26:109804,-168.55,4.43,32.09,0.06,-0.22,-1.05
3:17:47:27:109900,-164.55,16.3,32.35,0.34,-0.27,-0.95
3:17:47:27:109995,-174.02,17.86,37.2,0.46,-0.16,-0.87
3:17:47:27:110108,171.25,9.13,38.57,0.19,0.22,-0.95
3:17:47:27:110203,172.81,0.75,36.22,-0.05,0.19,-1.08
3:17:47:27:110300,-174.56,-0.94,31.89,-0.03,-0.11,-1.07
3:17:47:31:114697,166.84,-2.95,37.62,-0.13,0.25,-1.06
3:17:47:31:114808,177.24,-5.71,32.63,-0.17,0.07,-1.12
3:17:47:32:114905,-171.65,-0.55,27.99,-0.04,-0.16,-1.09
3:17:47:32:115000,-169.68,5.95,28.92,0.15,-0.24,-1.0
3:17:47:32:115097,-174.53,9.12,30.83,0.22,-0.1,-0.97
3:17:47:32:115208,-177.91,8.97,31.51,0.17,-0.03,-1.0
3:17:47:32:115305,-177.36,8.55,30.97,0.16,-0.06,-1.02
