sysTime,roll,pitch,yaw,ax,ay,az
11:22:42:25:16382,2.6,-3.22,-78.43,-0.05,0.06,0.99
11:22:42:25:16461,2.6,-3.22,-78.42,-0.04,0.03,1.0
11:22:42:25:16575,2.62,-3.23,-78.41,-0.06,0.05,0.97
11:22:42:25:16654,2.63,-3.22,-78.41,-0.06,0.05,0.98
11:22:42:25:16781,2.62,-3.23,-78.4,-0.05,0.05,0.99
11:22:42:25:16879,2.62,-3.23,-78.39,-0.06,0.03,0.98
11:22:42:25:16991,2.63,-3.23,-78.39,-0.07,0.03,0.99
11:22:42:26:17070,2.63,-3.22,-78.33,-0.07,0.04,0.97
11:22:42:27:18374,2.59,-3.26,-77.77,-0.06,0.04,0.98
11:22:42:27:18486,2.59,-3.27,-77.74,-0.05,0.06,0.98
11:22:42:27:18566,2.59,-3.27,-77.73,-0.06,0.03,0.99
11:22:42:27:18678,2.59,-3.27,-77.71,-0.06,0.03,0.98
11:22:42:27:18773,2.6,-3.26,-77.68,-0.06,0.04,0.97
11:22:42:27:18871,2.61,-3.25,-77.67,-0.03,0.05,0.99
11:22:42:27:18966,2.59,-3.26,-77.64,-0.06,0.05,0.99
11:22:42:28:19080,2.6,-3.26,-77.62,-0.05,0.03,1.0
11:22:42:29:20373,2.61,-3.22,-77.54,-0.04,0.02,1.0
11:22:42:29:20454,2.62,-3.21,-77.55,-0.06,0.05,0.97
11:22:42:29:20564,2.61,-3.22,-77.53,-0.04,0.05,0.99
11:22:42:29:20662,2.6,-3.22,-77.53,-0.05,0.04,0.99
11:22:42:29:20759,2.61,-3.2,-77.61,-0.04,0.02,0.99
11:22:42:29:20869,2.62,-3.18,-77.73,-0.07,0.03,0.97
11:22:42:29:20966,2.62,-3.15,-77.85,-0.05,0.03,0.97
11:22:42:30:21062,2.62,-3.14,-77.95,-0.05,0.04,0.99
11:22:42:31:22382,2.61,-3.17,-78.69,-0.06,0.06,0.99
11:22:42:31:22479,2.61,-3.18,-78.71,-0.05,0.03,0.99
11:22:42:31:22574,2.61,-3.18,-78.75,-0.06,0.03,0.97
11:22:42:31:22669,2.61,-3.17,-78.78,-0.06,0.04,0.99
11:22:42:31:22766,2.61,-3.18,-78.8,-0.04,0.06,0.98
11:22:42:31:22862,2.6,-3.18,-78.82,-0.06,0.04,0.98
11:22:42:31:22973,2.61,-3.18,-78.84,-0.06,0.02,0.99
11:22:42:32:23070,2.62,-3.18,-78.86,-0.07,0.04,0.97
11:22:42:33:24376,2.62,-3.19,-78.96,-0.07,0.04,0.98
11:22:42:33:24468,2.61,-3.2,-78.97,-0.05,0.02,0.98
11:22:42:33:24595,2.6,-3.23,-78.84,-0.07,0.04,0.99
11:22:42:33:24677,2.6,-3.26,-78.71,-0.06,0.03,1.0
11:22:42:33:24772,2.6,-3.28,-78.57,-0.06,0.05,0.98
11:22:42:33:24884,2.59,-3.29,-78.42,-0.03,0.04,0.97
11:22:42:33:24964,2.59,-3.31,-78.29,-0.04,0.05,0.99
11:22:42:34:25075,2.59,-3.32,-78.18,-0.05,0.02,1.0
11:22:42:35:26375,2.61,-3.18,-78.16,-0.05,0.03,0.99
11:22:42:35:26506,2.61,-3.18,-78.22,-0.06,0.04,0.96
11:22:42:35:26583,2.62,-3.16,-78.3,-0.06,0.04,0.98
11:22:42:35:26680,2.61,-3.16,-78.38,-0.05,0.05,0.99
11:22:42:35:26774,2.6,-3.16,-78.42,-0.06,0.03,0.99
11:22:42:35:26870,2.62,-3.16,-78.48,-0.06,0.03,1.0
11:22:42:35:26982,2.62,-3.15,-78.53,-0.07,0.04,0.97
11:22:42:36:27079,2.61,-3.16,-78.59,-0.04,0.04,0.97
11:22:42:37:28364,2.6,-3.21,-78.93,-0.05,0.05,0.99
11:22:42:37:28474,2.59,-3.21,-78.95,-0.06,0.04,0.99
11:22:42:37:28570,2.59,-3.22,-78.98,-0.06,0.02,0.98
11:22:42:37:28667,2.6,-3.22,-78.99,-0.06,0.04,0.97
11:22:42:37:28794,2.6,-3.24,-78.92,-0.05,0.05,0.99
11:22:42:37:28873,2.59,-3.24,-78.9,-0.05,0.06,0.99
11:22:42:37:28969,2.59,-3.25,-78.86,-0.05,0.03,1.0
11:22:42:38:29067,2.6,-3.25,-78.85,-0.06,0.04,0.98
11:22:42:39:30382,2.6,-3.22,-78.81,-0.06,0.04,0.97
11:22:42:39:30477,2.6,-3.21,-78.81,-0.06,0.05,0.98
11:22:42:39:30558,2.6,-3.22,-78.8,-0.06,0.05,0.99
11:22:42:39:30684,2.59,-3.23,-78.8,-0.06,0.04,0.99
11:22:42:39:30781,2.61,-3.23,-78.8,-0.07,0.03,0.99
11:22:42:39:30860,2.61,-3.22,-78.79,-0.07,0.04,0.97
11:22:42:39:30988,2.6,-3.22,-78.78,-0.05,0.04,0.99
11:22:42:39:31052,2.59,-3.22,-78.79,-0.06,0.04,0.99
11:22:42:41:32381,2.59,-3.24,-78.79,-0.06,0.04,0.99
11:22:42:41:32461,2.6,-3.23,-78.8,-0.06,0.02,0.98
11:22:42:41:32570,2.6,-3.23,-78.8,-0.06,0.04,0.98
11:22:42:41:32667,2.6,-3.22,-78.8,-0.03,0.05,0.97
11:22:42:41:32764,2.59,-3.23,-78.81,-0.05,0.05,0.98
11:22:42:41:32861,2.6,-3.23,-78.8,-0.05,0.03,0.99
11:22:42:41:32987,2.61,-3.23,-78.82,-0.07,0.05,0.97
11:22:42:41:33052,2.61,-3.23,-78.83,-0.03,0.02,0.97
11:22:42:43:34406,2.58,-3.35,-77.18,-0.04,0.05,0.98
11:22:42:43:34483,2.58,-3.35,-77.11,-0.06,0.05,0.99
11:22:42:43:34579,2.57,-3.35,-77.04,-0.06,0.03,0.99
11:22:42:43:34675,2.59,-3.35,-76.96,-0.07,0.04,0.98
11:22:42:43:34772,2.59,-3.33,-76.93,-0.06,0.04,0.97
11:22:42:43:34868,2.58,-3.33,-76.88,-0.05,0.06,0.98
11:22:42:43:34963,2.57,-3.32,-76.83,-0.05,0.03,0.99
11:22:42:44:35074,2.58,-3.32,-76.8,-0.06,0.03,0.98
11:22:42:45:36387,2.62,-3.26,-76.55,-0.06,0.03,0.98
11:22:42:45:36469,2.62,-3.25,-76.53,-0.06,0.04,0.99
11:22:42:45:36566,2.61,-3.25,-76.53,-0.04,0.05,0.98
11:22:42:45:36664,2.6,-3.25,-76.52,-0.07,0.03,0.98
11:22:42:45:36789,2.62,-3.26,-76.5,-0.06,0.03,1.0
11:22:42:45:36869,2.62,-3.23,-76.6,-0.08,0.04,0.97
11:22:42:45:36965,2.62,-3.19,-76.79,-0.05,0.04,0.98
11:22:42:46:37077,2.62,-3.16,-76.96,-0.06,0.05,0.99
11:22:42:47:38377,2.62,-3.15,-78.17,-0.06,0.05,0.99
11:22:42:47:38467,2.62,-3.15,-78.22,-0.06,0.02,0.99
11:22:42:47:38566,2.63,-3.16,-78.28,-0.07,0.05,0.98
11:22:42:47:38661,2.63,-3.15,-78.32,-0.04,0.04,0.98
11:22:42:47:38770,2.61,-3.17,-78.35,-0.05,0.06,1.0
11:22:42:47:38868,2.61,-3.18,-78.38,-0.05,0.03,1.0
11:22:42:47:38963,2.63,-3.18,-78.42,-0.06,0.04,0.97
11:22:42:48:39076,2.62,-3.18,-78.46,-0.05,0.05,0.99
11:22:42:49:40379,2.61,-3.21,-78.58,-0.06,0.05,0.99
11:22:42:49:40476,2.6,-3.22,-78.58,-0.05,0.04,0.98
11:22:42:49:40571,2.59,-3.25,-78.5,-0.07,0.03,0.98
11:22:42:49:40668,2.6,-3.25,-78.51,-0.06,0.03,1.0
11:22:42:49:40765,2.6,-3.24,-78.53,-0.07,0.04,0.97
11:22:42:49:40875,2.6,-3.24,-78.54,-0.04,0.04,0.98
11:22:42:49:40972,2.59,-3.24,-78.54,-0.06,0.05,0.99
11:22:42:50:41067,2.6,-3.24,-78.56,-0.05,0.03,0.99
11:22:42:51:42372,2.6,-3.23,-78.68,-0.05,0.03,0.99
11:22:42:51:42482,2.61,-3.22,-78.7,-0.06,0.04,0.98
11:22:42:51:42559,2.62,-3.22,-78.71,-0.04,0.05,0.98
11:22:42:51:42671,2.6,-3.23,-78.71,-0.05,0.05,1.0
11:22:42:51:42767,2.6,-3.24,-78.7,-0.05,0.03,1.0
11:22:42:51:42880,2.61,-3.23,-78.7,-0.06,0.04,0.97
11:22:42:51:42976,2.61,-3.23,-78.7,-0.06,0.05,0.98
11:22:42:52:43070,2.59,-3.23,-78.7,-0.05,0.04,1.0
11:22:42:53:44384,2.58,-3.25,-78.27,-0.05,0.06,0.98
11:22:42:53:44465,2.58,-3.24,-78.27,-0.06,0.02,0.99
11:22:42:53:44560,2.6,-3.24,-78.26,-0.06,0.03,0.99
11:22:42:53:44673,2.6,-3.22,-78.27,-0.07,0.04,0.97
11:22:42:53:44784,2.6,-3.22,-78.29,-0.05,0.05,0.98
11:22:42:53:44880,2.58,-3.2,-78.28,-0.01,0.05,0.99
11:22:42:53:44976,2.4,-2.97,-78.27,-0.02,-0.0,0.98
11:22:42:54:45073,2.09,-2.59,-78.27,-0.01,0.01,0.98
11:22:42:55:46476,-2.62,2.54,-78.07,0.05,-0.09,0.94
11:22:42:55:46573,-2.91,3.0,-78.03,0.09,-0.03,1.02
11:22:42:55:46670,-3.25,3.42,-77.99,0.09,-0.13,0.95
11:22:42:55:46764,-3.63,3.77,-77.95,0.11,-0.08,0.96
11:22:42:55:46877,-4.24,4.08,-77.9,0.11,-0.11,0.95
11:22:42:55:46972,-4.81,4.24,-77.82,0.1,-0.11,1.02
11:22:42:56:47085,-5.09,4.48,-77.71,0.08,-0.14,1.0
11:22:42:57:48472,-4.03,3.28,-76.75,0.1,-0.12,0.99
11:22:42:57:48568,-4.24,3.33,-76.7,0.03,-0.04,1.03
11:22:42:57:48696,-4.35,3.42,-76.66,0.11,-0.07,1.04
11:22:42:57:48775,-4.17,3.69,-76.56,0.08,-0.1,0.95
11:22:42:57:48872,-4.15,3.79,-76.45,0.05,-0.05,0.99
11:22:42:57:48983,-4.28,3.8,-76.34,0.09,-0.1,0.95
11:22:42:58:49095,-4.34,3.77,-76.17,-0.12,-0.06,1.09
11:22:42:59:50485,-2.11,1.12,-74.69,-0.02,0.0,0.94
11:22:42:59:50581,-1.52,0.67,-74.69,-0.08,-0.04,1.06
11:22:42:59:50661,-1.23,0.41,-74.75,-0.04,0.03,1.0
11:22:42:59:50756,-1.06,0.12,-74.77,0.0,0.08,1.03
11:22:42:59:50883,-1.01,-0.05,-74.8,-0.03,-0.01,1.01
11:22:42:59:50964,-0.85,-0.09,-74.85,-0.04,-0.0,0.97
11:22:43:0:51062,-0.83,-0.31,-74.86,-0.06,-0.04,0.99
11:22:43:1:52491,-0.12,0.06,-74.62,0.03,-0.04,0.91
11:22:43:1:52572,-0.28,0.32,-74.6,-0.01,-0.02,0.98
11:22:43:1:52684,-0.73,0.54,-74.55,-0.06,-0.16,1.02
11:22:43:1:52780,-0.94,0.96,-74.53,-0.01,-0.13,0.95
11:22:43:1:52892,-1.26,1.06,-74.52,0.09,-0.11,1.01
11:22:43:1:52988,-1.35,1.17,-74.51,0.04,0.0,1.04
11:22:43:2:53100,-1.5,0.74,-74.52,-0.03,0.01,1.02
11:22:43:3:54485,-0.38,-0.67,-74.84,-0.01,0.04,1.07
11:22:43:3:54597,-0.25,-0.75,-74.91,-0.01,0.04,0.91
11:22:43:3:54678,-0.51,-0.64,-74.99,0.03,0.02,1.04
11:22:43:3:54774,-0.55,-0.97,-75.07,0.02,-0.04,0.97
11:22:43:3:54886,-0.28,-1.67,-75.18,-0.07,-0.03,0.98
11:22:43:3:54968,-0.14,-2.05,-75.29,-0.1,-0.01,1.0
11:22:43:4:55093,0.1,-1.99,-75.4,-0.02,0.11,1.0
11:22:43:5:56475,-0.49,-0.66,-76.64,0.05,-0.07,0.9
11:22:43:5:56585,-0.73,-0.53,-76.65,-0.04,0.03,1.06
11:22:43:5:56681,-0.9,-0.22,-76.59,0.02,-0.0,1.05
11:22:43:5:56794,-1.31,0.16,-76.48,0.04,0.0,0.98
11:22:43:5:56874,-1.62,0.33,-76.38,0.03,-0.12,0.93
11:22:43:5:56986,-1.66,0.38,-76.28,0.03,-0.05,0.96
11:22:43:6:57082,-1.77,0.34,-76.17,-0.0,-0.06,0.99
11:22:43:7:58496,-0.32,-0.75,-75.53,0.02,-0.01,0.9
11:22:43:7:58574,-0.3,-0.57,-75.74,0.0,-0.02,0.96
11:22:43:7:58686,-0.08,-0.53,-75.99,-0.0,0.02,0.99
11:22:43:7:58798,0.16,-0.69,-76.29,-0.15,-0.08,1.04
11:22:43:7:58878,0.18,-0.7,-76.56,0.01,0.01,0.88
11:22:43:7:58973,0.12,-0.8,-76.68,0.03,0.01,1.06
11:22:43:8:59085,0.12,-0.84,-76.63,0.01,0.11,0.99
11:22:43:9:60481,2.58,-3.48,-75.85,-0.08,0.11,1.04
11:22:43:9:60591,2.68,-3.71,-75.69,-0.06,0.05,0.96
11:22:43:9:60688,2.68,-3.81,-75.57,-0.09,0.08,0.95
11:22:43:9:60785,2.75,-4.0,-75.48,-0.03,0.02,1.0
11:22:43:9:60882,3.02,-4.16,-75.44,-0.12,0.15,0.96
11:22:43:9:60961,3.33,-4.66,-75.42,-0.12,0.02,1.0
11:22:43:10:61075,3.75,-5.07,-75.47,-0.07,0.13,0.98
11:22:43:11:62480,4.96,-6.23,-78.96,-0.14,0.07,0.95
11:22:43:11:62576,5.17,-5.98,-79.21,-0.07,0.1,0.98
11:22:43:11:62672,5.29,-6.09,-79.44,-0.13,0.12,0.98
11:22:43:11:62783,5.23,-6.2,-79.66,-0.13,0.05,0.92
11:22:43:11:62897,5.33,-6.25,-79.86,-0.11,0.05,0.95
11:22:43:11:62975,5.6,-6.39,-80.08,-0.09,0.12,0.99
11:22:43:12:63071,5.52,-6.48,-80.27,-0.15,0.1,0.98
11:22:43:13:64475,4.94,-6.18,-80.49,-0.14,0.02,1.05
11:22:43:13:64571,4.7,-6.06,-80.42,-0.07,0.04,0.87
11:22:43:13:64684,4.72,-5.92,-80.38,-0.08,0.11,0.97
11:22:43:13:64780,4.74,-5.89,-80.4,-0.13,0.07,1.02
11:22:43:13:64876,4.89,-5.94,-80.56,-0.11,0.08,1.0
11:22:43:13:64972,5.29,-6.25,-80.84,-0.12,0.14,0.96
11:22:43:14:65084,5.42,-6.71,-80.96,-0.13,0.1,0.97
11:22:43:15:66462,6.58,-7.88,-80.68,-0.14,0.09,1.02
11:22:43:15:66558,6.76,-7.74,-80.59,-0.16,0.14,1.01
11:22:43:15:66686,6.77,-7.69,-80.44,-0.13,0.11,0.96
11:22:43:15:66782,6.77,-7.77,-80.35,-0.11,0.13,0.97
11:22:43:15:66878,6.69,-7.91,-80.2,-0.17,0.11,0.97
11:22:43:15:66975,6.69,-8.03,-80.08,-0.13,0.11,0.95
11:22:43:16:67070,6.64,-8.17,-79.92,-0.14,0.13,1.01
11:22:43:17:68378,5.67,-6.65,-78.47,-0.09,0.09,1.0
11:22:43:17:68486,5.61,-6.52,-78.41,-0.06,0.1,0.93
11:22:43:17:68568,5.4,-6.71,-78.32,-0.12,0.1,1.01
11:22:43:17:68678,5.29,-6.61,-78.36,-0.12,0.06,1.01
11:22:43:17:68774,5.23,-6.46,-78.36,-0.09,0.08,0.96
11:22:43:17:68871,5.32,-6.28,-78.38,-0.11,0.1,1.0
11:22:43:17:68982,5.4,-6.18,-78.43,-0.14,0.08,1.01
11:22:43:18:69063,5.27,-6.25,-78.41,-0.09,0.08,1.0
11:22:43:19:70490,4.3,-5.31,-77.47,-0.1,0.08,0.97
11:22:43:19:70571,4.37,-5.13,-77.41,-0.09,0.08,0.98
11:22:43:19:70668,4.3,-5.19,-77.34,-0.11,0.06,0.99
11:22:43:19:70778,4.14,-5.18,-77.24,-0.08,0.06,0.98
11:22:43:19:70874,4.02,-4.96,-77.19,-0.05,0.06,0.99
11:22:43:19:70969,3.86,-4.67,-77.08,-0.05,0.03,0.99
11:22:43:20:71066,3.67,-4.37,-76.97,-0.06,0.05,0.98
11:22:43:21:72454,3.18,-4.16,-76.43,-0.06,0.04,0.99
11:22:43:21:72566,3.22,-4.22,-76.43,-0.08,0.05,1.01
11:22:43:21:72679,3.31,-4.31,-76.43,-0.08,0.05,0.96
11:22:43:21:72774,3.41,-4.44,-76.42,-0.08,0.06,0.97
11:22:43:21:72887,2.97,-3.94,-76.38,0.0,0.0,0.99
11:22:43:21:72966,2.45,-3.35,-76.31,-0.03,0.0,0.98
11:22:43:22:73078,2.44,-3.33,-76.31,-0.07,0.04,0.99
11:22:43:23:74378,1.56,-2.33,-76.02,-0.03,0.03,0.98
11:22:43:23:74475,1.58,-2.33,-75.98,-0.05,0.02,1.0
11:22:43:23:74571,3.58,-1.13,-75.4,0.13,-0.18,1.23
11:22:43:23:74666,1.95,0.57,-74.23,0.04,0.06,0.96
11:22:43:23:74778,3.03,0.75,-72.82,0.06,0.09,0.88
11:22:43:23:74875,2.06,-1.22,-73.67,-0.01,0.0,0.97
11:22:43:23:74989,2.35,-4.23,-74.7,-0.05,0.04,0.99
11:22:43:24:75066,2.69,-4.47,-76.36,-0.07,0.03,0.88
11:22:43:25:76381,8.34,-20.25,-71.16,-0.32,0.12,0.92
11:22:43:25:76477,4.66,-19.23,-70.27,-0.37,0.06,0.99
11:22:43:25:76574,0.03,-17.16,-69.69,-0.31,-0.06,1.0
11:22:43:25:76669,-1.78,-13.61,-69.7,-0.18,0.03,0.94
11:22:43:25:76765,-0.86,-11.55,-70.95,-0.19,0.08,0.99
11:22:43:25:76876,-1.05,-9.23,-71.91,-0.08,-0.06,0.94
11:22:43:25:76974,-1.05,-6.27,-73.62,-0.01,0.06,0.9
11:22:43:25:77053,-0.8,-4.93,-75.03,-0.0,0.08,0.96
11:22:43:27:78375,6.08,0.2,-81.44,0.0,0.06,0.96
11:22:43:27:78472,5.77,0.68,-81.97,-0.01,0.16,1.02
11:22:43:27:78599,5.14,0.81,-82.34,0.0,0.1,1.01
11:22:43:27:78680,4.52,0.76,-82.72,0.01,0.1,1.01
11:22:43:27:78790,3.49,0.12,-83.33,-0.01,0.08,0.91
11:22:43:27:78886,3.42,-0.26,-82.97,-0.04,0.09,0.98
11:22:43:27:78966,3.41,-0.29,-83.06,-0.02,0.06,1.0
11:22:43:28:79064,3.43,0.68,-82.98,-0.06,0.06,1.01
11:22:43:29:80377,4.92,6.45,-80.69,0.11,0.06,0.98
11:22:43:29:80458,4.91,6.46,-80.68,0.09,0.07,0.98
11:22:43:29:80585,4.91,6.47,-80.68,0.13,0.08,0.98
11:22:43:29:80682,4.89,6.46,-80.7,0.11,0.09,0.98
11:22:43:29:80762,4.88,6.45,-80.69,0.1,0.06,0.98
11:22:43:29:80889,4.9,6.47,-80.69,0.09,0.08,0.96
11:22:43:29:80968,4.89,6.47,-80.69,0.14,0.07,0.98
11:22:43:30:81095,4.86,6.46,-80.7,0.12,0.1,0.98
11:22:43:31:82381,4.86,6.45,-80.63,0.12,0.1,0.97
11:22:43:31:82478,4.86,6.47,-80.63,0.12,0.07,0.99
11:22:43:31:82574,4.88,6.47,-80.65,0.11,0.06,0.98
11:22:43:31:82686,4.88,6.48,-80.67,0.1,0.07,0.98
11:22:43:31:82780,4.87,6.48,-80.66,0.13,0.09,0.96
11:22:43:31:82877,4.86,6.48,-80.66,0.12,0.09,0.99
11:22:43:31:82974,4.85,6.47,-80.66,0.11,0.06,0.97
11:22:43:32:83086,4.86,6.47,-80.65,0.1,0.09,0.97
11:22:43:33:84375,4.88,6.5,-81.25,0.11,0.08,0.97
11:22:43:33:84456,4.88,6.51,-81.26,0.12,0.08,0.97
11:22:43:33:84584,4.87,6.48,-81.27,0.12,0.1,0.98
11:22:43:33:84663,4.86,6.49,-81.27,0.11,0.08,0.97
11:22:43:33:84760,4.88,6.48,-81.28,0.1,0.07,0.98
11:22:43:33:84887,4.88,6.49,-81.29,0.09,0.07,0.96
11:22:43:33:84968,4.87,6.5,-81.31,0.12,0.09,0.98
11:22:43:34:85063,4.86,6.49,-81.32,0.11,0.09,0.99
11:22:43:35:86373,4.86,6.48,-81.24,0.11,0.09,0.97
11:22:43:35:86469,4.87,6.48,-81.23,0.12,0.06,0.98
11:22:43:35:86565,4.88,6.47,-81.2,0.09,0.08,0.98
11:22:43:35:86660,4.88,6.48,-81.15,0.13,0.08,0.97
11:22:43:35:86773,4.87,6.46,-81.1,0.12,0.1,0.97
11:22:43:35:86869,4.86,6.46,-81.06,0.12,0.07,0.99
11:22:43:35:86965,4.87,6.45,-81.02,0.11,0.07,0.98
11:22:43:36:87092,4.88,6.47,-80.99,0.1,0.07,0.96
11:22:43:37:88390,4.88,6.48,-80.65,0.12,0.09,0.97
11:22:43:37:88482,4.87,6.47,-80.65,0.13,0.09,0.97
11:22:43:37:88578,4.86,6.46,-80.65,0.11,0.08,0.99
11:22:43:37:88676,4.87,6.46,-80.65,0.11,0.06,0.99
11:22:43:37:88770,4.87,6.47,-80.68,0.09,0.08,0.97
11:22:43:37:88866,4.87,6.48,-80.69,0.13,0.09,0.97
11:22:43:37:88963,4.86,6.47,-80.68,0.11,0.09,0.97
11:22:43:38:89058,4.86,6.47,-80.68,0.11,0.05,0.97
11:22:43:39:90406,4.87,6.46,-80.71,0.1,0.05,0.97
11:22:43:39:90452,4.88,6.48,-80.72,0.08,0.08,0.97
11:22:43:39:90564,4.88,6.48,-80.73,0.13,0.09,0.96
11:22:43:39:90677,4.87,6.47,-80.72,0.12,0.1,1.0
11:22:43:39:90772,4.87,6.46,-80.72,0.12,0.04,0.97
11:22:43:39:90870,4.87,6.46,-80.71,0.1,0.08,0.97
11:22:43:39:90980,4.88,6.48,-80.71,0.13,0.09,0.97
11:22:43:40:91062,4.87,6.46,-80.71,0.12,0.09,0.98
11:22:43:41:92378,4.88,6.47,-80.75,0.12,0.09,0.98
11:22:43:41:92474,4.88,6.47,-80.74,0.12,0.07,0.98
11:22:43:41:92570,4.88,6.47,-80.74,0.1,0.07,0.99
11:22:43:41:92666,4.87,6.48,-80.72,0.1,0.07,0.97
11:22:43:41:92762,4.87,6.47,-80.71,0.12,0.09,0.96
11:22:43:41:92872,4.86,6.47,-80.71,0.11,0.08,0.99
11:22:43:41:92968,4.88,6.47,-80.71,0.11,0.06,0.98
11:22:43:42:93065,4.89,6.48,-80.72,0.1,0.07,0.97
11:22:43:43:94375,2.26,8.69,-81.08,0.18,-0.02,0.96
11:22:43:43:94466,1.6,9.22,-81.17,0.22,-0.01,0.97
11:22:43:43:94577,1.0,9.64,-81.25,0.21,-0.02,0.97
11:22:43:43:94674,0.6,9.91,-81.26,0.21,-0.04,0.99
11:22:43:43:94801,0.28,10.23,-81.27,0.2,-0.05,0.98
11:22:43:43:94865,0.06,10.62,-81.27,0.19,-0.01,0.97
11:22:43:43:94977,-0.15,10.66,-81.27,0.17,-0.02,0.97
11:22:43:44:95058,-0.25,10.55,-81.24,0.16,-0.01,0.96
11:22:43:45:96460,2.68,8.31,-80.73,0.13,-0.01,0.99
11:22:43:45:96573,2.61,8.33,-80.56,0.11,0.04,0.96
11:22:43:45:96684,2.51,8.44,-80.38,0.13,0.1,0.95
11:22:43:45:96765,2.36,8.51,-80.26,0.12,0.05,0.97
11:22:43:45:96859,2.23,8.45,-80.17,0.15,0.03,0.97
11:22:43:45:96972,2.08,8.39,-80.24,0.16,-0.03,0.97
11:22:43:46:97083,2.05,8.43,-80.12,0.14,-0.0,0.96
11:22:43:47:98468,-0.06,10.09,-81.12,0.13,0.03,1.0
11:22:43:47:98580,0.4,9.62,-81.16,0.15,0.08,0.97
11:22:43:47:98675,0.96,9.16,-81.2,0.1,0.12,1.01
11:22:43:47:98772,1.4,8.7,-81.27,0.13,0.06,1.0
11:22:43:47:98867,1.88,8.17,-81.27,0.05,0.03,1.0
11:22:43:47:98964,2.14,7.81,-81.37,0.04,0.12,0.94
11:22:43:48:99059,2.56,7.53,-81.47,0.12,0.14,0.99
11:22:43:49:100483,3.57,7.08,-83.18,0.15,0.03,0.97
11:22:43:49:100583,3.24,7.48,-83.19,0.17,0.0,0.93
11:22:43:49:100678,2.79,7.89,-83.22,0.19,-0.02,0.97
11:22:43:49:100774,2.17,8.23,-83.23,0.16,-0.01,1.01
11:22:43:49:100869,1.72,8.44,-83.19,0.18,0.01,0.95
11:22:43:49:100981,1.67,8.71,-83.08,0.2,0.01,0.97
11:22:43:50:101076,1.59,8.86,-82.95,0.15,0.0,0.98
11:22:43:51:102470,2.95,7.99,-81.63,0.09,0.0,0.96
11:22:43:51:102567,2.96,7.86,-81.79,0.15,0.01,0.92
11:22:43:51:102663,3.11,7.75,-81.88,0.14,0.06,0.97
11:22:43:51:102758,2.99,8.21,-81.93,0.18,0.04,0.96
11:22:43:51:102887,2.85,8.2,-81.93,0.17,-0.0,0.94
11:22:43:51:102983,3.07,7.99,-81.84,0.08,0.05,0.96
11:22:43:52:103078,3.08,7.6,-81.84,0.12,0.09,1.07
11:22:43:53:104458,3.0,6.99,-82.27,0.12,0.04,0.99
11:22:43:53:104571,3.07,7.12,-82.29,0.06,0.04,0.95
11:22:43:53:104666,3.35,7.39,-82.29,0.18,0.1,1.02
11:22:43:53:104763,3.46,7.51,-82.31,0.12,0.06,0.89
11:22:43:53:104875,3.39,7.28,-82.38,0.1,0.01,0.98
