sysTime,serialLOG
11:15:17:9:25380,"%,5,2,13204130.00,46.33
"
11:15:17:9:25380,"%,6,2,46.33,-60.00
"
11:15:17:9:25427,"%,1,6,-8.77,-3.89,-78.82,-0.08,-0.08,0.97
"
11:15:17:9:25524,"%,1,6,-8.75,-3.82,-78.67,-0.06,-0.16,0.97
"
11:15:17:10:25633,"%,1,6,-8.74,-3.83,-78.67,-0.06,-0.15,0.97
"
11:15:17:10:25731,"%,1,6,-8.75,-3.83,-78.65,-0.06,-0.16,0.98
"
11:15:17:10:25826,"%,1,6,-8.76,-3.83,-78.65,-0.06,-0.15,0.96
"
11:15:17:10:25858,"%,3,1,3
"
11:15:17:10:25858,"%,4,1,0
"
11:15:17:10:25924,"%,1,6,-8.75,-3.84,-78.66,-0.07,-0.15,0.96
"
11:15:17:10:26033,"%,1,6,-8.75,-3.85,-78.68,-0.07,-0.15,0.97
"
11:15:17:10:26226,"%,5,2,13204130.00,46.33
"
11:15:17:10:26226,"%,6,2,46.33,-60.00
"
11:15:17:10:26321,"%,1,6,-8.78,-3.92,-78.96,-0.07,-0.15,0.97
"
11:15:17:10:26433,"%,1,6,-8.78,-3.93,-79.03,-0.06,-0.16,0.97
"
11:15:17:10:26529,"%,1,6,-8.77,-3.94,-79.14,-0.06,-0.15,0.97
"
11:15:17:11:26625,"%,1,6,-8.77,-3.95,-79.22,-0.06,-0.15,0.97
"
11:15:17:11:26720,"%,1,6,-8.77,-3.97,-79.31,-0.06,-0.15,0.97
"
11:15:17:11:26833,"%,1,6,-8.77,-3.98,-79.39,-0.07,-0.15,0.97
"
11:15:17:11:26847,"%,3,1,3
"
11:15:17:11:26847,"%,4,1,0
"
11:15:17:11:27375,"%,5,2,13204130.00,46.33
"
11:15:17:11:27375,"%,6,2,46.33,-60.00
"
11:15:17:11:27423,"%,1,6,-8.77,-3.93,-79.69,-0.07,-0.15,0.97
"
11:15:17:11:27534,"%,1,6,-8.77,-3.94,-79.75,-0.06,-0.15,0.97
"
11:15:17:12:27631,"%,1,6,-8.77,-3.92,-79.77,-0.06,-0.16,0.97
"
11:15:17:12:27725,"%,1,6,-8.78,-3.92,-79.83,-0.06,-0.15,0.97
"
11:15:17:12:27823,"%,1,6,-8.78,-3.91,-79.87,-0.07,-0.15,0.98
"
11:15:17:12:27852,"%,3,1,3
"
11:15:17:12:27853,"%,4,1,0
"
11:15:17:12:27933,"%,1,6,-8.78,-3.90,-79.87,-0.06,-0.15,0.96
"
11:15:17:12:28028,"%,1,6,-8.77,-3.89,-79.91,-0.07,-0.15,0.97
"
11:15:17:12:28220,"%,5,2,13204130.00,46.33
"
11:15:17:12:28220,"%,6,2,46.33,-60.00
"
11:15:17:12:28332,"%,1,6,-8.77,-3.87,-79.90,-0.07,-0.15,0.98
"
11:15:17:12:28429,"%,1,6,-8.77,-3.86,-79.92,-0.06,-0.15,0.97
"
11:15:17:12:28525,"%,1,6,-8.77,-3.86,-79.93,-0.07,-0.15,0.97
"
11:15:17:13:28620,"%,1,6,-8.76,-3.87,-79.95,-0.07,-0.15,0.97
"
11:15:17:13:28733,"%,1,6,-8.76,-3.86,-79.95,-0.07,-0.15,0.98
"
11:15:17:13:28829,"%,1,6,-8.76,-3.86,-79.95,-0.07,-0.15,0.96
"
11:15:17:13:28842,"%,3,1,3
"
11:15:17:13:28842,"%,4,1,0
"
11:15:17:13:29386,"%,5,2,13204130.00,46.33
"
11:15:17:13:29386,"%,6,2,46.33,-60.00
"
11:15:17:13:29434,"%,1,6,-8.75,-3.77,-79.68,-0.06,-0.15,0.97
"
11:15:17:13:29529,"%,1,6,-8.75,-3.76,-79.61,-0.07,-0.16,0.98
"
11:15:17:14:29626,"%,1,6,-8.75,-3.76,-79.56,-0.06,-0.15,0.97
"
11:15:17:14:29722,"%,1,6,-8.76,-3.78,-79.54,-0.06,-0.15,0.96
"
11:15:17:14:29833,"%,1,6,-8.71,-3.73,-79.44,-0.04,-0.15,0.95
"
11:15:17:14:29834,"%,3,1,3
"
11:15:17:14:29834,"%,4,1,0
"
11:15:17:14:29929,"%,1,6,-8.75,-3.74,-79.31,-0.07,-0.15,0.97
"
11:15:17:14:30025,"%,1,6,-8.75,-3.72,-79.19,-0.07,-0.16,0.97
"
11:15:17:14:30216,"%,5,2,13204130.00,46.33
"
11:15:17:14:30217,"%,6,2,46.33,-60.00
"
11:15:17:14:30329,"%,1,6,-8.73,-3.72,-78.95,-0.08,-0.19,0.96
"
11:15:17:14:30424,"%,1,6,-8.72,-3.72,-78.88,-0.06,-0.15,0.97
"
11:15:17:14:30521,"%,1,6,-8.72,-3.71,-78.76,-0.06,-0.15,0.97
"
11:15:17:15:30632,"%,1,6,-8.72,-3.69,-78.63,-0.06,-0.15,0.97
"
11:15:17:15:30727,"%,1,6,-8.72,-3.68,-78.51,-0.07,-0.15,0.97
"
11:15:17:15:30823,"%,1,6,-8.72,-3.67,-78.38,-0.06,-0.15,0.96
"
11:15:17:15:30838,"%,3,1,3
"
11:15:17:15:30838,"%,4,1,0
"
11:15:17:15:31382,"%,5,2,13204130.00,46.33
"
11:15:17:15:31382,"%,6,2,46.33,-60.00
"
11:15:17:15:31430,"%,1,6,-8.75,-3.72,-77.99,-0.07,-0.15,0.98
"
11:15:17:15:31525,"%,1,6,-8.75,-3.73,-77.96,-0.06,-0.15,0.97
"
11:15:17:16:31621,"%,1,6,-8.75,-3.74,-77.91,-0.07,-0.15,0.97
"
11:15:17:16:31733,"%,1,6,-8.74,-3.76,-77.89,-0.07,-0.15,0.97
"
11:15:17:16:31828,"%,1,6,-8.75,-3.76,-77.87,-0.07,-0.16,0.97
"
11:15:17:16:31829,"%,3,1,3
"
11:15:17:16:31829,"%,4,1,0
"
11:15:17:16:31925,"%,1,6,-8.75,-3.77,-77.85,-0.07,-0.15,0.97
"
11:15:17:16:32020,"%,1,6,-8.74,-3.77,-77.85,-0.06,-0.15,0.97
"
11:15:17:16:32227,"%,5,2,13204130.00,46.33
"
11:15:17:16:32228,"%,6,2,46.33,-60.00
"
11:15:17:16:32324,"%,1,6,-8.74,-3.79,-77.76,-0.07,-0.15,0.97
"
11:15:17:16:32435,"%,1,6,-8.74,-3.80,-77.75,-0.06,-0.15,0.97
"
11:15:17:16:32532,"%,1,6,-8.74,-3.80,-77.73,-0.06,-0.15,0.97
"
11:15:17:17:32626,"%,1,6,-8.75,-3.80,-77.70,-0.06,-0.15,0.98
"
11:15:17:17:32723,"%,1,6,-8.74,-3.81,-77.68,-0.07,-0.15,0.97
"
11:15:17:17:32834,"%,1,6,-8.74,-3.80,-77.65,-0.07,-0.15,0.97
"
11:15:17:17:32834,"%,3,1,3
"
11:15:17:17:32834,"%,4,1,0
"
11:15:17:17:33377,"%,5,2,13204130.00,46.33
"
11:15:17:17:33378,"%,6,2,46.33,-60.00
"
11:15:17:17:33425,"%,1,6,-8.75,-3.81,-77.57,-0.06,-0.15,0.96
"
11:15:17:17:33522,"%,1,6,-8.76,-3.83,-77.58,-0.07,-0.15,0.99
"
11:15:17:18:33634,"%,1,6,-8.76,-3.91,-77.83,-0.06,-0.15,0.97
"
11:15:17:18:33728,"%,1,6,-8.78,-3.97,-78.08,-0.06,-0.15,0.97
"
11:15:17:18:33823,"%,3,1,3
"
11:15:17:18:33824,"%,4,1,0
"
11:15:17:18:33825,"%,1,6,-8.78,-4.03,-78.32,-0.06,-0.15,0.96
"
11:15:17:18:33920,"%,1,6,-8.79,-4.06,-78.52,-0.07,-0.15,0.97
"
11:15:17:18:34032,"%,1,6,-8.80,-4.08,-78.70,-0.07,-0.15,0.97
"
11:15:17:18:34224,"%,5,2,13204130.00,46.33
"
11:15:17:18:34225,"%,6,2,46.33,-60.00
"
11:15:17:18:34334,"%,1,6,-8.81,-4.11,-79.20,-0.07,-0.16,0.98
"
11:15:17:18:34432,"%,1,6,-8.81,-4.10,-79.31,-0.06,-0.15,0.96
"
11:15:17:18:34527,"%,1,6,-8.80,-4.09,-79.44,-0.07,-0.15,0.97
"
11:15:17:19:34623,"%,1,6,-8.80,-4.09,-79.56,-0.06,-0.15,0.97
"
11:15:17:19:34733,"%,1,6,-8.80,-4.09,-79.68,-0.07,-0.15,0.98
"
11:15:17:19:34814,"%,3,1,3
"
11:15:17:19:34814,"%,4,1,0
"
11:15:17:19:34830,"%,1,6,-8.80,-4.07,-79.76,-0.06,-0.15,0.97
"
11:15:17:19:35373,"%,5,2,13204130.00,46.33
"
11:15:17:19:35374,"%,6,2,46.33,-60.00
"
11:15:17:19:35421,"%,1,6,-8.80,-4.00,-80.18,-0.07,-0.15,0.97
"
11:15:17:19:35533,"%,1,6,-8.80,-3.99,-80.23,-0.06,-0.15,0.97
"
11:15:17:20:35629,"%,1,6,-8.80,-3.98,-80.30,-0.07,-0.15,0.97
"
11:15:17:20:35724,"%,1,6,-8.79,-3.97,-80.33,-0.06,-0.15,0.97
"
11:15:17:20:35803,"%,3,1,3
"
11:15:17:20:35819,"%,4,1,0
"
11:15:17:20:35820,"%,1,6,-8.77,-3.96,-80.36,-0.07,-0.15,0.97
"
11:15:17:20:35932,"%,1,6,-8.77,-3.96,-80.39,-0.06,-0.15,0.97
"
11:15:17:20:36028,"%,1,6,-8.77,-3.95,-80.42,-0.06,-0.15,0.97
"
11:15:17:20:36218,"%,5,2,13204130.00,46.33
"
11:15:17:20:36219,"%,6,2,46.33,-60.00
"
11:15:17:20:36331,"%,1,6,-8.76,-3.93,-80.51,-0.07,-0.15,0.97
"
11:15:17:20:36427,"%,1,6,-8.77,-3.92,-80.54,-0.06,-0.16,0.98
"
11:15:17:20:36522,"%,1,6,-8.76,-3.94,-80.56,-0.07,-0.15,0.98
"
11:15:17:21:36634,"%,1,6,-8.77,-3.92,-80.56,-0.06,-0.15,0.97
"
11:15:17:21:36729,"%,1,6,-8.75,-3.92,-80.58,-0.07,-0.15,0.97
"
11:15:17:21:36809,"%,3,1,3
"
11:15:17:21:36810,"%,4,1,0
"
11:15:17:21:36827,"%,1,6,-8.76,-3.91,-80.59,-0.07,-0.16,0.97
"
11:15:17:21:37369,"%,5,2,13204130.00,46.33
"
11:15:17:21:37369,"%,6,2,46.33,-60.00
"
11:15:17:21:37432,"%,1,6,-8.73,-3.75,-80.11,-0.07,-0.15,0.97
"
11:15:17:21:37529,"%,1,6,-8.73,-3.72,-79.97,-0.07,-0.16,0.98
"
11:15:17:22:37624,"%,1,6,-8.73,-3.71,-79.85,-0.07,-0.16,0.97
"
11:15:17:22:37721,"%,1,6,-8.73,-3.70,-79.71,-0.07,-0.15,0.97
"
11:15:17:22:37799,"%,3,1,3
"
11:15:17:22:37800,"%,4,1,0
"
11:15:17:22:37831,"%,1,6,-8.73,-3.70,-79.60,-0.06,-0.16,0.97
"
11:15:17:22:37928,"%,1,6,-8.73,-3.70,-79.49,-0.06,-0.15,0.97
"
11:15:17:22:38023,"%,1,6,-8.73,-3.70,-79.40,-0.06,-0.16,0.98
"
11:15:17:22:38215,"%,5,2,13204130.00,46.33
"
11:15:17:22:38215,"%,6,2,46.33,-60.00
"
11:15:17:22:38327,"%,1,6,-8.71,-3.71,-79.03,-0.06,-0.15,0.96
"
11:15:17:22:38423,"%,1,6,-8.72,-3.71,-78.93,-0.07,-0.16,0.97
"
11:15:17:22:38533,"%,1,6,-8.72,-3.70,-78.82,-0.06,-0.15,0.97
"
11:15:17:23:38630,"%,1,6,-8.73,-3.70,-78.71,-0.07,-0.15,0.96
"
11:15:17:23:38726,"%,1,6,-8.73,-3.70,-78.59,-0.06,-0.15,0.97
"
11:15:17:23:38805,"%,3,1,3
"
11:15:17:23:38806,"%,4,1,0
"
11:15:17:23:38821,"%,1,6,-8.73,-3.71,-78.51,-0.07,-0.15,0.97
"
11:15:17:23:39383,"%,5,2,13204130.00,46.33
"
11:15:17:23:39384,"%,6,2,46.33,-60.00
"
11:15:17:23:39433,"%,1,6,-8.75,-3.75,-78.12,-0.07,-0.16,0.97
"
11:15:17:23:39524,"%,1,6,-8.76,-3.76,-78.09,-0.07,-0.15,0.97
"
11:15:17:24:39634,"%,1,6,-8.75,-3.77,-78.05,-0.07,-0.15,0.97
"
11:15:17:24:39731,"%,1,6,-8.75,-3.78,-78.02,-0.07,-0.16,0.98
"
11:15:17:24:39794,"%,3,1,3
"
11:15:17:24:39794,"%,4,1,0
"
11:15:17:24:39827,"%,1,6,-8.76,-3.79,-78.00,-0.07,-0.16,0.97
"
11:15:17:24:39925,"%,1,6,-8.76,-3.79,-77.95,-0.07,-0.15,0.98
"
11:15:17:24:40033,"%,1,6,-8.76,-3.79,-77.92,-0.06,-0.15,0.97
"
11:15:17:24:40225,"%,5,2,13204130.00,46.33
"
11:15:17:24:40225,"%,6,2,46.33,-60.00
"
11:15:17:24:40322,"%,1,6,-8.75,-3.83,-77.90,-0.06,-0.15,0.97
"
11:15:17:24:40434,"%,1,6,-8.75,-3.82,-77.90,-0.06,-0.15,0.97
"
11:15:17:24:40530,"%,1,6,-8.76,-3.83,-77.89,-0.07,-0.15,0.97
"
11:15:17:25:40626,"%,1,6,-8.76,-3.83,-77.87,-0.06,-0.16,0.97
"
11:15:17:25:40723,"%,1,6,-8.76,-3.83,-77.84,-0.07,-0.15,0.97
"
11:15:17:25:40784,"%,3,1,3
"
11:15:17:25:40784,"%,4,1,0
"
11:15:17:25:40832,"%,1,6,-8.75,-3.82,-77.81,-0.07,-0.15,0.96
"
11:15:17:25:41375,"%,5,2,13204130.00,46.33
"
11:15:17:25:41376,"%,6,2,46.33,-60.00
"
11:15:17:25:41425,"%,1,6,-8.77,-3.82,-77.69,-0.06,-0.15,0.97
"
11:15:17:25:41534,"%,1,6,-8.77,-3.84,-77.71,-0.07,-0.15,0.97
"
11:15:17:26:41631,"%,1,6,-8.77,-3.84,-77.70,-0.07,-0.15,0.97
"
11:15:17:26:41727,"%,1,6,-8.77,-3.85,-77.72,-0.06,-0.16,0.97
"
11:15:17:26:41790,"%,3,1,3
"
11:15:17:26:41790,"%,4,1,0
"
11:15:17:26:41823,"%,1,6,-8.77,-3.85,-77.72,-0.06,-0.15,0.98
"
11:15:17:26:41934,"%,1,6,-8.76,-3.85,-77.72,-0.07,-0.15,0.97
"
11:15:17:26:42031,"%,1,6,-8.77,-3.85,-77.70,-0.07,-0.15,0.97
"
11:15:17:26:42079,"%,5,2,13204130.00,46.33
"
11:15:17:26:42079,"%,6,2,46.33,-60.00
"
11:15:17:26:42127,"%,1,6,-8.79,-3.86,-77.69,-0.08,-0.16,1.00
"
11:15:17:26:42222,"%,1,6,-8.77,-3.90,-77.82,-0.06,-0.16,0.96
"
11:15:17:26:42335,"%,1,6,-8.77,-3.93,-77.91,-0.07,-0.15,0.98
"
11:15:17:26:42430,"%,1,6,-8.78,-3.94,-77.99,-0.06,-0.15,0.97
"
11:15:17:26:42527,"%,1,6,-8.78,-3.96,-78.07,-0.07,-0.16,0.97
"
11:15:17:27:42622,"%,1,6,-8.78,-3.97,-78.15,-0.07,-0.15,0.97
"
11:15:17:27:42734,"%,1,6,-8.79,-3.95,-78.20,-0.07,-0.08,0.95
"
11:15:17:27:42790,"%,5,2,13204130.00,46.33
"
11:15:17:27:42790,"%,6,2,46.33,-60.00
"
11:15:17:27:42790,"%,3,1,3
"
11:15:17:27:42791,"%,4,1,0
"
11:15:17:27:42821,"%,1,6,-8.79,-3.97,-78.19,-0.07,-0.15,0.98
"
11:15:17:27:42933,"%,1,6,-8.79,-3.93,-78.16,-0.07,-0.16,0.97
"
11:15:17:27:43030,"%,1,6,-8.76,-3.91,-78.13,-0.07,-0.15,0.97
"
11:15:17:27:43125,"%,1,6,-8.77,-3.90,-78.12,-0.07,-0.16,0.97
"
11:15:17:27:43222,"%,1,6,-8.77,-3.89,-78.10,-0.06,-0.15,0.97
"
11:15:17:27:43332,"%,1,6,-8.77,-3.88,-78.09,-0.07,-0.15,0.97
"
11:15:17:27:43429,"%,1,6,-8.77,-3.87,-78.05,-0.07,-0.15,0.97
"
11:15:17:27:43476,"%,5,2,13204130.00,46.33
"
11:15:17:27:43476,"%,6,2,46.33,-60.00
"
11:15:17:27:43526,"%,1,6,-8.77,-3.86,-78.02,-0.07,-0.15,0.97
"
11:15:17:28:43620,"%,1,6,-8.76,-3.85,-78.01,-0.06,-0.15,0.97
"
11:15:17:28:43731,"%,1,6,-8.76,-3.84,-77.99,-0.07,-0.15,0.97
"
11:15:17:28:43779,"%,3,1,3
"
11:15:17:28:43779,"%,4,1,0
"
11:15:17:28:43828,"%,1,6,-8.76,-3.83,-77.97,-0.07,-0.15,0.97
"
11:15:17:28:43923,"%,1,6,-8.76,-3.83,-77.95,-0.06,-0.15,0.97
"
11:15:17:28:44034,"%,1,6,-8.76,-3.83,-77.93,-0.07,-0.15,0.98
"
11:15:17:28:44131,"%,1,6,-8.76,-3.84,-77.93,-0.06,-0.16,0.98
"
11:15:17:28:44226,"%,5,2,13204130.00,46.33
"
11:15:17:28:44226,"%,6,2,46.33,-60.00
"
11:15:17:28:44322,"%,1,6,-8.76,-3.84,-77.93,-0.06,-0.15,0.97
"
11:15:17:28:44434,"%,1,6,-8.76,-3.84,-77.91,-0.07,-0.15,0.97
"
11:15:17:28:44531,"%,1,6,-8.76,-3.84,-77.90,-0.07,-0.15,0.97
"
11:15:17:29:44626,"%,1,6,-8.76,-3.85,-77.91,-0.06,-0.15,0.97
"
11:15:17:29:44723,"%,1,6,-8.76,-3.85,-77.89,-0.07,-0.16,0.97
"
11:15:17:29:44769,"%,3,1,3
"
