sysTime,roll,pitch,yaw,ax,ay,az
4:11:20:20:13740,-78.68,-75.09,127.7,-0.89,-0.01,0.33
4:11:20:20:13835,-70.03,-76.22,124.33,-1.16,0.08,0.49
4:11:20:21:13947,-42.31,-78.8,105.47,-1.18,-0.0,0.38
4:11:20:21:14345,-35.41,-61.97,105.98,-0.76,0.11,0.63
4:11:20:21:14442,-26.32,-63.51,98.34,-0.74,0.14,0.66
4:11:20:21:14553,-24.42,-65.59,96.39,-0.8,0.17,0.67
4:11:20:21:14649,-33.59,-67.12,102.98,-0.96,0.11,0.62
4:11:20:21:14761,-31.35,-69.62,99.91,-0.66,0.17,0.52
4:11:20:21:14857,-41.25,-69.96,108.72,-0.59,0.04,0.54
4:11:20:22:14953,-43.51,-68.74,109.07,-0.73,0.11,0.64
4:11:20:22:15342,-58.21,-63.94,131.44,-0.67,-0.02,0.52
4:11:20:22:15453,-63.99,-64.61,140.39,-0.67,0.01,0.52
4:11:20:22:15533,-64.35,-64.85,144.49,-0.88,0.01,0.61
4:11:20:22:15645,-66.87,-66.98,149.29,-1.08,0.1,0.53
4:11:20:22:15758,-66.84,-71.39,148.49,-0.93,0.15,0.58
4:11:20:22:15869,-69.56,-72.98,148.35,-0.89,0.14,0.4
4:11:20:23:15949,-71.25,-74.36,150.7,-0.74,0.08,0.33
4:11:20:23:16362,-51.43,-73.88,127.5,-1.06,0.03,0.62
4:11:20:23:16442,-59.61,-72.77,136.78,-0.9,0.0,0.43
4:11:20:23:16538,-62.82,-75.19,141.76,-0.65,0.2,0.34
4:11:20:23:16634,-74.13,-77.45,151.1,-0.78,0.13,0.48
4:11:20:23:16745,-65.53,-78.05,142.31,-0.92,0.08,0.53
4:11:20:23:16842,-74.84,-78.49,148.33,-1.04,0.1,0.51
4:11:20:24:16937,-88.19,-81.81,155.31,-1.16,0.07,0.41
4:11:20:24:17356,64.75,-88.03,-17.2,-0.94,0.14,0.49
4:11:20:24:17484,143.6,-89.01,-98.29,-0.96,0.07,0.37
4:11:20:24:17532,-176.66,-86.45,-137.59,-1.01,-0.02,0.21
4:11:20:24:17644,178.83,-79.65,-135.83,-1.02,0.07,0.01
4:11:20:24:17740,159.39,-73.09,-119.23,-0.77,0.3,0.04
4:11:20:24:17899,166.6,-70.41,-126.93,-1.16,0.42,0.0
4:11:20:25:17948,166.01,-71.2,-130.01,-1.19,0.4,-0.03
4:11:20:25:18374,132.77,-67.65,-119.97,-0.74,0.41,0.08
4:11:20:25:18453,130.6,-63.49,-121.59,-0.84,0.51,0.01
4:11:20:25:18549,125.9,-60.44,-119.6,-0.78,0.64,-0.03
4:11:20:25:18661,128.55,-58.74,-126.54,-0.88,0.7,-0.05
4:11:20:25:18741,132.8,-57.21,-134.01,-0.81,0.55,-0.07
4:11:20:25:18853,133.88,-54.99,-138.29,-0.78,0.6,-0.09
4:11:20:26:18949,137.01,-50.64,-145.41,-0.91,0.6,-0.11
4:11:20:26:19344,144.0,-46.43,-164.95,-0.76,0.56,-0.39
4:11:20:26:19456,143.38,-48.45,-168.06,-0.78,0.62,-0.31
4:11:20:26:19536,147.72,-52.57,-176.05,-0.89,0.49,-0.35
4:11:20:26:19648,147.0,-56.3,-178.7,-0.87,0.38,-0.25
4:11:20:26:19760,144.16,-58.71,-179.25,-0.86,0.37,-0.29
4:11:20:26:19839,140.16,-56.79,-177.04,-0.98,0.47,-0.22
4:11:20:27:19952,138.22,-51.25,-175.26,-0.79,0.52,-0.29
4:11:20:27:20349,130.42,-29.79,-160.75,-0.39,0.8,-0.6
4:11:20:27:20445,136.11,-11.16,-171.48,-0.19,0.82,-0.58
4:11:20:27:20572,136.56,2.57,-176.11,-0.09,0.86,-0.55
4:11:20:27:20652,133.72,10.77,-177.84,0.13,0.85,-0.44
4:11:20:27:20764,131.85,12.43,-178.08,0.16,0.87,-0.53
4:11:20:27:20844,130.14,12.0,-177.91,0.19,0.87,-0.49
4:11:20:28:20940,130.9,8.72,-177.71,0.02,0.75,-0.59
4:11:20:28:21351,130.45,8.39,171.67,0.11,0.9,-0.39
4:11:20:28:21447,128.24,11.07,168.66,0.13,0.85,-0.48
4:11:20:28:21544,127.71,10.13,166.98,0.12,0.8,-0.53
4:11:20:28:21656,129.02,6.6,168.61,0.02,0.76,-0.52
4:11:20:28:21752,130.79,5.17,168.85,-0.02,0.84,-0.63
4:11:20:28:21879,131.27,5.89,168.0,0.05,0.87,-0.67
4:11:20:29:21944,130.71,5.41,167.76,0.04,0.83,-0.57
4:11:20:29:22351,118.3,27.32,143.64,0.35,0.92,-0.38
4:11:20:29:22479,99.27,39.46,115.99,0.58,0.71,0.0
4:11:20:29:22576,80.9,43.72,95.42,0.6,0.62,0.34
4:11:20:29:22655,66.78,43.82,84.1,0.6,0.85,0.31
4:11:20:29:22751,64.07,43.85,85.2,0.57,0.78,0.43
4:11:20:29:22879,65.36,45.93,88.57,0.73,0.62,0.35
4:11:20:30:22975,65.48,43.52,87.62,0.69,0.83,0.35
4:11:20:30:23348,91.47,43.83,120.06,0.87,0.65,-0.01
4:11:20:30:23443,94.85,45.62,125.54,0.65,0.86,-0.05
4:11:20:30:23539,94.35,44.94,129.03,0.75,0.8,0.07
4:11:20:30:23636,98.23,40.82,136.19,0.75,0.85,0.04
4:11:20:30:23764,100.44,33.96,139.87,0.3,0.89,0.1
4:11:20:30:23859,105.97,29.03,144.96,0.14,0.84,-0.07
4:11:20:31:23939,109.91,27.85,149.42,0.34,0.87,-0.25
4:11:20:31:24344,120.1,20.02,164.14,0.34,0.96,-0.37
4:11:20:31:24456,118.77,16.25,162.04,0.16,0.93,-0.25
4:11:20:31:24552,121.87,9.7,166.27,0.14,0.89,-0.47
4:11:20:31:24648,127.87,1.61,173.21,-0.0,0.88,-0.75
4:11:20:31:24744,132.11,-6.53,173.81,-0.12,0.72,-0.58
4:11:20:31:24840,138.28,-14.54,170.54,-0.33,0.55,-0.71
4:11:20:32:24935,144.18,-20.7,171.05,-0.29,0.44,-0.79
4:11:20:32:25352,147.34,-24.62,176.88,-0.41,0.47,-0.7
4:11:20:32:25447,148.76,-26.2,176.12,-0.42,0.56,-0.67
4:11:20:32:25575,149.47,-30.69,175.97,-0.5,0.49,-0.7
4:11:20:32:25671,149.27,-34.66,175.9,-0.53,0.55,-0.78
4:11:20:32:25751,150.42,-36.45,172.97,-0.57,0.55,-0.72
4:11:20:32:25848,150.0,-36.52,168.98,-0.72,0.5,-0.38
4:11:20:33:25943,151.65,-30.53,164.71,-0.56,0.45,-0.72
4:11:20:33:26340,157.0,-38.36,164.84,-0.64,0.34,-0.71
4:11:20:33:26468,162.37,-38.73,162.82,-0.67,0.39,-0.75
4:11:20:33:26548,164.81,-37.98,159.9,-0.59,0.3,-0.76
4:11:20:33:26643,167.32,-40.7,158.17,-0.84,0.37,-0.78
4:11:20:33:26756,167.74,-39.49,156.59,-0.65,0.31,-0.6
4:11:20:33:26851,166.86,-42.43,154.47,-0.67,0.22,-0.7
4:11:20:34:26963,167.93,-44.17,150.63,-0.82,0.21,-0.62
4:11:20:34:27352,160.18,-57.92,146.77,-0.87,0.22,-0.46
4:11:20:34:27432,155.46,-57.68,149.61,-0.91,0.26,-0.45
4:11:20:34:27544,147.49,-52.58,158.23,-0.9,0.45,-0.47
4:11:20:34:27640,139.85,-43.22,164.51,-0.68,0.55,-0.58
4:11:20:34:27736,140.67,-40.46,164.47,-0.6,0.54,-0.59
4:11:20:34:27848,141.95,-40.46,164.72,-0.65,0.48,-0.61
4:11:20:35:27944,142.58,-40.16,163.21,-0.69,0.49,-0.59
4:11:20:35:28338,143.96,-42.38,160.32,-0.78,0.41,-0.56
4:11:20:35:28451,144.55,-42.37,159.59,-0.69,0.47,-0.59
4:11:20:35:28547,144.86,-43.08,158.62,-0.71,0.44,-0.57
4:11:20:35:28642,145.49,-42.76,158.0,-0.76,0.49,-0.61
4:11:20:35:28738,145.89,-41.15,159.43,-0.7,0.45,-0.57
4:11:20:35:28834,146.14,-40.48,160.73,-0.63,0.43,-0.61
4:11:20:36:28930,150.33,-42.64,160.03,-0.64,0.31,-0.59
4:11:20:36:29377,151.16,-47.23,155.13,-0.77,0.35,-0.64
4:11:20:36:29458,150.2,-44.59,155.84,-0.71,0.35,-0.63
4:11:20:36:29554,149.0,-40.34,157.33,-0.62,0.47,-0.57
4:11:20:36:29634,148.29,-40.73,155.65,-0.63,0.44,-0.6
4:11:20:36:29746,148.84,-42.27,156.45,-0.63,0.4,-0.53
4:11:20:36:29842,150.33,-43.86,155.94,-0.75,0.34,-0.63
4:11:20:37:29937,149.84,-43.06,156.6,-0.75,0.46,-0.66
4:11:20:37:30346,150.86,-41.93,156.3,-0.69,0.4,-0.69
4:11:20:37:30442,151.25,-41.01,158.16,-0.64,0.4,-0.69
4:11:20:37:30538,150.0,-40.52,158.74,-0.62,0.42,-0.66
4:11:20:37:30650,149.48,-41.11,158.21,-0.73,0.46,-0.62
4:11:20:37:30746,149.9,-41.28,158.03,-0.65,0.41,-0.63
4:11:20:37:30842,150.61,-41.76,156.77,-0.68,0.42,-0.67
4:11:20:38:30938,151.54,-41.14,156.48,-0.69,0.38,-0.7
4:11:20:38:31383,151.3,-41.24,156.48,-0.7,0.38,-0.66
4:11:20:38:31447,150.93,-41.49,157.02,-0.68,0.37,-0.61
4:11:20:38:31543,150.71,-41.97,156.95,-0.71,0.36,-0.63
4:11:20:38:31640,149.5,-42.18,157.64,-0.72,0.22,-0.61
4:11:20:38:31767,149.1,-42.3,156.88,-0.67,0.45,-0.69
4:11:20:38:31847,149.77,-43.55,155.59,-0.74,0.42,-0.67
4:11:20:39:31943,150.19,-44.06,156.07,-0.7,0.37,-0.63
4:11:20:39:32358,151.5,-43.03,157.51,-0.73,0.35,-0.62
4:11:20:39:32454,153.02,-43.77,154.96,-0.71,0.37,-0.61
4:11:20:39:32549,153.94,-45.06,153.25,-0.7,0.34,-0.64
4:11:20:39:32662,154.13,-45.99,153.53,-0.73,0.31,-0.65
4:11:20:39:32806,154.13,-46.67,153.6,-0.77,0.32,-0.65
4:11:20:39:32838,154.23,-47.6,153.78,-0.75,0.28,-0.63
4:11:20:40:32995,153.61,-47.84,153.73,-0.81,0.34,-0.6
4:11:20:40:33340,155.9,-45.05,151.19,-0.76,0.3,-0.67
4:11:20:40:33436,154.83,-43.72,152.05,-0.71,0.34,-0.68
4:11:20:40:33564,153.19,-42.69,152.87,-0.62,0.35,-0.65
4:11:20:40:33676,151.44,-43.01,154.58,-0.67,0.4,-0.72
4:11:20:40:33740,152.21,-43.25,155.22,-0.68,0.38,-0.64
4:11:20:40:33852,153.6,-44.02,157.07,-0.73,0.36,-0.62
4:11:20:41:33948,154.12,-43.92,157.9,-0.72,0.31,-0.64
4:11:20:41:34344,155.36,-44.42,159.62,-0.75,0.34,-0.65
4:11:20:41:34455,155.19,-44.23,160.01,-0.7,0.32,-0.6
4:11:20:41:34536,155.29,-44.87,159.79,-0.75,0.34,-0.64
4:11:20:41:34648,155.32,-44.73,159.57,-0.74,0.32,-0.62
4:11:20:41:34760,155.07,-44.31,159.58,-0.74,0.37,-0.66
4:11:20:41:34839,154.55,-44.13,159.78,-0.72,0.31,-0.64
4:11:20:42:34935,154.55,-44.1,159.21,-0.7,0.32,-0.63
4:11:20:42:35345,151.87,-43.23,159.48,-0.7,0.4,-0.57
4:11:20:42:35441,151.03,-42.12,159.72,-0.68,0.42,-0.65
4:11:20:42:35537,150.67,-41.68,159.54,-0.68,0.43,-0.65
4:11:20:42:35634,150.82,-41.66,159.32,-0.68,0.4,-0.63
4:11:20:42:35761,151.27,-42.01,158.87,-0.7,0.4,-0.64
4:11:20:42:35841,151.26,-42.13,158.64,-0.69,0.38,-0.63
4:11:20:43:35952,150.78,-42.5,158.89,-0.75,0.41,-0.75
4:11:20:43:36354,149.71,-43.06,160.53,-0.77,0.41,-0.61
4:11:20:43:36450,150.34,-44.03,160.31,-0.69,0.41,-0.6
4:11:20:43:36561,150.0,-44.81,160.33,-0.72,0.37,-0.61
4:11:20:43:36641,149.08,-45.46,160.16,-0.74,0.42,-0.63
4:11:20:43:36753,147.96,-46.33,159.67,-0.81,0.37,-0.57
4:11:20:43:36850,146.2,-47.64,159.3,-0.75,0.4,-0.59
4:11:20:44:36972,142.71,-51.12,159.31,-0.72,0.32,-0.39
4:11:20:44:37340,59.3,-61.87,-141.75,-0.79,0.33,0.33
4:11:20:44:37452,38.21,-53.06,-125.77,-0.71,0.31,0.6
4:11:20:44:37563,24.83,-42.77,-115.14,-0.71,0.27,0.8
4:11:20:44:37660,15.69,-31.7,-105.66,-0.61,0.24,0.92
4:11:20:44:37756,10.74,-20.81,-98.02,-0.47,0.14,1.03
4:11:20:44:37883,7.69,-12.12,-92.76,-0.37,0.15,1.1
4:11:20:45:37947,4.9,-6.51,-89.57,-0.16,0.14,1.02
4:11:20:45:38364,2.04,3.7,-109.35,0.02,0.09,1.2
4:11:20:45:38444,2.79,4.01,-119.62,0.03,0.01,1.03
4:11:20:45:38540,3.38,4.11,-127.0,0.06,-0.03,0.89
4:11:20:45:38652,3.99,4.8,-129.94,0.09,-0.03,0.75
4:11:20:45:38748,5.57,6.64,-129.78,0.06,-0.02,0.82
4:11:20:45:38844,8.51,9.65,-127.97,0.05,-0.04,0.96
4:11:20:46:38956,11.65,11.39,-124.38,0.05,-0.03,1.18
4:11:20:46:39350,-0.34,7.24,-100.09,0.04,0.02,1.02
4:11:20:46:39446,-4.96,6.01,-93.95,0.12,0.0,1.1
4:11:20:46:39558,-8.68,6.41,-89.25,0.1,0.02,1.04
4:11:20:46:39653,-9.49,6.14,-86.11,0.06,0.0,0.92
4:11:20:46:39750,-9.75,4.06,-83.06,0.1,-0.04,0.81
4:11:20:46:39846,-8.73,1.75,-80.7,0.09,-0.08,0.77
4:11:20:47:39941,-7.67,-0.11,-76.59,0.08,-0.11,0.85
4:11:20:47:40350,-10.14,0.78,-43.58,-0.0,0.0,0.91
4:11:20:47:40443,-12.29,0.1,-29.39,0.03,0.01,0.9
4:11:20:47:40539,-14.74,-1.01,-13.3,0.02,0.05,0.89
4:11:20:47:40651,-17.23,-2.91,1.66,0.01,0.08,0.9
4:11:20:47:40747,-20.61,-5.28,13.89,-0.02,0.09,0.87
4:11:20:47:40843,-24.17,-8.33,24.81,-0.04,0.1,0.87
4:11:20:48:40939,-27.85,-11.52,34.29,-0.06,0.11,0.94
4:11:20:48:41337,-33.43,-24.42,59.73,-0.06,-0.03,1.06
4:11:20:48:41449,-36.79,-29.13,64.53,-0.06,-0.03,1.01
4:11:20:48:41561,-35.65,-29.9,66.73,-0.03,0.01,1.01
4:11:20:48:41657,-33.96,-29.75,67.86,-0.05,0.04,1.0
4:11:20:48:41753,-30.97,-29.1,68.11,-0.05,0.04,0.97
4:11:20:49:41929,-27.88,-27.76,69.02,-0.06,0.07,0.98
4:11:20:49:41945,-29.28,-28.46,71.58,-0.18,-0.04,1.08
4:11:20:49:42380,-24.61,-25.67,74.33,0.02,0.07,0.97
4:11:20:49:42524,-22.8,-24.61,75.44,0.02,0.06,0.98
4:11:20:49:42540,-21.43,-23.62,76.88,0.02,0.05,0.98
4:11:20:49:42668,-20.31,-22.63,78.59,0.01,0.06,0.98
4:11:20:49:42763,-19.45,-21.71,80.56,0.01,0.06,0.98
4:11:20:49:42844,-18.81,-20.83,82.8,0.01,0.06,0.98
4:11:20:50:43036,-18.28,-19.96,85.19,0.01,0.06,0.98
4:11:20:50:43370,-16.93,-16.54,96.46,0.01,0.06,0.98
4:11:20:50:43482,-16.66,-15.67,99.65,0.01,0.06,0.98
4:11:20:50:43547,-16.39,-14.79,102.96,0.01,0.06,0.98
4:11:20:50:43674,-16.13,-13.89,106.35,0.02,0.06,0.98
4:11:20:50:43738,-15.8,-12.98,109.89,0.01,0.06,0.98
4:11:20:50:43850,-15.46,-12.05,113.51,0.02,0.06,0.98
4:11:20:51:43962,-15.07,-11.12,117.2,0.01,0.06,0.98
4:11:20:51:44396,-13.01,-7.39,132.44,0.02,0.06,0.98
4:11:20:51:44459,-12.37,-6.52,136.23,0.02,0.06,0.98
4:11:20:51:44604,-11.68,-5.7,139.82,0.02,0.06,0.98
4:11:20:51:44652,-10.91,-4.94,143.32,0.02,0.06,0.98
4:11:20:51:44748,-10.19,-4.22,146.71,0.01,0.06,0.98
4:11:20:51:44843,-9.44,-3.56,149.99,0.01,0.06,0.98
4:11:20:52:44940,-8.7,-2.94,153.2,0.02,0.06,0.98
4:11:20:52:45350,-5.86,-0.92,165.02,0.02,0.06,0.98
4:11:20:52:45430,-5.23,-0.52,167.83,0.01,0.06,0.97
4:11:20:52:45558,-4.62,-0.17,170.52,0.02,0.06,0.97
4:11:20:52:45654,-4.02,0.13,173.01,0.01,0.06,0.98
4:11:20:52:45750,-3.44,0.38,175.35,0.01,0.06,0.98
4:11:20:52:45846,-2.88,0.58,177.51,0.02,0.06,0.98
4:11:20:53:45957,-2.37,0.76,179.58,0.01,0.06,0.98
4:11:20:53:46351,-0.58,1.19,-173.57,0.02,0.06,0.98
4:11:20:53:46448,-0.21,1.25,-172.14,0.01,0.06,0.97
4:11:20:53:46559,0.12,1.3,-170.82,0.02,0.06,0.98
4:11:20:53:46655,0.43,1.33,-169.57,0.02,0.06,0.98
4:11:20:53:46751,0.73,1.34,-168.46,0.01,0.06,0.98
4:11:20:53:46847,1.0,1.34,-167.43,0.02,0.06,0.97
4:11:20:54:46944,1.25,1.34,-166.51,0.01,0.06,0.98
4:11:20:54:47351,2.03,1.31,-163.4,0.01,0.06,0.97
4:11:20:54:47463,2.18,1.3,-162.76,0.01,0.06,0.98
4:11:20:54:47575,2.32,1.28,-162.17,0.02,0.06,0.98
4:11:20:54:47639,2.46,1.26,-161.65,0.02,0.06,0.98
4:11:20:54:47735,2.56,1.25,-161.12,0.02,0.06,0.98
4:11:20:54:47831,2.67,1.23,-160.68,0.02,0.06,0.97
4:11:20:55:47943,2.77,1.21,-160.27,0.02,0.06,0.97
4:11:20:55:48365,3.07,1.16,-158.85,0.01,0.06,0.98
4:11:20:55:48444,3.14,1.14,-158.59,0.02,0.06,0.98
4:11:20:55:48557,3.21,1.12,-158.37,0.02,0.06,0.98
4:11:20:55:48652,3.27,1.11,-158.13,0.02,0.06,0.98
4:11:20:55:48748,3.32,1.09,-157.93,0.02,0.06,0.98
4:11:20:55:48860,3.46,1.05,-157.96,0.02,0.08,0.97
4:11:20:56:48955,3.47,1.04,-157.74,0.02,0.06,0.98
4:11:20:56:49368,3.72,0.95,-157.86,0.01,0.06,0.98
4:11:20:56:49447,3.75,0.95,-157.84,0.02,0.06,0.98
4:11:20:56:49560,3.77,0.94,-157.86,0.02,0.06,0.98
4:11:20:56:49639,3.8,0.93,-157.94,0.02,0.06,0.97
4:11:20:56:49735,3.86,0.91,-158.11,0.02,0.06,0.98
4:11:20:56:49864,3.91,0.89,-158.29,0.02,0.06,0.98
4:11:20:57:49943,3.92,0.89,-158.37,0.02,0.06,0.98
4:11:20:57:50379,3.91,0.88,-158.49,0.02,0.06,0.98
4:11:20:57:50443,3.93,0.87,-158.58,0.02,0.06,0.98
4:11:20:57:50555,3.93,0.88,-158.62,0.02,0.06,0.98
4:11:20:57:50699,3.92,0.88,-158.63,0.02,0.06,0.98
4:11:20:57:50747,3.93,0.88,-158.67,0.02,0.06,0.98
4:11:20:57:50843,3.94,0.88,-158.75,0.02,0.06,0.98
4:11:20:58:50987,3.93,0.88,-158.75,0.02,0.06,0.97
4:11:20:58:51357,3.91,0.91,-158.7,0.02,0.08,0.98
4:11:20:58:51437,3.99,0.89,-158.92,0.02,0.06,0.98
4:11:20:58:51548,3.96,0.9,-158.89,0.02,0.07,0.98
4:11:20:58:51644,3.95,0.91,-158.87,0.02,0.06,0.98
4:11:20:58:51741,3.93,0.91,-158.82,0.02,0.06,0.98
4:11:20:58:51836,3.91,0.92,-158.78,0.02,0.06,0.98
4:11:20:59:51964,3.9,0.92,-158.74,0.02,0.06,0.98
4:11:20:59:52341,3.87,0.94,-158.58,0.02,0.06,0.98
4:11:20:59:52453,3.86,0.93,-158.56,0.01,0.05,0.98
4:11:20:59:52549,3.89,0.93,-158.62,0.02,0.07,0.98
4:11:20:59:52644,3.92,0.92,-158.75,0.02,0.06,0.98
4:11:20:59:52741,3.94,0.91,-158.82,0.01,0.06,0.98
4:11:20:59:52853,3.92,0.91,-158.78,0.02,0.06,0.97
4:11:21:0:52948,3.91,0.92,-158.75,0.02,0.06,0.98
4:11:21:0:53376,3.9,0.93,-158.72,0.02,0.06,0.97
4:11:21:0:53455,3.9,0.93,-158.74,0.01,0.06,0.98
4:11:21:0:53551,3.9,0.93,-158.71,0.02,0.07,0.98
4:11:21:0:53647,3.88,0.93,-158.64,0.02,0.07,0.98
4:11:21:0:53743,3.92,0.92,-158.67,0.03,0.06,0.97
4:11:21:0:53839,3.84,0.96,-158.33,0.02,0.06,0.98
4:11:21:1:53951,3.78,0.98,-158.04,0.02,0.06,0.98
4:11:21:1:54358,3.76,0.98,-157.46,0.02,0.06,0.98
4:11:21:1:54439,3.78,0.98,-157.38,0.02,0.06,0.98
4:11:21:1:54535,3.79,0.97,-157.36,0.02,0.06,0.98
4:11:21:1:54647,3.82,0.96,-157.34,0.02,0.06,0.98
4:11:21:1:54758,3.83,0.97,-157.32,0.02,0.06,0.97
4:11:21:1:54855,3.84,0.96,-157.3,0.02,0.06,0.97
4:11:21:2:54951,3.84,0.96,-157.28,0.02,0.06,0.98
4:11:21:2:55345,3.88,0.96,-157.17,0.02,0.06,0.98
4:11:21:2:55441,3.87,0.95,-157.15,0.02,0.06,0.98
4:11:21:2:55553,3.87,0.95,-157.12,0.02,0.07,0.98
4:11:21:2:55633,3.88,0.94,-157.13,0.01,0.06,0.97
4:11:21:2:55760,3.88,0.93,-157.14,0.02,0.06,0.98
4:11:21:2:55841,3.88,0.94,-157.12,0.02,0.06,0.97
4:11:21:3:55953,3.89,0.94,-157.12,0.02,0.06,0.98
4:11:21:3:56342,3.9,0.94,-157.09,0.03,0.07,0.97
4:11:21:3:56454,3.9,0.93,-157.02,0.01,0.06,0.97
4:11:21:3:56629,3.87,0.96,-156.85,0.02,0.06,0.98
4:11:21:3:56742,3.84,0.97,-156.7,0.02,0.06,0.98
4:11:21:3:56758,3.82,0.98,-156.54,0.02,0.06,0.98
4:11:21:3:56853,3.8,0.99,-156.39,0.02,0.06,0.98
4:11:21:4:56964,3.8,1.0,-156.28,0.02,0.06,0.98
4:11:21:4:57336,3.81,0.99,-155.93,0.02,0.06,0.98
4:11:21:4:57464,3.84,0.97,-155.91,0.02,0.05,0.97
4:11:21:4:57544,3.99,0.92,-156.32,0.02,0.07,0.98
4:11:21:4:57640,4.07,0.9,-156.61,0.02,0.07,0.97
4:11:21:4:57768,4.12,0.87,-156.85,0.02,0.06,0.97
4:11:21:4:57848,4.16,0.86,-157.11,0.02,0.07,0.97
4:11:21:5:57944,4.18,0.85,-157.3,0.02,0.07,0.97
4:11:21:5:58359,4.16,0.84,-157.85,0.01,0.04,0.98
4:11:21:5:58440,4.23,0.83,-158.14,0.01,0.06,0.98
4:11:21:5:58551,4.21,0.83,-158.24,0.02,0.07,0.97
4:11:21:5:58647,4.18,0.84,-158.32,0.02,0.06,0.98
4:11:21:5:58743,4.16,0.85,-158.41,0.02,0.07,0.98
4:11:21:5:58871,4.14,0.85,-158.48,0.02,0.06,0.98
4:11:21:6:58951,4.13,0.86,-158.54,0.02,0.06,0.97
4:11:21:6:59354,4.07,0.88,-158.79,0.02,0.06,0.97
4:11:21:6:59450,4.06,0.88,-158.85,0.02,0.06,0.98
4:11:21:6:59546,4.05,0.88,-158.9,0.01,0.07,0.98
4:11:21:6:59641,4.05,0.89,-158.93,0.02,0.06,0.98
4:11:21:6:59737,4.05,0.89,-159.01,0.02,0.06,0.98
4:11:21:6:59865,4.04,0.89,-159.03,0.02,0.06,0.97
4:11:21:7:59930,4.03,0.89,-159.07,0.02,0.06,0.98
4:11:21:7:60352,4.05,0.89,-159.2,0.01,0.03,0.99
4:11:21:7:60447,4.04,0.9,-159.22,0.02,0.06,0.98
4:11:21:7:60543,4.01,0.91,-159.14,0.03,0.07,0.98
4:11:21:7:60639,4.0,0.92,-159.17,0.02,0.06,0.98
4:11:21:7:60734,3.98,0.92,-159.14,0.02,0.06,0.97
4:11:21:7:60831,3.96,0.93,-159.09,0.02,0.06,0.97
4:11:21:8:60943,3.97,0.93,-159.14,0.02,0.06,0.97
4:11:21:8:61360,3.85,0.99,-158.62,0.01,0.06,0.98
4:11:21:8:61456,3.78,1.02,-158.26,0.02,0.06,0.98
4:11:21:8:61552,3.73,1.04,-157.94,0.02,0.07,0.98
4:11:21:8:61647,3.7,1.04,-157.69,0.02,0.06,0.97
4:11:21:8:61759,3.67,1.06,-157.43,0.02,0.06,0.98
4:11:21:8:61839,3.65,1.06,-157.16,0.02,0.06,0.98
4:11:21:9:61935,3.66,1.07,-156.93,0.02,0.07,0.98
4:11:21:9:62343,3.7,1.05,-156.19,0.02,0.07,0.98
4:11:21:9:62455,3.71,1.05,-156.05,0.02,0.06,0.97
4:11:21:9:62551,3.73,1.05,-155.93,0.02,0.06,0.98
4:11:21:9:62663,3.74,1.03,-155.79,0.01,0.07,0.97
4:11:21:9:62743,3.75,1.03,-155.69,0.02,0.06,0.98
4:11:21:9:62839,3.76,1.03,-155.58,0.02,0.06,0.98
