sysTime,roll,pitch,yaw,ax,ay,az
4:23:54:30:708746,91.49,-34.79,154.75,-0.58,0.84,-0.02
4:23:54:30:708858,91.49,-34.79,154.74,-0.58,0.84,-0.02
4:23:54:30:709449,91.5,-34.79,154.74,-0.58,0.84,-0.02
4:23:54:30:709546,91.5,-34.79,154.75,-0.58,0.83,-0.01
4:23:54:30:709641,91.5,-34.79,154.72,-0.57,0.84,-0.02
4:23:54:31:709737,91.49,-34.79,154.73,-0.58,0.84,-0.02
4:23:54:31:709834,91.49,-34.79,154.75,-0.58,0.84,-0.02
4:23:54:31:709945,91.49,-34.79,154.74,-0.58,0.83,-0.02
4:23:54:31:710057,91.5,-34.79,154.73,-0.58,0.84,-0.02
4:23:54:31:710265,91.51,-34.79,154.72,-0.58,0.84,-0.02
4:23:54:31:710361,91.52,-34.78,154.74,-0.58,0.83,-0.02
4:23:54:31:710457,91.5,-34.79,154.61,-0.58,0.84,-0.02
4:23:54:31:710552,91.51,-34.79,154.64,-0.58,0.84,-0.02
4:23:54:31:710648,91.51,-34.79,154.74,-0.58,0.83,-0.01
4:23:54:32:710760,91.52,-34.78,154.88,-0.58,0.83,-0.02
4:23:54:32:710856,91.52,-34.79,154.9,-0.58,0.84,-0.02
4:23:54:32:711464,91.51,-34.78,155.25,-0.58,0.83,-0.01
4:23:54:32:711544,91.51,-34.78,155.31,-0.58,0.84,-0.02
4:23:54:32:711640,91.5,-34.77,155.33,-0.58,0.83,-0.02
4:23:54:33:711751,91.52,-34.77,155.38,-0.58,0.84,-0.02
4:23:54:33:711847,91.52,-34.78,155.44,-0.58,0.83,-0.02
4:23:54:33:711944,91.52,-34.78,155.45,-0.58,0.83,-0.02
4:23:54:33:712039,91.51,-34.78,155.48,-0.58,0.84,-0.02
4:23:54:33:712247,91.5,-34.78,155.55,-0.58,0.83,-0.02
4:23:54:33:712344,91.5,-34.77,155.7,-0.58,0.84,-0.02
4:23:54:33:712439,91.5,-34.77,155.72,-0.58,0.84,-0.02
4:23:54:33:712535,91.52,-34.77,155.82,-0.58,0.83,-0.02
4:23:54:33:712647,91.51,-34.78,155.87,-0.58,0.84,-0.02
4:23:54:34:712743,91.53,-34.78,155.91,-0.58,0.83,-0.02
4:23:54:34:712855,91.53,-34.78,155.96,-0.58,0.84,-0.02
4:23:54:34:713446,91.5,-34.77,156.2,-0.58,0.84,-0.02
4:23:54:34:713542,91.5,-34.77,156.22,-0.58,0.83,-0.02
4:23:54:34:713638,91.51,-34.77,156.26,-0.58,0.84,-0.02
4:23:54:35:713734,91.51,-34.77,156.29,-0.58,0.83,-0.02
4:23:54:35:713846,91.5,-34.78,156.33,-0.58,0.84,-0.02
4:23:54:35:713942,91.5,-34.77,156.37,-0.58,0.83,-0.01
4:23:54:35:714054,91.49,-34.77,156.35,-0.58,0.84,-0.02
4:23:54:35:714246,91.48,-34.78,156.1,-0.58,0.84,-0.02
4:23:54:35:714342,91.47,-34.78,156.02,-0.58,0.84,-0.02
4:23:54:35:714454,91.47,-34.79,155.97,-0.58,0.84,-0.02
4:23:54:35:714550,91.47,-34.79,155.89,-0.58,0.83,-0.01
4:23:54:35:714646,91.47,-34.79,155.83,-0.58,0.83,-0.02
4:23:54:36:714757,91.47,-34.8,155.76,-0.58,0.84,-0.02
4:23:54:36:714853,91.47,-34.8,155.69,-0.58,0.83,-0.01
4:23:54:36:715445,91.46,-34.8,155.43,-0.58,0.83,-0.01
4:23:54:36:715541,91.46,-34.8,155.42,-0.58,0.84,-0.02
4:23:54:36:715637,91.46,-34.79,155.4,-0.58,0.84,-0.02
4:23:54:37:715764,91.47,-34.79,155.38,-0.58,0.83,-0.01
4:23:54:37:715861,91.48,-34.79,155.38,-0.58,0.84,-0.01
4:23:54:37:715957,91.49,-34.8,155.34,-0.58,0.84,-0.02
4:23:54:37:716052,91.49,-34.8,155.33,-0.58,0.84,-0.02
4:23:54:37:716261,91.49,-34.79,155.28,-0.58,0.84,-0.02
4:23:54:37:716340,91.49,-34.79,155.26,-0.58,0.84,-0.02
4:23:54:37:716452,91.49,-34.79,155.26,-0.57,0.84,-0.02
4:23:54:37:716548,91.48,-34.79,155.28,-0.58,0.83,-0.01
4:23:54:37:716660,91.48,-34.79,155.28,-0.58,0.84,-0.02
4:23:54:38:716756,91.47,-34.8,155.28,-0.58,0.84,-0.01
4:23:54:38:716852,91.47,-34.8,155.29,-0.58,0.83,-0.02
4:23:54:38:717459,91.5,-34.79,155.23,-0.58,0.84,-0.02
4:23:54:38:717555,91.5,-34.79,155.22,-0.58,0.84,-0.01
4:23:54:38:717652,91.51,-34.79,155.2,-0.58,0.83,-0.01
4:23:54:39:717747,91.49,-34.79,155.22,-0.58,0.84,-0.02
4:23:54:39:717843,91.51,-34.8,155.21,-0.57,0.83,-0.01
4:23:54:39:717955,91.5,-34.8,155.2,-0.59,0.84,-0.01
4:23:54:39:718051,91.51,-34.8,155.25,-0.58,0.84,-0.01
4:23:54:39:718243,91.51,-34.79,155.43,-0.58,0.83,-0.02
4:23:54:39:718339,91.52,-34.79,155.53,-0.59,0.8,-0.01
4:23:54:39:718435,91.51,-34.8,155.49,-0.58,0.83,-0.02
4:23:54:39:718546,91.48,-34.81,155.37,-0.58,0.84,-0.02
4:23:54:39:718643,91.48,-34.81,155.29,-0.58,0.83,-0.02
4:23:54:40:718754,91.47,-34.81,155.17,-0.58,0.84,-0.01
4:23:54:40:718850,91.46,-34.81,155.05,-0.58,0.84,-0.02
4:23:54:40:719458,91.48,-34.81,154.62,-0.58,0.84,-0.01
4:23:54:40:719554,91.49,-34.81,154.6,-0.58,0.84,-0.01
4:23:54:40:719650,91.48,-34.81,154.56,-0.58,0.83,-0.02
4:23:54:41:719761,91.49,-34.82,154.55,-0.58,0.84,-0.02
4:23:54:41:719858,91.51,-34.8,154.54,-0.58,0.83,-0.02
4:23:54:41:719953,91.52,-34.81,154.53,-0.58,0.84,-0.02
4:23:54:41:720049,91.53,-34.8,154.54,-0.58,0.84,-0.02
4:23:54:41:720242,91.52,-34.8,154.53,-0.58,0.84,-0.02
4:23:54:41:720353,91.52,-34.8,154.53,-0.58,0.83,-0.02
4:23:54:41:720449,91.51,-34.8,154.53,-0.58,0.84,-0.02
4:23:54:41:720545,91.52,-34.8,154.55,-0.58,0.83,-0.02
4:23:54:41:720641,91.52,-34.8,154.55,-0.58,0.84,-0.02
4:23:54:42:720753,91.53,-34.79,154.56,-0.58,0.84,-0.01
4:23:54:42:720848,91.54,-34.79,154.58,-0.58,0.83,-0.01
4:23:54:42:721456,91.53,-34.8,154.52,-0.58,0.84,-0.02
4:23:54:42:721552,91.52,-34.8,154.52,-0.58,0.84,-0.02
4:23:54:42:721664,91.52,-34.8,154.48,-0.58,0.84,-0.01
4:23:54:43:721760,91.51,-34.8,154.47,-0.58,0.84,-0.02
4:23:54:43:721856,91.51,-34.8,154.5,-0.58,0.84,-0.01
4:23:54:43:721952,91.51,-34.8,154.49,-0.58,0.84,-0.02
4:23:54:43:722048,91.5,-34.8,154.48,-0.58,0.84,-0.02
4:23:54:43:722256,91.5,-34.8,154.57,-0.58,0.83,-0.01
4:23:54:43:722352,91.48,-34.8,154.45,-0.58,0.84,-0.02
4:23:54:43:722448,91.48,-34.81,154.35,-0.58,0.83,-0.01
4:23:54:43:722544,91.47,-34.8,154.26,-0.58,0.84,-0.02
4:23:54:43:722640,91.46,-34.81,154.15,-0.58,0.83,-0.02
4:23:54:44:722751,91.47,-34.81,154.1,-0.58,0.84,-0.02
4:23:54:44:722847,91.47,-34.81,154.04,-0.58,0.83,-0.02
4:23:54:44:723455,91.47,-34.79,153.93,-0.58,0.84,-0.02
4:23:54:44:723551,91.49,-34.79,153.93,-0.58,0.83,-0.01
4:23:54:44:723647,91.48,-34.79,153.94,-0.58,0.83,-0.02
4:23:54:45:723743,91.5,-34.79,153.97,-0.58,0.84,-0.02
4:23:54:45:723839,91.5,-34.79,154.0,-0.58,0.83,-0.02
4:23:54:45:723935,91.5,-34.79,154.01,-0.58,0.84,-0.02
4:23:54:45:724031,91.51,-34.79,153.99,-0.58,0.84,-0.02
4:23:54:45:724254,91.51,-34.79,154.05,-0.58,0.84,-0.02
4:23:54:45:724350,91.51,-34.79,154.06,-0.58,0.84,-0.02
4:23:54:45:724446,91.53,-34.79,154.1,-0.58,0.84,-0.02
4:23:54:45:724558,91.51,-34.79,154.09,-0.58,0.83,-0.02
4:23:54:45:724653,91.51,-34.79,154.1,-0.58,0.83,-0.02
4:23:54:46:724750,91.5,-34.8,154.14,-0.58,0.83,-0.02
4:23:54:46:724846,91.49,-34.8,154.14,-0.58,0.84,-0.02
4:23:54:46:725453,91.53,-34.78,154.36,-0.58,0.84,-0.02
4:23:54:46:725549,91.57,-34.77,154.62,-0.58,0.84,-0.02
4:23:54:46:725646,91.59,-34.76,154.88,-0.58,0.84,-0.01
4:23:54:47:725741,91.6,-34.76,155.11,-0.58,0.83,-0.02
4:23:54:47:725853,91.61,-34.75,155.35,-0.58,0.83,-0.02
4:23:54:47:725949,91.61,-34.75,155.55,-0.58,0.84,-0.02
4:23:54:47:726045,91.61,-34.75,155.71,-0.58,0.84,-0.02
4:23:54:47:726253,91.61,-34.75,156.03,-0.58,0.84,-0.03
4:23:54:47:726333,91.59,-34.75,156.14,-0.58,0.84,-0.01
4:23:54:47:726461,91.59,-34.75,156.29,-0.58,0.83,-0.02
4:23:54:47:726557,91.58,-34.75,156.43,-0.58,0.84,-0.02
4:23:54:47:726653,91.57,-34.75,156.51,-0.58,0.84,-0.02
4:23:54:48:726748,91.56,-34.76,156.57,-0.58,0.84,-0.02
4:23:54:48:726844,91.56,-34.76,156.68,-0.58,0.84,-0.01
4:23:54:48:727452,91.49,-34.79,156.31,-0.58,0.84,-0.02
4:23:54:48:727564,91.48,-34.8,156.25,-0.58,0.84,-0.02
4:23:54:48:727659,91.48,-34.8,156.17,-0.58,0.83,-0.02
4:23:54:49:727740,91.49,-34.79,156.1,-0.58,0.84,-0.02
4:23:54:49:727836,91.48,-34.8,156.02,-0.58,0.83,-0.01
4:23:54:49:727947,91.48,-34.81,155.93,-0.58,0.84,-0.02
4:23:54:49:728059,91.48,-34.8,155.88,-0.58,0.83,-0.02
4:23:54:49:728251,91.46,-34.81,155.74,-0.58,0.83,-0.01
4:23:54:49:728347,91.47,-34.81,155.69,-0.58,0.84,-0.02
4:23:54:49:728443,91.48,-34.8,155.67,-0.58,0.84,-0.02
4:23:54:49:728555,91.49,-34.8,155.6,-0.58,0.83,-0.02
4:23:54:49:728650,91.49,-34.8,155.55,-0.58,0.83,-0.02
4:23:54:50:728747,91.48,-34.8,155.52,-0.58,0.84,-0.01
4:23:54:50:728843,91.47,-34.8,155.51,-0.58,0.84,-0.02
4:23:54:50:729466,91.47,-34.79,155.33,-0.58,0.83,-0.02
4:23:54:50:729546,91.48,-34.79,155.3,-0.58,0.83,-0.02
4:23:54:50:729658,91.48,-34.79,155.3,-0.58,0.84,-0.02
4:23:54:51:729755,91.48,-34.79,155.32,-0.58,0.84,-0.01
4:23:54:51:729850,91.49,-34.79,155.29,-0.58,0.84,-0.02
4:23:54:51:729946,91.48,-34.8,155.3,-0.58,0.83,-0.02
4:23:54:51:730042,91.48,-34.79,155.3,-0.58,0.83,-0.01
4:23:54:51:730249,91.48,-34.8,155.28,-0.58,0.83,-0.03
4:23:54:51:730346,91.49,-34.8,155.27,-0.58,0.83,-0.02
4:23:54:51:730442,91.5,-34.8,155.27,-0.58,0.84,-0.02
4:23:54:51:730538,91.51,-34.8,155.25,-0.58,0.84,-0.02
4:23:54:51:730649,91.52,-34.8,155.25,-0.58,0.83,-0.02
4:23:54:52:730746,91.52,-34.79,155.23,-0.58,0.84,-0.02
4:23:54:52:730857,91.53,-34.79,155.22,-0.58,0.83,-0.02
4:23:54:52:731449,91.5,-34.8,155.17,-0.58,0.83,-0.02
4:23:54:52:731545,91.48,-34.81,155.02,-0.58,0.83,-0.02
4:23:54:52:731641,91.49,-34.81,154.87,-0.58,0.84,-0.02
4:23:54:53:731753,91.48,-34.81,154.76,-0.58,0.84,-0.02
4:23:54:53:731864,91.48,-34.82,154.75,-0.58,0.83,-0.01
4:23:54:53:731961,91.47,-34.81,154.8,-0.58,0.84,-0.01
4:23:54:53:732057,91.49,-34.81,154.89,-0.58,0.83,-0.02
4:23:54:53:732248,91.5,-34.8,155.01,-0.58,0.84,-0.02
4:23:54:53:732344,91.49,-34.8,155.03,-0.58,0.83,-0.02
4:23:54:53:732440,91.49,-34.8,155.08,-0.58,0.83,-0.02
4:23:54:53:732552,91.49,-34.8,155.14,-0.58,0.83,-0.02
4:23:54:53:732663,91.5,-34.8,155.08,-0.57,0.82,-0.01
4:23:54:54:732760,91.51,-34.8,155.19,-0.58,0.86,-0.03
4:23:54:54:732856,91.51,-34.8,155.27,-0.58,0.84,-0.02
4:23:54:54:733431,91.51,-34.79,155.67,-0.58,0.84,-0.02
4:23:54:54:733560,91.51,-34.79,155.71,-0.58,0.84,-0.02
4:23:54:54:733655,91.51,-34.79,155.74,-0.58,0.84,-0.02
4:23:54:55:733751,91.5,-34.79,155.71,-0.58,0.84,-0.02
4:23:54:55:733863,91.48,-34.8,155.48,-0.58,0.84,-0.02
4:23:54:55:733943,91.47,-34.81,155.29,-0.58,0.84,-0.01
4:23:54:55:734055,91.47,-34.81,155.16,-0.58,0.84,-0.03
4:23:54:55:734247,91.49,-34.81,155.16,-0.58,0.84,-0.01
4:23:54:55:734359,91.5,-34.81,155.24,-0.58,0.84,-0.02
4:23:54:55:734455,91.49,-34.8,155.28,-0.58,0.83,-0.02
4:23:54:55:734551,91.5,-34.79,155.24,-0.58,0.84,-0.02
4:23:54:55:734647,91.5,-34.79,155.23,-0.58,0.83,-0.02
4:23:54:56:734743,91.5,-34.79,155.21,-0.58,0.84,-0.02
4:23:54:56:734839,91.5,-34.79,155.17,-0.58,0.84,-0.02
4:23:54:56:735446,91.52,-34.79,155.12,-0.58,0.84,-0.01
4:23:54:56:735543,91.52,-34.79,155.18,-0.58,0.83,-0.02
4:23:54:56:735654,91.51,-34.79,155.23,-0.58,0.84,-0.02
4:23:54:57:735734,91.51,-34.79,155.3,-0.58,0.83,-0.02
4:23:54:57:735862,91.51,-34.79,155.29,-0.58,0.83,-0.01
4:23:54:57:735958,91.51,-34.79,155.33,-0.58,0.83,-0.02
4:23:54:57:736054,91.51,-34.79,155.38,-0.58,0.84,-0.02
4:23:54:57:736245,91.51,-34.8,155.43,-0.58,0.84,-0.02
4:23:54:57:736342,91.51,-34.8,155.41,-0.58,0.84,-0.02
4:23:54:57:736438,91.52,-34.8,155.44,-0.58,0.84,-0.01
4:23:54:57:736549,91.5,-34.8,155.47,-0.58,0.84,-0.02
4:23:54:57:736645,91.49,-34.8,155.46,-0.58,0.83,-0.02
4:23:54:58:736757,91.49,-34.8,155.5,-0.58,0.84,-0.02
4:23:54:58:736853,91.49,-34.8,155.51,-0.58,0.84,-0.02
4:23:54:58:737444,91.5,-34.81,155.58,-0.58,0.84,-0.02
4:23:54:58:737556,91.5,-34.8,155.56,-0.58,0.84,-0.02
4:23:54:58:737653,91.51,-34.8,155.58,-0.58,0.83,-0.02
4:23:54:59:737748,91.51,-34.79,155.59,-0.58,0.83,-0.02
4:23:54:59:737844,91.5,-34.78,155.64,-0.58,0.83,-0.01
4:23:54:59:737940,91.5,-34.78,155.66,-0.58,0.84,-0.02
4:23:54:59:738052,91.49,-34.79,155.64,-0.58,0.83,-0.02
4:23:54:59:738260,91.49,-34.79,155.61,-0.58,0.83,-0.02
4:23:54:59:738356,91.5,-34.79,155.64,-0.58,0.84,-0.01
4:23:54:59:738452,91.49,-34.8,155.62,-0.58,0.84,-0.02
4:23:54:59:738548,91.49,-34.79,155.6,-0.58,0.84,-0.02
4:23:54:59:738643,91.48,-34.79,155.61,-0.58,0.83,-0.02
4:23:55:0:738739,91.48,-34.79,155.65,-0.58,0.84,-0.02
4:23:55:0:738835,91.48,-34.79,155.68,-0.58,0.84,-0.02
4:23:55:0:739459,91.48,-34.79,155.51,-0.58,0.86,-0.03
4:23:55:0:739555,91.47,-34.8,155.4,-0.58,0.84,-0.02
4:23:55:0:739651,91.48,-34.79,155.42,-0.58,0.84,-0.01
4:23:55:1:739747,91.49,-34.79,155.43,-0.58,0.83,-0.02
4:23:55:1:739842,91.49,-34.8,155.41,-0.58,0.84,-0.02
4:23:55:1:739954,91.5,-34.8,155.42,-0.58,0.84,-0.02
4:23:55:1:740050,91.52,-34.79,155.35,-0.57,0.83,-0.02
4:23:55:1:740258,91.52,-34.79,155.39,-0.58,0.84,-0.02
4:23:55:1:740354,91.52,-34.79,155.42,-0.58,0.84,-0.02
4:23:55:1:740450,91.51,-34.79,155.4,-0.58,0.84,-0.02
4:23:55:1:740546,91.51,-34.8,155.42,-0.58,0.84,-0.02
4:23:55:1:740642,91.5,-34.8,155.42,-0.58,0.84,-0.02
4:23:55:2:740753,91.5,-34.8,155.39,-0.58,0.84,-0.02
4:23:55:2:740850,91.51,-34.8,155.4,-0.58,0.84,-0.02
4:23:55:2:741441,91.51,-34.79,155.44,-0.58,0.84,-0.02
4:23:55:2:741553,91.51,-34.79,155.44,-0.58,0.83,-0.02
4:23:55:2:741649,91.51,-34.79,155.45,-0.58,0.84,-0.02
4:23:55:3:741745,91.51,-34.79,155.46,-0.58,0.83,-0.02
4:23:55:3:741857,91.51,-34.78,155.47,-0.58,0.84,-0.02
4:23:55:3:741953,91.5,-34.78,155.49,-0.58,0.84,-0.01
4:23:55:3:742049,91.52,-34.78,155.49,-0.58,0.83,-0.02
4:23:55:3:742257,91.52,-34.78,155.5,-0.58,0.84,-0.02
4:23:55:3:742353,91.52,-34.78,155.5,-0.58,0.84,-0.01
4:23:55:3:742449,91.52,-34.77,155.53,-0.58,0.84,-0.01
4:23:55:3:742544,91.52,-34.78,155.51,-0.58,0.84,-0.02
4:23:55:3:742641,91.52,-34.78,155.52,-0.58,0.83,-0.02
4:23:55:4:742752,91.51,-34.77,155.51,-0.58,0.84,-0.02
4:23:55:4:742848,91.51,-34.78,155.5,-0.58,0.83,-0.01
4:23:55:4:743440,91.51,-34.8,155.5,-0.58,0.84,-0.02
4:23:55:4:743551,91.5,-34.8,155.48,-0.58,0.84,-0.01
4:23:55:4:743647,91.5,-34.79,155.49,-0.58,0.84,-0.02
4:23:55:5:743743,91.51,-34.8,155.46,-0.57,0.83,-0.01
4:23:55:5:743839,91.51,-34.8,155.45,-0.58,0.84,-0.02
4:23:55:5:743935,91.49,-34.8,155.48,-0.57,0.83,-0.01
4:23:55:5:744047,91.5,-34.81,155.47,-0.58,0.84,-0.02
4:23:55:5:744239,91.5,-34.8,155.54,-0.58,0.83,-0.02
4:23:55:5:744335,91.5,-34.8,155.57,-0.58,0.84,-0.02
4:23:55:5:744462,91.49,-34.8,155.57,-0.58,0.83,-0.02
4:23:55:5:744559,91.49,-34.8,155.62,-0.58,0.84,-0.02
4:23:55:5:744655,91.5,-34.8,155.64,-0.58,0.83,-0.02
4:23:55:6:744751,91.49,-34.8,155.65,-0.58,0.84,-0.01
4:23:55:6:744847,91.49,-34.8,155.65,-0.58,0.84,-0.02
4:23:55:6:745438,91.5,-34.79,155.67,-0.58,0.84,-0.02
4:23:55:6:745534,91.5,-34.79,155.68,-0.58,0.84,-0.02
4:23:55:6:745646,91.5,-34.79,155.68,-0.58,0.83,-0.02
4:23:55:7:745758,91.51,-34.79,155.68,-0.58,0.84,-0.02
4:23:55:7:745854,91.51,-34.79,155.68,-0.58,0.84,-0.02
4:23:55:7:745950,91.5,-34.79,155.69,-0.58,0.84,-0.01
4:23:55:7:746045,91.49,-34.79,155.69,-0.58,0.84,-0.01
4:23:55:7:746253,91.48,-34.79,155.71,-0.58,0.84,-0.02
4:23:55:7:746350,91.47,-34.79,155.73,-0.58,0.84,-0.02
4:23:55:7:746445,91.48,-34.79,155.74,-0.58,0.84,-0.02
4:23:55:7:746541,91.49,-34.79,155.8,-0.58,0.84,-0.02
4:23:55:7:746652,91.49,-34.79,155.78,-0.58,0.84,-0.01
4:23:55:8:746749,91.49,-34.79,155.81,-0.58,0.84,-0.02
4:23:55:8:746845,91.49,-34.79,155.96,-0.57,0.82,0.0
4:23:55:8:747453,91.43,-34.82,154.94,-0.58,0.84,-0.01
4:23:55:8:747549,91.43,-34.82,154.73,-0.58,0.83,-0.02
4:23:55:8:747644,91.42,-34.82,154.52,-0.58,0.84,-0.02
4:23:55:9:747740,91.43,-34.82,154.35,-0.58,0.84,-0.02
4:23:55:9:747836,91.43,-34.82,154.21,-0.58,0.83,-0.02
4:23:55:9:747947,91.44,-34.82,154.26,-0.57,0.83,-0.01
4:23:55:9:748060,91.45,-34.81,154.44,-0.58,0.84,-0.01
4:23:55:9:748252,91.52,-34.8,154.75,-0.58,0.84,-0.01
4:23:55:9:748348,91.53,-34.79,154.91,-0.58,0.84,-0.02
4:23:55:9:748444,91.51,-34.78,154.92,-0.58,0.84,-0.02
4:23:55:9:748540,91.51,-34.79,154.81,-0.58,0.83,-0.02
4:23:55:9:748651,91.52,-34.8,154.71,-0.57,0.83,-0.02
4:23:55:10:748763,91.5,-34.8,154.69,-0.58,0.84,-0.01
4:23:55:10:748860,91.49,-34.8,154.64,-0.58,0.84,-0.01
4:23:55:10:749451,91.49,-34.8,154.36,-0.58,0.84,-0.02
4:23:55:10:749562,91.49,-34.8,154.33,-0.58,0.84,-0.02
4:23:55:10:749659,91.48,-34.79,154.3,-0.58,0.84,-0.02
4:23:55:11:749755,91.49,-34.79,154.27,-0.58,0.84,-0.02
4:23:55:11:749851,91.5,-34.79,154.26,-0.58,0.83,-0.02
4:23:55:11:749962,91.49,-34.79,154.2,-0.58,0.84,-0.02
4:23:55:11:750059,91.49,-34.79,154.21,-0.58,0.84,-0.02
4:23:55:11:750250,91.48,-34.81,154.19,-0.58,0.84,-0.01
4:23:55:11:750362,91.49,-34.81,154.17,-0.58,0.84,-0.02
4:23:55:11:750458,91.49,-34.81,154.15,-0.58,0.83,-0.02
4:23:55:11:750555,91.51,-34.81,154.15,-0.58,0.83,-0.02
4:23:55:11:750650,91.5,-34.81,154.16,-0.58,0.84,-0.02
4:23:55:12:750746,91.49,-34.81,154.11,-0.58,0.84,-0.02
4:23:55:12:750857,91.49,-34.8,154.09,-0.58,0.84,-0.02
4:23:55:12:751657,91.59,-34.78,155.05,-0.58,0.84,-0.02
4:23:55:13:751753,91.59,-34.78,155.23,-0.58,0.84,-0.02
4:23:55:13:751849,91.58,-34.82,155.25,-0.59,0.83,-0.0
4:23:55:13:751961,91.55,-34.82,155.13,-0.58,0.84,-0.02
4:23:55:13:752057,91.54,-34.82,154.96,-0.58,0.84,-0.02
4:23:55:13:752168,91.52,-34.82,154.83,-0.58,0.84,-0.02
4:23:55:13:752249,91.51,-34.82,154.67,-0.58,0.84,-0.02
4:23:55:13:752553,91.48,-34.82,154.32,-0.58,0.84,-0.02
4:23:55:13:752665,91.47,-34.82,154.24,-0.58,0.84,-0.02
4:23:55:14:752776,91.48,-34.81,154.22,-0.58,0.84,-0.02
4:23:55:14:752856,91.47,-34.81,154.12,-0.58,0.84,-0.02
4:23:55:14:752953,91.48,-34.81,154.08,-0.58,0.84,-0.02
4:23:55:14:753065,91.48,-34.81,154.01,-0.58,0.83,-0.02
4:23:55:14:753160,91.48,-34.81,153.94,-0.58,0.84,-0.02
4:23:55:14:753640,91.48,-34.81,153.7,-0.58,0.84,-0.01
4:23:55:15:753768,91.48,-34.81,153.65,-0.58,0.84,-0.02
4:23:55:15:753864,91.49,-34.81,153.63,-0.58,0.84,-0.02
4:23:55:15:753960,91.49,-34.81,153.64,-0.58,0.84,-0.02
4:23:55:15:754055,91.51,-34.8,153.61,-0.58,0.83,-0.02
4:23:55:15:754167,91.51,-34.8,153.61,-0.58,0.84,-0.02
4:23:55:15:754248,91.52,-34.8,153.58,-0.58,0.84,-0.02
4:23:55:15:754567,91.52,-34.8,153.87,-0.58,0.83,-0.01
4:23:55:15:754663,91.52,-34.79,154.03,-0.58,0.84,-0.02
4:23:55:16:754759,91.51,-34.79,154.14,-0.58,0.83,-0.02
4:23:55:16:754870,91.52,-34.78,154.24,-0.58,0.84,-0.02
4:23:55:16:754951,91.53,-34.78,154.31,-0.58,0.83,-0.01
4:23:55:16:755047,91.54,-34.78,154.4,-0.58,0.84,-0.01
4:23:55:16:755159,91.54,-34.78,154.49,-0.58,0.83,-0.02
4:23:55:16:755654,91.53,-34.79,154.85,-0.58,0.84,-0.01
4:23:55:17:755766,91.54,-34.79,154.9,-0.58,0.83,-0.02
4:23:55:17:755862,91.53,-34.79,154.94,-0.58,0.83,-0.02
4:23:55:17:755958,91.53,-34.8,154.99,-0.57,0.83,-0.01
4:23:55:17:756054,91.53,-34.8,154.88,-0.58,0.83,-0.02
4:23:55:17:756150,91.51,-34.8,154.83,-0.58,0.84,-0.02
4:23:55:17:756262,91.51,-34.79,154.85,-0.58,0.84,-0.02
4:23:55:17:756566,91.49,-34.81,154.66,-0.58,0.84,-0.02
4:23:55:17:756664,91.48,-34.8,154.68,-0.58,0.84,-0.02
4:23:55:18:756773,91.49,-34.8,154.68,-0.58,0.84,-0.02
4:23:55:18:756869,91.48,-34.8,154.73,-0.58,0.83,-0.02
4:23:55:18:756965,91.48,-34.8,154.74,-0.58,0.83,-0.02
4:23:55:18:757061,91.49,-34.8,154.78,-0.58,0.83,-0.02
4:23:55:18:757157,91.5,-34.79,154.79,-0.58,0.84,-0.02
4:23:55:18:757653,91.5,-34.78,154.9,-0.58,0.83,-0.02
4:23:55:19:757764,91.51,-34.79,154.89,-0.58,0.84,-0.02
4:23:55:19:757860,91.51,-34.79,154.9,-0.58,0.84,-0.01
4:23:55:19:757972,91.51,-34.79,154.91,-0.58,0.84,-0.01
4:23:55:19:758052,91.51,-34.8,154.89,-0.58,0.84,-0.02
4:23:55:19:758164,91.51,-34.79,154.9,-0.58,0.83,-0.01
4:23:55:19:758260,91.5,-34.8,154.88,-0.58,0.84,-0.01
4:23:55:19:758564,91.5,-34.79,154.94,-0.58,0.83,-0.02
4:23:55:19:758660,91.48,-34.8,154.92,-0.58,0.84,-0.02
4:23:55:20:758756,91.5,-34.8,154.93,-0.58,0.83,-0.02
4:23:55:20:758868,91.5,-34.81,154.93,-0.58,0.84,-0.01
4:23:55:20:758964,91.5,-34.8,154.94,-0.58,0.84,-0.02
4:23:55:20:759060,91.51,-34.81,154.92,-0.58,0.83,-0.02
4:23:55:20:759156,91.51,-34.8,154.96,-0.58,0.84,-0.02
4:23:55:20:759651,91.51,-34.81,154.94,-0.58,0.83,-0.02
4:23:55:21:759763,91.52,-34.81,154.93,-0.58,0.84,-0.02
4:23:55:21:759859,91.5,-34.81,154.95,-0.58,0.84,-0.02
4:23:55:21:759971,91.51,-34.8,154.96,-0.58,0.84,-0.02
4:23:55:21:760051,91.51,-34.81,154.95,-0.58,0.84,-0.02
4:23:55:21:760163,91.51,-34.81,154.94,-0.58,0.83,-0.02
4:23:55:21:760259,91.51,-34.8,154.94,-0.57,0.83,-0.01
4:23:55:21:760562,91.48,-34.8,154.95,-0.58,0.84,-0.02
4:23:55:21:760658,91.49,-34.8,154.94,-0.58,0.84,-0.02
4:23:55:22:760754,91.49,-34.79,154.94,-0.58,0.84,-0.02
4:23:55:22:760866,91.48,-34.81,154.95,-0.58,0.84,-0.01
4:23:55:22:760962,91.49,-34.8,154.95,-0.58,0.84,-0.02
4:23:55:22:761058,91.5,-34.8,154.94,-0.58,0.84,-0.02
4:23:55:22:761154,91.49,-34.81,154.94,-0.58,0.84,-0.02
4:23:55:22:761666,91.48,-34.82,154.95,-0.58,0.84,-0.01
