sysTime,serialLOG
4:20:21:18:47501,"%,3,2,3,1
"
4:20:21:18:47501,"%,4,1,3
"
4:20:21:19:48508,"%,3,2,3,1
"
4:20:21:19:48508,"%,4,1,3
"
4:20:21:20:49515,"%,3,2,3,1
"
4:20:21:20:49516,"%,4,1,3
"
4:20:21:20:49516,"%,7,1,116
"
4:20:21:21:50490,"%,3,2,3,1
"
4:20:21:21:50491,"%,4,1,3
"
4:20:21:22:51481,"%,3,2,3,1
"
4:20:21:22:51482,"%,4,1,3
"
4:20:21:23:52488,"%,3,2,3,1
"
4:20:21:23:52489,"%,4,1,3
"
4:20:21:24:53479,"%,3,2,3,1
"
4:20:21:24:53480,"%,4,1,3
"
4:20:21:25:54471,"%,3,2,3,1
"
4:20:21:25:54471,"%,4,1,3
"
4:20:21:25:54471,"%,7,1,126
"
4:20:21:26:55461,"%,3,2,3,1
"
4:20:21:26:55462,"%,4,1,3
"
4:20:21:27:56453,"%,3,2,3,1
"
4:20:21:27:56453,"%,4,1,3
"
4:20:21:28:57476,"%,3,2,3,1
"
4:20:21:28:57476,"%,4,1,3
"
4:20:21:29:58435,"%,3,2,3,1
"
4:20:21:29:58435,"%,4,1,3
"
4:20:21:30:59442,"%,3,2,3,1
"
4:20:21:30:59442,"%,4,1,3
"
4:20:21:30:59458,"%,7,1,136
"
4:20:21:31:60433,"%,3,2,3,1
"
4:20:21:31:60433,"%,4,1,3
"
4:20:21:32:61424,"%,3,2,3,1
"
4:20:21:32:61425,"%,4,1,3
"
4:20:21:33:62431,"%,3,2,3,1
"
4:20:21:33:62432,"%,4,1,3
"
4:20:21:34:63438,"%,3,2,3,1
"
4:20:21:34:63438,"%,4,1,3
"
4:20:21:35:64429,"%,3,2,3,1
"
4:20:21:35:64430,"%,4,1,3
"
4:20:21:35:64430,"%,7,1,145
"
4:20:21:36:65436,"%,3,2,3,1
"
4:20:21:36:65437,"%,4,1,3
"
4:20:21:37:66428,"%,3,2,3,1
"
4:20:21:37:66428,"%,4,1,3
"
4:20:21:38:67435,"%,3,2,3,1
"
4:20:21:38:67435,"%,4,1,3
"
4:20:21:39:68394,"%,3,2,3,1
"
4:20:21:39:68394,"%,4,1,3
"
4:20:21:40:69401,"%,3,2,3,1
"
4:20:21:40:69401,"%,4,1,3
"
4:20:21:40:69401,"%,7,1,153
"
4:20:21:41:70392,"%,3,2,3,1
"
4:20:21:41:70392,"%,4,1,3
"
4:20:21:42:71399,"%,3,2,3,1
"
4:20:21:42:71399,"%,4,1,3
"
4:20:21:43:72406,"%,3,2,3,1
"
4:20:21:43:72407,"%,4,1,3
"
4:20:21:44:73381,"%,3,2,3,1
"
4:20:21:44:73382,"%,4,1,3
"
4:20:21:45:74373,"%,3,2,3,1
"
4:20:21:45:74373,"%,4,1,3
"
4:20:21:45:74373,"%,7,1,160
"
4:20:21:46:75379,"%,3,2,3,1
"
4:20:21:46:75380,"%,4,1,3
"
4:20:21:47:76371,"%,3,2,3,1
"
4:20:21:47:76371,"%,4,1,3
"
4:20:21:48:77362,"%,3,2,3,1
"
4:20:21:48:77362,"%,4,1,3
"
4:20:21:49:78369,"%,3,2,3,1
"
4:20:21:49:78369,"%,4,1,3
"
4:20:21:50:79361,"%,3,2,3,1
"
4:20:21:50:79361,"%,4,1,3
"
4:20:21:50:79361,"%,7,1,166
"
4:20:21:51:80367,"%,3,2,3,1
"
4:20:21:51:80367,"%,4,1,3
"
4:20:21:52:81358,"%,3,2,3,1
"
4:20:21:52:81359,"%,4,1,3
"
4:20:21:53:82349,"%,3,2,3,1
"
4:20:21:53:82349,"%,4,1,3
"
4:20:21:54:83341,"%,3,2,3,1
"
4:20:21:54:83341,"%,4,1,3
"
4:20:21:55:84331,"%,3,2,3,1
"
4:20:21:55:84332,"%,4,1,3
"
4:20:21:55:84332,"%,7,1,172
"
4:20:21:56:85338,"%,3,2,3,1
"
4:20:21:56:85339,"%,4,1,3
"
4:20:21:57:86314,"%,3,2,3,1
"
4:20:21:57:86314,"%,4,1,3
"
4:20:21:58:87337,"%,3,2,3,1
"
4:20:21:58:87337,"%,4,1,3
"
4:20:21:59:88328,"%,3,2,3,1
"
4:20:21:59:88328,"%,4,1,3
"
4:20:22:0:89319,"%,3,2,3,1
"
4:20:22:0:89320,"%,4,1,3
"
4:20:22:0:89320,"%,7,1,178
"
4:20:22:1:90310,"%,3,2,3,1
"
4:20:22:1:90311,"%,4,1,3
"
4:20:22:2:91302,"%,3,2,3,1
"
4:20:22:2:91302,"%,4,1,3
"
4:20:22:3:92308,"%,3,2,3,1
"
4:20:22:3:92308,"%,4,1,3
"
4:20:22:4:93315,"%,3,2,3,1
"
4:20:22:4:93316,"%,4,1,3
"
4:20:22:5:94290,"%,3,2,3,1
"
4:20:22:5:94291,"%,4,1,3
"
4:20:22:5:94291,"%,7,1,184
"
4:20:22:6:95282,"%,3,2,3,1
"
4:20:22:6:95282,"%,4,1,3
"
4:20:22:7:96273,"%,3,2,3,1
"
4:20:22:7:96273,"%,4,1,3
"
4:20:22:8:97280,"%,3,2,3,1
"
4:20:22:8:97280,"%,4,1,3
"
4:20:22:9:98287,"%,3,2,3,1
"
4:20:22:9:98287,"%,4,1,3
"
4:20:22:10:99278,"%,3,2,3,1
"
4:20:22:10:99278,"%,4,1,3
"
4:20:22:10:99278,"%,7,1,188
"
4:20:22:11:100269,"%,3,2,3,1
"
4:20:22:11:100269,"%,4,1,3
"
4:20:22:12:101260,"%,3,2,3,1
"
4:20:22:12:101261,"%,4,1,3
"
4:20:22:13:102251,"%,3,2,3,1
"
4:20:22:13:102252,"%,4,1,3
"
4:20:22:14:103242,"%,3,2,3,1
"
4:20:22:14:103242,"%,4,1,3
"
4:20:22:15:104249,"%,3,2,3,1
"
4:20:22:15:104250,"%,4,1,3
"
4:20:22:15:104250,"%,7,1,192
"
4:20:22:16:105224,"%,3,2,3,1
"
4:20:22:16:105241,"%,4,1,3
"
4:20:22:17:106232,"%,3,2,3,1
"
4:20:22:17:106232,"%,4,1,3
"
4:20:22:18:107223,"%,3,2,3,1
"
4:20:22:18:107223,"%,4,1,3
"
4:20:22:19:108214,"%,3,2,3,1
"
4:20:22:19:108214,"%,4,1,3
"
4:20:22:20:109221,"%,3,2,3,1
"
4:20:22:20:109221,"%,4,1,3
"
4:20:22:20:109221,"%,7,1,195
"
4:20:22:21:110228,"%,3,2,3,1
"
4:20:22:21:110228,"%,4,1,3
"
4:20:22:22:111219,"%,3,2,3,1
"
4:20:22:22:111219,"%,4,1,3
"
4:20:22:23:112051,"1,Command without attached callback;
"
4:20:22:23:112214,"%,3,2,3,1
"
4:20:22:23:112214,"%,4,1,3
"
4:20:22:24:113218,"%,3,2,3,1
"
4:20:22:24:113218,"%,4,1,3
"
4:20:22:24:113521,"37.2898483,127.0650863,68.50
"
4:20:22:24:113522,"0,Home Position updated;
"
4:20:22:25:114193,"%,3,2,3,1
"
4:20:22:25:114193,"%,4,1,3
"
4:20:22:25:114194,"%,7,1,198
"
4:20:22:26:115199,"%,3,2,3,1
"
4:20:22:26:115199,"%,4,1,3
"
4:20:22:27:116206,"%,3,2,3,1
"
4:20:22:27:116206,"%,4,1,3
"
4:20:22:28:117198,"%,3,2,3,1
"
4:20:22:28:117198,"%,4,1,3
"
4:20:22:29:118189,"%,3,2,3,1
"
4:20:22:29:118189,"%,4,1,3
"
4:20:22:30:119180,"%,3,2,3,1
"
4:20:22:30:119181,"%,4,1,3
"
4:20:22:30:119181,"%,7,1,200
"
4:20:22:31:120187,"%,3,2,3,1
"
4:20:22:31:120187,"%,4,1,3
"
4:20:22:32:121194,"%,3,2,3,1
"
4:20:22:32:121194,"%,4,1,3
"
4:20:22:33:122153,"%,3,2,3,1
"
4:20:22:33:122153,"%,4,1,3
"
4:20:22:34:123160,"%,3,2,3,1
"
4:20:22:34:123160,"%,4,1,3
"
