sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
6:10:11:2:35107,-89.33,-30.2,-130.43,-0.51,-0.86,0.02,1.0,1.0
6:10:11:3:35203,-89.57,-30.01,-130.15,-0.5,-0.86,0.02,0.99,1.0
6:10:11:3:35315,-89.72,-29.82,-129.94,-0.51,-0.86,0.02,1.0,1.0
6:10:11:3:35411,-89.75,-29.81,-129.76,-0.5,-0.86,0.02,1.0,1.0
6:10:11:3:35522,-89.67,-29.76,-129.59,-0.51,-0.86,0.01,1.0,1.0
6:10:11:3:35619,-89.4,-29.76,-129.4,-0.5,-0.87,0.03,1.0,1.0
6:10:11:3:36119,-88.88,-31.09,-128.74,-0.53,-0.85,0.01,1.0,1.0
6:10:11:4:36214,-89.05,-31.45,-128.51,-0.52,-0.85,0.03,1.0,1.0
6:10:11:4:36326,-89.17,-31.72,-128.27,-0.53,-0.84,0.02,0.99,1.0
6:10:11:4:36422,-89.31,-31.57,-128.05,-0.53,-0.83,0.01,0.98,0.99
6:10:11:4:36533,-89.67,-31.19,-127.72,-0.53,-0.87,0.01,1.02,0.99
6:10:11:4:36630,-89.91,-31.16,-127.53,-0.52,-0.85,0.0,0.99,1.01
6:10:11:4:37111,-87.76,-31.75,-124.35,-0.65,-0.98,-0.02,1.17,1.05
6:10:11:5:37207,-87.82,-34.13,-124.38,-0.62,-0.9,0.01,1.09,1.15
6:10:11:5:37303,-89.46,-35.78,-124.52,-0.62,-0.77,0.01,0.99,1.06
6:10:11:5:37398,-90.75,-37.6,-123.95,-0.62,-0.83,-0.01,1.04,1.01
6:10:11:5:37527,-91.46,-39.97,-123.68,-0.67,-0.82,0.0,1.06,1.05
6:10:11:5:37606,-92.85,-42.35,-122.44,-0.69,-0.69,-0.04,0.98,1.03
6:10:11:5:38105,-95.24,-43.03,-118.55,-0.72,-0.71,-0.05,1.01,0.99
6:10:11:6:38200,-95.52,-43.69,-118.01,-0.69,-0.67,-0.06,0.96,0.99
6:10:11:6:38328,-94.81,-43.9,-117.56,-0.71,-0.7,-0.03,1.0,0.98
6:10:11:6:38424,-93.81,-43.65,-117.53,-0.71,-0.7,-0.05,1.0,1.0
6:10:11:6:38520,-93.35,-43.39,-117.65,-0.73,-0.7,-0.01,1.01,1.01
6:10:11:6:38617,-93.89,-43.27,-117.22,-0.72,-0.71,-0.05,1.01,1.01
6:10:11:6:39130,-102.3,-51.45,-110.93,-0.78,-0.61,-0.07,0.99,1.0
6:10:11:7:39226,-101.98,-50.8,-110.02,-0.81,-0.65,-0.14,1.05,1.01
6:10:11:7:39322,-102.62,-51.04,-108.47,-0.87,-0.65,-0.09,1.09,1.06
6:10:11:7:39418,-103.54,-52.54,-105.97,-0.85,-0.51,-0.08,0.99,1.06
6:10:11:7:39530,-102.27,-52.19,-104.14,-0.75,-0.5,-0.11,0.91,0.96
6:10:11:7:39626,-98.04,-50.4,-105.15,-0.76,-0.5,-0.16,0.93,0.91
6:10:11:7:40115,-84.45,-48.06,-111.73,-0.84,-0.66,0.11,1.08,0.98
6:10:11:8:40211,-87.88,-49.3,-108.2,-0.82,-0.58,0.12,1.01,1.05
6:10:11:8:40307,-91.58,-50.87,-104.73,-0.69,-0.52,0.01,0.86,0.96
6:10:11:8:40420,-93.57,-51.13,-102.65,-0.91,-0.57,-0.08,1.08,0.94
6:10:11:8:40515,-97.85,-52.01,-97.36,-0.75,-0.57,-0.05,0.94,1.03
6:10:11:8:40628,-98.45,-52.9,-95.2,-0.77,-0.58,-0.08,0.97,0.95
6:10:11:8:40750,-96.8,-52.65,-95.36,-0.89,-0.54,-0.14,1.05,0.99
6:10:11:8:41132,-99.45,-52.16,-85.49,-0.88,-0.57,-0.11,1.05,1.05
6:10:11:9:41228,-98.96,-51.19,-83.63,-0.91,-0.63,-0.08,1.11,1.07
6:10:11:9:41324,-97.92,-50.52,-82.22,-0.83,-0.58,-0.09,1.01,1.08
6:10:11:9:41405,-95.95,-51.41,-81.59,-0.83,-0.58,-0.11,1.01,1.01
6:10:11:9:41564,-94.54,-52.1,-81.33,-0.8,-0.53,-0.08,0.96,1.0
6:10:11:9:41644,-93.53,-52.39,-81.33,-0.86,-0.58,-0.08,1.04,0.99
6:10:11:9:42129,-104.81,-45.66,-75.27,-0.88,-0.74,-0.2,1.16,1.08
6:10:11:10:42209,-105.27,-44.79,-76.05,-0.83,-0.7,-0.2,1.1,1.14
6:10:11:10:42321,-104.66,-44.25,-77.04,-0.75,-0.61,-0.19,0.98,1.06
6:10:11:10:42417,-102.78,-43.77,-78.45,-0.65,-0.54,-0.13,0.85,0.94
6:10:11:10:42513,-100.58,-43.48,-81.36,-0.6,-0.59,-0.11,0.85,0.85
6:10:11:10:42609,-99.86,-43.34,-85.3,-0.6,-0.54,-0.06,0.81,0.84
6:10:11:10:42721,-99.76,-44.2,-89.87,-0.59,-0.5,-0.07,0.78,0.8
6:10:11:10:43119,-90.46,-48.47,-116.23,-0.75,-0.61,0.01,0.97,0.84
6:10:11:11:43216,-90.49,-48.06,-120.72,-0.76,-0.64,0.04,1.0,0.98
6:10:11:11:43327,-92.34,-46.16,-123.25,-0.67,-0.59,0.02,0.9,0.96
6:10:11:11:43408,-93.31,-45.21,-124.78,-0.72,-0.63,-0.01,0.95,0.92
6:10:11:11:43519,-92.27,-45.19,-125.87,-0.76,-0.69,-0.01,1.03,0.98
6:10:11:11:43615,-91.89,-44.74,-125.19,-0.77,-0.78,-0.02,1.09,1.05
6:10:11:11:44121,-97.34,-49.57,-111.06,-0.79,-0.64,-0.13,1.02,1.07
6:10:11:12:44217,-95.53,-50.52,-110.71,-0.84,-0.75,-0.09,1.13,1.06
6:10:11:12:44312,-93.41,-48.98,-111.0,-0.9,-0.81,-0.12,1.22,1.16
6:10:11:12:44408,-93.54,-47.21,-109.45,-0.67,-0.67,-0.09,0.96,1.13
6:10:11:12:44504,-93.89,-48.77,-107.3,-0.66,-0.61,-0.07,0.9,0.94
6:10:11:12:44632,-94.28,-49.37,-104.67,-0.69,-0.54,-0.02,0.87,0.89
6:10:11:12:44712,-93.19,-48.53,-101.51,-0.74,-0.7,-0.07,1.02,0.92
6:10:11:12:45128,-92.89,-46.12,-83.55,-0.77,-0.66,0.0,1.01,1.02
6:10:11:13:45208,-93.67,-46.36,-80.51,-0.74,-0.61,-0.01,0.96,1.0
6:10:11:13:45320,-94.04,-46.8,-78.42,-0.77,-0.59,-0.04,0.97,0.96
6:10:11:13:45400,-93.92,-48.52,-76.26,-0.76,-0.64,-0.03,1.0,0.98
6:10:11:13:45511,-94.07,-49.75,-74.19,-0.76,-0.67,-0.08,1.02,1.0
6:10:11:13:45608,-93.34,-49.74,-73.41,-0.83,-0.77,-0.14,1.14,1.06
6:10:11:13:45712,-95.39,-48.16,-71.38,-0.72,-0.7,-0.17,1.02,1.1
6:10:11:13:46128,-102.65,-49.75,-61.94,-0.89,-0.75,-0.11,1.17,1.07
6:10:11:14:46240,-105.23,-48.69,-58.38,-0.75,-0.69,-0.17,1.03,1.12
6:10:11:14:46320,-107.69,-48.23,-54.6,-0.72,-0.68,-0.15,1.0,1.02
6:10:11:14:46415,-109.33,-48.02,-52.34,-0.7,-0.59,-0.16,0.93,0.98
6:10:11:14:46511,-110.11,-48.44,-51.08,-0.71,-0.56,-0.15,0.92,0.93
6:10:11:14:46607,-109.42,-49.18,-51.38,-0.76,-0.56,-0.15,0.96,0.93
6:10:11:14:46704,-107.41,-51.22,-52.76,-0.85,-0.65,-0.19,1.09,1.0
6:10:11:14:47135,-106.42,-50.1,-55.02,-0.67,-0.55,-0.22,0.89,1.02
6:10:11:15:47216,-104.67,-49.66,-57.23,-0.72,-0.56,-0.21,0.94,0.91
6:10:11:15:47344,-103.49,-49.39,-58.89,-0.78,-0.65,-0.19,1.03,0.97
6:10:11:15:47439,-102.93,-49.83,-59.74,-0.8,-0.71,-0.18,1.09,1.05
6:10:11:15:47519,-104.37,-49.42,-57.85,-0.75,-0.75,-0.14,1.07,1.08
6:10:11:15:47616,-105.46,-47.08,-55.84,-0.64,-0.7,-0.16,0.96,1.03
6:10:11:15:47727,-104.98,-44.63,-55.92,-0.62,-0.6,-0.13,0.88,0.93
6:10:11:15:48122,-101.85,-51.59,-62.85,-0.78,-0.75,-0.14,1.09,0.95
6:10:11:16:48202,-99.88,-52.58,-66.56,-0.9,-0.73,-0.15,1.16,1.12
6:10:11:16:48330,-97.85,-52.85,-69.5,-0.69,-0.59,-0.12,0.91,1.08
6:10:11:16:48443,-94.46,-53.29,-72.94,-0.66,-0.49,-0.08,0.82,0.88
6:10:11:16:48522,-92.15,-52.44,-75.47,-0.8,-0.64,-0.08,1.03,0.89
6:10:11:16:48651,-92.9,-51.22,-75.26,-0.9,-0.79,-0.11,1.2,1.08
6:10:11:16:48713,-95.54,-50.91,-72.96,-0.78,-0.8,-0.02,1.12,1.18
6:10:11:16:49129,-90.81,-49.98,-77.65,-0.78,-0.65,0.01,1.01,1.08
6:10:11:17:49208,-88.73,-51.27,-80.49,-0.86,-0.84,-0.04,1.2,1.08
6:10:11:17:49337,-88.1,-50.96,-82.28,-0.76,-0.84,-0.02,1.13,1.18
6:10:11:17:49417,-88.32,-49.68,-83.56,-0.7,-0.61,0.0,0.93,1.06
6:10:11:17:49513,-88.34,-48.95,-84.53,-0.59,-0.54,-0.02,0.8,0.89
6:10:11:17:49625,-87.19,-49.38,-85.96,-0.74,-0.62,-0.02,0.97,0.86
6:10:11:17:49720,-87.13,-50.36,-85.62,-0.87,-0.89,-0.05,1.25,1.06
6:10:11:17:50104,-92.31,-49.6,-80.77,-0.73,-0.57,-0.03,0.93,1.14
6:10:11:18:50199,-90.67,-50.95,-81.97,-0.82,-0.71,0.0,1.08,0.98
6:10:11:18:50328,-89.26,-51.93,-83.59,-0.9,-0.83,-0.03,1.23,1.13
6:10:11:18:50440,-89.22,-50.6,-84.91,-0.76,-0.78,-0.04,1.09,1.18
6:10:11:18:50520,-88.7,-49.24,-85.94,-0.69,-0.59,-0.02,0.91,1.03
6:10:11:18:50615,-87.42,-48.18,-86.62,-0.57,-0.57,-0.02,0.81,0.87
6:10:11:18:50711,-85.28,-48.36,-88.16,-0.77,-0.71,0.02,1.05,0.89
6:10:11:18:51106,-82.03,-45.39,-88.97,-0.62,-0.53,0.08,0.82,0.98
6:10:11:19:51201,-80.25,-46.14,-89.96,-0.75,-0.59,0.14,0.97,0.87
6:10:11:19:51297,-78.63,-47.96,-90.53,-0.71,-0.79,0.1,1.07,1.0
6:10:11:19:51424,-76.76,-49.0,-92.76,-0.71,-0.79,0.16,1.08,1.07
6:10:11:19:51521,-73.66,-47.7,-96.65,-0.77,-0.65,0.1,1.02,1.06
6:10:11:19:51617,-70.59,-46.46,-98.3,-0.56,-0.67,0.09,0.88,0.97
6:10:11:19:51726,-66.75,-45.12,-100.1,-0.6,-0.71,0.19,0.95,0.9
6:10:11:19:52124,-60.18,-43.34,-105.34,-0.6,-0.47,0.26,0.81,0.9
6:10:11:20:52252,-60.92,-44.24,-106.37,-0.66,-0.57,0.32,0.93,0.85
6:10:11:20:52316,-62.14,-46.64,-107.1,-0.7,-0.66,0.32,1.01,0.96
6:10:11:20:52428,-63.91,-49.3,-108.17,-0.82,-0.84,0.32,1.22,1.08
6:10:11:20:52539,-66.43,-49.66,-109.22,-0.72,-0.7,0.26,1.04,1.16
6:10:11:20:52604,-69.27,-48.23,-109.48,-0.69,-0.61,0.16,0.94,1.01
6:10:11:20:52716,-70.93,-47.03,-109.82,-0.6,-0.58,0.14,0.85,0.91
6:10:11:20:53131,-68.46,-47.23,-110.21,-0.75,-0.56,0.22,0.96,0.88
6:10:11:21:53227,-70.27,-46.68,-107.32,-0.61,-0.51,0.25,0.84,0.92
6:10:11:21:53322,-70.83,-48.21,-105.97,-0.71,-0.57,0.29,0.96,0.88
6:10:11:21:53434,-69.71,-49.92,-107.11,-0.81,-0.73,0.2,1.1,1.0
6:10:11:21:53530,-68.89,-50.55,-108.58,-0.82,-0.71,0.2,1.11,1.1
6:10:11:21:53610,-68.99,-49.05,-109.51,-0.83,-0.62,0.13,1.04,1.08
6:10:11:21:53715,-70.1,-48.11,-108.71,-0.64,-0.52,0.14,0.84,0.97
6:10:11:21:54117,-71.65,-47.2,-103.74,-0.76,-0.69,0.21,1.05,0.91
6:10:11:22:54244,-72.49,-45.87,-102.14,-0.65,-0.53,0.25,0.88,0.99
6:10:11:22:54324,-71.2,-46.92,-102.49,-0.74,-0.57,0.21,0.95,0.9
6:10:11:22:54420,-68.73,-48.89,-104.2,-0.75,-0.59,0.25,0.99,0.96
6:10:11:22:54564,-65.7,-50.34,-107.43,-0.83,-0.65,0.22,1.07,1.02
6:10:11:22:54612,-63.48,-50.45,-110.78,-0.73,-0.61,0.3,1.0,1.05
6:10:11:22:54721,-62.46,-48.63,-114.63,-0.81,-0.63,0.18,1.05,1.01
6:10:11:22:55145,-60.18,-46.14,-120.54,-0.78,-0.78,0.4,1.17,1.09
6:10:11:23:55209,-58.95,-44.76,-120.06,-0.75,-0.69,0.38,1.09,1.14
6:10:11:23:55321,-59.37,-43.99,-118.89,-0.65,-0.66,0.34,0.99,1.05
6:10:11:23:55417,-61.3,-45.11,-117.14,-0.66,-0.5,0.34,0.89,0.96
6:10:11:23:55528,-63.94,-46.88,-114.84,-0.59,-0.59,0.3,0.89,0.89
6:10:11:23:55625,-64.12,-48.53,-115.46,-0.73,-0.76,0.22,1.08,0.95
6:10:11:23:55717,-61.43,-49.75,-118.4,-0.85,-0.68,0.3,1.13,1.09
6:10:11:23:56132,-60.73,-46.57,-116.69,-0.8,-0.61,0.3,1.05,1.1
6:10:11:24:56244,-64.74,-46.25,-112.18,-0.71,-0.63,0.32,1.0,1.03
6:10:11:24:56308,-66.36,-47.49,-110.03,-0.76,-0.68,0.21,1.04,1.01
6:10:11:24:56420,-67.86,-47.87,-108.0,-0.67,-0.63,0.26,0.95,1.01
6:10:11:24:56516,-67.81,-47.23,-108.47,-0.71,-0.61,0.21,0.96,0.95
6:10:11:24:56612,-66.4,-47.85,-110.91,-0.74,-0.65,0.29,1.02,0.98
6:10:11:24:56724,-64.39,-48.31,-115.53,-0.78,-0.59,0.28,1.02,1.02
6:10:11:24:57133,-51.05,-47.85,-140.11,-0.73,-0.47,0.42,0.97,1.0
6:10:11:25:57212,-46.87,-46.99,-147.19,-0.75,-0.55,0.41,1.02,0.98
6:10:11:25:57308,-46.07,-46.6,-151.75,-0.75,-0.5,0.46,1.01,1.02
6:10:11:25:57452,-48.0,-46.91,-152.98,-0.74,-0.45,0.47,0.98,1.0
6:10:11:25:57532,-51.36,-47.56,-152.1,-0.66,-0.42,0.43,0.89,0.95
6:10:11:25:57628,-53.86,-48.4,-151.54,-0.72,-0.52,0.44,0.99,0.93
6:10:11:25:58133,-54.3,-45.19,-145.26,-0.72,-0.46,0.44,0.96,0.98
6:10:11:26:58230,-54.58,-44.83,-142.52,-0.73,-0.44,0.41,0.95,0.96
6:10:11:26:58326,-54.96,-43.96,-138.93,-0.73,-0.5,0.43,0.98,0.96
6:10:11:26:58406,-54.04,-44.37,-136.72,-0.75,-0.49,0.44,1.0,0.99
6:10:11:26:58502,-51.95,-45.45,-136.68,-0.77,-0.54,0.45,1.05,1.01
6:10:11:26:58598,-51.24,-46.4,-136.6,-0.8,-0.48,0.42,1.03,1.04
6:10:11:26:58721,-50.93,-48.02,-136.21,-0.76,-0.39,0.46,0.97,1.01
6:10:11:26:59127,-50.45,-50.05,-129.57,-0.81,-0.46,0.41,1.02,0.99
6:10:11:27:59239,-49.37,-51.41,-130.1,-0.81,-0.37,0.44,1.0,1.01
6:10:11:27:59319,-49.05,-50.84,-129.94,-0.82,-0.4,0.46,1.02,1.0
6:10:11:27:59463,-48.2,-50.54,-131.45,-0.78,-0.36,0.44,0.97,1.0
6:10:11:27:59511,-46.25,-50.26,-134.97,-0.79,-0.37,0.47,0.99,0.98
6:10:11:27:59606,-43.89,-50.31,-139.39,-0.8,-0.43,0.47,1.02,1.0
6:10:11:27:60134,-46.81,-51.23,-160.97,-0.8,-0.37,0.4,0.96,1.0
6:10:11:28:60231,-47.73,-53.27,-163.87,-0.83,-0.38,0.42,1.01,0.98
6:10:11:28:60310,-48.62,-55.39,-166.2,-0.87,-0.37,0.42,1.04,1.02
6:10:11:28:60406,-50.51,-56.72,-167.01,-0.82,-0.3,0.43,0.97,1.02
6:10:11:28:60533,-52.09,-56.55,-166.33,-0.8,-0.34,0.43,0.97,0.97
6:10:11:28:60615,-53.67,-55.68,-164.27,-0.81,-0.38,0.41,0.99,0.98
6:10:11:28:60742,-54.25,-56.1,-162.55,-0.84,-0.33,0.39,0.99,0.99
6:10:11:28:61120,-52.82,-55.12,-152.03,-0.89,-0.33,0.37,1.02,1.0
6:10:11:29:61216,-53.46,-54.55,-148.36,-0.89,-0.34,0.35,1.01,1.02
6:10:11:29:61328,-53.97,-54.87,-145.54,-0.88,-0.32,0.34,1.0,1.01
6:10:11:29:61424,-56.21,-54.57,-141.05,-0.87,-0.34,0.31,0.98,0.99
6:10:11:29:61504,-58.33,-54.24,-136.92,-0.95,-0.38,0.29,1.07,1.01
6:10:11:29:61648,-59.96,-55.84,-133.55,-0.93,-0.33,0.28,1.03,1.05
6:10:11:29:62134,-50.78,-57.33,-126.08,-0.95,-0.38,0.34,1.07,1.04
6:10:11:30:62230,-48.64,-56.69,-123.47,-0.9,-0.45,0.38,1.08,1.08
6:10:11:30:62310,-47.58,-57.54,-120.72,-0.84,-0.38,0.37,1.0,1.05
6:10:11:30:62454,-46.41,-57.93,-117.84,-0.81,-0.44,0.39,1.0,1.0
6:10:11:30:62533,-45.77,-57.37,-115.11,-0.82,-0.37,0.38,0.98,0.99
6:10:11:30:62630,-45.59,-56.36,-112.02,-0.8,-0.38,0.39,0.97,0.98
6:10:11:30:62726,-44.75,-55.59,-110.29,-0.79,-0.42,0.39,0.98,0.97
6:10:11:30:63113,-37.83,-53.22,-107.25,-0.85,-0.37,0.43,1.02,0.99
6:10:11:31:63225,-36.33,-54.15,-105.83,-0.84,-0.39,0.46,1.03,1.02
6:10:11:31:63305,-35.95,-55.49,-104.15,-0.83,-0.37,0.45,1.01,1.02
6:10:11:31:63417,-35.68,-57.16,-102.64,-0.82,-0.32,0.42,0.97,1.0
6:10:11:31:63528,-35.61,-58.27,-100.84,-0.81,-0.3,0.43,0.97,0.97
6:10:11:31:63624,-36.06,-58.7,-98.9,-0.85,-0.33,0.41,1.0,0.98
6:10:11:31:64114,-35.59,-58.88,-98.14,-0.82,-0.33,0.46,1.0,1.0
6:10:11:32:64225,-35.1,-58.43,-99.11,-0.81,-0.36,0.47,1.0,1.0
6:10:11:32:64321,-35.13,-58.23,-100.24,-0.86,-0.31,0.49,1.04,1.01
6:10:11:32:64418,-34.92,-58.43,-102.14,-0.82,-0.34,0.46,1.0,1.02
6:10:11:32:64514,-34.92,-58.6,-103.83,-0.81,-0.35,0.47,1.0,1.0
6:10:11:32:64625,-35.31,-58.46,-105.11,-0.8,-0.36,0.47,0.99,1.0
6:10:11:32:64720,-35.66,-58.09,-106.47,-0.81,-0.36,0.46,1.0,1.0
6:10:11:32:65114,-36.33,-56.52,-110.08,-0.82,-0.38,0.47,1.02,1.0
6:10:11:33:65210,-36.26,-56.27,-110.75,-0.8,-0.37,0.47,1.0,1.01
6:10:11:33:65306,-35.96,-56.22,-111.28,-0.8,-0.37,0.47,1.0,1.0
6:10:11:33:65449,-35.82,-56.32,-111.35,-0.81,-0.36,0.47,1.01,1.0
6:10:11:33:65514,-36.08,-56.55,-110.63,-0.81,-0.36,0.46,1.0,1.0
6:10:11:33:65626,-36.31,-56.94,-109.94,-0.82,-0.35,0.45,1.0,1.0
6:10:11:33:66116,-37.14,-57.81,-104.82,-0.84,-0.33,0.44,1.01,1.0
6:10:11:34:66212,-36.82,-58.18,-104.32,-0.83,-0.33,0.43,0.99,1.0
6:10:11:34:66323,-36.8,-58.36,-103.89,-0.83,-0.34,0.42,0.99,0.99
6:10:11:34:66419,-36.75,-58.48,-103.9,-0.83,-0.34,0.43,1.0,0.99
6:10:11:34:66531,-36.64,-58.57,-104.14,-0.84,-0.35,0.45,1.01,1.0
6:10:11:34:66611,-36.77,-58.82,-104.37,-0.85,-0.34,0.43,1.01,1.01
6:10:11:34:66739,-37.38,-59.08,-104.34,-0.83,-0.35,0.43,1.0,1.01
6:10:11:34:67116,-39.12,-59.6,-105.21,-0.82,-0.37,0.43,1.0,1.0
6:10:11:35:67212,-39.3,-59.46,-104.97,-0.84,-0.33,0.42,0.99,0.99
6:10:11:35:67307,-39.37,-59.26,-104.25,-0.82,-0.35,0.42,0.98,0.99
6:10:11:35:67403,-39.97,-58.86,-102.74,-0.8,-0.36,0.42,0.97,0.98
6:10:11:35:67515,-40.18,-58.38,-101.43,-0.84,-0.37,0.42,1.01,0.99
6:10:11:35:67611,-40.18,-58.05,-99.64,-0.83,-0.39,0.44,1.01,1.01
6:10:11:35:68119,-41.93,-58.11,-86.39,-0.83,-0.36,0.42,0.99,1.01
6:10:11:36:68216,-41.37,-58.4,-85.0,-0.86,-0.36,0.41,1.02,1.0
6:10:11:36:68327,-41.86,-58.94,-83.02,-0.82,-0.39,0.4,0.99,1.01
6:10:11:36:68424,-42.18,-59.6,-82.15,-0.82,-0.36,0.4,0.98,0.99
6:10:11:36:68520,-42.57,-60.11,-81.88,-0.83,-0.38,0.4,0.99,0.98
6:10:11:36:68616,-42.9,-60.39,-82.16,-0.84,-0.37,0.41,1.0,1.0
6:10:11:36:68728,-43.39,-60.53,-82.67,-0.82,-0.38,0.42,1.0,1.0
6:10:11:36:69150,-43.81,-60.25,-85.65,-0.81,-0.4,0.43,1.0,1.0
6:10:11:37:69230,-44.03,-59.52,-86.18,-0.84,-0.37,0.4,1.0,1.0
6:10:11:37:69310,-43.15,-59.46,-87.38,-0.83,-0.39,0.42,1.0,1.0
6:10:11:37:69422,-42.92,-59.3,-88.2,-0.82,-0.39,0.4,0.99,1.0
6:10:11:37:69518,-43.06,-59.27,-88.93,-0.81,-0.38,0.41,0.99,0.99
6:10:11:37:69629,-43.13,-59.26,-89.65,-0.8,-0.38,0.41,0.98,0.98
6:10:11:37:70111,-42.91,-59.09,-92.27,-0.83,-0.38,0.4,1.0,0.98
6:10:11:38:70238,-42.42,-59.1,-92.92,-0.83,-0.38,0.4,0.99,1.0
6:10:11:38:70334,-42.4,-58.94,-93.3,-0.84,-0.38,0.4,1.0,1.0
6:10:11:38:70414,-42.25,-58.92,-94.01,-0.83,-0.37,0.4,1.0,1.0
6:10:11:38:70526,-42.45,-58.78,-94.39,-0.83,-0.38,0.4,1.0,1.0
6:10:11:38:70622,-42.57,-58.65,-94.76,-0.82,-0.38,0.41,0.99,1.0
6:10:11:38:70718,-42.04,-58.5,-95.78,-0.85,-0.37,0.41,1.01,1.0
6:10:11:38:71105,-41.93,-58.66,-98.68,-0.82,-0.37,0.39,0.98,1.0
6:10:11:39:71234,-41.98,-58.15,-99.29,-0.85,-0.35,0.4,1.0,0.99
6:10:11:39:71313,-41.68,-58.22,-99.79,-0.86,-0.37,0.41,1.02,1.01
6:10:11:39:71426,-41.95,-58.41,-99.81,-0.85,-0.35,0.41,1.0,1.01
6:10:11:39:71521,-42.41,-59.05,-99.89,-0.83,-0.35,0.38,0.98,0.99
6:10:11:39:71617,-42.31,-59.43,-100.48,-0.86,-0.35,0.38,1.0,0.99
6:10:11:39:72133,-41.66,-57.67,-103.93,-0.83,-0.36,0.41,0.99,1.0
6:10:11:40:72213,-41.45,-57.49,-104.61,-0.81,-0.31,0.39,0.95,0.98
6:10:11:40:72309,-41.27,-55.94,-105.85,-0.76,-0.21,0.34,0.86,0.92
6:10:11:40:72405,-39.16,-54.27,-109.77,-0.76,-0.2,0.31,0.85,0.85
6:10:11:40:72517,-36.25,-52.43,-115.18,-0.65,-0.18,0.3,0.74,0.81
6:10:11:40:72612,-33.11,-48.54,-121.23,-0.63,-0.31,0.31,0.76,0.75
6:10:11:40:72718,-28.54,-44.79,-128.58,-0.74,-0.43,0.43,0.96,0.83
6:10:11:40:73098,-20.98,-38.53,-146.35,-0.6,-0.36,0.9,1.14,1.02
6:10:11:41:73226,-20.57,-36.36,-146.71,-0.56,-0.37,0.93,1.14,1.14
6:10:11:41:73322,-19.52,-32.6,-146.25,-0.59,-0.37,0.93,1.16,1.15
6:10:11:41:73418,-18.63,-30.14,-145.96,-0.56,-0.32,0.94,1.14,1.15
