sysTime,serialLOG
6:8:55:31:16949,"%,2,6,37.2895698,127.0656433,71.00,12,0.03,0.00
"
6:8:55:31:16950,"%,5,2,380.69,231.11
"
6:8:55:31:16981,"%,1,6,95.01,-25.39,108.76,-0.42,0.90,-0.07,1.00,1.00
"
6:8:55:31:17093,"%,1,6,94.57,-25.59,109.27,-0.44,0.92,-0.08,1.02,1.00
"
6:8:55:31:17189,"%,1,6,93.83,-25.55,109.62,-0.44,0.93,-0.07,1.03,1.01
"
6:8:55:31:17284,"%,1,6,93.18,-25.59,109.78,-0.44,0.93,-0.05,1.03,1.02
"
6:8:55:31:17397,"%,1,6,92.49,-25.20,109.68,-0.42,0.93,-0.03,1.01,1.02
"
6:8:55:31:17492,"%,1,6,93.16,-25.74,109.59,-0.43,0.91,-0.05,1.01,1.02
"
6:8:55:31:17604,"%,1,6,94.15,-26.08,109.42,-0.44,0.88,-0.08,0.99,1.01
"
6:8:55:31:17620,"%,3,2,3,1
"
6:8:55:31:17620,"%,4,1,3
"
6:8:55:32:17915,"%,2,6,37.2895698,127.0656433,70.90,12,0.05,0.00
"
6:8:55:32:17916,"%,5,2,380.69,231.11
"
6:8:55:32:17979,"%,1,6,101.71,-29.45,104.65,-0.52,0.85,-0.15,1.00,1.00
"
6:8:55:32:18091,"%,1,6,102.41,-30.14,103.22,-0.49,0.88,-0.16,1.02,1.00
"
6:8:55:32:18202,"%,1,6,102.46,-30.25,102.41,-0.56,0.90,-0.18,1.07,1.03
"
6:8:55:32:18282,"%,1,6,100.96,-29.57,102.72,-0.52,0.89,-0.11,1.03,1.04
"
6:8:55:32:18394,"%,1,6,99.91,-29.55,103.05,-0.51,0.90,-0.15,1.04,1.05
"
6:8:55:32:18490,"%,1,6,98.77,-28.68,103.89,-0.47,0.91,-0.09,1.03,1.04
"
6:8:55:32:18586,"%,1,6,99.26,-28.81,104.94,-0.45,0.89,-0.20,1.02,1.03
"
6:8:55:32:18618,"%,3,2,3,1
"
6:8:55:32:18618,"%,4,1,3
"
6:8:55:33:18938,"%,2,6,37.2895698,127.0656433,70.80,12,0.02,0.00
"
6:8:55:33:18938,"%,5,2,380.69,231.11
"
6:8:55:33:18985,"%,1,6,89.88,-24.93,112.55,-0.40,0.89,0.07,0.98,1.01
"
6:8:55:33:19082,"%,1,6,89.26,-25.91,113.97,-0.45,0.92,-0.03,1.02,1.01
"
6:8:55:33:19193,"%,1,6,88.31,-26.38,115.22,-0.45,0.90,0.04,1.00,1.00
"
6:8:55:33:19290,"%,1,6,87.40,-26.12,116.68,-0.44,0.93,0.03,1.03,1.02
"
6:8:55:33:19386,"%,1,6,88.25,-27.06,117.69,-0.49,0.95,-0.02,1.06,1.03
"
6:8:55:33:19498,"%,1,6,90.64,-27.63,117.66,-0.47,0.90,-0.02,1.02,1.04
"
6:8:55:33:19593,"%,1,6,94.22,-27.55,115.94,-0.45,0.87,-0.04,0.98,1.02
"
6:8:55:33:19642,"%,3,2,3,1
"
6:8:55:33:19642,"%,4,1,3
"
6:8:55:34:19913,"%,2,6,37.2895660,127.0656433,70.70,12,0.04,0.00
"
6:8:55:34:19927,"%,5,2,380.46,231.16
"
6:8:55:34:19992,"%,1,6,93.71,-27.68,113.72,-0.46,0.87,-0.05,0.99,1.00
"
6:8:55:34:20088,"%,1,6,92.95,-28.17,113.95,-0.46,0.90,-0.05,1.01,0.99
"
6:8:55:34:20201,"%,1,6,92.16,-28.61,115.17,-0.48,0.90,-0.01,1.02,1.01
"
6:8:55:34:20280,"%,1,6,94.57,-28.18,114.97,-0.48,0.86,-0.05,0.98,1.00
"
6:8:55:34:20392,"%,1,6,96.72,-28.34,112.97,-0.49,0.84,-0.12,0.98,0.99
"
6:8:55:34:20489,"%,1,6,97.02,-27.42,112.81,-0.49,0.88,-0.09,1.01,0.99
"
6:8:55:34:20584,"%,1,6,97.22,-26.99,113.15,-0.48,0.91,-0.11,1.04,1.01
"
6:8:55:34:20616,"%,3,2,3,1
"
6:8:55:34:20616,"%,4,1,3
"
6:8:55:34:20616,"%,7,1,0
"
6:8:55:35:20949,"%,2,6,37.2895660,127.0656433,70.60,12,0.06,0.00
"
6:8:55:35:20950,"%,5,2,380.46,231.16
"
6:8:55:35:20996,"%,1,6,96.53,-25.88,111.25,-0.46,0.89,-0.09,1.00,1.02
"
6:8:55:35:21093,"%,1,6,96.03,-25.10,110.81,-0.44,0.92,-0.09,1.03,1.02
"
6:8:55:35:21189,"%,1,6,96.34,-25.78,110.77,-0.47,0.92,-0.12,1.04,1.02
"
6:8:55:35:21285,"%,1,6,97.16,-26.46,110.08,-0.49,0.88,-0.11,1.01,1.03
"
6:8:55:35:21396,"%,1,6,97.48,-26.24,109.57,-0.42,0.91,-0.12,1.01,1.02
"
6:8:55:35:21492,"%,1,6,97.00,-25.38,109.23,-0.43,0.92,-0.10,1.02,1.02
"
6:8:55:35:21589,"%,1,6,97.38,-25.37,109.25,-0.44,0.91,-0.12,1.02,1.02
"
6:8:55:35:21620,"%,3,2,3,1
"
6:8:55:35:21636,"%,4,1,3
"
6:8:55:36:21931,"%,2,6,37.2895660,127.0656433,70.70,12,0.05,0.00
"
6:8:55:36:21932,"%,5,2,380.46,231.16
"
6:8:55:36:21980,"%,1,6,99.55,-25.05,108.41,-0.44,0.92,-0.15,1.03,1.02
"
6:8:55:36:22092,"%,1,6,99.63,-24.85,108.12,-0.43,0.91,-0.15,1.02,1.02
"
6:8:55:36:22187,"%,1,6,99.66,-24.89,107.85,-0.43,0.91,-0.16,1.02,1.02
"
6:8:55:36:22299,"%,1,6,99.48,-24.93,107.53,-0.44,0.90,-0.15,1.01,1.02
"
6:8:55:36:22395,"%,1,6,99.29,-24.90,107.28,-0.44,0.91,-0.14,1.02,1.02
"
6:8:55:36:22491,"%,1,6,99.12,-24.78,106.81,-0.42,0.91,-0.13,1.01,1.02
"
6:8:55:36:22587,"%,1,6,99.05,-24.88,106.43,-0.43,0.92,-0.14,1.02,1.02
"
6:8:55:36:22619,"%,3,2,3,1
"
6:8:55:36:22619,"%,4,1,3
"
6:8:55:37:22946,"%,2,6,37.2895660,127.0656433,70.70,12,0.05,0.00
"
6:8:55:37:22947,"%,5,2,380.46,231.16
"
6:8:55:37:22994,"%,1,6,98.90,-24.95,105.09,-0.43,0.91,-0.13,1.01,1.02
"
6:8:55:37:23090,"%,1,6,98.83,-24.96,104.90,-0.43,0.92,-0.14,1.03,1.02
"
6:8:55:37:23186,"%,1,6,98.86,-25.05,104.74,-0.44,0.91,-0.15,1.02,1.02
"
6:8:55:37:23298,"%,1,6,98.88,-25.10,104.66,-0.44,0.91,-0.14,1.02,1.02
"
6:8:55:37:23393,"%,1,6,98.65,-24.89,104.69,-0.43,0.92,-0.14,1.03,1.02
"
6:8:55:37:23490,"%,1,6,98.50,-24.86,104.70,-0.43,0.92,-0.14,1.03,1.02
"
6:8:55:37:23585,"%,1,6,98.54,-24.90,104.72,-0.43,0.91,-0.14,1.01,1.02
"
6:8:55:37:23633,"%,3,2,3,1
"
6:8:55:37:23649,"%,4,1,3
"
6:8:55:38:23914,"%,2,6,37.2895622,127.0656433,70.80,12,0.14,0.00
"
6:8:55:38:23930,"%,5,2,380.46,231.16
"
6:8:55:38:23995,"%,1,6,98.54,-24.86,105.25,-0.44,0.91,-0.14,1.02,1.02
"
6:8:55:38:24090,"%,1,6,98.33,-24.75,105.41,-0.43,0.91,-0.12,1.01,1.02
"
6:8:55:38:24186,"%,1,6,98.49,-24.78,105.47,-0.43,0.92,-0.14,1.02,1.02
"
6:8:55:38:24266,"%,1,6,98.59,-24.73,105.34,-0.42,0.91,-0.13,1.02,1.02
"
6:8:55:38:24395,"%,1,6,99.46,-25.21,104.88,-0.46,0.91,-0.17,1.04,1.02
"
6:8:55:38:24491,"%,1,6,99.38,-25.24,104.87,-0.44,0.91,-0.14,1.02,1.02
"
6:8:55:38:24571,"%,1,6,98.96,-24.90,104.91,-0.42,0.91,-0.13,1.02,1.02
"
6:8:55:38:24602,"%,3,2,3,1
"
6:8:55:38:24634,"%,4,1,3
"
6:8:55:39:24950,"%,2,6,37.2895622,127.0656433,70.90,12,0.13,0.00
"
6:8:55:39:24950,"%,5,2,380.46,231.16
"
6:8:55:39:24981,"%,1,6,99.01,-24.99,104.26,-0.42,0.90,-0.14,1.00,1.01
"
6:8:55:39:25093,"%,1,6,98.80,-24.92,104.36,-0.43,0.92,-0.14,1.02,1.01
"
6:8:55:39:25189,"%,1,6,98.78,-24.85,104.29,-0.43,0.92,-0.14,1.03,1.02
"
6:8:55:39:25285,"%,1,6,98.72,-24.87,104.45,-0.42,0.91,-0.14,1.01,1.02
"
6:8:55:39:25382,"%,1,6,98.78,-24.80,104.46,-0.43,0.91,-0.14,1.02,1.02
"
6:8:55:39:25493,"%,1,6,98.84,-24.78,104.51,-0.42,0.91,-0.13,1.01,1.01
"
6:8:55:39:25573,"%,1,6,98.97,-24.88,104.45,-0.44,0.91,-0.15,1.02,1.02
"
6:8:55:39:25620,"%,3,2,3,1
"
6:8:55:39:25621,"%,4,1,3
"
6:8:55:39:25621,"%,7,1,0
"
6:8:55:40:25923,"%,2,6,37.2895622,127.0656433,71.00,12,0.09,0.00
"
6:8:55:40:25924,"%,5,2,380.46,231.16
"
6:8:55:40:25987,"%,1,6,98.68,-24.79,104.96,-0.43,0.92,-0.14,1.02,1.02
"
6:8:55:40:26083,"%,1,6,98.63,-24.63,105.14,-0.42,0.92,-0.14,1.03,1.02
"
6:8:55:40:26210,"%,1,6,98.52,-24.58,105.19,-0.42,0.92,-0.14,1.02,1.02
"
6:8:55:40:26290,"%,1,6,98.61,-24.67,105.17,-0.43,0.91,-0.14,1.02,1.02
"
6:8:55:40:26387,"%,1,6,98.63,-24.61,105.28,-0.43,0.91,-0.14,1.02,1.02
"
6:8:55:40:26483,"%,1,6,98.66,-24.59,105.30,-0.43,0.93,-0.14,1.03,1.02
"
6:8:55:40:26578,"%,1,6,98.63,-24.68,105.31,-0.42,0.92,-0.14,1.02,1.02
"
6:8:55:40:26594,"%,3,2,3,1
"
6:8:55:40:26626,"%,4,1,3
"
6:8:55:41:26940,"%,2,6,37.2895622,127.0656433,71.30,12,0.05,0.00
"
6:8:55:41:26941,"%,5,2,380.46,231.16
"
6:8:55:41:26973,"%,1,6,98.62,-24.74,105.48,-0.42,0.92,-0.13,1.02,1.02
"
6:8:55:41:27085,"%,1,6,98.48,-24.63,105.40,-0.43,0.91,-0.14,1.01,1.02
"
6:8:55:41:27212,"%,1,6,98.40,-24.68,106.15,-0.42,0.92,-0.14,1.02,1.02
"
6:8:55:41:27292,"%,1,6,98.30,-24.72,106.96,-0.43,0.91,-0.14,1.02,1.02
"
6:8:55:41:27389,"%,1,6,98.16,-24.71,107.66,-0.42,0.91,-0.13,1.01,1.01
"
6:8:55:41:27484,"%,1,6,98.05,-24.72,108.42,-0.43,0.91,-0.13,1.02,1.01
"
6:8:55:41:27580,"%,1,6,97.95,-24.65,109.13,-0.43,0.92,-0.13,1.02,1.01
"
6:8:55:41:27612,"%,3,2,3,1
"
6:8:55:41:27643,"%,4,1,3
"
6:8:55:42:27916,"%,2,6,37.2895622,127.0656433,71.40,12,0.03,0.00
"
6:8:55:42:27932,"%,5,2,380.46,231.16
"
6:8:55:42:27995,"%,1,6,98.32,-24.87,111.25,-0.43,0.94,-0.15,1.04,1.03
"
6:8:55:42:28076,"%,1,6,98.03,-24.38,111.94,-0.43,0.87,-0.11,0.98,1.01
"
6:8:55:42:28173,"%,1,6,98.23,-24.32,112.07,-0.44,0.94,-0.14,1.04,1.02
"
6:8:55:42:28268,"%,1,6,98.12,-24.22,112.50,-0.40,0.91,-0.12,1.00,1.01
"
6:8:55:42:28364,"%,1,6,98.10,-24.10,112.43,-0.41,0.92,-0.14,1.02,1.02
"
6:8:55:42:28491,"%,1,6,98.20,-24.10,112.51,-0.42,0.92,-0.13,1.02,1.01
"
6:8:55:42:28572,"%,1,6,98.20,-24.01,112.69,-0.41,0.93,-0.14,1.03,1.02
"
6:8:55:42:28603,"%,3,2,3,1
"
6:8:55:42:28619,"%,4,1,3
"
6:8:55:43:28946,"%,2,6,37.2895622,127.0656433,71.50,12,0.07,0.00
"
6:8:55:43:28946,"%,5,2,380.46,231.16
"
6:8:55:43:28994,"%,1,6,97.61,-23.82,113.25,-0.41,0.92,-0.13,1.01,1.02
"
6:8:55:43:29073,"%,1,6,97.38,-23.63,113.28,-0.40,0.93,-0.13,1.02,1.02
"
6:8:55:43:29170,"%,1,6,96.34,-22.94,113.29,-0.40,0.92,-0.08,1.01,1.01
"
6:8:55:43:29281,"%,1,6,96.03,-22.62,113.41,-0.38,0.94,-0.10,1.02,1.02
"
6:8:55:43:29378,"%,1,6,96.35,-22.75,113.32,-0.42,0.92,-0.14,1.02,1.02
"
6:8:55:43:29473,"%,1,6,95.14,-21.83,113.60,-0.36,0.93,-0.07,1.00,1.01
"
6:8:55:43:29586,"%,1,6,95.25,-21.78,113.94,-0.38,0.95,-0.09,1.03,1.02
"
6:8:55:43:29617,"%,3,2,3,1
"
6:8:55:43:29649,"%,4,1,3
"
6:8:55:44:29920,"%,2,6,37.2895622,127.0656433,71.50,12,0.05,0.00
"
6:8:55:44:29921,"%,5,2,380.46,231.16
"
6:8:55:44:29969,"%,1,6,95.28,-21.67,114.12,-0.38,0.95,-0.09,1.02,1.02
"
6:8:55:44:30096,"%,1,6,95.27,-21.59,114.11,-0.38,0.94,-0.07,1.01,1.02
"
6:8:55:44:30176,"%,1,6,95.37,-21.68,114.08,-0.37,0.94,-0.08,1.01,1.02
"
6:8:55:44:30272,"%,1,6,95.47,-21.76,114.05,-0.38,0.93,-0.10,1.01,1.01
"
6:8:55:44:30383,"%,1,6,95.38,-21.65,114.03,-0.37,0.94,-0.09,1.02,1.01
"
6:8:55:44:30480,"%,1,6,95.43,-21.65,114.07,-0.38,0.94,-0.09,1.02,1.02
"
6:8:55:44:30576,"%,1,6,95.42,-21.67,114.21,-0.37,0.95,-0.09,1.03,1.02
"
6:8:55:44:30591,"%,3,2,3,1
"
6:8:55:44:30623,"%,4,1,3
"
6:8:55:44:30623,"%,7,1,0
"
6:8:55:45:30942,"%,2,6,37.2895622,127.0656433,71.60,12,0.04,0.00
"
6:8:55:45:30943,"%,5,2,380.46,231.16
"
6:8:55:45:30974,"%,1,6,93.97,-20.50,113.89,-0.34,0.99,-0.09,1.05,1.03
"
6:8:55:45:31086,"%,1,6,94.00,-20.71,113.16,-0.35,0.98,-0.07,1.04,1.04
"
6:8:55:45:31181,"%,1,6,94.02,-20.93,112.78,-0.36,0.92,-0.05,0.99,1.03
"
6:8:55:45:31294,"%,1,6,94.48,-21.31,112.68,-0.35,0.94,-0.09,1.00,1.01
"
6:8:55:45:31373,"%,1,6,96.16,-21.83,112.35,-0.38,0.95,-0.12,1.03,1.01
"
6:8:55:45:31470,"%,1,6,94.98,-20.95,112.28,-0.38,0.98,-0.06,1.06,1.03
"
6:8:55:45:31581,"%,1,6,94.09,-20.47,112.52,-0.36,0.95,-0.06,1.02,1.04
"
6:8:55:45:31629,"%,3,2,3,1
"
6:8:55:45:31629,"%,4,1,3
"
6:8:55:46:32226,"%,2,6,37.2895622,127.0656433,71.60,12,0.11,0.00
"
6:8:55:46:32228,"%,5,2,380.46,231.16
"
6:8:55:46:32231,"%,1,6,93.80,-21.16,112.48,-0.38,0.96,-0.06,1.03,1.04
"
6:8:55:46:32235,"%,1,6,94.50,-21.51,112.23,-0.38,0.93,-0.08,1.01,1.02
"
6:8:55:46:32237,"%,1,6,94.05,-21.23,112.05,-0.38,0.95,-0.07,1.03,1.02
"
6:8:55:46:32284,"%,1,6,93.15,-20.60,111.87,-0.36,0.96,-0.04,1.03,1.02
"
6:8:55:46:32396,"%,1,6,93.06,-20.43,111.83,-0.35,0.96,-0.05,1.03,1.03
"
6:8:55:46:32492,"%,1,6,93.25,-20.74,111.74,-0.36,0.94,-0.05,1.01,1.02
"
6:8:55:46:32588,"%,1,6,93.32,-20.77,111.67,-0.36,0.95,-0.05,1.01,1.02
"
6:8:55:46:32603,"%,3,2,3,1
"
6:8:55:46:32619,"%,4,1,3
"
6:8:55:47:32920,"%,2,6,37.2895622,127.0656433,71.70,12,0.08,0.00
"
6:8:55:47:32921,"%,5,2,380.46,231.16
"
6:8:55:47:32982,"%,1,6,93.77,-20.91,111.79,-0.35,0.95,-0.07,1.01,1.01
"
6:8:55:47:33078,"%,1,6,93.76,-20.80,111.98,-0.35,0.95,-0.05,1.02,1.02
"
6:8:55:47:33190,"%,1,6,93.67,-20.73,111.98,-0.37,0.95,-0.05,1.02,1.02
"
6:8:55:47:33286,"%,1,6,93.65,-20.87,112.16,-0.37,0.95,-0.06,1.02,1.02
"
6:8:55:47:33382,"%,1,6,93.55,-20.73,112.32,-0.36,0.96,-0.06,1.02,1.02
"
6:8:55:47:33478,"%,1,6,93.58,-20.56,112.70,-0.37,0.96,-0.06,1.03,1.02
"
6:8:55:47:33575,"%,1,6,93.64,-20.61,113.17,-0.36,0.95,-0.06,1.02,1.02
"
6:8:55:47:33590,"%,3,2,3,1
"
6:8:55:47:33622,"%,4,1,3
"
6:8:55:48:33911,"%,2,6,37.2895622,127.0656433,71.80,12,0.09,0.00
"
6:8:55:48:33926,"%,5,2,380.46,231.16
"
6:8:55:48:33990,"%,1,6,92.83,-21.63,114.67,-0.38,0.95,-0.06,1.03,1.03
"
6:8:55:48:34087,"%,1,6,92.22,-21.04,114.38,-0.36,0.96,-0.03,1.02,1.02
"
6:8:55:48:34182,"%,1,6,91.99,-20.96,114.14,-0.37,0.95,-0.03,1.02,1.02
"
6:8:55:48:34278,"%,1,6,92.29,-20.94,113.58,-0.36,0.94,-0.05,1.01,1.02
"
6:8:55:48:34390,"%,1,6,92.48,-20.88,113.01,-0.38,0.96,-0.03,1.03,1.02
"
6:8:55:48:34486,"%,1,6,92.39,-20.60,112.73,-0.36,0.97,-0.03,1.03,1.02
"
6:8:55:48:34581,"%,1,6,91.93,-20.54,112.32,-0.36,0.96,-0.04,1.03,1.03
"
6:8:55:48:34597,"%,3,2,3,1
"
6:8:55:48:34614,"%,4,1,3
"
6:8:55:49:34918,"%,2,6,37.2895622,127.0656433,71.80,12,0.01,0.00
"
6:8:55:49:34933,"%,5,2,380.46,231.16
"
6:8:55:49:34997,"%,1,6,91.97,-20.50,111.13,-0.35,0.95,-0.03,1.02,1.03
"
6:8:55:49:35078,"%,1,6,91.73,-20.43,111.05,-0.35,0.92,-0.03,0.98,1.01
"
6:8:55:49:35174,"%,1,6,91.54,-20.23,110.51,-0.34,0.95,-0.03,1.01,1.00
"
6:8:55:49:35270,"%,1,6,91.35,-20.08,110.41,-0.34,0.95,-0.03,1.01,1.00
"
6:8:55:49:35366,"%,1,6,91.23,-20.12,110.47,-0.35,0.94,-0.01,1.00,1.01
"
6:8:55:49:35493,"%,1,6,91.38,-20.08,110.63,-0.35,0.95,-0.03,1.01,1.01
"
6:8:55:49:35589,"%,1,6,91.54,-20.04,110.66,-0.35,0.95,-0.02,1.01,1.01
"
6:8:55:49:35605,"%,3,2,3,1
"
6:8:55:49:35621,"%,4,1,3
"
6:8:55:49:35621,"%,7,1,0
"
6:8:55:50:35930,"%,2,6,37.2895622,127.0656433,72.00,12,0.03,0.00
"
6:8:55:50:35931,"%,5,2,380.46,231.16
"
6:8:55:50:35994,"%,1,6,90.77,-18.71,109.81,-0.33,0.96,0.00,1.01,1.01
"
6:8:55:50:36090,"%,1,6,90.70,-18.34,109.60,-0.32,0.98,-0.01,1.03,1.02
"
6:8:55:50:36202,"%,1,6,90.88,-18.25,109.31,-0.32,0.95,-0.01,1.00,1.02
"
6:8:55:50:36266,"%,1,6,90.56,-17.94,108.92,-0.31,0.96,-0.00,1.00,1.01
"
6:8:55:50:36378,"%,1,6,89.90,-17.34,108.58,-0.31,0.98,0.01,1.03,1.01
"
6:8:55:50:36475,"%,1,6,89.90,-16.98,108.50,-0.28,0.99,-0.00,1.03,1.02
"
6:8:55:50:36586,"%,1,6,90.11,-17.29,108.51,-0.31,0.95,-0.00,1.00,1.02
"
6:8:55:50:36602,"%,3,2,3,1
"
6:8:55:50:36618,"%,4,1,3
"
6:8:55:51:36911,"%,2,6,37.2895622,127.0656433,72.00,12,0.13,0.00
"
6:8:55:51:36928,"%,5,2,380.46,231.16
"
6:8:55:51:36992,"%,1,6,89.61,-16.70,109.05,-0.30,1.01,0.01,1.05,1.03
"
6:8:55:51:37088,"%,1,6,89.97,-16.77,108.80,-0.29,0.99,-0.00,1.03,1.03
"
6:8:55:51:37185,"%,1,6,90.07,-17.13,108.75,-0.31,0.94,0.01,0.99,1.03
"
6:8:55:51:37280,"%,1,6,90.27,-17.29,108.67,-0.30,0.97,-0.00,1.02,1.01
"
6:8:55:51:37391,"%,1,6,90.51,-17.01,108.32,-0.30,0.98,-0.01,1.03,1.01
"
6:8:55:51:37488,"%,1,6,90.54,-16.91,108.54,-0.30,0.98,-0.01,1.03,1.02
"
6:8:55:51:37585,"%,1,6,90.64,-16.89,108.72,-0.30,0.98,-0.01,1.02,1.03
"
6:8:55:51:37599,"%,3,2,3,1
"
6:8:55:51:37631,"%,4,1,3
"
6:8:55:52:37913,"%,2,6,37.2895622,127.0656433,71.90,12,0.09,0.00
"
6:8:55:52:37929,"%,5,2,380.46,231.16
"
6:8:55:52:37978,"%,1,6,91.84,-17.01,109.04,-0.31,0.98,-0.03,1.03,1.03
"
6:8:55:52:38074,"%,1,6,92.39,-17.00,108.75,-0.30,0.96,-0.04,1.01,1.02
"
6:8:55:52:38169,"%,1,6,92.26,-17.21,109.15,-0.29,0.95,-0.04,1.00,1.01
"
6:8:55:52:38266,"%,1,6,91.75,-17.03,109.26,-0.30,0.98,-0.02,1.03,1.01
"
6:8:55:52:38393,"%,1,6,90.70,-16.51,109.24,-0.29,0.97,-0.02,1.02,1.01
"
6:8:55:52:38490,"%,1,6,90.23,-16.67,109.53,-0.30,0.97,0.02,1.01,1.02
"
6:8:55:52:38585,"%,1,6,90.63,-16.47,109.85,-0.28,0.96,-0.02,1.00,1.01
"
6:8:55:52:38601,"%,3,2,3,1
"
6:8:55:52:38633,"%,4,1,3
"
6:8:55:53:38919,"%,2,6,37.2895622,127.0656433,71.80,12,0.07,0.00
"
6:8:55:53:38920,"%,5,2,380.46,231.16
"
6:8:55:53:38984,"%,1,6,90.83,-15.07,106.74,-0.26,1.00,-0.02,1.03,1.01
"
