sysTime,serialLOG
5:20:46:57:25059,"%,1,6,40.12,15.15,-129.74,0.24,0.71,0.73,1.05,%,1,6,36.37,13.66,-126.55,0.38,0.92,0.72,1.23,%,1,6,30.86,13.40,-127.87,0.49,0.77,0.75,1.18,%,1,6,24.92,13.75,-131.42,0.45,0.78,0.68,1.13,%,1,6,19.33,14.30,-141.67,0.66,0.79,0.58,1.18,%,1,6,12.53,13.52,-159.37,0.40,1.00,0.75,1.31,%,1,6,2.32,13.40,178.02,-0.25,0.48,1.39,1.49,%,3,2,3,1
"
5:20:46:57:25060,"%,4,1,1
"
5:20:46:58:26068,"%,1,6,-11.68,21.47,165.82,0.27,-0.19,0.95,1.01,%,1,6,-19.32,20.00,170.64,0.25,-0.18,1.04,1.09,%,1,6,-28.65,20.29,179.90,0.34,-0.23,1.10,1.18,%,1,6,-37.20,25.89,-175.04,0.45,-0.34,0.62,0.84,%,1,6,-40.67,30.42,-174.13,0.52,-0.31,0.46,0.76,%,1,6,-42.93,34.53,-174.53,0.55,-0.50,0.63,0.98,%,1,6,-43.77,37.60,-174.13,0.60,-0.49,0.52,0.93,%,3,2,3,1
"
5:20:46:58:26068,"%,4,1,1
"
5:20:46:59:27043,"%,1,6,-43.22,37.60,-171.19,0.71,-0.47,0.30,0.90,%,1,6,-41.79,34.30,-169.50,0.13,-0.10,-1.83,1.84,%,1,6,-22.68,27.40,-173.27,-0.84,0.04,-0.69,1.09,%,1,6,-4.41,14.06,-159.89,-0.77,1.13,2.76,3.08,%,1,6,19.70,-14.08,-149.16,-0.44,0.77,2.58,2.73,%,1,6,33.09,-20.14,-154.36,-0.01,0.46,0.95,1.05,%,1,6,34.80,-18.23,-152.88,-0.52,1.03,0.76,1.38,%,3,2,3,1
"
5:20:46:59:27045,"%,4,1,1
"
5:20:47:0:28034,"%,1,6,-26.32,26.08,-175.08,0.12,-0.23,-0.72,0.76,%,1,6,-36.83,29.96,179.58,0.59,-0.68,0.03,0.90,%,1,6,-42.50,31.94,-175.88,0.72,-0.67,0.26,1.02,%,1,6,-40.52,32.26,-168.68,0.40,-0.34,-0.24,0.58,%,1,6,-37.37,27.33,-174.17,-0.15,0.11,-1.69,1.70,%,1,6,-18.76,22.20,-170.34,-0.59,0.95,0.45,1.21,%,1,6,9.50,-4.26,-156.25,-1.60,2.51,2.90,4.15,%,3,2,3,1
"
5:20:47:0:28037,"%,4,1,1
"
5:20:47:1:29025,"%,1,6,29.23,-13.96,-153.42,-0.28,0.87,0.59,1.09,%,1,6,24.27,-11.87,-155.96,-0.28,1.02,1.07,1.50,%,1,6,24.09,-2.96,-159.63,-1.68,0.02,1.88,2.53,%,1,6,12.41,5.71,-138.86,-2.43,1.30,0.67,2.84,%,1,6,2.79,15.99,-119.57,1.04,1.56,-0.59,1.97,%,1,6,6.59,20.93,-95.58,0.94,0.99,0.18,1.38,%,1,6,7.97,22.82,-97.43,0.95,0.57,0.56,1.24,%,3,2,3,1
"
5:20:47:1:29027,"%,4,1,1
"
5:20:47:1:29028,"%,7,1,0
"
5:20:47:2:30033,"%,1,6,0.90,3.80,-175.31,-0.93,0.26,0.93,1.34,%,1,6,0.12,2.36,-169.04,-0.42,0.40,0.85,1.03,%,1,6,-2.73,-0.34,-164.93,0.17,-0.40,1.00,1.09,%,1,6,-1.39,-1.65,-162.82,-0.13,-0.12,1.43,1.44,%,1,6,0.03,1.88,-158.32,-0.30,-0.15,1.41,1.45,%,1,6,-5.18,5.64,-150.08,-0.15,-0.66,0.27,0.73,%,1,6,-1.45,4.60,-142.56,-0.04,1.32,0.32,1.36,%,3,2,3,1
"
5:20:47:2:30035,"%,4,1,1
"
5:20:47:3:31023,"%,1,6,0.70,1.62,-140.91,-0.57,0.42,0.94,1.18,%,1,6,0.88,1.53,-148.63,-0.35,-1.08,1.41,1.82,%,1,6,1.56,-4.82,-160.88,-0.24,-0.50,1.17,1.30,%,1,6,6.04,-6.63,-166.43,-0.46,0.03,1.12,1.22,%,1,6,2.76,-8.62,-160.96,-0.41,0.04,0.88,0.97,%,1,6,4.18,-10.91,-153.62,-0.50,0.27,0.88,1.05,%,1,6,4.12,-8.54,-144.70,-0.37,0.38,1.00,1.14,%,3,2,3,1
"
5:20:47:3:31024,"%,4,1,1
"
5:20:47:4:32031,"%,1,6,14.30,6.88,-102.70,0.05,0.17,1.06,1.08,%,1,6,14.58,10.03,-98.65,0.15,0.17,0.90,0.93,%,1,6,12.52,12.03,-93.68,0.25,0.18,0.74,0.81,%,1,6,9.86,10.47,-89.01,0.25,0.12,0.88,0.92,%,1,6,7.78,7.79,-84.26,0.08,0.13,0.96,0.97,%,1,6,5.46,4.58,-80.25,-0.01,0.15,0.93,0.94,%,1,6,4.31,0.49,-79.36,-0.02,0.05,1.00,1.00,%,3,2,3,1
"
5:20:47:4:32033,"%,4,1,1
"
5:20:47:5:33005,"%,1,6,3.26,-5.56,-81.88,-0.07,0.03,1.01,1.02,%,1,6,3.45,-6.04,-83.90,-0.03,0.07,1.01,1.01,%,1,6,4.10,-6.70,-86.26,-0.05,0.06,1.00,1.00,%,1,6,2.55,-7.55,-88.56,-0.03,-0.00,1.00,1.00,%,1,6,1.74,-7.36,-91.00,-0.01,-0.03,0.99,0.99,%,1,6,2.59,-7.05,-93.92,-0.02,-0.02,1.20,1.20,%,1,6,4.23,-6.72,-96.84,0.00,-0.00,0.95,0.95,%,3,2,3,1
"
5:20:47:5:33024,"%,4,1,1
"
5:20:47:6:33997,"%,1,6,4.76,-6.85,-105.34,-0.05,0.05,0.98,0.98,%,1,6,4.63,-6.49,-106.76,-0.04,0.05,0.98,0.99,%,1,6,4.52,-6.15,-108.07,-0.04,0.05,0.99,0.99,%,1,6,4.41,-5.96,-109.22,-0.07,0.05,0.98,0.98,%,1,6,4.36,-5.56,-110.60,-0.04,0.05,0.98,0.98,%,1,6,4.28,-5.31,-111.60,-0.05,0.05,0.98,0.98,%,1,6,4.19,-5.10,-112.52,-0.04,0.05,0.98,0.99,%,3,2,3,1
"
5:20:47:6:33999,"%,4,1,1
"
5:20:47:6:34012,"%,7,1,21
"
5:20:47:7:35020,"%,1,6,3.97,-4.53,-114.93,-0.04,0.05,0.98,0.98,%,1,6,3.90,-4.35,-115.57,-0.04,0.05,0.98,0.98,%,1,6,3.83,-4.18,-116.15,-0.04,0.05,0.98,0.98,%,1,6,3.78,-4.05,-116.74,-0.04,0.05,0.98,0.98,%,1,6,3.73,-3.93,-117.29,-0.04,0.05,0.98,0.98,%,1,6,3.68,-3.82,-117.79,-0.05,0.05,0.98,0.98,%,1,6,3.64,-3.71,-118.24,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:7:35022,"%,4,1,1
"
5:20:47:8:36011,"%,1,6,3.46,-3.29,-119.98,-0.05,0.05,0.98,0.98,%,1,6,3.43,-3.23,-120.25,-0.05,0.05,0.98,0.98,%,1,6,3.40,-3.17,-120.51,-0.05,0.05,0.98,0.98,%,1,6,3.35,-3.11,-120.73,-0.05,0.05,0.98,0.98,%,1,6,3.33,-3.05,-120.94,-0.04,0.05,0.98,0.98,%,1,6,3.30,-3.00,-121.13,-0.04,0.05,0.98,0.98,%,1,6,3.27,-2.95,-121.27,-0.04,0.04,0.98,0.98,%,3,2,3,1
"
5:20:47:8:36012,"%,4,1,1
"
5:20:47:9:36891,"%,1,6,3.22,-2.86,-121.71,-0.04,0.05,0.98,0.98,%,1,6,3.20,-2.83,-121.83,-0.04,0.05,0.98,0.99,%,1,6,3.18,-2.79,-121.89,-0.04,0.06,0.97,0.98,%,1,6,3.17,-2.79,-122.01,-0.06,0.05,0.98,0.99,%,1,6,3.17,-2.78,-122.15,-0.04,0.05,0.98,0.99,%,1,6,3.17,-2.77,-122.27,-0.04,0.05,0.99,0.99,%,1,6,3.16,-2.76,-122.39,-0.04,0.05,0.99,0.99,1,Command without attached callback;
"
5:20:47:9:36892,"%,7,2,1
"
5:20:47:9:37002,"%,3,2,3,1
"
5:20:47:9:37003,"%,4,1,1
"
5:20:47:10:38025,"%,1,6,3.12,-2.69,-122.79,-0.04,0.05,0.98,0.98,%,1,6,3.11,-2.67,-122.84,-0.04,0.05,0.98,0.99,%,1,6,3.10,-2.66,-122.89,-0.04,0.05,0.98,0.99,%,1,6,3.10,-2.64,-122.96,-0.04,0.05,0.98,0.98,%,1,6,3.09,-2.63,-122.98,-0.04,0.05,0.98,0.98,%,1,6,3.08,-2.63,-123.03,-0.04,0.05,0.98,0.99,%,1,6,3.08,-2.61,-123.08,-0.04,0.05,0.98,0.99,%,3,2,3,1
"
5:20:47:10:38026,"%,4,1,1
"
5:20:47:11:38985,"%,1,6,3.08,-2.61,-123.22,-0.04,0.05,0.98,0.99,%,1,6,3.07,-2.61,-123.25,-0.04,0.04,0.98,0.98,%,1,6,3.06,-2.60,-123.27,-0.04,0.04,0.98,0.98,%,1,6,3.06,-2.59,-123.28,-0.04,0.05,0.98,0.99,%,1,6,3.04,-2.57,-123.27,-0.04,0.05,0.98,0.98,%,1,6,3.03,-2.57,-123.28,-0.04,0.04,0.98,0.98,%,1,6,3.02,-2.57,-123.29,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:11:38985,"%,4,1,1
"
5:20:47:11:39001,"%,7,1,19
"
5:20:47:12:39992,"%,1,6,3.03,-2.55,-123.28,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.31,-0.04,0.05,0.99,0.99,%,1,6,3.03,-2.54,-123.28,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.30,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.56,-123.35,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.56,-123.38,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.55,-123.39,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:12:39993,"%,4,1,1
"
5:20:47:13:41000,"%,1,6,3.07,-2.56,-123.42,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.55,-123.45,-0.04,0.05,0.98,0.99,%,1,6,3.07,-2.56,-123.47,-0.04,0.05,0.98,0.99,%,1,6,3.06,-2.56,-123.50,-0.04,0.04,0.98,0.98,%,1,6,3.07,-2.57,-123.52,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.57,-123.55,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.58,-123.57,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:13:41001,"%,4,1,1
"
5:20:47:14:41287,"1,Command without attached callback;
"
5:20:47:14:41288,"%,7,2,1
"
5:20:47:14:41990,"%,1,6,3.05,-2.56,-123.61,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.56,-123.63,-0.04,0.05,0.99,0.99,%,1,6,3.05,-2.56,-123.63,-0.05,0.04,0.98,0.99,%,1,6,3.05,-2.55,-123.64,-0.04,0.04,0.99,0.99,%,1,6,3.04,-2.55,-123.63,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.62,-0.05,0.05,0.98,0.98,%,1,6,3.05,-2.56,-123.63,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:14:41990,"%,4,1,1
"
5:20:47:15:42982,"%,1,6,3.05,-2.55,-123.63,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.55,-123.62,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.55,-123.62,-0.04,0.05,0.98,0.99,%,1,6,3.05,-2.55,-123.63,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.65,-0.04,0.05,0.98,0.99,%,1,6,3.03,-2.54,-123.63,-0.04,0.05,0.98,0.99,%,1,6,3.03,-2.55,-123.64,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:15:42983,"%,4,1,1
"
5:20:47:16:44004,"%,1,6,3.04,-2.54,-123.62,-0.05,0.06,0.98,0.99,%,1,6,3.03,-2.54,-123.59,-0.04,0.05,0.98,0.99,%,1,6,3.03,-2.54,-123.57,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.54,-123.55,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.53,-123.52,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.53,-123.50,-0.04,0.05,0.98,0.98,%,1,6,3.03,-2.53,-123.48,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:16:44005,"%,4,1,1
"
5:20:47:16:44006,"%,7,1,17
"
5:20:47:17:44980,"%,1,6,3.04,-2.56,-123.50,-0.05,0.05,0.98,0.99,%,1,6,3.05,-2.55,-123.50,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.48,-0.04,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.47,-0.04,0.05,0.98,0.99,%,1,6,3.05,-2.56,-123.47,-0.05,0.05,0.98,0.98,%,1,6,3.04,-2.55,-123.45,-0.05,0.05,0.98,0.98,%,1,6,3.04,-2.53,-123.43,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:17:44980,"%,4,1,1
"
5:20:47:18:45971,"%,1,6,3.06,-2.56,-123.46,-0.04,0.05,0.98,0.99,%,1,6,3.06,-2.56,-123.45,-0.05,0.05,0.99,0.99,%,1,6,3.07,-2.56,-123.46,-0.04,0.05,0.98,0.98,%,1,6,3.08,-2.58,-123.48,-0.04,0.04,0.98,0.98,%,1,6,3.08,-2.59,-123.48,-0.05,0.05,0.98,0.98,%,1,6,3.08,-2.59,-123.49,-0.05,0.05,0.98,0.98,%,1,6,3.06,-2.57,-123.49,-0.04,0.06,0.98,0.98,%,3,2,3,1
"
5:20:47:18:45976,"%,4,1,1
"
5:20:47:19:46979,"%,1,6,3.07,-2.57,-123.56,-0.04,0.04,0.98,0.98,%,1,6,3.07,-2.58,-123.59,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.58,-123.60,-0.04,0.05,0.99,0.99,%,1,6,3.06,-2.58,-123.62,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.58,-123.65,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.57,-123.66,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.57,-123.67,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:19:46981,"%,4,1,1
"
5:20:47:20:47986,"%,1,6,3.06,-2.58,-123.73,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.57,-123.73,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.57,-123.72,-0.04,0.05,0.98,0.99,%,1,6,3.06,-2.57,-123.73,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.56,-123.71,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.56,-123.72,-0.04,0.05,0.98,0.98,%,1,6,3.05,-2.56,-123.69,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:20:47987,"%,4,1,1
"
5:20:47:21:48961,"%,1,6,3.06,-2.56,-123.70,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.56,-123.70,-0.04,0.05,0.98,0.99,%,1,6,3.07,-2.57,-123.72,-0.04,0.05,0.98,0.98,%,1,6,3.07,-2.57,-123.70,-0.04,0.05,0.98,0.98,%,1,6,3.07,-2.57,-123.69,-0.05,0.05,0.98,0.99,%,1,6,3.06,-2.57,-123.67,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.57,-123.67,-0.04,0.05,0.98,0.98,%,3,2,3,1
"
5:20:47:21:48962,"%,4,1,1
"
5:20:47:21:48962,"%,7,1,15
"
5:20:47:22:49984,"%,1,6,3.07,-2.58,-123.68,-0.04,0.04,0.98,0.98,%,1,6,3.07,-2.57,-123.69,-0.04,0.05,0.98,0.98,%,1,6,3.07,-2.57,-123.68,-0.04,0.05,0.98,0.99,%,1,6,3.07,-2.58,-123.69,-0.04,0.05,0.98,0.99,%,1,6,3.07,-2.58,-123.70,-0.05,0.05,0.98,0.98,%,1,6,3.07,-2.58,-123.69,-0.04,0.05,0.98,0.99,%,1,6,3.06,-2.56,-123.62,-0.04,0.04,0.98,0.98,%,3,2,3,1
"
5:20:47:22:49985,"%,4,1,1
"
5:20:47:23:50927,"%,1,6,3.05,-2.55,-123.62,-0.04,0.05,0.98,0.98,%,1,6,3.06,-2.57,-123.63,-0.05,0.05,0.98,0.98,%,1,6,3.06,-2.58,-123.65,-0.04,0.05,0.98,0.99,%,1,6,3.07,-2.58,-123.62,-0.04,0.05,0.97,0.97,%,1,6,3.07,-2.58,-123.64,-0.05,0.05,0.98,0.98,%,1,6,3.07,-2.59,-123.64,-0.04,0.05,0.98,0.98,%,1,6,3.07,-2.59,-123.63,-0.04,0.05,0.99,0.99,%,3,2,3,1
"
5:20:47:23:50928,"%,4,1,1
"
