sysTime,serialLOG
4:7:52:41:28839,"%,4,1,3
"
4:7:52:41:28840,"%,2,6,37.2895660,127.0656280,7.39,10,0.28,143.83
"
4:7:52:41:28840,"%,5,2,379.28,231.05
"
4:7:52:41:28840,"%,8,1,0
"
4:7:52:41:28840,"Distance=379.28
"
4:7:52:41:28841,"velocity_air=0.28
"
4:7:52:41:28841,"velocity_fall=-73.00
"
4:7:52:41:28841,"height=73.90
"
4:7:52:41:28855,"estimate_landing_point=-0.28
"
4:7:52:41:28855,"distance_delta=-379.57
"
4:7:52:41:28950,"%,1,6,65.99,40.73,174.35,0.91,0.76,0.38
"
4:7:52:41:29047,"%,1,6,69.93,42.47,-179.65,0.79,0.73,0.40
"
4:7:52:41:29142,"%,1,6,78.29,48.10,-170.27,0.83,0.56,0.23
"
4:7:52:41:29239,"%,1,6,88.78,54.68,-159.82,1.03,0.50,0.03
"
4:7:52:42:29351,"%,1,6,91.57,55.33,-155.83,0.56,0.49,-0.13
"
4:7:52:42:29447,"%,1,6,81.81,48.31,-167.44,0.43,1.16,0.51
"
4:7:52:42:29799,"%,3,2,3,1
"
4:7:52:42:29815,"%,4,1,3
"
4:7:52:42:29815,"%,7,1,9
"
4:7:52:42:29836,"%,2,6,37.2895660,127.0656127,7.36,9,1.48,246.03
"
4:7:52:42:29836,"%,5,2,378.35,230.90
"
4:7:52:42:29836,"%,8,1,0
"
4:7:52:42:29836,"Distance=378.35
"
4:7:52:42:29837,"velocity_air=1.48
"
4:7:52:42:29837,"velocity_fall=-72.80
"
4:7:52:42:29837,"height=73.60
"
4:7:52:42:29852,"estimate_landing_point=-1.50
"
4:7:52:42:29852,"distance_delta=-379.85
"
4:7:52:42:29932,"%,1,6,108.12,55.34,-156.73,0.95,1.00,0.02
"
4:7:52:42:30027,"%,1,6,98.69,54.33,-150.98,0.36,0.56,0.14
"
4:7:52:42:30139,"%,1,6,85.97,48.21,-153.64,0.38,1.04,0.36
"
4:7:52:42:30235,"%,1,6,94.36,46.82,-157.01,1.19,0.98,0.43
"
4:7:52:42:30331,"%,1,6,99.45,50.62,-166.92,0.82,-0.05,0.52
"
4:7:52:43:30427,"%,1,6,91.15,47.81,-177.83,0.58,-0.02,0.31
"
4:7:52:43:30824,"%,3,2,3,1
"
4:7:52:43:30824,"%,4,1,3
"
4:7:52:43:30840,"%,2,6,37.2895698,127.0655899,7.32,11,2.46,280.15
"
4:7:52:43:30841,"%,5,2,376.90,230.68
"
4:7:52:43:30842,"%,8,1,0
"
4:7:52:43:30866,"Distance=376.90
"
4:7:52:43:30866,"velocity_air=2.46
"
4:7:52:43:30867,"velocity_fall=-72.60
"
4:7:52:43:30867,"height=73.20
"
4:7:52:43:30868,"estimate_landing_point=-2.48
"
4:7:52:43:30869,"distance_delta=-379.38
"
4:7:52:43:30947,"%,1,6,87.32,39.29,-168.33,0.99,1.11,1.14
"
4:7:52:43:31026,"%,1,6,99.30,45.99,-169.43,0.81,0.29,0.69
"
4:7:52:43:31138,"%,1,6,102.81,52.43,-172.38,0.44,-0.30,0.11
"
4:7:52:43:31235,"%,1,6,110.01,49.48,-163.88,1.43,0.08,1.07
"
4:7:52:43:31331,"%,1,6,102.71,47.91,-151.13,0.78,0.84,0.60
"
4:7:52:44:31426,"%,1,6,90.04,41.25,-156.40,-0.33,1.08,-0.01
"
4:7:52:44:31810,"%,3,2,3,1
"
4:7:52:44:31810,"%,4,1,3
"
4:7:52:44:31854,"%,2,6,37.2895812,127.0655517,7.32,11,3.20,291.89
"
4:7:52:44:31855,"%,5,2,375.26,230.18
"
4:7:52:44:31856,"%,8,1,0
"
4:7:52:44:31856,"Distance=375.26
"
4:7:52:44:31857,"velocity_air=3.20
"
4:7:52:44:31857,"velocity_fall=-72.40
"
4:7:52:44:31858,"height=73.20
"
4:7:52:44:31858,"estimate_landing_point=-3.24
"
4:7:52:44:31859,"distance_delta=-378.49
"
4:7:52:44:31950,"%,1,6,106.69,50.55,-163.56,1.41,1.10,1.69
"
4:7:52:44:32045,"%,1,6,93.21,44.13,-153.73,0.48,0.89,0.55
"
4:7:52:44:32158,"%,1,6,79.82,34.34,-158.64,0.06,0.64,-0.12
"
4:7:52:44:32237,"%,1,6,83.43,29.85,-160.52,0.27,1.52,0.93
"
4:7:52:45:32350,"%,1,6,93.17,40.64,-163.19,1.21,0.52,1.44
"
4:7:52:45:32429,"%,1,6,106.52,46.89,-159.77,0.37,-0.27,0.12
"
4:7:52:45:32797,"%,3,2,3,1
"
4:7:52:45:32797,"%,4,1,3
"
4:7:52:45:32844,"%,2,6,37.2895965,127.0655136,7.32,11,3.53,298.70
"
4:7:52:45:32846,"%,5,2,373.77,229.64
"
4:7:52:45:32872,"%,8,1,0
"
4:7:52:45:32872,"Distance=373.77
"
4:7:52:45:32873,"velocity_air=3.53
"
4:7:52:45:32873,"velocity_fall=-72.20
"
4:7:52:45:32874,"height=73.20
"
4:7:52:45:32874,"estimate_landing_point=-3.58
"
4:7:52:45:32875,"distance_delta=-377.35
"
4:7:52:45:32936,"%,1,6,94.04,46.26,-137.46,1.02,0.32,1.12
"
4:7:52:45:33047,"%,1,6,113.50,44.28,-126.19,1.51,-0.08,1.14
"
4:7:52:45:33143,"%,1,6,113.17,55.37,-127.59,0.49,-0.17,-0.15
"
4:7:52:45:33239,"%,1,6,115.51,56.31,-113.66,0.75,-0.16,0.67
"
4:7:52:45:33336,"%,1,6,107.81,42.40,-100.14,1.66,0.70,0.28
"
4:7:52:46:33432,"%,1,6,82.62,45.72,-114.08,0.91,0.72,0.34
"
4:7:52:46:33799,"%,3,2,3,1
"
4:7:52:46:33799,"%,4,1,3
"
4:7:52:46:33873,"%,2,6,37.2896156,127.0654830,7.33,11,3.52,306.69
"
4:7:52:46:33874,"%,5,2,373.20,229.11
"
4:7:52:46:33874,"%,8,1,0
"
4:7:52:46:33875,"Distance=373.20
"
4:7:52:46:33875,"velocity_air=3.52
"
4:7:52:46:33876,"velocity_fall=-72.20
"
4:7:52:46:33876,"height=73.30
"
4:7:52:46:33877,"estimate_landing_point=-3.57
"
4:7:52:46:33878,"distance_delta=-376.77
"
4:7:52:46:33986,"%,1,6,114.99,54.87,-98.67,0.53,-0.45,-0.12
"
4:7:52:46:34034,"%,1,6,94.63,50.00,-105.82,1.68,0.42,0.39
"
4:7:52:46:34129,"%,1,6,78.55,45.93,-109.83,0.35,0.67,-0.07
"
4:7:52:46:34242,"%,1,6,97.04,39.67,-92.50,0.20,0.28,0.28
"
4:7:52:46:34322,"%,1,6,113.19,26.18,-94.93,1.92,1.18,-0.07
"
4:7:52:47:34449,"%,1,6,103.32,44.86,-114.46,0.87,0.45,0.15
"
4:7:52:47:34801,"%,3,2,3,1
"
4:7:52:47:34801,"%,4,1,3
"
4:7:52:47:34801,"%,7,1,8
"
4:7:52:47:34833,"%,2,6,37.2896347,127.0654449,7.31,11,3.44,303.85
"
4:7:52:47:34853,"%,5,2,372.15,228.50
"
4:7:52:47:34853,"%,8,1,0
"
4:7:52:47:34853,"Distance=372.15
"
4:7:52:47:34854,"velocity_air=3.44
"
4:7:52:47:34854,"velocity_fall=-72.20
"
4:7:52:47:34854,"height=73.10
"
4:7:52:47:34901,"estimate_landing_point=-3.48
"
4:7:52:47:34902,"distance_delta=-375.63
"
4:7:52:47:34934,"%,1,6,96.58,53.46,-113.55,0.71,1.06,0.04
"
4:7:52:47:35045,"%,1,6,120.22,40.15,-99.95,1.76,0.15,0.43
"
4:7:52:47:35141,"%,1,6,104.15,54.62,-127.02,0.86,0.36,0.00
"
4:7:52:47:35238,"%,1,6,110.56,63.32,-130.87,0.04,-0.64,0.48
"
4:7:52:47:35334,"%,1,6,108.61,67.73,-122.13,1.63,-0.05,0.32
"
4:7:52:48:35526,"%,1,6,87.14,61.58,-131.49,1.14,-0.04,0.22
"
4:7:52:48:35813,"%,3,2,3,1
"
4:7:52:48:35813,"%,4,1,3
"
4:7:52:48:35873,"%,2,6,37.2896499,127.0654220,7.30,11,3.18,304.12
"
4:7:52:48:35874,"%,5,2,371.90,228.08
"
4:7:52:48:35874,"%,8,1,0
"
4:7:52:48:35874,"Distance=371.90
"
4:7:52:48:35875,"velocity_air=3.18
"
4:7:52:48:35875,"velocity_fall=-72.20
"
4:7:52:48:35875,"height=73.00
"
4:7:52:48:35876,"estimate_landing_point=-3.22
"
4:7:52:48:35876,"distance_delta=-375.11
"
4:7:52:48:35937,"%,1,6,100.80,54.33,-133.89,0.11,-0.59,0.51
"
4:7:52:48:36034,"%,1,6,99.37,66.14,-131.10,1.08,-0.38,0.17
"
4:7:52:48:36193,"%,1,6,94.72,53.26,-126.00,1.79,0.24,1.29
"
4:7:52:48:36321,"%,1,6,62.72,51.04,-152.56,0.63,0.44,0.36
"
4:7:52:49:36353,"%,1,6,73.23,51.44,-139.17,0.13,0.27,0.38
"
4:7:52:49:36433,"%,1,6,95.36,50.53,-120.75,1.74,-0.08,0.71
"
4:7:52:49:36823,"%,3,2,3,1
"
4:7:52:49:36824,"%,4,1,3
"
4:7:52:49:36899,"%,2,6,37.2896652,127.0653991,7.31,11,2.76,303.73
"
4:7:52:49:36900,"%,5,2,371.15,227.74
"
4:7:52:49:36900,"%,8,1,0
"
4:7:52:49:36901,"Distance=371.15
"
4:7:52:49:36901,"velocity_air=2.76
"
4:7:52:49:36902,"velocity_fall=-72.40
"
4:7:52:49:36902,"height=73.10
"
4:7:52:49:36915,"estimate_landing_point=-2.79
"
4:7:52:49:36915,"distance_delta=-373.94
"
4:7:52:49:36932,"%,1,6,59.77,52.26,-149.48,0.63,-0.09,0.63
"
4:7:52:49:37044,"%,1,6,66.43,43.96,-143.87,0.31,0.28,0.34
"
4:7:52:49:37140,"%,1,6,76.54,47.78,-134.81,1.23,0.21,0.42
"
4:7:52:49:37236,"%,1,6,88.22,37.30,-131.16,1.38,0.99,0.31
"
4:7:52:49:37332,"%,1,6,83.78,48.42,-147.70,0.41,-0.20,0.28
"
4:7:52:50:37443,"%,1,6,97.12,52.65,-134.45,0.41,-0.39,0.37
"
4:7:52:50:37778,"%,3,2,3,1
"
4:7:52:50:37778,"%,4,1,3
"
4:7:52:50:37862,"%,2,6,37.2896804,127.0653686,7.28,11,2.55,306.87
"
4:7:52:50:37863,"%,5,2,370.31,227.26
"
4:7:52:50:37863,"%,8,1,0
"
4:7:52:50:37864,"Distance=370.31
"
4:7:52:50:37864,"velocity_air=2.55
"
4:7:52:50:37865,"velocity_fall=-72.40
"
4:7:52:50:37865,"height=72.80
"
4:7:52:50:37866,"estimate_landing_point=-2.56
"
4:7:52:50:37867,"distance_delta=-372.88
"
4:7:52:50:37926,"%,1,6,105.28,34.41,-102.75,1.89,0.46,0.63
"
4:7:52:50:38038,"%,1,6,90.06,43.60,-125.02,0.90,0.66,0.18
"
4:7:52:50:38135,"%,1,6,77.38,53.22,-150.21,0.39,-0.41,0.48
"
4:7:52:50:38246,"%,1,6,90.16,64.63,-141.32,0.57,-0.81,0.14
"
4:7:52:50:38342,"%,1,6,96.80,57.21,-115.92,1.79,0.02,0.35
"
4:7:52:51:38469,"%,1,6,73.53,55.26,-131.44,0.89,0.17,0.01
"
4:7:52:51:38773,"%,3,2,3,1
"
4:7:52:51:38773,"%,4,1,3
"
4:7:52:51:38830,"%,2,6,37.2896919,127.0653610,7.28,11,2.57,308.97
"
4:7:52:51:38831,"%,5,2,370.85,227.02
"
4:7:52:51:38889,"%,8,1,0
"
4:7:52:51:38889,"Distance=370.85
"
4:7:52:51:38890,"velocity_air=2.57
"
4:7:52:51:38890,"velocity_fall=-72.20
"
4:7:52:51:38891,"height=72.80
"
4:7:52:51:38891,"estimate_landing_point=-2.59
"
4:7:52:51:38892,"distance_delta=-373.44
"
4:7:52:51:38970,"%,1,6,79.40,57.12,-131.99,0.28,-0.57,0.06
"
4:7:52:51:39161,"%,1,6,76.59,54.89,-121.99,1.93,-0.13,0.88
"
4:7:52:51:39305,"%,1,6,58.16,47.91,-135.29,1.06,0.31,0.40
"
4:7:52:51:39321,"%,1,6,51.54,46.92,-144.45,0.46,-0.02,0.76
"
4:7:52:51:39337,"%,1,6,73.39,50.16,-118.63,0.48,0.12,0.34
"
4:7:52:52:39433,"%,1,6,90.71,42.39,-105.75,1.48,0.45,-0.18
"
4:7:52:52:39816,"%,3,2,3,1
"
4:7:52:52:39816,"%,4,1,3
"
4:7:52:52:39816,"%,7,1,8
"
4:7:52:52:39832,"%,2,6,37.2897071,127.0653305,7.28,11,2.80,306.18
"
4:7:52:52:39833,"%,5,2,370.05,226.54
"
4:7:52:52:39880,"%,8,1,0
"
4:7:52:52:39881,"Distance=370.05
"
4:7:52:52:39881,"velocity_air=2.80
"
4:7:52:52:39901,"velocity_fall=-72.20
"
4:7:52:52:39902,"height=72.80
"
4:7:52:52:39902,"estimate_landing_point=-2.82
"
4:7:52:52:39965,"distance_delta=-372.87
"
4:7:52:52:39965,"%,1,6,64.82,40.05,-114.44,0.38,0.30,0.48
"
4:7:52:52:40077,"%,1,6,80.29,38.90,-102.89,0.49,0.54,0.18
"
4:7:52:52:40126,"%,1,6,98.03,38.74,-96.88,1.68,0.06,-0.21
"
4:7:52:52:40253,"%,1,6,78.76,52.81,-125.87,0.60,0.04,0.04
"
4:7:52:53:40349,"%,1,6,75.99,58.87,-136.92,0.11,-0.76,0.13
"
4:7:52:53:40478,"%,1,6,66.34,57.71,-128.43,1.87,-0.34,0.97
"
4:7:52:53:40765,"%,3,2,3,1
"
4:7:52:53:40765,"%,4,1,3
"
4:7:52:53:40862,"%,2,6,37.2897224,127.0653076,7.26,11,2.95,307.03
"
4:7:52:53:40864,"%,5,2,369.63,226.15
"
4:7:52:53:40864,"%,8,1,0
"
4:7:52:53:40865,"Distance=369.63
"
4:7:52:53:40865,"velocity_air=2.95
"
4:7:52:53:40866,"velocity_fall=-72.20
"
4:7:52:53:40866,"height=72.60
"
4:7:52:53:40868,"estimate_landing_point=-2.97
"
4:7:52:53:40868,"distance_delta=-372.59
"
4:7:52:53:40926,"%,1,6,77.63,46.38,-117.20,0.93,0.18,-0.03
"
4:7:52:53:41053,"%,1,6,86.58,51.89,-120.29,0.03,-0.65,0.27
"
4:7:52:53:41150,"%,1,6,77.14,64.63,-110.46,1.31,-0.94,0.37
"
4:7:52:53:41246,"%,1,6,62.22,50.93,-113.85,1.61,0.04,0.60
"
4:7:52:54:41358,"%,1,6,44.64,47.43,-131.67,0.47,0.05,0.26
"
4:7:52:54:41438,"%,1,6,56.20,45.98,-117.43,0.22,0.09,0.44
"
4:7:52:54:41741,"%,3,2,3,1
"
4:7:52:54:41742,"%,4,1,3
"
4:7:52:54:41868,"%,2,6,37.2897377,127.0652847,7.22,11,2.89,309.98
"
4:7:52:54:41868,"%,5,2,369.88,225.66
"
4:7:52:54:41869,"%,8,1,0
"
4:7:52:54:41869,"Distance=369.88
"
4:7:52:54:41870,"velocity_air=2.89
"
4:7:52:54:41947,"velocity_fall=-71.80
"
4:7:52:54:41947,"height=72.20
"
4:7:52:54:41963,"estimate_landing_point=-2.91
"
4:7:52:54:41964,"distance_delta=-372.79
"
4:7:52:54:42091,"%,1,6,65.18,52.27,-103.95,1.57,-0.06,0.50
"
4:7:52:54:42107,"%,1,6,44.87,46.09,-119.32,0.75,0.09,0.31
"
4:7:52:54:42155,"%,1,6,42.46,48.99,-115.85,0.16,0.15,0.32
"
4:7:52:54:42236,"%,1,6,64.13,53.08,-94.99,1.38,-0.22,0.21
"
4:7:52:55:42364,"%,1,6,75.17,40.33,-88.72,1.51,0.84,-0.07
"
4:7:52:55:42427,"%,1,6,71.54,50.69,-106.97,0.22,-0.32,0.04
"
4:7:52:55:42810,"%,3,2,3,1
"
4:7:52:55:42827,"%,4,1,3
"
4:7:52:55:42910,"%,2,6,37.2897529,127.0652542,7.18,11,2.79,310.43
"
4:7:52:55:42911,"%,5,2,369.02,225.19
"
4:7:52:55:42912,"%,8,1,0
"
4:7:52:55:42913,"Distance=369.02
"
4:7:52:55:42913,"velocity_air=2.79
"
4:7:52:55:42932,"velocity_fall=-71.60
"
4:7:52:55:42932,"height=71.80
"
4:7:52:55:42933,"estimate_landing_point=-2.80
"
4:7:52:55:42933,"distance_delta=-371.82
"
4:7:52:55:42949,"%,1,6,61.65,58.65,-100.56,0.78,-0.14,-0.01
"
4:7:52:55:43061,"%,1,6,74.68,50.62,-90.31,1.78,0.21,0.20
"
4:7:52:55:43124,"%,1,6,62.95,56.52,-119.10,0.45,-0.26,-0.01
"
4:7:52:55:43236,"%,1,6,80.69,60.75,-105.16,-0.11,-0.96,0.12
"
4:7:52:56:43365,"%,1,6,62.24,59.25,-106.47,2.05,-0.30,0.82
"
4:7:52:56:43429,"%,1,6,45.18,54.18,-115.00,0.90,0.01,0.01
"
4:7:52:56:43732,"%,3,2,3,1
"
4:7:52:56:43732,"%,4,1,3
"
4:7:52:56:43867,"%,2,6,37.2897682,127.0652313,7.13,12,2.94,313.43
"
4:7:52:56:43868,"%,5,2,368.52,224.83
"
4:7:52:56:43869,"%,8,1,0
"
4:7:52:56:43869,"Distance=368.52
"
4:7:52:56:43869,"velocity_air=2.94
"
4:7:52:56:43870,"velocity_fall=-71.20
"
4:7:52:56:43870,"height=71.30
"
4:7:52:56:43871,"estimate_landing_point=-2.94
"
4:7:52:56:43872,"distance_delta=-371.47
"
4:7:52:56:43932,"%,1,6,54.17,42.31,-133.52,0.23,-0.64,0.09
"
4:7:52:56:44043,"%,1,6,53.71,44.96,-122.95,1.37,-0.40,1.10
"
4:7:52:56:44187,"%,1,6,61.87,39.59,-95.38,1.47,0.33,0.49
"
4:7:52:56:44300,"%,1,6,38.32,38.70,-112.49,0.75,0.18,0.36
"
4:7:52:57:44396,"%,1,6,46.83,41.89,-101.17,0.04,0.19,0.41
"
4:7:52:57:44459,"%,1,6,69.45,49.49,-86.33,1.31,-0.20,-0.01
"
4:7:52:57:44762,"%,3,2,3,1
"
4:7:52:57:44763,"%,4,1,3
"
4:7:52:57:44763,"%,7,1,9
"
4:7:52:57:44874,"%,2,6,37.2897872,127.0652084,7.13,12,2.68,312.16
"
4:7:52:57:44905,"%,5,2,368.45,224.39
"
4:7:52:57:44905,"%,8,1,0
"
4:7:52:57:44905,"Distance=368.45
"
4:7:52:57:44906,"velocity_air=2.68
"
4:7:52:57:44906,"velocity_fall=-71.00
"
4:7:52:57:44906,"height=71.30
"
4:7:52:57:44907,"estimate_landing_point=-2.69
"
4:7:52:57:44908,"distance_delta=-371.14
"
4:7:52:57:45000,"%,1,6,49.23,54.00,-99.85,0.98,0.01,0.08
"
4:7:52:57:45032,"%,1,6,34.87,48.99,-110.38,0.29,0.08,0.43
"
4:7:52:57:45161,"%,1,6,43.12,55.50,-98.66,0.66,0.24,0.26
"
4:7:52:57:45240,"%,1,6,63.63,49.83,-82.30,1.99,0.37,0.26
"
4:7:52:58:45496,"%,1,6,49.14,49.49,-110.55,0.68,0.05,0.07
"
4:7:52:58:45512,"%,1,6,53.19,53.78,-117.71,0.13,-0.64,0.18
"
4:7:52:58:45751,"%,3,2,3,1
"
4:7:52:58:45751,"%,4,1,3
"
4:7:52:58:45857,"%,2,6,37.2898025,127.0651931,7.13,12,2.46,316.31
"
4:7:52:58:45858,"%,5,2,369.14,224.00
"
4:7:52:58:45858,"%,8,1,0
"
4:7:52:58:45858,"Distance=369.14
"
4:7:52:58:45859,"velocity_air=2.46
"
4:7:52:58:45859,"velocity_fall=-70.60
"
4:7:52:58:45860,"height=71.30
"
4:7:52:58:45860,"estimate_landing_point=-2.48
"
4:7:52:58:45861,"distance_delta=-371.62
"
4:7:52:58:45937,"%,1,6,76.29,56.26,-82.22,1.41,-0.24,-0.12
"
4:7:52:58:46049,"%,1,6,71.86,50.85,-103.65,1.89,0.52,0.42
"
4:7:52:58:46161,"%,1,6,66.66,59.89,-119.75,0.38,-0.38,0.09
"
4:7:52:58:46225,"%,1,6,88.68,61.50,-95.55,-0.03,-0.34,0.10
"
4:7:52:59:46354,"%,1,6,88.65,61.15,-83.85,1.99,-0.59,0.53
"
4:7:52:59:46449,"%,1,6,60.11,56.16,-101.25,1.21,0.40,-0.03
"
4:7:52:59:46800,"%,3,2,3,1
"
4:7:52:59:46800,"%,4,1,3
"
4:7:52:59:46863,"%,2,6,37.2898178,127.0651626,7.12,12,2.14,319.78
"
4:7:52:59:46864,"%,5,2,368.09,223.57
"
4:7:52:59:46878,"%,8,1,0
"
4:7:52:59:46878,"Distance=368.09
"
4:7:52:59:46899,"velocity_air=2.14
"
4:7:52:59:46900,"velocity_fall=-70.40
"
4:7:52:59:46900,"height=71.20
"
4:7:52:59:46901,"estimate_landing_point=-2.16
"
4:7:52:59:46902,"distance_delta=-370.25
"
4:7:52:59:46948,"%,1,6,33.49,54.80,-149.31,0.59,-0.31,0.12
"
4:7:52:59:47043,"%,1,6,41.46,57.60,-144.44,0.74,-0.61,0.48
"
4:7:52:59:47139,"%,1,6,47.59,56.24,-129.17,1.02,-0.44,1.06
"
4:7:52:59:47268,"%,1,6,39.49,49.34,-127.35,0.63,0.07,0.38
"
4:7:53:0:47348,"%,1,6,30.57,42.75,-124.30,0.67,0.08,0.27
"
4:7:53:0:47427,"%,1,6,30.31,38.38,-116.03,0.79,-0.31,0.48
"
4:7:53:0:47714,"%,3,2,3,1
"
4:7:53:0:47715,"%,4,1,3
"
4:7:53:0:47827,"%,2,6,37.2898292,127.0651626,7.14,12,1.32,323.46
"
4:7:53:0:47869,"%,5,2,368.91,223.45
"
4:7:53:0:47869,"%,8,1,0
"
4:7:53:0:47870,"Distance=368.91
"
4:7:53:0:47870,"velocity_air=1.32
"
4:7:53:0:47871,"velocity_fall=-70.40
"
4:7:53:0:47871,"height=71.40
"
4:7:53:0:47872,"estimate_landing_point=-1.34
"
4:7:53:0:47873,"distance_delta=-370.25
"
4:7:53:0:47950,"%,1,6,1.82,32.69,-90.32,0.71,-0.05,0.92
"
4:7:53:0:48093,"%,1,6,0.34,33.73,-79.24,0.82,0.24,0.91
"
4:7:53:0:48142,"%,1,6,-0.65,33.53,-70.38,0.84,0.08,0.72
"
4:7:53:0:48237,"%,1,6,-4.66,40.39,-65.22,0.70,0.26,0.35
"
4:7:53:0:48334,"%,1,6,-7.47,48.27,-60.70,0.85,0.49,0.57
"
4:7:53:1:48429,"%,1,6,-7.23,52.30,-60.19,0.59,0.34,0.49
"
4:7:53:1:48732,"%,3,2,3,1
"
4:7:53:1:48732,"%,4,1,3
"
4:7:53:1:48880,"%,2,6,37.2898330,127.0651550,7.15,12,0.97,311.54
"
4:7:53:1:48881,"%,5,2,368.86,223.31
"
4:7:53:1:48881,"%,8,1,0
"
4:7:53:1:48882,"Distance=368.86
"
4:7:53:1:48882,"velocity_air=0.97
"
4:7:53:1:48882,"velocity_fall=-70.60
"
4:7:53:1:48883,"height=71.50
"
4:7:53:1:48883,"estimate_landing_point=-0.98
"
4:7:53:1:48884,"distance_delta=-369.84
"
4:7:53:1:48927,"%,1,6,-3.84,71.93,-43.56,0.74,0.36,0.59
"
4:7:53:1:49038,"%,1,6,-3.09,79.32,-42.27,0.78,0.07,0.49
"
4:7:53:1:49136,"%,1,6,-13.80,78.70,-52.93,1.39,0.34,0.10
"
4:7:53:1:49231,"%,1,6,-26.86,78.75,-66.13,1.13,0.27,0.37
"
4:7:53:1:49327,"%,1,6,-125.61,86.61,-167.75,0.49,-0.05,-0.04
"
4:7:53:2:49423,"%,1,6,-164.21,82.50,152.38,0.86,-0.12,0.21
"
4:7:53:2:49710,"%,3,2,3,1
"
4:7:53:2:49711,"%,4,1,3
"
4:7:53:2:49711,"%,7,1,10
"
4:7:53:2:49864,"%,2,6,37.2898330,127.0651397,7.15,12,0.74,296.97
"
4:7:53:2:49865,"%,5,2,368.07,223.14
"
4:7:53:2:49865,"%,8,1,0
"
4:7:53:2:49866,"Distance=368.07
"
4:7:53:2:49866,"velocity_air=0.74
"
4:7:53:2:49866,"velocity_fall=-70.60
"
4:7:53:2:49867,"height=71.50
"
4:7:53:2:49868,"estimate_landing_point=-0.75
"
4:7:53:2:49880,"distance_delta=-368.82
"
