gpsTime,sysTime,Lat,Lng,Alt,speed,course,bearing,dist,ctlangle,isWindCheck,isCheckWind
not defined yet,6:8:56:14:59917,37.28956,127.06564,71.9,0.09,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:15:60923,37.28956,127.06564,71.9,0.05,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:16:61898,37.28956,127.06564,72.0,0.04,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:17:62948,37.28956,127.06564,72.2,0.14,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:18:63929,37.28956,127.06564,72.4,0.26,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:19:64926,37.28956,127.06564,72.5,0.0,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:20:65917,37.28956,127.06564,72.7,0.02,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:21:66924,37.28956,127.06564,72.8,0.04,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:22:67919,37.28956,127.06564,72.9,0.02,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:23:68926,37.289555,127.06564,72.9,0.01,0.0,299.07,44.89,-60.93,,0
not defined yet,6:8:56:24:69916,37.28956,127.06564,73.1,0.43,0.0,299.7,45.17,-60.3,,0
not defined yet,6:8:56:25:70929,37.289566,127.06564,73.2,0.82,22.05,299.07,44.89,-60.93,,0
not defined yet,6:8:56:26:71925,37.28957,127.06564,72.9,0.26,22.05,299.07,44.89,-82.98,,0
not defined yet,6:8:56:27:72933,37.28957,127.06564,73.0,0.6,355.24,298.65,44.71,-83.4,,0
not defined yet,6:8:56:28:73924,37.289562,127.06564,72.9,0.81,251.71,298.65,44.71,-56.59,,0
not defined yet,6:8:56:29:74938,37.28955,127.06563,72.8,1.16,222.63,299.07,44.89,47.36,,0
not defined yet,6:8:56:30:75944,37.289543,127.06561,72.8,1.16,221.65,301.42,44.39,78.79,,0
not defined yet,6:8:56:31:76934,37.289536,127.06561,72.6,1.12,226.0,302.56,43.35,80.91,,0
not defined yet,6:8:56:32:77927,37.289528,127.065605,72.3,1.18,229.93,303.81,43.97,77.81,,0
not defined yet,6:8:56:33:78933,37.28952,127.06559,72.1,1.13,233.16,305.73,44.17,75.8,,0
not defined yet,6:8:56:34:79941,37.289513,127.06559,71.8,1.0,237.77,307.58,43.54,74.42,,0
not defined yet,6:8:56:35:80980,37.289513,127.065575,71.7,0.99,240.23,308.56,44.12,70.79,,0
not defined yet,6:8:56:36:82023,37.289505,127.06556,71.6,1.16,236.63,309.49,42.95,69.26,,0
not defined yet,6:8:56:37:82919,37.289497,127.06555,71.6,1.0,237.13,311.25,42.29,74.62,,0
not defined yet,6:8:56:38:83932,37.28949,127.06555,71.2,1.11,239.55,312.63,42.29,75.5,,0
not defined yet,6:8:56:39:84936,37.289486,127.06554,71.0,0.83,236.06,313.56,42.94,74.01,,0
not defined yet,6:8:56:40:85919,37.289486,127.06554,70.6,0.18,236.06,315.01,42.11,78.95,,0
not defined yet,6:8:56:41:86926,37.289482,127.06554,70.5,0.1,236.06,315.01,42.11,78.95,,0
not defined yet,6:8:56:42:87970,37.289482,127.06554,70.4,0.04,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:43:88939,37.289482,127.06554,70.4,0.02,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:44:89956,37.289482,127.06554,70.4,0.01,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:45:90916,37.289482,127.06554,70.3,0.02,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:46:91907,37.289482,127.06554,70.3,0.02,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:47:92927,37.289482,127.06554,70.4,0.36,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:48:93923,37.289486,127.06554,70.5,0.0,236.06,315.37,42.37,79.31,,0
not defined yet,6:8:56:49:94915,37.289486,127.06554,70.4,0.05,236.06,315.01,42.11,78.95,,0
not defined yet,6:8:56:50:95955,37.289486,127.06555,70.4,0.06,236.06,315.01,42.11,78.95,,0
not defined yet,6:8:56:51:96914,37.289486,127.06555,70.4,0.01,236.06,313.74,43.07,77.68,,0
not defined yet,6:8:56:52:97968,37.289486,127.06555,70.5,0.02,236.06,313.74,43.07,77.68,,0
not defined yet,6:8:56:53:98933,37.28949,127.06555,70.3,0.09,236.06,313.74,43.07,77.68,,0
not defined yet,6:8:56:54:99917,37.28949,127.06555,70.1,0.02,236.06,313.56,42.94,77.5,,0
not defined yet,6:8:56:55:100937,37.28949,127.06555,70.1,0.04,236.06,313.56,42.94,77.5,,0
not defined yet,6:8:56:56:101926,37.289486,127.06555,70.1,0.09,236.06,313.56,42.94,77.5,,0
not defined yet,6:8:56:57:102941,37.289486,127.06555,70.7,0.5,241.3,313.74,43.07,77.68,,0
not defined yet,6:8:56:58:103946,37.289482,127.06554,72.6,0.94,252.38,313.74,43.07,72.44,,0
not defined yet,6:8:56:59:104945,37.289474,127.06554,76.1,1.02,241.99,315.37,42.37,62.99,,0
not defined yet,6:8:57:0:105972,37.28947,127.06554,80.4,1.03,253.97,316.26,43.06,74.27,,0
not defined yet,6:8:57:1:106933,37.28947,127.06554,85.2,0.74,254.91,316.26,43.06,62.29,,0
not defined yet,6:8:57:2:107938,37.289467,127.06554,89.8,1.08,253.15,316.26,43.06,61.35,,0
not defined yet,6:8:57:3:108950,37.289467,127.06554,94.8,1.13,271.37,317.46,44.02,64.31,,0
not defined yet,6:8:57:4:109976,37.289467,127.06554,100.5,0.92,271.27,317.46,44.02,46.09,,0
not defined yet,6:8:57:5:110933,37.289467,127.06554,106.1,1.45,274.03,317.46,44.02,46.19,,0
not defined yet,6:8:57:6:111938,37.28947,127.06552,111.8,1.82,277.02,317.46,44.02,43.43,,0
not defined yet,6:8:57:7:112951,37.28947,127.06551,117.4,1.53,281.85,317.59,42.13,40.57,,0
not defined yet,6:8:57:8:113941,37.28947,127.06551,122.8,0.88,282.99,318.45,41.82,36.6,,0
not defined yet,6:8:57:9:114961,37.289474,127.06551,128.2,0.48,284.71,318.45,41.82,35.46,,0
not defined yet,6:8:57:10:115947,37.289474,127.06551,133.6,0.4,284.1,318.45,41.82,33.74,,0
not defined yet,6:8:57:11:116976,37.289474,127.06552,139.1,0.22,284.1,318.45,41.82,34.35,,0
not defined yet,6:8:57:12:117993,37.289474,127.06552,144.7,0.44,261.09,317.59,42.13,33.49,,0
not defined yet,6:8:57:13:118990,37.289474,127.06552,150.7,0.43,254.39,317.59,42.13,56.5,,0
not defined yet,6:8:57:14:120007,37.28947,127.06552,156.4,0.26,254.39,317.59,42.13,63.2,,0
not defined yet,6:8:57:15:120955,37.28947,127.06552,162.3,0.63,243.27,317.59,42.13,63.2,,0
not defined yet,6:8:57:16:121936,37.28947,127.06552,168.3,0.74,252.88,317.59,42.13,74.32,,0
not defined yet,6:8:57:17:122941,37.28947,127.06552,174.4,0.52,262.68,317.59,42.13,64.71,,0
not defined yet,6:8:57:18:123993,37.28947,127.06552,180.5,0.4,266.52,317.59,42.13,54.91,,0
not defined yet,6:8:57:19:124930,37.28947,127.06552,186.4,0.16,266.52,317.59,42.13,51.07,,0
not defined yet,6:8:57:20:125934,37.28947,127.06552,192.3,0.21,266.52,317.59,42.13,51.07,,0
not defined yet,6:8:57:21:126947,37.28947,127.06552,198.1,0.28,270.14,317.59,42.13,51.07,,0
not defined yet,6:8:57:22:127949,37.28947,127.06552,203.9,0.3,275.0,317.59,42.13,47.45,,0
not defined yet,6:8:57:23:129000,37.28947,127.06552,209.6,0.12,275.0,317.59,42.13,42.59,,0
not defined yet,6:8:57:24:129955,37.289474,127.06552,215.5,0.1,275.0,317.59,42.13,42.59,,0
not defined yet,6:8:57:25:131059,37.289474,127.06552,221.5,0.23,290.0,317.59,42.13,42.59,,0
not defined yet,6:8:57:26:131923,37.28948,127.06552,227.4,0.16,290.0,317.59,42.13,27.59,,0
not defined yet,6:8:57:27:132967,37.28948,127.06552,233.3,0.12,290.0,317.06,41.71,27.06,,0
not defined yet,6:8:57:28:133917,37.28948,127.06552,239.1,0.12,290.0,317.06,41.71,27.06,,0
not defined yet,6:8:57:29:135211,37.289474,127.06552,243.0,0.44,150.16,317.06,41.71,27.06,,0
not defined yet,6:8:57:30:135965,37.289474,127.06552,244.3,1.24,112.74,317.59,42.13,167.43,,0
not defined yet,6:8:57:31:136979,37.28947,127.06552,244.9,1.62,102.52,317.59,42.13,-155.15,,0
not defined yet,6:8:57:32:137940,37.28947,127.06554,245.8,1.89,100.53,317.59,42.13,-144.93,,0
not defined yet,6:8:57:33:139104,37.289467,127.06555,246.5,1.95,100.44,316.26,43.06,-144.27,,0
not defined yet,6:8:57:34:140065,37.289463,127.06556,247.2,1.94,98.48,316.19,44.95,-144.25,,0
not defined yet,6:8:57:35:140986,37.289463,127.065575,247.8,1.77,96.23,316.07,45.83,-142.41,,0
not defined yet,6:8:57:36:141951,37.28946,127.06559,248.5,1.77,99.1,314.87,46.78,-141.36,,0
not defined yet,6:8:57:37:142910,37.289455,127.06559,243.3,1.72,101.74,313.89,47.88,-145.21,,0
not defined yet,6:8:57:38:143918,37.289433,127.06559,238.6,3.07,174.1,314.38,48.27,-147.36,,0
not defined yet,6:8:57:39:145004,37.289417,127.065575,234.0,3.02,220.74,316.4,50.03,142.3,,0
not defined yet,6:8:57:40:146072,37.28941,127.06552,232.8,5.19,253.13,318.42,49.95,97.68,,0
not defined yet,6:8:57:41:146969,37.2894,127.065475,231.2,4.23,250.64,323.3,47.55,70.17,,0
not defined yet,6:8:57:42:147971,37.289387,127.06541,228.7,5.66,257.14,328.8,47.01,78.16,,0
not defined yet,6:8:57:43:148951,37.289375,127.065346,227.5,6.06,257.47,335.77,44.51,78.63,,0
not defined yet,6:8:57:44:149949,37.28937,127.06529,226.2,3.94,264.81,343.17,44.39,85.7,,0
not defined yet,6:8:57:45:150957,37.28937,127.06525,224.3,4.51,275.6,349.28,43.63,84.47,,0
not defined yet,6:8:57:46:151951,37.289387,127.06519,223.3,4.41,294.25,354.57,42.87,78.97,,0
not defined yet,6:8:57:47:152941,37.289394,127.06516,222.5,1.94,291.47,0.95,40.6,66.7,,0
not defined yet,6:8:57:48:153949,37.289402,127.065155,221.1,1.03,298.28,4.83,40.16,73.36,,0
not defined yet,6:8:57:49:154940,37.28941,127.065155,220.4,1.04,331.25,5.82,40.04,67.54,,0
not defined yet,6:8:57:50:155963,37.28941,127.065155,220.1,0.33,317.44,6.08,38.34,34.83,,0
not defined yet,6:8:57:51:156964,37.289406,127.06516,219.3,1.44,106.05,6.08,38.34,48.64,,0
not defined yet,6:8:57:52:157996,37.2894,127.06518,219.5,2.18,107.53,4.95,39.22,-101.1,,0
not defined yet,6:8:57:53:158975,37.28939,127.06519,220.0,0.97,121.46,2.89,40.26,-104.64,,0
not defined yet,6:8:57:54:159965,37.28939,127.06519,219.2,0.22,119.69,0.95,40.6,-120.51,,0
not defined yet,6:8:57:55:160939,37.289394,127.06519,219.5,1.27,347.63,0.95,40.6,-118.74,,0
not defined yet,6:8:57:56:161961,37.289406,127.06516,219.3,3.03,297.11,0.97,40.03,13.34,,0
not defined yet,6:8:57:57:163034,37.289417,127.065125,218.7,3.82,290.89,4.95,39.22,67.84,,0
not defined yet,6:8:57:58:164018,37.28943,127.0651,218.1,2.88,291.27,10.26,37.97,79.37,,0
not defined yet,6:8:57:59:164950,37.289436,127.06508,217.5,1.56,297.06,13.51,37.65,82.24,,0
not defined yet,6:8:58:0:165997,37.28944,127.06508,216.6,0.38,301.4,16.97,37.08,79.91,,0
not defined yet,6:8:58:1:166964,37.289433,127.06509,216.3,1.4,170.98,17.06,36.9,75.66,,0
not defined yet,6:8:58:2:167960,37.289413,127.06508,215.9,2.92,185.99,15.73,37.44,-155.25,,0
not defined yet,6:8:58:3:169052,37.289383,127.06508,215.1,3.66,182.02,16.08,39.09,-169.91,,0
not defined yet,6:8:58:4:169984,37.28936,127.06508,214.5,2.08,182.32,14.67,42.74,-167.35,,0
not defined yet,6:8:58:5:170938,37.28936,127.06506,213.6,1.61,242.86,13.82,45.32,-168.5,,0
not defined yet,6:8:58:6:171964,37.28937,127.06504,212.6,3.44,295.18,15.53,45.48,132.67,,0
not defined yet,6:8:58:7:172940,37.289383,127.065,212.1,4.45,281.83,18.41,44.98,83.23,,0
not defined yet,6:8:58:8:173938,37.28939,127.06495,211.5,4.43,283.37,23.14,44.76,101.31,,0
not defined yet,6:8:58:9:174933,37.28941,127.064896,210.9,4.02,300.24,28.81,46.33,105.44,,0
not defined yet,6:8:58:10:175955,37.289433,127.06489,210.4,3.0,322.35,35.37,46.75,95.13,,0
not defined yet,6:8:58:11:176973,37.28945,127.06487,209.8,1.9,343.6,37.44,45.63,75.09,,0
not defined yet,6:8:58:12:177948,37.289455,127.064896,209.4,1.81,52.73,40.59,44.71,56.99,,0
not defined yet,6:8:58:13:179058,37.28945,127.064896,209.4,1.49,120.41,38.87,43.12,-13.86,,0
not defined yet,6:8:58:14:179942,37.289433,127.064896,208.4,2.5,164.22,38.56,43.42,-81.85,,0
not defined yet,6:8:58:15:180934,37.28941,127.06491,207.6,2.76,149.4,36.9,45.07,-127.32,,0
not defined yet,6:8:58:16:181965,37.289394,127.06491,207.2,1.24,170.17,33.99,45.98,-115.41,,0
not defined yet,6:8:58:17:182932,37.2894,127.064896,205.8,1.11,240.7,32.71,47.57,-137.46,,0
not defined yet,6:8:58:18:183935,37.289417,127.06489,204.3,2.98,333.56,34.06,48.31,153.36,,0
not defined yet,6:8:58:19:184965,37.28944,127.06487,203.7,3.26,324.13,36.45,46.69,62.89,,0
not defined yet,6:8:58:20:185937,37.289463,127.06485,203.1,2.94,320.18,39.66,45.58,75.53,,0
not defined yet,6:8:58:21:186945,37.289486,127.064835,202.2,2.61,340.17,43.32,45.36,83.14,,0
not defined yet,6:8:58:22:187936,37.289497,127.064835,201.6,1.34,346.81,47.48,44.06,67.31,,0
not defined yet,6:8:58:23:188942,37.289505,127.064835,200.9,0.62,12.35,48.59,43.3,61.78,,0
not defined yet,6:8:58:24:189989,37.2895,127.06486,200.2,1.8,86.17,49.35,42.8,37.0,,0
not defined yet,6:8:58:25:191044,37.289497,127.06487,200.2,1.36,101.62,46.75,41.8,-39.42,,0
not defined yet,6:8:58:26:191950,37.289494,127.06487,199.9,0.5,108.02,45.45,40.82,-56.17,,0
not defined yet,6:8:58:27:192968,37.289494,127.06489,198.8,1.47,73.01,45.26,40.96,-62.76,,0
not defined yet,6:8:58:28:193949,37.289513,127.064896,198.6,2.13,34.05,43.7,40.14,-29.31,,0
not defined yet,6:8:58:29:194962,37.289524,127.064896,198.4,1.9,345.1,44.73,38.45,10.68,,0
not defined yet,6:8:58:30:195961,37.28954,127.06489,197.7,1.98,334.93,46.16,37.52,61.06,,0
not defined yet,6:8:58:31:196937,37.289566,127.06487,196.9,3.35,348.38,48.8,36.86,73.87,,0
not defined yet,6:8:58:32:197936,37.289585,127.06486,196.8,1.92,341.78,53.38,36.25,65.0,,0
not defined yet,6:8:58:33:198938,37.289597,127.06486,196.4,0.9,343.64,57.56,36.07,75.78,,0
not defined yet,6:8:58:34:199959,37.289604,127.06487,195.6,1.26,32.44,58.85,35.57,75.21,,0
not defined yet,6:8:58:35:200931,37.289608,127.06487,195.6,0.15,32.44,60.15,33.54,27.71,,0
not defined yet,6:8:58:36:201967,37.289604,127.06486,195.1,0.66,355.7,60.44,33.44,28.0,,0
not defined yet,6:8:58:37:203165,37.289597,127.06487,193.6,1.27,97.38,60.99,34.81,65.29,,0
not defined yet,6:8:58:38:203967,37.28958,127.06489,193.6,2.03,146.37,57.96,34.32,-39.42,,0
not defined yet,6:8:58:39:204933,37.28957,127.06487,193.3,1.51,179.99,54.32,34.15,-92.05,,0
not defined yet,6:8:58:40:205935,37.289562,127.06487,191.9,0.94,162.12,53.86,36.02,-126.13,,0
not defined yet,6:8:58:41:206937,37.28956,127.064896,191.9,1.48,118.71,53.38,36.25,-108.74,,0
not defined yet,6:8:58:42:207928,37.289566,127.064896,191.9,1.14,67.02,51.37,34.64,-67.34,,0
not defined yet,6:8:58:43:208943,37.289577,127.064896,191.4,1.72,30.6,51.37,34.64,-15.65,,0
not defined yet,6:8:58:44:209950,37.289597,127.06491,191.4,2.49,20.81,53.91,33.49,23.31,,0
not defined yet,6:8:58:45:210953,37.289608,127.06491,191.6,0.54,22.85,54.69,31.5,33.88,,0
not defined yet,6:8:58:46:211953,37.289604,127.064926,190.8,0.69,87.76,57.3,30.55,34.45,,0
not defined yet,6:8:58:47:212978,37.2896,127.06493,189.9,1.14,114.97,55.27,29.63,-32.49,,0
not defined yet,6:8:58:48:213950,37.28959,127.06495,188.4,2.1,138.56,53.02,29.64,-61.95,,0
not defined yet,6:8:58:49:214961,37.289574,127.064964,187.1,1.73,137.81,50.51,28.93,-88.05,,0
not defined yet,6:8:58:50:215954,37.28957,127.064964,185.7,0.5,144.77,46.21,29.05,-91.6,,0
not defined yet,6:8:58:51:216939,37.28957,127.064964,183.0,1.21,25.18,44.38,29.99,-100.39,,0
not defined yet,6:8:58:52:217962,37.28959,127.064964,181.4,1.95,1.55,44.38,29.99,19.2,,0
not defined yet,6:8:58:53:218966,37.289593,127.06493,179.5,2.14,296.79,48.45,28.02,46.9,,0
not defined yet,6:8:58:54:219955,37.289608,127.064926,176.4,2.11,317.65,52.44,29.87,115.65,,0
not defined yet,6:8:58:55:220951,37.289623,127.064926,174.6,2.08,359.81,55.57,29.53,97.92,,0
not defined yet,6:8:58:56:221952,37.289623,127.06493,172.7,1.48,69.78,59.05,28.4,59.24,,0
not defined yet,6:8:58:57:222955,37.28961,127.064964,170.3,2.44,114.57,58.67,27.72,-11.11,,0
not defined yet,6:8:58:58:223958,37.2896,127.06499,168.7,2.85,114.62,52.45,26.45,-62.12,,0
not defined yet,6:8:58:59:224932,37.289593,127.065,167.7,1.34,124.9,46.73,26.01,-67.89,,0
not defined yet,6:8:59:0:225953,37.289593,127.06501,165.8,1.39,93.37,44.01,25.32,-80.89,,0
not defined yet,6:8:59:1:226948,37.2896,127.06504,164.5,2.79,65.13,42.89,24.85,-50.48,,0
not defined yet,6:8:59:2:227949,37.289608,127.06505,163.7,0.5,61.68,38.55,22.8,-26.58,,0
not defined yet,6:8:59:3:228952,37.28961,127.06505,162.2,1.07,33.7,39.35,21.34,-22.33,,0
not defined yet,6:8:59:4:229947,37.28963,127.06506,160.8,2.99,38.48,40.34,20.9,6.64,,0
not defined yet,6:8:59:5:230954,37.289642,127.06508,159.9,1.02,36.37,40.94,18.58,2.46,,0
not defined yet,6:8:59:6:231928,37.28965,127.06509,158.4,1.19,37.6,40.42,16.69,4.05,,0
not defined yet,6:8:59:7:232936,37.289665,127.0651,156.7,3.09,45.65,41.25,15.39,3.65,,0
not defined yet,6:8:59:8:233932,37.289673,127.06512,155.4,1.32,55.02,39.62,13.79,-6.03,,0
not defined yet,6:8:59:9:234937,37.289677,127.065125,153.6,0.93,56.37,38.12,12.06,-16.9,,0
not defined yet,6:8:59:10:235936,37.289684,127.065155,151.1,2.68,76.34,38.4,10.89,-17.97,,0
not defined yet,6:8:59:11:236939,37.289684,127.06518,151.1,1.74,90.93,25.94,9.28,-50.4,,0
not defined yet,6:8:59:12:237968,37.289677,127.06519,150.7,0.81,104.15,13.38,8.77,-77.55,,0
not defined yet,6:8:59:13:238933,37.289677,127.06521,149.1,1.71,79.08,4.53,8.56,-99.62,,0
not defined yet,6:8:59:14:239915,37.28968,127.065216,148.5,0.89,76.04,355.47,8.56,-83.61,,0
not defined yet,6:8:59:15:240923,37.28968,127.06521,147.5,0.78,0.03,351.19,8.83,-84.85,,0
not defined yet,6:8:59:16:241943,37.28969,127.06521,145.5,1.3,341.72,355.47,8.56,-4.56,,0
not defined yet,6:8:59:17:242932,37.289696,127.06519,144.5,1.11,340.21,354.64,7.24,12.92,,0
not defined yet,6:8:59:18:243964,37.289696,127.06519,143.3,0.42,322.4,5.51,7.05,25.3,,0
not defined yet,6:8:59:19:244953,37.2897,127.06519,141.2,0.7,13.85,5.51,7.05,43.11,,0
not defined yet,6:8:59:20:245931,37.289703,127.06521,139.9,0.51,26.5,5.99,6.48,-7.86,,0
not defined yet,6:8:59:21:246934,37.2897,127.06521,138.3,0.86,129.89,353.64,6.11,-32.86,,0
not defined yet,6:8:59:22:247950,37.2897,127.06521,135.6,0.8,88.77,354.01,6.48,-135.88,,0
not defined yet,6:8:59:23:248971,37.28971,127.065216,134.0,1.76,20.07,354.01,6.48,-94.76,,0
not defined yet,6:8:59:24:249963,37.28972,127.06519,132.4,2.02,301.27,344.66,5.11,-35.41,,0
not defined yet,6:8:59:26:251967,37.289734,127.065125,127.3,3.6,292.16,8.81,4.41,67.54,,0
not defined yet,6:8:59:27:252962,37.289738,127.06512,125.4,1.43,284.88,65.84,7.41,133.68,,0
not defined yet,6:8:59:28:253959,37.289738,127.0651,122.9,0.5,284.43,78.47,7.59,153.59,,0
not defined yet,6:8:59:29:254957,37.289734,127.06512,120.1,1.79,121.49,80.21,8.92,155.78,,0
not defined yet,6:8:59:30:255933,37.289715,127.065125,118.0,3.1,147.52,67.81,8.04,-53.68,,0
not defined yet,6:8:59:31:257002,37.28969,127.065125,115.6,3.69,179.04,54.97,8.26,-92.55,,0
not defined yet,6:8:59:32:258012,37.28965,127.065125,113.5,4.27,180.26,43.19,9.89,-135.85,,0
not defined yet,6:8:59:33:258953,37.28962,127.06514,111.6,3.07,157.28,30.31,13.4,-149.95,,0
not defined yet,6:8:59:34:259929,37.289608,127.06516,109.4,2.91,121.72,19.86,15.93,-137.42,,0
not defined yet,6:8:59:35:260931,37.28961,127.06521,106.9,3.21,80.44,11.58,16.85,-110.14,,0
not defined yet,6:8:59:36:261933,37.289623,127.065216,105.2,2.02,43.52,357.57,15.95,-82.87,,0
not defined yet,6:8:59:37:262951,37.289642,127.065216,103.2,2.16,6.65,354.71,14.67,-48.81,,0
not defined yet,6:8:59:38:263958,37.28967,127.06521,101.1,2.99,344.91,353.92,12.78,-12.73,,0
not defined yet,6:8:59:39:264957,37.28969,127.06519,99.3,2.6,334.19,356.15,10.08,11.24,,0
not defined yet,6:8:59:40:265959,37.28971,127.06518,97.4,2.56,334.93,5.36,7.24,31.17,,0
not defined yet,6:8:59:41:266934,37.289738,127.06516,95.1,3.5,339.5,22.37,5.33,47.44,,0
