sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
5:21:34:20:22599,99.63,-39.81,154.4,-0.59,0.98,-0.12,1.15,0.0
5:21:34:20:22696,105.47,-30.09,151.07,-0.7,1.12,-0.24,1.34,0.0
5:21:34:21:22889,106.01,-17.34,148.52,-0.74,1.31,-0.23,1.53,0.0
5:21:34:21:22999,105.63,-19.82,144.47,-0.85,1.23,-0.25,1.52,0.0
5:21:34:21:23096,107.94,-31.41,139.5,-0.99,1.14,-0.39,1.56,0.0
5:21:34:21:23192,104.78,-44.16,141.3,-0.69,1.09,-0.3,1.32,0.0
5:21:34:21:23287,93.26,-57.48,148.71,-0.66,0.67,-0.13,0.95,0.0
5:21:34:21:23399,69.72,-72.02,170.23,-0.73,0.3,0.07,0.8,0.0
5:21:34:21:23495,13.83,-78.27,-134.44,-0.73,0.01,0.16,0.75,0.0
5:21:34:22:24087,75.04,-77.35,161.68,-0.85,0.36,-0.04,0.92,0.0
5:21:34:22:24198,96.7,-60.75,143.99,-0.96,0.77,-0.1,1.23,0.0
5:21:34:22:24295,97.23,-43.49,147.09,-0.84,1.18,-0.12,1.46,0.0
5:21:34:22:24391,97.61,-30.11,147.38,-0.93,1.55,-0.06,1.81,0.0
5:21:34:22:24489,92.57,-25.51,144.29,-0.97,1.53,0.06,1.82,0.0
5:21:34:22:24599,78.54,-25.32,143.04,-0.55,0.86,0.5,1.14,0.0
5:21:34:22:24695,72.64,-37.19,138.73,-0.55,0.85,0.44,1.1,0.0
5:21:34:23:24889,70.15,-57.83,119.55,-0.57,0.53,0.14,0.79,0.0
5:21:34:23:25000,80.62,-66.5,101.03,-0.69,0.47,-0.06,0.84,0.0
5:21:34:23:25096,90.56,-70.67,83.58,-0.76,0.44,-0.21,0.9,0.0
5:21:34:23:25190,98.36,-74.48,70.88,-0.77,0.45,-0.28,0.93,0.0
5:21:34:23:25286,107.93,-75.84,58.59,-0.88,0.42,-0.42,1.06,0.0
5:21:34:23:25398,108.82,-77.8,57.85,-0.95,0.42,-0.46,1.14,0.0
5:21:34:23:25494,105.32,-80.25,63.34,-1.08,0.33,-0.4,1.2,0.0
5:21:34:24:26100,53.26,-69.04,-176.52,-0.86,0.39,0.1,0.95,0.0
5:21:34:24:26197,54.0,-69.37,-164.73,-0.84,0.28,0.23,0.91,0.0
5:21:34:24:26293,55.76,-66.96,-157.88,-0.73,0.33,0.35,0.87,0.0
5:21:34:24:26390,59.92,-64.32,-160.52,-0.87,0.39,0.44,1.05,0.0
5:21:34:24:26500,63.68,-62.66,-168.58,-0.96,0.38,0.4,1.11,0.0
5:21:34:24:26597,69.83,-60.63,178.9,-0.9,0.56,0.22,1.08,0.0
5:21:34:24:26694,75.33,-59.5,164.3,-0.8,0.63,0.06,1.02,0.0
5:21:34:25:26900,80.62,-58.34,135.02,-0.86,0.7,-0.17,1.12,0.0
5:21:34:25:26997,77.14,-59.13,126.91,-0.85,0.74,-0.18,1.14,0.0
5:21:34:25:27092,73.94,-60.72,121.88,-0.81,0.65,-0.21,1.06,0.0
5:21:34:25:27189,72.86,-62.05,118.22,-0.8,0.63,-0.17,1.03,0.0
5:21:34:25:27300,75.16,-62.94,114.86,-0.59,0.41,-0.34,0.79,0.0
5:21:34:25:27396,77.9,-65.64,113.8,-0.66,0.4,-0.27,0.82,0.0
5:21:34:25:27492,78.54,-58.33,114.83,-0.55,0.56,-0.27,0.83,0.0
5:21:34:26:28099,89.69,-37.86,133.93,-0.79,1.18,-0.01,1.42,0.0
5:21:34:26:28196,88.61,-43.4,140.24,-0.66,1.02,0.03,1.22,0.0
5:21:34:26:28292,83.79,-50.44,146.25,-0.55,0.53,0.04,0.76,0.0
5:21:34:26:28388,77.1,-55.24,151.28,-0.49,0.3,0.04,0.58,0.0
5:21:34:26:28499,64.45,-50.71,157.08,-0.46,0.48,0.05,0.66,0.0
5:21:34:26:28595,47.97,-33.63,158.1,-0.58,0.74,0.26,0.97,0.0
5:21:34:27:28898,27.18,1.35,140.88,0.08,0.65,1.0,1.19,0.0
5:21:34:27:28995,19.77,2.79,144.15,0.06,0.5,1.33,1.42,0.0
5:21:34:27:29091,16.1,-4.93,151.8,-0.1,0.45,1.29,1.37,0.0
5:21:34:27:29188,11.29,-10.89,160.89,-0.01,0.28,1.17,1.21,0.0
5:21:34:27:29299,5.35,-13.66,170.2,0.07,0.24,0.89,0.93,0.0
5:21:34:27:29395,-2.2,-15.18,179.63,-0.15,0.14,0.76,0.79,0.0
5:21:34:27:29491,-8.28,-14.83,-172.63,-0.17,0.04,0.7,0.72,0.0
5:21:34:28:30099,-9.53,8.11,-174.59,0.35,-0.01,1.36,1.41,0.0
5:21:34:28:30195,-14.03,12.73,179.76,0.07,0.01,1.5,1.5,0.0
5:21:34:28:30291,-15.36,13.18,-179.6,-0.0,0.29,1.66,1.68,0.0
5:21:34:28:30387,-15.95,8.94,-173.39,0.18,0.06,1.56,1.58,0.0
5:21:34:28:30498,-15.69,3.85,-166.47,0.3,0.18,1.31,1.35,0.0
5:21:34:28:30594,-14.04,-2.43,-156.64,0.08,0.14,0.87,0.88,0.0
5:21:34:29:30897,-14.47,-13.28,-144.15,-0.32,0.1,0.48,0.59,0.0
5:21:34:29:30994,-14.62,-12.25,-143.02,-0.43,0.04,0.62,0.76,0.0
5:21:34:29:31090,-11.84,-9.3,-140.93,-0.42,0.06,0.73,0.84,0.0
5:21:34:29:31186,-7.98,-4.0,-140.02,-0.23,0.15,0.88,0.93,0.0
5:21:34:29:31297,-2.91,3.47,-141.81,-0.12,0.3,0.97,1.02,0.0
5:21:34:29:31393,0.5,11.97,-142.04,-0.1,0.33,1.25,1.3,0.0
5:21:34:29:31489,5.42,17.47,-137.44,0.13,0.38,1.31,1.37,0.0
5:21:34:30:32391,9.88,15.51,-139.84,-0.02,0.48,1.45,1.53,0.0
5:21:34:30:32393,12.18,10.6,-137.44,0.03,0.5,1.32,1.42,0.0
5:21:34:30:32394,14.98,2.86,-134.91,-0.05,0.35,0.94,1.0,0.0
5:21:34:30:32400,18.0,-3.86,-133.19,-0.14,0.34,0.73,0.82,0.0
5:21:34:30:32497,19.52,-13.0,-128.46,-0.35,0.37,0.6,0.78,0.0
5:21:34:30:32593,19.87,-22.67,-126.42,-0.46,0.32,0.55,0.79,0.0
5:21:34:31:32897,19.99,-25.43,-135.95,-0.45,0.04,0.37,0.59,0.0
5:21:34:31:32994,22.9,-16.95,-141.16,-0.35,0.33,0.5,0.7,0.0
5:21:34:31:33088,23.56,-7.95,-144.99,0.0,0.34,0.5,0.6,0.0
5:21:34:31:33199,21.67,-1.08,-148.7,0.0,0.42,0.9,0.99,0.0
5:21:34:31:33296,19.64,6.27,-152.8,-0.08,0.32,1.08,1.12,0.0
5:21:34:31:33392,19.73,22.15,-152.9,0.39,0.44,1.36,1.48,0.0
5:21:34:31:33488,27.96,36.26,-146.7,0.5,0.47,1.22,1.4,0.0
5:21:34:32:34095,33.5,18.14,-140.65,0.32,0.5,1.0,1.16,0.0
5:21:34:32:34191,31.02,9.48,-143.47,0.22,0.43,0.9,1.02,0.0
5:21:34:32:34287,28.7,2.45,-146.18,-0.03,0.39,0.81,0.9,0.0
5:21:34:32:34399,28.77,-3.09,-148.13,-0.13,0.36,0.71,0.8,0.0
5:21:34:32:34495,32.96,-5.34,-148.85,-0.21,0.39,0.6,0.75,0.0
5:21:34:32:34591,38.49,-6.15,-145.35,-0.43,0.3,0.5,0.73,0.0
5:21:34:33:34894,68.41,-27.61,-140.35,-0.44,0.64,0.28,0.82,0.0
5:21:34:33:34991,79.3,-35.33,-147.84,-0.55,0.83,0.17,1.01,0.0
5:21:34:33:35087,89.15,-40.1,-159.79,-0.74,0.8,0.07,1.09,0.0
5:21:34:33:35198,98.96,-44.93,-172.49,-0.81,0.69,-0.0,1.07,0.0
5:21:34:33:35295,105.39,-46.83,178.0,-0.84,0.66,-0.06,1.07,0.0
5:21:34:33:35391,107.06,-48.31,172.52,-0.85,0.61,-0.06,1.05,0.0
5:21:34:33:35486,107.52,-50.04,168.58,-0.81,0.64,-0.09,1.04,0.0
5:21:34:34:36094,109.73,-55.93,156.61,-0.73,0.42,-0.09,0.85,0.0
5:21:34:34:36191,110.12,-57.01,153.95,-0.89,0.49,-0.03,1.02,0.0
5:21:34:34:36301,108.35,-57.36,152.54,-0.88,0.49,-0.02,1.01,0.0
5:21:34:34:36398,106.88,-57.84,152.5,-0.89,0.48,-0.02,1.01,0.0
5:21:34:34:36494,105.59,-58.23,152.37,-0.89,0.48,-0.02,1.01,0.0
5:21:34:34:36589,104.47,-58.55,152.15,-0.89,0.49,-0.01,1.01,0.0
5:21:34:34:36701,103.45,-58.82,151.89,-0.89,0.48,-0.02,1.02,0.0
5:21:34:35:36893,101.74,-59.26,151.26,-0.9,0.48,-0.02,1.02,0.0
5:21:34:35:36990,101.02,-59.43,150.91,-0.89,0.48,-0.02,1.01,0.0
5:21:34:35:37101,100.4,-59.57,150.51,-0.89,0.48,-0.02,1.01,0.0
5:21:34:35:37197,99.76,-59.71,150.21,-0.89,0.48,-0.01,1.01,0.0
5:21:34:35:37293,99.22,-59.81,149.83,-0.89,0.48,-0.02,1.01,0.0
5:21:34:35:37389,98.75,-59.92,149.46,-0.89,0.48,-0.02,1.02,0.0
5:21:34:35:37500,98.28,-60.03,149.13,-0.89,0.48,-0.02,1.01,0.0
5:21:34:36:38094,96.28,-60.47,147.21,-0.89,0.48,-0.02,1.01,0.0
5:21:34:36:38188,96.01,-60.54,146.97,-0.89,0.48,-0.02,1.01,0.0
